cell,system,instance,noise,n_rows,best_oracle,rank1_err,rank1_s2,rk_err_1,rk_err_10,rk_s2_1,rk_s2_10
brusselator_1_1em8,brusselator,1,1em8,97,9.892724556204158e-08,9.892724556204158e-08,9.892724556204158e-08,1,1,1,1
brusselator_2_0,brusselator,2,0,100,1.2202905352864946e-11,1.2202905352864946e-11,1.2202905352864946e-11,1,1,1,1
brusselator_2_1em2,brusselator,2,1em2,100,0.0234747507833879,0.0234747507833879,0.0234747507833879,,1,,1
brusselator_2_1em4,brusselator,2,1em4,100,0.017336281400835096,0.017336281400835096,0.017336281400835096,,1,,1
brusselator_2_1em6,brusselator,2,1em6,100,6.165747747921557e-06,6.165747747921557e-06,6.165747747921557e-06,1,1,1,1
brusselator_2_1em8,brusselator,2,1em8,100,1.2303180008110814e-07,1.2303180008110814e-07,1.2303180008110814e-07,1,1,1,1
brusselator_3_0,brusselator,3,0,100,5.38902256153051e-13,5.38902256153051e-13,5.38902256153051e-13,1,1,1,1
brusselator_3_1em2,brusselator,3,1em2,100,0.1166406382161771,0.1166406382161771,0.1166406382161771,,,,
brusselator_3_1em4,brusselator,3,1em4,100,0.00032459358480729783,0.0027915995023715112,0.00032459358480729783,1,1,1,1
brusselator_3_1em6,brusselator,3,1em6,100,5.2484656865026125e-06,2.26251554611423e-05,5.2484656865026125e-06,1,1,1,1
brusselator_3_1em8,brusselator,3,1em8,98,5.722339602165505e-08,5.722339602165505e-08,5.722339602165505e-08,1,1,1,1
brusselator_4_0,brusselator,4,0,100,7.042144645197368e-13,7.042144645197368e-13,7.042144645197368e-13,1,1,1,1
brusselator_4_1em2,brusselator,4,1em2,100,0.03667026926842365,0.1165841660035647,0.1165841660035647,,16,,16
brusselator_4_1em4,brusselator,4,1em4,100,0.0011561920318483576,0.01609440678069296,0.0018228774737217568,8,1,1,1
brusselator_4_1em6,brusselator,4,1em6,100,9.92632010143879e-06,9.92632010143879e-06,9.92632010143879e-06,1,1,1,1
brusselator_4_1em8,brusselator,4,1em8,100,1.6346008530065959e-07,1.6346008530065959e-07,1.6346008530065959e-07,1,1,1,1
brusselator_5_0,brusselator,5,0,79,9.333000000000002,87338481.031,9.531000000000011,,,,
brusselator_5_1em2,brusselator,5,1em2,1,0.8031194302967289,0.8031194302967289,0.8031194302967289,,,,
brusselator_5_1em4,brusselator,5,1em4,1,9.530999959450746,9.530999959450746,9.530999959450746,,,,
brusselator_5_1em6,brusselator,5,1em6,1,9.431956469204035,9.431956469204035,9.431956469204035,,,,
brusselator_5_1em8,brusselator,5,1em8,18,9.530999999999993,29375877.8435,29375877.8435,,,,
brusselator_6_0,brusselator,6,0,100,0.04890894026173298,0.04890894026173298,0.04890894026173298,,1,,1
brusselator_6_1em2,brusselator,6,1em2,1,9.18092054756729,9.18092054756729,9.18092054756729,,,,
brusselator_6_1em4,brusselator,6,1em4,30,9.348999999999993,8676683.385762328,8676683.385762328,,,,
brusselator_6_1em6,brusselator,6,1em6,100,9.348999999999993,69133.73482788086,69133.73482788086,,,,
brusselator_6_1em8,brusselator,6,1em8,100,35.27110124241916,14772.509892578126,14772.509892578126,,,,
brusselator_7_0,brusselator,7,0,100,3.878908305665618e-11,3.878908305665618e-11,3.878908305665618e-11,1,1,1,1
brusselator_7_1em2,brusselator,7,1em2,100,0.776,0.776,0.8842295563845085,,,,
brusselator_7_1em4,brusselator,7,1em4,100,0.37929868196413064,0.5098915535034612,0.5098915535034612,,,,
brusselator_7_1em6,brusselator,7,1em6,100,0.002054584773531154,0.002054584773531154,0.002054584773531154,1,1,1,1
brusselator_7_1em8,brusselator,7,1em8,100,2.950562434178572e-05,2.950562434178572e-05,2.950562434178572e-05,1,1,1,1
brusselator_8_0,brusselator,8,0,41,9.484000000000002,848443894.821,9.878000000000002,,,,
brusselator_8_1em2,brusselator,8,1em2,1,0.3709058787848899,0.3709058787848899,0.3709058787848899,,,,
brusselator_8_1em4,brusselator,8,1em4,1,9.820991361803209,9.820991361803209,9.820991361803209,,,,
brusselator_8_1em6,brusselator,8,1em6,1,9.877956881352612,9.877956881352612,9.877956881352612,,,,
brusselator_8_1em8,brusselator,8,1em8,1,9.877956877582777,9.877956877582777,9.877956877582777,,,,
brusselator_9_0,brusselator,9,0,100,6.789568907095145e-13,6.789568907095145e-13,6.789568907095145e-13,1,1,1,1
brusselator_9_1em2,brusselator,9,1em2,100,0.08266014108715031,0.08266014108715031,0.08266014108715031,,1,,1
brusselator_9_1em4,brusselator,9,1em4,100,0.00010029564005431535,0.0023378463705021058,0.00010029564005431535,1,1,1,1
brusselator_9_1em6,brusselator,9,1em6,100,1.0842317504866639e-05,1.0842317504866639e-05,1.0842317504866639e-05,1,1,1,1
brusselator_9_1em8,brusselator,9,1em8,100,2.8061130918910493e-08,2.8061130918910493e-08,2.8061130918910493e-08,1,1,1,1
crauste_0_0,crauste,0,0,100,4.4485349922629425e-06,4.4485349922629425e-06,4.4485349922629425e-06,1,1,1,1
crauste_0_1em2,crauste,0,1em2,100,24317.64049390182,108131852.05602315,8501830.987893932,,,,
crauste_0_1em4,crauste,0,1em4,100,937.368618460811,23948.506958981638,21769.956147587167,,,,
crauste_0_1em6,crauste,0,1em6,100,0.7605427136483588,30.58795311028841,0.7838231472978548,,,,
crauste_0_1em8,crauste,0,1em8,100,0.30906004158327494,0.30906004158327494,0.30906004158327494,,,,
crauste_1_0,crauste,1,0,100,6.934230967203803e-11,6.934230967203803e-11,6.934230967203803e-11,1,1,1,1
crauste_1_1em4,crauste,1,1em4,100,343.97528401563386,1187.768619083264,1187.768619083264,,,,
crauste_1_1em6,crauste,1,1em6,100,0.03696284873059519,101.56186560004979,0.03696284873059519,,3,,1
crauste_1_1em8,crauste,1,1em8,100,0.00010581322962921469,0.00010581322962921469,0.00010581322962921469,1,1,1,1
crauste_2_0,crauste,2,0,100,8.72683036945432e-09,8.72683036945432e-09,8.72683036945432e-09,1,1,1,1
crauste_2_1em2,crauste,2,1em2,100,9.284000000000002,99977.24446247482,9.705000000000002,,,,
crauste_2_1em6,crauste,2,1em6,100,0.13731526457240933,0.13731526457240933,0.13731526457240933,,,,
crauste_2_1em8,crauste,2,1em8,100,0.0001520431992371174,0.00018028800130248657,0.00018028800130248657,1,1,1,1
crauste_3_1em4,crauste,3,1em4,100,6.445057794680748,242.55619605289084,19.876004845319944,,,,
crauste_3_1em6,crauste,3,1em6,100,0.008548987198315428,0.008548987198315428,0.008548987198315428,1,1,1,1
crauste_3_1em8,crauste,3,1em8,100,6.097074309241446e-05,6.097074309241446e-05,6.097074309241446e-05,1,1,1,1
crauste_4_0,crauste,4,0,100,1.3534751097665776e-10,1.3534751097665776e-10,1.3534751097665776e-10,1,1,1,1
crauste_4_1em2,crauste,4,1em2,100,0.84899,968594.71275784,0.84899,,,,
crauste_4_1em4,crauste,4,1em4,100,0.45809352392554836,24.892908891443533,0.45809352392554836,,,,
crauste_4_1em6,crauste,4,1em6,100,0.001781487603626175,9.244086193645783,0.001781487603626175,4,4,1,1
crauste_4_1em8,crauste,4,1em8,100,1.110766389278428e-05,1.110766389278428e-05,1.110766389278428e-05,1,1,1,1
crauste_5_0,crauste,5,0,100,2.496272013319256e-06,2.496272013319256e-06,2.496272013319256e-06,1,1,1,1
crauste_5_1em2,crauste,5,1em2,100,29370.498138437102,77957.11646633202,1963766.1608568318,,,,
crauste_5_1em4,crauste,5,1em4,100,972.9005405517174,4859.593235980546,65078.4097326623,,,,
crauste_5_1em6,crauste,5,1em6,100,0.4837931257186477,101.79431701495297,7.644876119083729,,,,
crauste_5_1em8,crauste,5,1em8,100,0.483892968485684,1.0012745569206425,1.0012745569206425,,,,
crauste_6_0,crauste,6,0,100,3.302843276653533e-10,3.302843276653533e-10,3.302843276653533e-10,1,1,1,1
crauste_6_1em4,crauste,6,1em4,100,41.13719887252289,274.17694360683356,66.85271970122008,,,,
crauste_6_1em6,crauste,6,1em6,100,0.029045126782347164,0.5628005727416681,0.029045126782347164,,10,,1
crauste_6_1em8,crauste,6,1em8,100,0.0003687977486558913,0.0003687977486558913,0.0003687977486558913,1,1,1,1
crauste_7_0,crauste,7,0,100,2.0529189459495e-10,2.0529189459495e-10,2.0529189459495e-10,1,1,1,1
crauste_7_1em4,crauste,7,1em4,100,4.451698407325364,2994.401202038438,6.53672295106461,,,,
crauste_7_1em6,crauste,7,1em6,100,0.0057322086947817485,42.52692390422696,0.0057322086947817485,3,3,1,1
crauste_7_1em8,crauste,7,1em8,100,4.885018200351254e-05,4.885018200351254e-05,4.885018200351254e-05,1,1,1,1
crauste_8_0,crauste,8,0,100,4.5572878804023276e-10,4.5572878804023276e-10,4.5572878804023276e-10,1,1,1,1
crauste_8_1em4,crauste,8,1em4,100,69.75166855782213,436.6193212997372,1177.1428208440716,,,,
crauste_8_1em6,crauste,8,1em6,100,0.006458798853243686,0.006458798853243686,0.006458798853243686,1,1,1,1
crauste_8_1em8,crauste,8,1em8,100,7.788259339808201e-06,7.788259339808201e-06,7.788259339808201e-06,1,1,1,1
crauste_9_0,crauste,9,0,100,1.4551554960995361e-08,1.4551554960995361e-08,1.4551554960995361e-08,1,1,1,1
crauste_9_1em4,crauste,9,1em4,100,0.4479897730929416,4.522437827497909,0.5881455276706314,,,,
crauste_9_1em6,crauste,9,1em6,100,0.004629449689024345,0.004629449689024345,0.004629449689024345,1,1,1,1
crauste_9_1em8,crauste,9,1em8,100,2.8978252133438076e-05,2.8978252133438076e-05,2.8978252133438076e-05,1,1,1,1
cstr_0_0,cstr,0,0,100,0.00011100586638945753,0.0028830303812029667,0.0028830303812029667,1,1,1,1
cstr_0_1em2,cstr,0,1em2,100,1.407809930470071,1.407809930470071,5.817325555072636,,,,
cstr_0_1em4,cstr,0,1em4,100,0.521226800412785,18.01689224625367,2.1358753527811705,,,,
cstr_0_1em6,cstr,0,1em6,100,0.07876140568549139,0.48399312867413324,0.48399312867413324,,17,,10
cstr_0_1em8,cstr,0,1em8,100,0.11807922284884997,78.1799390206777,0.41721019895438594,,,,
cstr_1_0,cstr,1,0,100,3.301937127375698e-05,0.0006650657504486679,0.0006650657504486679,1,1,1,1
cstr_1_1em2,cstr,1,1em2,100,1.410019934189561,31.261137269211922,3.035000440024361,,,,
cstr_1_1em4,cstr,1,1em4,100,2.662982046102737,16.129048063097052,16.129048063097052,,,,
cstr_1_1em6,cstr,1,1em6,100,1.7877613286876666,57.217965689204966,2.142471621772471,,,,
cstr_1_1em8,cstr,1,1em8,100,0.5364246566590681,9.446560672730376,2.191791061868797,,,,
cstr_2_0,cstr,2,0,100,2.5876160247850777e-07,2.5876160247850777e-07,2.5876160247850777e-07,1,1,1,1
cstr_2_1em2,cstr,2,1em2,100,0.2513459013059919,1.9095750258026845,1.9095750258026845,,,,
cstr_2_1em4,cstr,2,1em4,100,0.2120264983266742,0.24099774905707938,0.24099774905707938,,,,
cstr_2_1em6,cstr,2,1em6,100,0.016391585583355184,0.028911717960950045,0.028911717960950045,,1,,1
cstr_2_1em8,cstr,2,1em8,100,0.0030836664952210713,0.011142119987265553,0.011142119987265553,2,1,2,1
cstr_3_0,cstr,3,0,100,0.005371649643125975,0.005371649643125975,0.005371649643125975,1,1,1,1
cstr_3_1em2,cstr,3,1em2,100,1.65894709432815,1.65894709432815,10.331859599034043,,,,
cstr_3_1em4,cstr,3,1em4,100,0.9607916575852441,132.22952385044482,1.1884036930939454,,,,
cstr_3_1em6,cstr,3,1em6,100,0.8268238618268886,82.98788481598206,1.0227332187256848,,,,
cstr_3_1em8,cstr,3,1em8,100,0.4540690777920148,65.76291957752952,5.605692882157791,,,,
cstr_4_0,cstr,4,0,100,0.8629999999932111,1.4540472911062687,2.4854775236410407,,,,
cstr_4_1em2,cstr,4,1em2,100,1.2066180153794188,35.668339185758875,6.683679725357926,,,,
cstr_4_1em4,cstr,4,1em4,100,0.8629999999991296,1.1655160832284637,2.917813324376527,,,,
cstr_4_1em6,cstr,4,1em6,100,0.8629999999932576,1.4565168231874295,2.479277751989388,,,,
cstr_4_1em8,cstr,4,1em8,100,0.8629999999932033,1.4540775940697368,2.485999251903384,,,,
cstr_5_0,cstr,5,0,100,0.850999999999798,2.781266034907763,0.8846264514320671,,,,
cstr_5_1em2,cstr,5,1em2,100,0.8503661884387425,6.121383489548514,4.826585541581229,,,,
cstr_5_1em4,cstr,5,1em4,100,0.8509999999999095,1.5711951615918496,2.681776904964753,,,,
cstr_5_1em6,cstr,5,1em6,100,1.0035720307425315,1.6051906784410594,5.436082232214134,,,,
cstr_5_1em8,cstr,5,1em8,100,0.8509999999997055,1.6653064419240946,5.5135602146489955,,,,
cstr_6_0,cstr,6,0,100,1.8168815119068427e-08,1.8168815119068427e-08,1.8168815119068427e-08,1,1,1,1
cstr_6_1em2,cstr,6,1em2,100,1.174515101982626,8.623670061146509,8.623670061146509,,,,
cstr_6_1em4,cstr,6,1em4,100,0.2224296220884218,6.914607963015441,6.914607963015441,,,,
cstr_6_1em6,cstr,6,1em6,100,0.20249383581096714,1.809548582928216,0.4843081097871884,,,,
cstr_6_1em8,cstr,6,1em8,100,0.2516014687326965,0.6201226719407142,0.2516014687326965,,,,
cstr_7_0,cstr,7,0,100,0.22559941496484848,1.7118941788718895,0.4933114397164529,,,,
cstr_7_1em2,cstr,7,1em2,100,0.8524103667292348,1.9189990148211225,5.500384923946145,,,,
cstr_7_1em4,cstr,7,1em4,100,0.3817440498652285,0.4179453595498513,6.674464331705849,,,,
cstr_7_1em6,cstr,7,1em6,100,0.3318967597605578,79.87032469417926,0.9065771537192696,,,,
cstr_7_1em8,cstr,7,1em8,100,0.2675730791101314,2.7461843508326957,2.3361235394359743,,,,
cstr_8_0,cstr,8,0,100,0.7499990267120031,2.7426149876702377,6.236488439974755,,,,
cstr_8_1em2,cstr,8,1em2,100,1.0376749028607706,2.33038712697004,6.1059275252213885,,,,
cstr_8_1em4,cstr,8,1em4,100,0.7499996756932977,0.77086810167676,0.77086810167676,,,,
cstr_8_1em6,cstr,8,1em6,100,0.7499999846423081,2.764585669557554,6.235363143579379,,,,
cstr_8_1em8,cstr,8,1em8,100,0.749999123013878,2.7415855267242946,6.236280543860261,,,,
cstr_9_0,cstr,9,0,100,0.8179999999999062,1.2386660497895674,4.358997076477216,,,,
cstr_9_1em2,cstr,9,1em2,100,0.9437770418859858,2.309076540899599,27.87144615282195,,,,
cstr_9_1em4,cstr,9,1em4,100,0.8179999999999996,7.980469515904502,4.054906701772527,,,,
cstr_9_1em6,cstr,9,1em6,100,0.8179999999997273,0.9122742474284051,4.4375318613272565,,,,
cstr_9_1em8,cstr,9,1em8,100,0.8179999999998753,1.716058735650967,569.6561657864058,,,,
daisy_mamil3_0_0,daisy_mamil3,0,0,100,1.0983554066257284e-09,1.0983554066257284e-09,1.0983554066257284e-09,1,1,1,1
daisy_mamil3_0_1em2,daisy_mamil3,0,1em2,100,0.18175847004160645,0.9951852010473102,0.4557730555583465,,,,
daisy_mamil3_0_1em4,daisy_mamil3,0,1em4,100,0.009146143978305599,0.009146143978305599,0.009146143978305599,1,1,1,1
daisy_mamil3_0_1em6,daisy_mamil3,0,1em6,100,1.3469091979745329e-05,1.3469091979745329e-05,1.3469091979745329e-05,1,1,1,1
daisy_mamil3_0_1em8,daisy_mamil3,0,1em8,100,1.7781634498170718e-07,1.7781634498170718e-07,1.7781634498170718e-07,1,1,1,1
daisy_mamil3_1_0,daisy_mamil3,1,0,100,1.4233059175694507e-12,1.4233059175694507e-12,1.4233059175694507e-12,1,1,1,1
daisy_mamil3_1_1em2,daisy_mamil3,1,1em2,100,0.02651048037788606,0.02651048037788606,0.028281895979762606,,1,,1
daisy_mamil3_1_1em4,daisy_mamil3,1,1em4,100,4.883234172903261e-05,4.883234172903261e-05,4.883234172903261e-05,1,1,1,1
daisy_mamil3_1_1em6,daisy_mamil3,1,1em6,100,2.79390458279849e-06,2.79390458279849e-06,2.79390458279849e-06,1,1,1,1
daisy_mamil3_1_1em8,daisy_mamil3,1,1em8,100,2.4768332274049953e-08,2.4768332274049953e-08,2.4768332274049953e-08,1,1,1,1
daisy_mamil3_2_0,daisy_mamil3,2,0,100,2.08455863681678e-10,2.08455863681678e-10,2.08455863681678e-10,1,1,1,1
daisy_mamil3_2_1em2,daisy_mamil3,2,1em2,100,0.06441982223678311,0.15019404789609103,0.06441982223678311,,60,,1
daisy_mamil3_2_1em4,daisy_mamil3,2,1em4,100,0.000254044612811255,0.000254044612811255,0.000254044612811255,1,1,1,1
daisy_mamil3_2_1em6,daisy_mamil3,2,1em6,100,3.922301582748311e-06,3.922301582748311e-06,3.922301582748311e-06,1,1,1,1
daisy_mamil3_2_1em8,daisy_mamil3,2,1em8,100,6.54374232578192e-08,6.54374232578192e-08,6.54374232578192e-08,1,1,1,1
daisy_mamil3_3_0,daisy_mamil3,3,0,100,9.52427026135183e-12,9.52427026135183e-12,9.52427026135183e-12,1,1,1,1
daisy_mamil3_3_1em2,daisy_mamil3,3,1em2,100,0.0379912377055851,0.1747135583742958,0.0379912377055851,,65,,1
daisy_mamil3_3_1em4,daisy_mamil3,3,1em4,100,0.000334893787380941,0.000334893787380941,0.000334893787380941,1,1,1,1
daisy_mamil3_3_1em6,daisy_mamil3,3,1em6,100,1.6078570906907785e-06,1.6078570906907785e-06,1.6078570906907785e-06,1,1,1,1
daisy_mamil3_3_1em8,daisy_mamil3,3,1em8,100,6.994651358116499e-08,6.994651358116499e-08,6.994651358116499e-08,1,1,1,1
daisy_mamil3_4_0,daisy_mamil3,4,0,100,5.134431768638592e-10,5.134431768638592e-10,5.134431768638592e-10,1,1,1,1
daisy_mamil3_4_1em2,daisy_mamil3,4,1em2,100,0.1105280312350555,1.4911455068693313,0.1105280312350555,,,,
daisy_mamil3_4_1em4,daisy_mamil3,4,1em4,100,0.0004079440950081059,0.0004079440950081059,0.0004079440950081059,1,1,1,1
daisy_mamil3_4_1em6,daisy_mamil3,4,1em6,100,3.99871821854525e-06,3.99871821854525e-06,3.99871821854525e-06,1,1,1,1
daisy_mamil3_4_1em8,daisy_mamil3,4,1em8,100,2.008710342504827e-08,2.008710342504827e-08,2.008710342504827e-08,1,1,1,1
daisy_mamil3_5_0,daisy_mamil3,5,0,100,6.714614420033627e-10,6.714614420033627e-10,6.714614420033627e-10,1,1,1,1
daisy_mamil3_5_1em2,daisy_mamil3,5,1em2,100,0.1055302761768731,1.6302123012233134,0.1055302761768731,,,,
daisy_mamil3_5_1em4,daisy_mamil3,5,1em4,100,0.004451408154544312,0.004451408154544312,0.004451408154544312,1,1,1,1
daisy_mamil3_5_1em6,daisy_mamil3,5,1em6,100,1.0870292231568435e-05,1.0870292231568435e-05,1.0870292231568435e-05,1,1,1,1
daisy_mamil3_5_1em8,daisy_mamil3,5,1em8,100,5.5473351023849204e-08,5.5473351023849204e-08,5.5473351023849204e-08,1,1,1,1
daisy_mamil3_6_0,daisy_mamil3,6,0,100,9.281911905745233e-10,9.281911905745233e-10,9.281911905745233e-10,1,1,1,1
daisy_mamil3_6_1em2,daisy_mamil3,6,1em2,100,0.16055666121060042,0.43375135918834246,0.16055666121060042,,,,
daisy_mamil3_6_1em4,daisy_mamil3,6,1em4,100,4.41206281344142e-05,4.41206281344142e-05,4.41206281344142e-05,1,1,1,1
daisy_mamil3_6_1em6,daisy_mamil3,6,1em6,100,6.917967445008166e-06,6.917967445008166e-06,6.917967445008166e-06,1,1,1,1
daisy_mamil3_6_1em8,daisy_mamil3,6,1em8,100,4.524372942960042e-08,4.524372942960042e-08,4.524372942960042e-08,1,1,1,1
daisy_mamil3_7_0,daisy_mamil3,7,0,100,2.6042695777661606e-11,2.6042695777661606e-11,2.6042695777661606e-11,1,1,1,1
daisy_mamil3_7_1em2,daisy_mamil3,7,1em2,100,0.01651259091691147,0.2238623152808933,0.01651259091691147,,67,,1
daisy_mamil3_7_1em4,daisy_mamil3,7,1em4,100,0.00015732678789737164,0.00015732678789737164,0.00015732678789737164,1,1,1,1
daisy_mamil3_7_1em6,daisy_mamil3,7,1em6,100,1.0551950551218603e-05,1.0551950551218603e-05,1.0551950551218603e-05,1,1,1,1
daisy_mamil3_7_1em8,daisy_mamil3,7,1em8,100,1.9390183153555896e-08,1.9390183153555896e-08,1.9390183153555896e-08,1,1,1,1
daisy_mamil3_8_0,daisy_mamil3,8,0,100,1.0671352690394542e-11,1.0671352690394542e-11,1.0671352690394542e-11,1,1,1,1
daisy_mamil3_8_1em2,daisy_mamil3,8,1em2,100,0.008242410606900896,0.09138109186649268,0.008242410606900896,69,1,1,1
daisy_mamil3_8_1em4,daisy_mamil3,8,1em4,100,0.00011744405999958296,0.00011744405999958296,0.00011744405999958296,1,1,1,1
daisy_mamil3_8_1em6,daisy_mamil3,8,1em6,100,1.3267999791066742e-06,1.3267999791066742e-06,1.3267999791066742e-06,1,1,1,1
daisy_mamil3_8_1em8,daisy_mamil3,8,1em8,100,2.5919094648330088e-09,2.5919094648330088e-09,2.5919094648330088e-09,1,1,1,1
daisy_mamil3_9_0,daisy_mamil3,9,0,100,1.5137292530553736e-09,1.5137292530553736e-09,1.5137292530553736e-09,1,1,1,1
daisy_mamil3_9_1em2,daisy_mamil3,9,1em2,100,0.10876524623981998,0.3864247214486471,0.2612280772014673,,,,
daisy_mamil3_9_1em4,daisy_mamil3,9,1em4,100,0.0052562909348750075,0.0052562909348750075,0.0052562909348750075,1,1,1,1
daisy_mamil3_9_1em6,daisy_mamil3,9,1em6,100,6.663363657510857e-07,6.663363657510857e-07,6.663363657510857e-07,1,1,1,1
daisy_mamil3_9_1em8,daisy_mamil3,9,1em8,100,4.7568418332089024e-07,4.7568418332089024e-07,4.7568418332089024e-07,1,1,1,1
daisy_mamil4_0_0,daisy_mamil4,0,0,100,1.4866041730954294e-10,0.5550000001486273,0.5550000001486273,2,2,2,2
daisy_mamil4_0_1em2,daisy_mamil4,0,1em2,100,0.3747562800560347,3.837292036317691,0.9795154005786862,,,,
daisy_mamil4_0_1em4,daisy_mamil4,0,1em4,100,0.00822659771871287,0.6154556761909926,0.00822659771871287,5,2,1,1
daisy_mamil4_0_1em6,daisy_mamil4,0,1em6,100,0.0004391124883508235,0.5545608032722129,0.5545608032722129,2,2,2,2
daisy_mamil4_1_0,daisy_mamil4,1,0,100,5.14622677805221e-10,0.20933333281833155,0.20933333281833155,2,2,2,2
daisy_mamil4_1_1em2,daisy_mamil4,1,1em2,100,0.5751271539401155,0.6355550474457415,8.664172020507419,,,,
daisy_mamil4_1_1em4,daisy_mamil4,1,1em4,100,0.0364412825028384,0.0977930517626171,0.185514249385686,,1,,2
daisy_mamil4_1_1em6,daisy_mamil4,1,1em6,100,0.0007135971567663879,0.20957796316324562,0.20957796316324562,2,2,2,2
daisy_mamil4_1_1em8,daisy_mamil4,1,1em8,100,4.042129815418072e-06,4.042129815418072e-06,4.042129815418072e-06,1,1,1,1
daisy_mamil4_2_0,daisy_mamil4,2,0,100,1.3079703986562663e-10,0.8783333332327663,0.8783333332327663,2,2,2,2
daisy_mamil4_2_1em2,daisy_mamil4,2,1em2,100,0.1203900513941038,0.7874798079601857,0.7874798079601857,,,,
daisy_mamil4_2_1em4,daisy_mamil4,2,1em4,100,0.0033428926068056475,0.8807198305853123,0.8756061432449826,2,2,2,2
daisy_mamil4_2_1em6,daisy_mamil4,2,1em6,100,3.694245579555222e-05,0.8783040957728678,0.8783040957728678,2,2,2,2
daisy_mamil4_2_1em8,daisy_mamil4,2,1em8,100,1.4106812928904588e-07,0.8783334480630112,0.8783334480630112,2,2,2,2
daisy_mamil4_3_0,daisy_mamil4,3,0,100,3.6833758265686356e-11,0.6036666666574642,0.6036666666574642,2,2,2,2
daisy_mamil4_3_1em2,daisy_mamil4,3,1em2,100,0.4906762805738404,3.778416043958698,3.778416043958698,,,,
daisy_mamil4_3_1em4,daisy_mamil4,3,1em4,100,0.04751074985484205,0.6534402838002049,0.5907725197173807,,10,,2
daisy_mamil4_3_1em6,daisy_mamil4,3,1em6,100,7.786368543982736e-05,7.786368543982736e-05,7.786368543982736e-05,1,1,1,1
daisy_mamil4_3_1em8,daisy_mamil4,3,1em8,100,3.5027681370980446e-06,3.5027681370980446e-06,3.5027681370980446e-06,1,1,1,1
daisy_mamil4_4_0,daisy_mamil4,4,0,100,3.5362730521626418e-09,3.5362730521626418e-09,3.5362730521626418e-09,1,1,1,1
daisy_mamil4_4_1em2,daisy_mamil4,4,1em2,100,0.289559134439361,0.32464818287602426,0.32464818287602426,,,,
daisy_mamil4_4_1em4,daisy_mamil4,4,1em4,100,0.05967229253965123,0.24799253146729028,0.05967229253965123,,5,,1
daisy_mamil4_4_1em6,daisy_mamil4,4,1em6,100,0.002248859436969952,0.19082472996442246,0.19082472996442246,2,2,2,2
daisy_mamil4_4_1em8,daisy_mamil4,4,1em8,100,2.143456384473552e-05,2.143456384473552e-05,2.143456384473552e-05,1,1,1,1
daisy_mamil4_5_0,daisy_mamil4,5,0,100,7.040007465874965e-11,0.8296666665958781,0.8296666665958781,2,2,2,2
daisy_mamil4_5_1em2,daisy_mamil4,5,1em2,100,2.6089077714469253,8.482491227472995,3.9887986111774265,,,,
daisy_mamil4_5_1em4,daisy_mamil4,5,1em4,100,0.043621266487360366,0.16857159716415507,0.8161461285259481,,9,,2
daisy_mamil4_5_1em6,daisy_mamil4,5,1em6,100,0.0008047046276929426,0.8294737445021738,0.8294737445021738,2,2,2,2
daisy_mamil4_5_1em8,daisy_mamil4,5,1em8,100,4.618219086705011e-06,0.8296678346208475,0.8296678346208475,2,2,2,2
daisy_mamil4_6_0,daisy_mamil4,6,0,100,3.2539348993054773e-10,3.2539348993054773e-10,3.2539348993054773e-10,1,1,1,1
daisy_mamil4_6_1em2,daisy_mamil4,6,1em2,100,0.38474058507494613,1.8637787024002692,6.998207187014225,,,,
daisy_mamil4_6_1em4,daisy_mamil4,6,1em4,100,0.012249821628775859,0.156393528554444,0.012249821628775859,,3,,1
daisy_mamil4_6_1em6,daisy_mamil4,6,1em6,100,0.0004508101667541897,0.0004508101667541897,0.0004508101667541897,1,1,1,1
daisy_mamil4_6_1em8,daisy_mamil4,6,1em8,100,6.1079210745829116e-06,0.44799888949923244,0.44799888949923244,2,2,2,2
daisy_mamil4_7_0,daisy_mamil4,7,0,100,9.438295700547883e-10,0.5549999997945132,0.5549999997945132,2,2,2,2
daisy_mamil4_7_1em2,daisy_mamil4,7,1em2,100,0.42648935251624315,1.0199042446022843,0.7852043750094218,,,,
daisy_mamil4_7_1em6,daisy_mamil4,7,1em6,100,5.730305445317274e-05,0.5549899819617781,0.5549899819617781,2,2,2,2
daisy_mamil4_7_1em8,daisy_mamil4,7,1em8,100,5.339878796917219e-07,0.5550001148238084,0.5550001148238084,2,2,2,2
daisy_mamil4_8_0,daisy_mamil4,8,0,100,9.137905765121968e-07,0.8180009137904691,0.8180009137904691,2,2,2,2
daisy_mamil4_8_1em2,daisy_mamil4,8,1em2,100,0.33409650814236597,1.5271064447026732,0.38955979998580503,,,,
daisy_mamil4_8_1em4,daisy_mamil4,8,1em4,100,0.2850873594337615,1.0082186552116434,0.5379976913319536,,,,
daisy_mamil4_8_1em6,daisy_mamil4,8,1em6,100,0.018288756962648978,0.6567746874453955,0.6567746874453955,,12,,12
daisy_mamil4_8_1em8,daisy_mamil4,8,1em8,100,0.01188273558745026,0.806117270232996,0.806117270232996,,2,,2
daisy_mamil4_9_0,daisy_mamil4,9,0,100,5.670524050316317e-10,5.670524050316317e-10,5.670524050316317e-10,1,1,1,1
daisy_mamil4_9_1em2,daisy_mamil4,9,1em2,100,0.19634162315079073,2.319505776526562,2.071675675029609,,,,
daisy_mamil4_9_1em4,daisy_mamil4,9,1em4,100,0.001540817571427211,0.027227677705109365,0.8972788557174376,22,1,2,2
