cell,system,instance,noise,n_rows_06,n_rows_14,ceiling_06,ceiling_14,delta
brusselator_6_1em6,brusselator,6,1em6,155,100,0.5751638442127505,9.348999999999993,8.773836155787242
brusselator_6_1em8,brusselator,6,1em8,197,100,0.7621230981910204,35.27110124241916,34.50897814422814
brusselator_7_0,brusselator,7,0,192,100,5.508615785743132e-11,3.878908305665618e-11,-1.6297074800775135e-11
brusselator_7_1em2,brusselator,7,1em2,435,100,0.47461078317556193,0.776,0.3013892168244381
brusselator_7_1em4,brusselator,7,1em4,377,100,0.06364182335799706,0.37929868196413064,0.3156568586061336
brusselator_7_1em6,brusselator,7,1em6,273,100,0.0020532790912424215,0.002054584773531154,1.3056822887325126e-06
brusselator_7_1em8,brusselator,7,1em8,207,100,2.953265598149013e-05,2.950562434178572e-05,-2.7031639704411248e-08
brusselator_8_0,brusselator,8,0,45,41,0.4983875067316148,9.484000000000002,8.985612493268388
brusselator_8_1em2,brusselator,8,1em2,1,1,0.8690000000002203,0.3709058787848899,-0.49809412121533037
brusselator_9_0,brusselator,9,0,99,100,1.0913492332065289e-13,6.789568907095145e-13,5.698219673888616e-13
brusselator_9_1em2,brusselator,9,1em2,253,100,0.008791453281054962,0.08266014108715031,0.07386868780609535
brusselator_9_1em4,brusselator,9,1em4,192,100,0.00010029676234835083,0.00010029564005431535,-1.122294035482696e-09
brusselator_9_1em6,brusselator,9,1em6,133,100,1.084846970361708e-05,1.0842317504866639e-05,-6.1521987504420395e-09
brusselator_9_1em8,brusselator,9,1em8,108,100,2.8078645686324677e-08,2.8061130918910493e-08,-1.7514767414184007e-11
crauste_0_0,crauste,0,0,2398,100,2.878827397267969e-05,4.4485349922629425e-06,-2.4339738980416747e-05
crauste_0_1em2,crauste,0,1em2,1406,100,0.848071541724084,24317.64049390182,24316.792422360097
crauste_0_1em4,crauste,0,1em4,1991,100,0.556989999355549,937.368618460811,936.8116284614555
crauste_0_1em6,crauste,0,1em6,2849,100,0.556989999990024,0.7605427136483588,0.20355271365833483
crauste_0_1em8,crauste,0,1em8,2435,100,0.36370973928696104,0.30906004158327494,-0.054649697703686106
crauste_1_0,crauste,1,0,1232,100,2.810979227163557e-10,6.934230967203803e-11,-2.1175561304431767e-10
crauste_1_1em4,crauste,1,1em4,1387,100,0.5955143212086413,343.97528401563386,343.3797696944252
crauste_1_1em6,crauste,1,1em6,1494,100,0.036962851458422374,0.03696284873059519,-2.727827186355114e-09
crauste_1_1em8,crauste,1,1em8,1620,100,0.20064755812067392,0.00010581322962921469,-0.2005417448910447
crauste_2_0,crauste,2,0,1754,100,9.064960559967972e-09,8.72683036945432e-09,-3.3813019051365245e-10
crauste_2_1em2,crauste,2,1em2,1428,100,8.836953821643377,9.284000000000002,0.44704617835662575
crauste_2_1em6,crauste,2,1em6,1828,100,0.13459727783955833,0.13731526457240933,0.0027179867328510077
crauste_2_1em8,crauste,2,1em8,2088,100,0.00012065306875386206,0.0001520431992371174,3.139013048325534e-05
crauste_3_1em4,crauste,3,1em4,1318,100,0.6379333974606856,6.445057794680748,5.807124397220063
crauste_3_1em6,crauste,3,1em6,1419,100,0.008548987194643587,0.008548987198315428,3.67184060934278e-12
crauste_3_1em8,crauste,3,1em8,2171,100,6.0970691123762855e-05,6.097074309241446e-05,5.196865160428388e-11
crauste_4_0,crauste,4,0,1486,100,6.672373764615713e-11,1.3534751097665776e-10,6.862377333050063e-11
crauste_4_1em2,crauste,4,1em2,1164,100,0.5539899984850273,0.84899,0.29500000151497274
crauste_4_1em4,crauste,4,1em4,1304,100,0.4580935242770392,0.45809352392554836,-3.514908364365965e-10
crauste_4_1em6,crauste,4,1em6,1626,100,0.5539093254357667,0.001781487603626175,-0.5521278378321405
crauste_4_1em8,crauste,4,1em8,1636,100,1.1107624303119401e-05,1.110766389278428e-05,3.958966487971338e-11
crauste_5_0,crauste,5,0,2551,100,8.131776874087393e-07,2.496272013319256e-06,1.6830943259105169e-06
crauste_5_1em2,crauste,5,1em2,1833,100,0.7589519254057029,29370.498138437102,29369.739186511695
crauste_5_1em4,crauste,5,1em4,2117,100,0.7583852915379454,972.9005405517174,972.1421552601795
crauste_5_1em6,crauste,5,1em6,2201,100,0.4818347580235474,0.4837931257186477,0.0019583676951002715
crauste_5_1em8,crauste,5,1em8,2675,100,0.33898999999930757,0.483892968485684,0.14490296848637646
crauste_6_0,crauste,6,0,1724,100,3.7578345990496587e-10,3.302843276653533e-10,-4.549913223961255e-11
crauste_6_1em4,crauste,6,1em4,2070,100,0.24298275430080876,41.13719887252289,40.894216118222076
crauste_6_1em6,crauste,6,1em6,1555,100,0.029045123667240325,0.029045126782347164,3.1151068391466197e-09
crauste_6_1em8,crauste,6,1em8,1366,100,0.0003687978266876113,0.0003687977486558913,-7.803171997444736e-11
crauste_7_0,crauste,7,0,1179,100,1.4968581929508673e-10,2.0529189459495e-10,5.560607529986328e-11
crauste_7_1em4,crauste,7,1em4,1452,100,0.325766744887403,4.451698407325364,4.125931662437961
crauste_7_1em6,crauste,7,1em6,1431,100,0.0057322087931422905,0.0057322086947817485,-9.836054193357313e-11
crauste_7_1em8,crauste,7,1em8,1271,100,4.885007157728882e-05,4.885018200351254e-05,1.1042622372059441e-10
crauste_8_0,crauste,8,0,1303,100,1.6233570043766576e-10,4.5572878804023276e-10,2.93393087602567e-10
crauste_8_1em4,crauste,8,1em4,1309,100,0.8621001062056209,69.75166855782213,68.88956845161651
crauste_8_1em6,crauste,8,1em6,1352,100,0.0064587988909532434,0.006458798853243686,-3.770955769866191e-11
crauste_8_1em8,crauste,8,1em8,1396,100,7.788270204867054e-06,7.788259339808201e-06,-1.0865058852616016e-11
crauste_9_0,crauste,9,0,1222,100,4.1179465393170744e-10,1.4551554960995361e-08,1.4139760307063653e-08
crauste_9_1em4,crauste,9,1em4,1118,100,0.8699899967118618,0.4479897730929416,-0.42200022361892026
crauste_9_1em6,crauste,9,1em6,1122,100,0.86999,0.004629449689024345,-0.8653605503109757
crauste_9_1em8,crauste,9,1em8,1248,100,0.07097950049164209,2.8978252133438076e-05,-0.07095052223950865
cstr_0_0,cstr,0,0,1204,100,9.877556152226852e-05,0.00011100586638945753,1.2230304867189012e-05
cstr_0_1em2,cstr,0,1em2,842,100,0.6598618013344801,1.407809930470071,0.7479481291355909
cstr_0_1em4,cstr,0,1em4,1027,100,0.521226800412785,0.521226800412785,0.0
cstr_0_1em6,cstr,0,1em6,1254,100,0.10148990741127267,0.07876140568549139,-0.02272850172578128
cstr_0_1em8,cstr,0,1em8,1241,100,0.08490909776213912,0.11807922284884997,0.033170125086710855
cstr_1_0,cstr,1,0,1132,100,3.301937127364596e-05,3.301937127375698e-05,1.1102230246251565e-16
cstr_1_1em2,cstr,1,1em2,1014,100,0.90861083984375,1.410019934189561,0.5014090943458109
cstr_1_1em4,cstr,1,1em4,1077,100,0.7213398042772279,2.662982046102737,1.9416422418255093
cstr_1_1em6,cstr,1,1em6,1130,100,0.22410156250000002,1.7877613286876666,1.5636597661876666
cstr_1_1em8,cstr,1,1em8,1225,100,0.12420815593436511,0.5364246566590681,0.412216500724703
cstr_2_0,cstr,2,0,1138,100,2.5876189768681e-07,2.5876160247850777e-07,-2.952083022478291e-13
cstr_2_1em2,cstr,2,1em2,588,100,0.2513459013059909,0.2513459013059919,9.992007221626409e-16
cstr_2_1em4,cstr,2,1em4,864,100,0.14279492187499998,0.2120264983266742,0.06923157645167421
cstr_2_1em6,cstr,2,1em6,1108,100,0.006134811017026842,0.016391585583355184,0.010256774566328342
cstr_2_1em8,cstr,2,1em8,1339,100,0.0030836663509797857,0.0030836664952210713,1.4424128558232496e-10
cstr_3_0,cstr,3,0,1107,100,0.005371649643125975,0.005371649643125975,0.0
cstr_3_1em2,cstr,3,1em2,812,100,0.6968782056436784,1.65894709432815,0.9620688886844715
cstr_3_1em4,cstr,3,1em4,770,100,0.57251171875,0.9607916575852441,0.38827993883524414
cstr_3_1em6,cstr,3,1em6,1109,100,0.5398063322401311,0.8268238618268886,0.2870175295867575
cstr_3_1em8,cstr,3,1em8,1313,100,0.5481247673277558,0.4540690777920148,-0.09405568953574106
cstr_4_0,cstr,4,0,1155,100,0.5786181640625,0.8629999999932111,0.2843818359307111
cstr_4_1em2,cstr,4,1em2,1116,100,0.76833447265625,1.2066180153794188,0.43828354272316883
cstr_4_1em4,cstr,4,1em4,1189,100,0.69355419921875,0.8629999999991296,0.16944580078037963
cstr_4_1em6,cstr,4,1em6,1185,100,0.7583857421875,0.8629999999932576,0.10461425780575762
cstr_4_1em8,cstr,4,1em8,1169,100,0.73297607421875,0.8629999999932033,0.13002392577445332
cstr_5_0,cstr,5,0,947,100,0.6390859375,0.850999999999798,0.21191406249979805
cstr_5_1em2,cstr,5,1em2,1140,100,0.8503661884380042,0.8503661884387425,7.382983113757291e-13
cstr_5_1em4,cstr,5,1em4,869,100,0.6433662109375,0.8509999999999095,0.20763378906240948
cstr_5_1em6,cstr,5,1em6,1060,100,0.785551754284183,1.0035720307425315,0.21802027645834854
cstr_5_1em8,cstr,5,1em8,1087,100,0.63951318359375,0.8509999999997055,0.21148681640595557
cstr_6_0,cstr,6,0,1674,100,1.2549460470800966e-08,1.8168815119068427e-08,5.6193546482674606e-09
cstr_6_1em2,cstr,6,1em2,846,100,0.34320556640625,1.174515101982626,0.8313095355763761
cstr_6_1em4,cstr,6,1em4,965,100,0.2224296221254652,0.2224296220884218,-3.70433961283112e-11
cstr_6_1em6,cstr,6,1em6,989,100,0.11102099609374999,0.20249383581096714,0.09147283971721715
cstr_6_1em8,cstr,6,1em8,1550,100,0.009343424750531626,0.2516014687326965,0.24225804398216488
cstr_7_0,cstr,7,0,1057,100,0.19499894853246352,0.22559941496484848,0.030600466432384954
cstr_7_1em2,cstr,7,1em2,1190,100,0.6196474609375,0.8524103667292348,0.23276290579173475
cstr_7_1em4,cstr,7,1em4,1055,100,0.36122917864571014,0.3817440498652285,0.020514871219518338
cstr_7_1em6,cstr,7,1em6,742,100,0.19488878834823448,0.3318967597605578,0.13700797141232335
cstr_7_1em8,cstr,7,1em8,988,100,0.26752294456975734,0.2675730791101314,5.013454037405829e-05
cstr_8_0,cstr,8,0,1292,100,0.749755859375,0.7499990267120031,0.0002431673370031362
cstr_8_1em2,cstr,8,1em2,1251,100,0.74945068359375,1.0376749028607706,0.2882242192670206
cstr_8_1em4,cstr,8,1em4,1150,100,0.7021592648285995,0.7499996756932977,0.04784041086469826
cstr_8_1em6,cstr,8,1em6,1135,100,0.7177282249220315,0.7499999846423081,0.03227175972027663
cstr_8_1em8,cstr,8,1em8,1134,100,0.74945068359375,0.749999123013878,0.0005484394201280551
cstr_9_0,cstr,9,0,1048,100,0.4350458949270779,0.8179999999999062,0.38295410507282834
cstr_9_1em2,cstr,9,1em2,1058,100,0.749971923828125,0.9437770418859858,0.19380511805786071
cstr_9_1em4,cstr,9,1em4,931,100,0.558264892578125,0.8179999999999996,0.25973510742187467
cstr_9_1em6,cstr,9,1em6,898,100,0.817999999999956,0.8179999999997273,-2.2870594307278225e-13
cstr_9_1em8,cstr,9,1em8,1044,100,0.39841381835937495,0.8179999999998753,0.4195861816405003
daisy_mamil3_0_0,daisy_mamil3,0,0,339,100,5.234701561107613e-13,1.0983554066257284e-09,1.0978319364696176e-09
daisy_mamil3_0_1em2,daisy_mamil3,0,1em2,316,100,0.18175847004160645,0.18175847004160645,0.0
daisy_mamil3_0_1em4,daisy_mamil3,0,1em4,269,100,0.009146144205877449,0.009146143978305599,-2.2757185025312765e-10
daisy_mamil3_0_1em6,daisy_mamil3,0,1em6,372,100,1.346878730357215e-05,1.3469091979745329e-05,3.0467617317953e-10
daisy_mamil3_0_1em8,daisy_mamil3,0,1em8,399,100,1.790300547810375e-07,1.7781634498170718e-07,-1.2137097993303314e-09
daisy_mamil3_1_0,daisy_mamil3,1,0,333,100,1.609823385706477e-14,1.4233059175694507e-12,1.407207683712386e-12
daisy_mamil3_1_1em2,daisy_mamil3,1,1em2,339,100,0.026510480377885504,0.02651048037788606,5.551115123125783e-16
daisy_mamil3_1_1em4,daisy_mamil3,1,1em4,322,100,4.883234187358365e-05,4.883234172903261e-05,-1.4455103780619538e-13
daisy_mamil3_1_1em6,daisy_mamil3,1,1em6,427,100,2.7939010791566687e-06,2.79390458279849e-06,3.503641821112069e-12
daisy_mamil3_1_1em8,daisy_mamil3,1,1em8,392,100,2.4771613482688082e-08,2.4768332274049953e-08,-3.281208638128419e-12
daisy_mamil3_2_0,daisy_mamil3,2,0,390,100,3.6926017799032707e-13,2.08455863681678e-10,2.0808660350368768e-10
daisy_mamil3_2_1em2,daisy_mamil3,2,1em2,396,100,0.06441981984020173,0.06441982223678311,2.3965813777948597e-09
daisy_mamil3_2_1em4,daisy_mamil3,2,1em4,354,100,0.00025404468805190206,0.000254044612811255,-7.524064704611533e-11
daisy_mamil3_2_1em6,daisy_mamil3,2,1em6,438,100,3.9224283773231505e-06,3.922301582748311e-06,-1.2679457483955048e-10
daisy_mamil3_2_1em8,daisy_mamil3,2,1em8,425,100,6.543747554932366e-08,6.54374232578192e-08,-5.229150445984487e-14
daisy_mamil3_3_0,daisy_mamil3,3,0,360,100,5.473399511402022e-14,9.52427026135183e-12,9.46953626623781e-12
daisy_mamil3_3_1em2,daisy_mamil3,3,1em2,369,100,0.03799124840740553,0.0379912377055851,-1.0701820429837028e-08
daisy_mamil3_3_1em4,daisy_mamil3,3,1em4,318,100,0.0003348937458189649,0.000334893787380941,4.156197608295997e-11
daisy_mamil3_3_1em6,daisy_mamil3,3,1em6,378,100,1.608281293363767e-06,1.6078570906907785e-06,-4.242026729883719e-10
daisy_mamil3_3_1em8,daisy_mamil3,3,1em8,416,100,6.994660040060552e-08,6.994651358116499e-08,-8.681944052568724e-14
daisy_mamil3_4_0,daisy_mamil3,4,0,336,100,1.432187701766452e-13,5.134431768638592e-10,5.132999580936826e-10
daisy_mamil3_4_1em2,daisy_mamil3,4,1em2,289,100,0.11052801650320565,0.1105280312350555,1.4731849851123968e-08
daisy_mamil3_4_1em4,daisy_mamil3,4,1em4,291,100,0.0004079441712864229,0.0004079440950081059,-7.627831699608123e-11
daisy_mamil3_4_1em6,daisy_mamil3,4,1em6,395,100,3.998718248854338e-06,3.99871821854525e-06,-3.0309088572266774e-14
daisy_mamil3_4_1em8,daisy_mamil3,4,1em8,395,100,2.0088863461609208e-08,2.008710342504827e-08,-1.7600365609382607e-12
daisy_mamil3_5_0,daisy_mamil3,5,0,374,100,7.286393710614902e-13,6.714614420033627e-10,6.707328026323012e-10
daisy_mamil3_5_1em2,daisy_mamil3,5,1em2,353,100,0.10553032421439273,0.1055302761768731,-4.803751962878522e-08
daisy_mamil3_5_1em4,daisy_mamil3,5,1em4,377,100,0.004451408035776094,0.004451408154544312,1.187682174830229e-10
daisy_mamil3_5_1em6,daisy_mamil3,5,1em6,445,100,1.0868780619455176e-05,1.0870292231568435e-05,1.5116121132585647e-09
daisy_mamil3_5_1em8,daisy_mamil3,5,1em8,446,100,5.547202586164701e-08,5.5473351023849204e-08,1.3251622021925868e-12
daisy_mamil3_6_0,daisy_mamil3,6,0,345,100,2.7533531010703882e-14,9.281911905745233e-10,9.281636570435126e-10
daisy_mamil3_6_1em2,daisy_mamil3,6,1em2,298,100,0.16055666103186172,0.16055666121060042,1.7873869051499014e-10
daisy_mamil3_6_1em4,daisy_mamil3,6,1em4,295,100,4.412083072946604e-05,4.41206281344142e-05,-2.0259505184583304e-10
daisy_mamil3_6_1em6,daisy_mamil3,6,1em6,395,100,6.916993226524504e-06,6.917967445008166e-06,9.742184836625256e-10
daisy_mamil3_6_1em8,daisy_mamil3,6,1em8,400,100,4.528043151541539e-08,4.524372942960042e-08,-3.670208581496581e-11
daisy_mamil3_7_0,daisy_mamil3,7,0,356,100,2.0905499553691698e-13,2.6042695777661606e-11,2.583364078212469e-11
daisy_mamil3_7_1em2,daisy_mamil3,7,1em2,288,100,0.016512584352482124,0.01651259091691147,6.564429347322154e-09
daisy_mamil3_7_1em4,daisy_mamil3,7,1em4,332,100,0.00015732677412161333,0.00015732678789737164,1.3775758311851405e-11
daisy_mamil3_7_1em6,daisy_mamil3,7,1em6,352,100,1.0551902978980787e-05,1.0551950551218603e-05,4.7572237815707297e-11
daisy_mamil3_7_1em8,daisy_mamil3,7,1em8,417,100,1.9401824744025298e-08,1.9390183153555896e-08,-1.1641590469402274e-11
daisy_mamil3_8_0,daisy_mamil3,8,0,364,100,4.063416270128073e-14,1.0671352690394542e-11,1.0630718527693261e-11
daisy_mamil3_8_1em2,daisy_mamil3,8,1em2,353,100,0.008242424500343848,0.008242410606900896,-1.3893442951662394e-08
daisy_mamil3_8_1em4,daisy_mamil3,8,1em4,341,100,0.00011744404976787859,0.00011744405999958296,1.023170437264298e-11
daisy_mamil3_8_1em6,daisy_mamil3,8,1em6,439,100,1.3268066171301385e-06,1.3267999791066742e-06,-6.638023464233811e-12
daisy_mamil3_8_1em8,daisy_mamil3,8,1em8,426,100,2.5919082435876817e-09,2.5919094648330088e-09,1.2212453270876722e-15
daisy_mamil3_9_0,daisy_mamil3,9,0,342,100,1.0857426069321718e-12,1.5137292530553736e-09,1.5126435104484415e-09
daisy_mamil3_9_1em2,daisy_mamil3,9,1em2,309,100,0.10876524623862294,0.10876524623981998,1.1970424651508438e-12
daisy_mamil3_9_1em4,daisy_mamil3,9,1em4,303,100,0.005256308867965298,0.0052562909348750075,-1.7933090290522813e-08
daisy_mamil3_9_1em6,daisy_mamil3,9,1em6,404,100,6.680785950008428e-07,6.663363657510857e-07,-1.742229249757088e-09
daisy_mamil3_9_1em8,daisy_mamil3,9,1em8,403,100,4.758475731780898e-07,4.7568418332089024e-07,-1.6338985719954735e-10
daisy_mamil4_0_0,daisy_mamil4,0,0,597,100,5.21249710061511e-13,1.4866041730954294e-10,1.4813916759948142e-10
daisy_mamil4_0_1em2,daisy_mamil4,0,1em2,466,100,0.29698414485883967,0.3747562800560347,0.077772135197195
daisy_mamil4_0_1em4,daisy_mamil4,0,1em4,450,100,0.008226596590190427,0.00822659771871287,1.1285224421619944e-09
daisy_mamil4_0_1em6,daisy_mamil4,0,1em6,519,100,0.00043911067993313013,0.0004391124883508235,1.808417693371922e-09
daisy_mamil4_1_0,daisy_mamil4,1,0,587,100,4.153788424332561e-12,5.14622677805221e-10,5.104688893808884e-10
daisy_mamil4_1_1em2,daisy_mamil4,1,1em2,400,100,0.5751271539401145,0.5751271539401155,9.992007221626409e-16
daisy_mamil4_1_1em4,daisy_mamil4,1,1em4,462,100,0.03644128245806816,0.0364412825028384,4.477024306837052e-11
daisy_mamil4_1_1em6,daisy_mamil4,1,1em6,477,100,0.0007135963479748542,0.0007135971567663879,8.087915337462448e-10
daisy_mamil4_1_1em8,daisy_mamil4,1,1em8,682,100,4.042129538417427e-06,4.042129815418072e-06,2.7700064464397656e-13
daisy_mamil4_2_0,daisy_mamil4,2,0,559,100,1.2234657731369225e-13,1.3079703986562663e-10,1.3067469328831294e-10
daisy_mamil4_2_1em2,daisy_mamil4,2,1em2,439,100,0.1203900513941038,0.1203900513941038,0.0
daisy_mamil4_2_1em4,daisy_mamil4,2,1em4,457,100,0.003342857235623775,0.0033428926068056475,3.537118187235677e-08
daisy_mamil4_2_1em6,daisy_mamil4,2,1em6,523,100,3.6942430568065454e-05,3.694245579555222e-05,2.522748676625497e-11
daisy_mamil4_2_1em8,daisy_mamil4,2,1em8,653,100,1.4100902706593033e-07,1.4106812928904588e-07,5.910222311555913e-11
daisy_mamil4_3_0,daisy_mamil4,3,0,626,100,4.203970505045618e-12,3.6833758265686356e-11,3.262978776064074e-11
daisy_mamil4_3_1em2,daisy_mamil4,3,1em2,378,100,0.3488525018050527,0.4906762805738404,0.1418237787687877
daisy_mamil4_3_1em4,daisy_mamil4,3,1em4,498,100,0.04751074055229143,0.04751074985484205,9.302550618706107e-09
daisy_mamil4_3_1em6,daisy_mamil4,3,1em6,640,100,7.782557558300152e-05,7.786368543982736e-05,3.810985682584089e-08
daisy_mamil4_3_1em8,daisy_mamil4,3,1em8,699,100,3.502865480453643e-06,3.5027681370980446e-06,-9.734335559841156e-11
daisy_mamil4_4_0,daisy_mamil4,4,0,618,100,9.51672074478438e-12,3.5362730521626418e-09,3.5267563314178574e-09
daisy_mamil4_4_1em2,daisy_mamil4,4,1em2,520,100,0.10981778120105568,0.289559134439361,0.1797413532383053
daisy_mamil4_4_1em4,daisy_mamil4,4,1em4,496,100,0.05967284341644319,0.05967229253965123,-5.508767919604196e-07
daisy_mamil4_4_1em6,daisy_mamil4,4,1em6,635,100,0.00035858370318259114,0.002248859436969952,0.001890275733787361
daisy_mamil4_4_1em8,daisy_mamil4,4,1em8,699,100,2.1434457884828007e-05,2.143456384473552e-05,1.0595990751482987e-10
daisy_mamil4_5_0,daisy_mamil4,5,0,532,100,3.333167075680876e-13,7.040007465874965e-11,7.006675795118156e-11
daisy_mamil4_5_1em2,daisy_mamil4,5,1em2,481,100,0.15598999997994745,2.6089077714469253,2.4529177714669776
daisy_mamil4_5_1em4,daisy_mamil4,5,1em4,463,100,0.04362126648759396,0.043621266487360366,-2.3359092438113294e-13
daisy_mamil4_5_1em6,daisy_mamil4,5,1em6,607,100,0.0008046918644919188,0.0008047046276929426,1.2763201023835435e-08
daisy_mamil4_5_1em8,daisy_mamil4,5,1em8,630,100,4.617988162231024e-06,4.618219086705011e-06,2.3092447398731508e-10
daisy_mamil4_6_0,daisy_mamil4,6,0,532,100,6.59916565837193e-13,3.2539348993054773e-10,3.2473357336471054e-10
daisy_mamil4_6_1em2,daisy_mamil4,6,1em2,384,100,0.29398497232218945,0.38474058507494613,0.09075561275275668
daisy_mamil4_6_1em4,daisy_mamil4,6,1em4,488,100,0.012249766634702675,0.012249821628775859,5.4994073184211345e-08
daisy_mamil4_6_1em6,daisy_mamil4,6,1em6,571,100,0.00045080554901977266,0.0004508101667541897,4.617734417067254e-09
daisy_mamil4_6_1em8,daisy_mamil4,6,1em8,644,100,6.107958058110263e-06,6.1079210745829116e-06,-3.698352735170829e-11
daisy_mamil4_7_0,daisy_mamil4,7,0,576,100,1.130762150580722e-12,9.438295700547883e-10,9.426988079042076e-10
daisy_mamil4_7_1em2,daisy_mamil4,7,1em2,506,100,0.12331572981539984,0.42648935251624315,0.3031736227008433
daisy_mamil4_7_1em6,daisy_mamil4,7,1em6,460,100,5.730289904770647e-05,5.730305445317274e-05,1.554054662733506e-10
daisy_mamil4_7_1em8,daisy_mamil4,7,1em8,678,100,5.33982126404986e-07,5.339878796917219e-07,5.753286735910024e-12
daisy_mamil4_8_0,daisy_mamil4,8,0,884,100,2.1575815328800374e-08,9.137905765121968e-07,8.922147611833964e-07
daisy_mamil4_8_1em2,daisy_mamil4,8,1em2,482,100,0.3340965081410293,0.33409650814236597,1.3366530104974572e-12
daisy_mamil4_8_1em4,daisy_mamil4,8,1em4,650,100,0.2609621200087847,0.2850873594337615,0.024125239424976797
daisy_mamil4_8_1em6,daisy_mamil4,8,1em6,672,100,0.018288756967648312,0.018288756962648978,-4.99933427988708e-12
daisy_mamil4_8_1em8,daisy_mamil4,8,1em8,884,100,0.0011767098595817649,0.01188273558745026,0.010706025727868496
daisy_mamil4_9_0,daisy_mamil4,9,0,560,100,1.0805800698676649e-12,5.670524050316317e-10,5.65971824961764e-10
daisy_mamil4_9_1em2,daisy_mamil4,9,1em2,492,100,0.19634425295190872,0.19634162315079073,-2.6298011179815006e-06
daisy_mamil4_9_1em4,daisy_mamil4,9,1em4,481,100,0.001540703833060597,0.001540817571427211,1.1373836661388026e-07
daisy_mamil4_9_1em6,daisy_mamil4,9,1em6,465,100,0.00011944960724641351,0.00011944961641219276,9.165779246700367e-12
daisy_mamil4_9_1em8,daisy_mamil4,9,1em8,680,100,4.1714312659646424e-07,4.1711286202783526e-07,-3.0264568628979305e-11
dc_motor_0_0,dc_motor,0,0,204,100,2.6265323249674566e-11,2.6252111595681527e-11,-1.3211653993039363e-14
dc_motor_0_1em2,dc_motor,0,1em2,242,100,0.01134911346435552,0.015460403442382864,0.004111289978027344
dc_motor_0_1em4,dc_motor,0,1em4,260,100,8.17184448242414e-05,8.17184448242414e-05,0.0
dc_motor_0_1em6,dc_motor,0,1em6,280,100,1.122283935545143e-05,2.044759528940787e-05,9.224755933956441e-06
dc_motor_0_1em8,dc_motor,0,1em8,229,100,1.408386230467018e-05,2.542859041876344e-05,1.1344728114093261e-05
dc_motor_1_0,dc_motor,1,0,214,100,4.340749981679437e-12,4.339528736352349e-12,-1.2212453270876722e-15
dc_motor_1_1em2,dc_motor,1,1em2,217,100,0.01857582473754882,0.018501914978027334,-7.390975952148438e-05
dc_motor_1_1em4,dc_motor,1,1em4,201,100,9.99794006347754e-05,9.99794006347754e-05,0.0
dc_motor_1_1em6,dc_motor,1,1em6,272,100,4.611968994150395e-06,5.116158492690648e-06,5.041894985402529e-07
dc_motor_1_1em8,dc_motor,1,1em8,249,100,4.012605965164617e-06,3.8080100831505703e-06,-2.04595882014047e-07
dc_motor_2_0,dc_motor,2,0,210,100,2.4865443037924706e-11,2.487138273110645e-11,5.9396931817445875e-15
dc_motor_2_1em2,dc_motor,2,1em2,254,100,0.022213584899902328,0.022213584899902328,0.0
dc_motor_2_1em4,dc_motor,2,1em4,237,100,0.000219696044921891,0.000219696044921891,0.0
dc_motor_2_1em6,dc_motor,2,1em6,260,100,2.9640197753977304e-06,3.849792480470349e-05,3.553390502930576e-05
dc_motor_2_1em8,dc_motor,2,1em8,212,100,3.4408569336008554e-06,3.467995622175035e-06,2.713868857417978e-08
dc_motor_3_0,dc_motor,3,0,198,100,1.6066314945106797e-12,1.608102540018308e-12,1.4710455076283324e-15
dc_motor_3_1em2,dc_motor,3,1em2,205,100,0.016292572021484375,0.016292572021484375,0.0
dc_motor_3_1em4,dc_motor,3,1em4,219,100,3.556060791010118e-05,9.441375732421875e-05,5.885314941411757e-05
dc_motor_3_1em6,dc_motor,3,1em6,250,100,5.882263183598635e-06,1.811981201171875e-05,1.2237548828120115e-05
dc_motor_3_1em8,dc_motor,3,1em8,243,100,6.537309934495639e-07,6.537309682475012e-07,-2.5202062658991053e-14
dc_motor_4_0,dc_motor,4,0,249,100,1.1013079337374165e-11,1.1194323246144222e-11,1.812439087700568e-13
dc_motor_4_1em2,dc_motor,4,1em2,215,100,0.032800989522035195,0.03280098952203636,1.1657341758564144e-15
dc_motor_4_1em4,dc_motor,4,1em4,305,100,0.00012703704833982865,0.00012703704833982865,0.0
dc_motor_4_1em6,dc_motor,4,1em6,310,100,1.377105712885296e-05,2.4468583937786725e-05,1.0697526808933766e-05
dc_motor_4_1em8,dc_motor,4,1em8,275,100,5.437419042686464e-06,5.43741877390147e-06,-2.687849942617504e-13
dc_motor_5_0,dc_motor,5,0,193,100,2.4557800237801075e-11,2.454741965252083e-11,-1.0380585280245214e-14
dc_motor_5_1em2,dc_motor,5,1em2,253,100,0.019455947875976543,0.021250762939453105,0.0017948150634765625
dc_motor_5_1em4,dc_motor,5,1em4,254,100,0.00018211364746095748,0.00027346801757810457,9.135437011714709e-05
dc_motor_5_1em6,dc_motor,5,1em6,289,100,1.1721692285360241e-05,2.021537646734739e-05,8.493684181987149e-06
dc_motor_5_1em8,dc_motor,5,1em8,234,100,4.242608872495612e-06,4.242609184468282e-06,3.11972669919669e-13
dc_motor_6_0,dc_motor,6,0,195,100,1.4953593918676233e-12,4.916733686854968e-12,3.421374294987345e-12
dc_motor_6_1em2,dc_motor,6,1em2,247,100,0.020282234285614376,0.020282234285614376,0.0
dc_motor_6_1em4,dc_motor,6,1em4,259,100,5.317687988282138e-05,5.317687988282138e-05,0.0
