cell,system,instance,noise,n_rows_06,n_rows_14,ceiling_06,ceiling_14,delta
dc_motor_6_1em6,dc_motor,6,1em6,299,100,1.3828208141108966e-05,1.3828208141108966e-05,0.0
dc_motor_6_1em8,dc_motor,6,1em8,254,100,4.2359396124069804e-07,4.235939100594166e-07,-5.1181281435219717e-14
dc_motor_7_0,dc_motor,7,0,209,100,1.7413515074338193e-11,1.7413182007430805e-11,-3.3306690738754696e-16
dc_motor_7_1em2,dc_motor,7,1em2,224,100,0.011978012084960965,0.011978012084960965,0.0
dc_motor_7_1em4,dc_motor,7,1em4,272,100,1.7982482910183784e-05,2.8644561767598997e-05,1.0662078857415214e-05
dc_motor_7_1em6,dc_motor,7,1em6,249,100,5.246280449677787e-06,5.246280455839525e-06,6.161737786669619e-15
dc_motor_7_1em8,dc_motor,7,1em8,228,100,4.061186564596753e-06,4.0612197428346875e-06,3.3178237934805566e-11
dc_motor_8_0,dc_motor,8,0,206,100,4.9404924595819466e-11,4.9489634612598365e-11,8.471001677889944e-14
dc_motor_8_1em2,dc_motor,8,1em2,176,100,0.05798153686523433,0.05798153686523433,0.0
dc_motor_8_1em4,dc_motor,8,1em4,246,100,0.00017323303222654962,0.0002266769409179359,5.3443908691386266e-05
dc_motor_8_1em6,dc_motor,8,1em6,262,100,1.2100219726529637e-05,4.6684265136764935e-05,3.45840454102353e-05
dc_motor_8_1em8,dc_motor,8,1em8,240,100,7.659964208206471e-07,6.238519280887811e-07,-1.4214449273186602e-07
dc_motor_9_0,dc_motor,9,0,212,100,1.7855716905046393e-12,2.1268542482744124e-12,3.412825577697731e-13
dc_motor_9_1em2,dc_motor,9,1em2,178,100,0.028321072798208946,0.028321072798208946,0.0
dc_motor_9_1em4,dc_motor,9,1em4,274,100,2.237701416019089e-05,1.143646240231444e-05,-1.0940551757876449e-05
dc_motor_9_1em6,dc_motor,9,1em6,284,100,8.232116699202763e-06,2.8344591024520582e-05,2.011247432531782e-05
dc_motor_9_1em8,dc_motor,9,1em8,238,100,8.232116699202763e-06,7.879764514773235e-06,-3.523521844295274e-07
fitzhugh_nagumo_0_0,fitzhugh_nagumo,0,0,538,100,2.293443213119417e-12,2.2017943024366105e-10,2.1788598703054163e-10
fitzhugh_nagumo_0_1em2,fitzhugh_nagumo,0,1em2,392,100,0.5976972067391841,3.38321049166117,2.785513284921986
fitzhugh_nagumo_0_1em4,fitzhugh_nagumo,0,1em4,446,100,0.0041094011666094055,0.004109400828444465,-3.381649404943232e-10
fitzhugh_nagumo_0_1em6,fitzhugh_nagumo,0,1em6,546,100,0.0001250506101454496,0.0001250505761780374,-3.396741221628474e-11
fitzhugh_nagumo_0_1em8,fitzhugh_nagumo,0,1em8,628,100,7.329741854300575e-07,7.330192657029055e-07,4.5080272847997094e-11
fitzhugh_nagumo_1_0,fitzhugh_nagumo,1,0,537,100,7.83129117110093e-12,2.673639087902302e-12,-5.157652083198627e-12
fitzhugh_nagumo_1_1em2,fitzhugh_nagumo,1,1em2,484,100,0.35738131168408493,0.3562568476705763,-0.0011244640135086303
fitzhugh_nagumo_1_1em4,fitzhugh_nagumo,1,1em4,338,100,0.0019233483404138552,0.0019233586716235207,1.0331209665537244e-08
fitzhugh_nagumo_1_1em6,fitzhugh_nagumo,1,1em6,544,100,0.00028956404031865723,0.0002895568059626541,-7.234356003138487e-09
fitzhugh_nagumo_1_1em8,fitzhugh_nagumo,1,1em8,588,100,1.6975858592171988e-06,1.6967894138630868e-06,-7.96445354112052e-10
fitzhugh_nagumo_2_0,fitzhugh_nagumo,2,0,556,100,3.1973312886179883e-12,1.6141543657255397e-10,1.5821810528393598e-10
fitzhugh_nagumo_2_1em2,fitzhugh_nagumo,2,1em2,464,100,0.16709189503827482,0.20651303611895475,0.03942114108067993
fitzhugh_nagumo_2_1em4,fitzhugh_nagumo,2,1em4,386,100,0.009163569156149354,0.009163517199259785,-5.195688956849409e-08
fitzhugh_nagumo_2_1em6,fitzhugh_nagumo,2,1em6,615,100,7.198911615724501e-05,7.199291389481388e-05,3.797737568866921e-09
fitzhugh_nagumo_2_1em8,fitzhugh_nagumo,2,1em8,558,100,1.3378665658092537e-06,1.3400952594277982e-06,2.2286936185444972e-09
fitzhugh_nagumo_3_0,fitzhugh_nagumo,3,0,546,100,2.9443669724571464e-11,9.533972611386332e-09,9.50452894166176e-09
fitzhugh_nagumo_3_1em2,fitzhugh_nagumo,3,1em2,295,100,0.31956472364259536,0.3481177520493962,0.02855302840680085
fitzhugh_nagumo_3_1em4,fitzhugh_nagumo,3,1em4,350,100,0.013633770071256213,0.013633870063940567,9.999268435478825e-08
fitzhugh_nagumo_3_1em6,fitzhugh_nagumo,3,1em6,445,100,2.6541001284741128e-05,2.657237902381482e-05,3.1377739073690236e-08
fitzhugh_nagumo_3_1em8,fitzhugh_nagumo,3,1em8,487,100,1.677693921009471e-06,1.6779846253589525e-06,2.907043494815298e-10
fitzhugh_nagumo_4_0,fitzhugh_nagumo,4,0,561,100,1.0848794085305258e-11,9.070450612824743e-09,9.059601818739438e-09
fitzhugh_nagumo_4_1em2,fitzhugh_nagumo,4,1em2,295,100,0.14708568286020374,0.14708568286020407,3.3306690738754696e-16
fitzhugh_nagumo_4_1em4,fitzhugh_nagumo,4,1em4,353,100,0.042056513666754086,0.05205533214657604,0.009998818479821953
fitzhugh_nagumo_4_1em6,fitzhugh_nagumo,4,1em6,556,100,0.0004983461006719536,0.0004983460820325303,-1.863942333812929e-11
fitzhugh_nagumo_4_1em8,fitzhugh_nagumo,4,1em8,524,100,5.265577451579739e-05,5.2668400623234746e-05,1.2626107437352374e-08
fitzhugh_nagumo_5_0,fitzhugh_nagumo,5,0,531,100,7.034262061722529e-12,8.921349214929819e-10,8.851006594312594e-10
fitzhugh_nagumo_5_1em2,fitzhugh_nagumo,5,1em2,422,100,0.825186275698415,0.8887512804966894,0.06356500479827443
fitzhugh_nagumo_5_1em4,fitzhugh_nagumo,5,1em4,441,100,0.008735152176592598,0.008735153162121478,9.855288807258944e-10
fitzhugh_nagumo_5_1em6,fitzhugh_nagumo,5,1em6,489,100,0.0003516409109801666,0.00035164082910532635,-8.187484024091418e-11
fitzhugh_nagumo_5_1em8,fitzhugh_nagumo,5,1em8,554,100,3.834508214062282e-06,3.8345073519741035e-06,-8.620881786214341e-13
fitzhugh_nagumo_6_0,fitzhugh_nagumo,6,0,522,100,1.9847457011223923e-12,2.3901103318735295e-11,2.1916357617612903e-11
fitzhugh_nagumo_6_1em2,fitzhugh_nagumo,6,1em2,363,100,0.3415673827664823,0.3415673827664822,-1.1102230246251565e-16
fitzhugh_nagumo_6_1em4,fitzhugh_nagumo,6,1em4,452,100,0.011067081402837353,0.011067083121443888,1.7186065348617774e-09
fitzhugh_nagumo_6_1em6,fitzhugh_nagumo,6,1em6,531,100,0.00020911522924615955,0.00020912326712363427,8.03787747472029e-09
fitzhugh_nagumo_6_1em8,fitzhugh_nagumo,6,1em8,493,100,1.9723251930559016e-06,1.9725526884117883e-06,2.2749535588673098e-10
fitzhugh_nagumo_7_0,fitzhugh_nagumo,7,0,582,100,1.8669510382096632e-12,1.7831059961892493e-09,1.7812390451510396e-09
fitzhugh_nagumo_7_1em2,fitzhugh_nagumo,7,1em2,530,100,0.8329885754129622,1.1997039156990965,0.3667153402861343
fitzhugh_nagumo_7_1em4,fitzhugh_nagumo,7,1em4,477,100,0.04582811783804053,0.04582807848070647,-3.93573340584652e-08
fitzhugh_nagumo_7_1em6,fitzhugh_nagumo,7,1em6,577,100,0.0008542709029304429,0.0008542807657520024,9.862821559458723e-09
fitzhugh_nagumo_7_1em8,fitzhugh_nagumo,7,1em8,590,100,1.1062122040828015e-05,1.1060026930742595e-05,-2.095110085420515e-09
fitzhugh_nagumo_8_0,fitzhugh_nagumo,8,0,488,100,1.6747714326470486e-12,4.0349862895361355e-09,4.0333115181034884e-09
fitzhugh_nagumo_8_1em2,fitzhugh_nagumo,8,1em2,415,100,0.1099418398916947,0.17283597686683483,0.06289413697514012
fitzhugh_nagumo_8_1em4,fitzhugh_nagumo,8,1em4,433,100,0.012390965282594424,0.012391001130611867,3.584801744338506e-08
fitzhugh_nagumo_8_1em6,fitzhugh_nagumo,8,1em6,684,100,2.441443151823819e-05,2.441441309386505e-05,-1.8424373138259398e-11
fitzhugh_nagumo_8_1em8,fitzhugh_nagumo,8,1em8,512,100,5.270986974670322e-08,5.2711977227559714e-08,2.1074808564947034e-12
fitzhugh_nagumo_9_0,fitzhugh_nagumo,9,0,642,100,7.014411274042232e-11,1.0828532515105849e-09,1.0127091387701626e-09
fitzhugh_nagumo_9_1em2,fitzhugh_nagumo,9,1em2,358,100,0.60299,1.6607585931561037,1.0577685931561036
fitzhugh_nagumo_9_1em4,fitzhugh_nagumo,9,1em4,557,100,0.007342782456517538,0.007342901232185839,1.1877566830076347e-07
fitzhugh_nagumo_9_1em6,fitzhugh_nagumo,9,1em6,527,100,0.0001540003175271032,0.00015401052847219265,1.0210945089461632e-08
fitzhugh_nagumo_9_1em8,fitzhugh_nagumo,9,1em8,647,100,2.0164624543461684e-06,2.016538250493305e-06,7.579614713648652e-11
flexible_arm_0_0,flexible_arm,0,0,202,100,2.0019541580040823e-12,1.9679258222993212e-12,-3.402833570476105e-14
flexible_arm_0_1em2,flexible_arm,0,1em2,244,100,0.876948772765889,0.8769797296379072,3.095687201815078e-05
flexible_arm_0_1em4,flexible_arm,0,1em4,208,100,0.06662531205961836,0.06662531792873871,5.869120356383206e-09
flexible_arm_0_1em6,flexible_arm,0,1em6,210,100,0.0011562348047963744,0.0011562375800169278,2.7752205533637664e-09
flexible_arm_0_1em8,flexible_arm,0,1em8,208,100,2.1509463384306038e-06,2.1505448619674183e-06,-4.0147646318544616e-10
flexible_arm_1_0,flexible_arm,1,0,235,100,4.688471832992036e-13,4.656275365277907e-13,-3.219646771412954e-15
flexible_arm_1_1em2,flexible_arm,1,1em2,277,100,0.4825344754631693,0.48494160533776354,0.0024071298745942382
flexible_arm_1_1em4,flexible_arm,1,1em4,266,100,0.009051885238131552,0.009051885896463607,6.58332055536448e-10
flexible_arm_1_1em6,flexible_arm,1,1em6,235,100,0.00014360584300004975,0.00014360584398220855,9.821587987346447e-13
flexible_arm_1_1em8,flexible_arm,1,1em8,235,100,5.949108249914126e-07,5.94875277815099e-07,-3.5547176313599493e-11
flexible_arm_2_0,flexible_arm,2,0,190,100,9.958700530887654e-13,1.1864953464169048e-12,1.9062529332813938e-13
flexible_arm_2_1em2,flexible_arm,2,1em2,292,100,0.45992833460477445,0.4604138978446547,0.00048556323988024896
flexible_arm_2_1em4,flexible_arm,2,1em4,212,100,0.002317500496502589,0.002317478408126017,-2.2088376572249047e-08
flexible_arm_2_1em6,flexible_arm,2,1em6,195,100,0.0001433053996318101,0.00014330539665852182,-2.9732882822486317e-12
flexible_arm_2_1em8,flexible_arm,2,1em8,198,100,5.448907852145801e-07,5.447565317728831e-07,-1.342534416970409e-10
flexible_arm_3_0,flexible_arm,3,0,181,100,6.274980535181385e-13,3.9879211044535623e-13,-2.2870594307278225e-13
flexible_arm_3_1em2,flexible_arm,3,1em2,235,100,0.4764932819636345,0.4765176531966716,2.437123303711264e-05
flexible_arm_3_1em4,flexible_arm,3,1em4,197,100,0.002022005684961803,0.002022005715971331,3.1009528278502785e-11
flexible_arm_3_1em6,flexible_arm,3,1em6,230,100,4.742722295225654e-05,4.742722285377976e-05,-9.847678228425139e-14
flexible_arm_3_1em8,flexible_arm,3,1em8,225,100,9.820102955249155e-07,9.820094939438917e-07,-8.01581023779363e-13
flexible_arm_4_0,flexible_arm,4,0,198,100,4.731770530952417e-13,4.830580380144056e-13,9.880984919163893e-15
flexible_arm_4_1em2,flexible_arm,4,1em2,226,100,0.28298999999999996,0.28298999999999996,0.0
flexible_arm_4_1em4,flexible_arm,4,1em4,210,100,0.007304094998056732,0.007304096023798001,1.02574126970012e-09
flexible_arm_4_1em6,flexible_arm,4,1em6,242,100,7.921945884831194e-05,7.921945856220747e-05,-2.8610447344590284e-13
flexible_arm_4_1em8,flexible_arm,4,1em8,238,100,1.657839694968466e-07,1.6578269673717116e-07,-1.2727596754302795e-12
flexible_arm_5_0,flexible_arm,5,0,197,100,1.5100143357926754e-12,1.4770407119613083e-12,-3.297362383136715e-14
flexible_arm_5_1em2,flexible_arm,5,1em2,234,100,0.9322349932759764,1.2460836573114338,0.3138486640354574
flexible_arm_5_1em4,flexible_arm,5,1em4,212,100,0.025795330797965255,0.025795309867896354,-2.0930068900248955e-08
flexible_arm_5_1em6,flexible_arm,5,1em6,204,100,0.00031128388380530225,0.0003112838843323251,5.270228697895618e-13
flexible_arm_5_1em8,flexible_arm,5,1em8,194,100,2.4928323218986748e-06,2.4928321727957226e-06,-1.4910295220715852e-13
flexible_arm_6_0,flexible_arm,6,0,189,100,5.839773109528323e-13,6.59916565837193e-13,7.593925488436071e-14
flexible_arm_6_1em2,flexible_arm,6,1em2,252,100,0.41187561053438715,0.7140257404909288,0.30215012995654167
flexible_arm_6_1em4,flexible_arm,6,1em4,202,100,0.004459864443323247,0.0044598644088325035,-3.4490743594517426e-11
flexible_arm_6_1em6,flexible_arm,6,1em6,234,100,4.261877538069836e-05,4.2618778028691295e-05,2.647992936033461e-12
flexible_arm_6_1em8,flexible_arm,6,1em8,232,100,4.81022144782628e-07,4.810740796834523e-07,5.193490082433527e-11
flexible_arm_7_0,flexible_arm,7,0,263,100,2.548738997631972e-12,3.219247091124089e-11,2.964373191360892e-11
flexible_arm_7_1em2,flexible_arm,7,1em2,252,100,0.7452723688313938,0.7452723045193695,-6.431202426160354e-08
flexible_arm_7_1em4,flexible_arm,7,1em4,226,100,0.019552019646600804,0.019551983386597027,-3.626000377732197e-08
flexible_arm_7_1em6,flexible_arm,7,1em6,312,100,0.00013109016962764564,0.0001310901698718947,2.4424906541753444e-13
flexible_arm_7_1em8,flexible_arm,7,1em8,294,100,8.107420533809417e-07,8.107439927185212e-07,1.9393375794152234e-12
flexible_arm_8_0,flexible_arm,8,0,253,100,1.7436607713250396e-12,2.0373702724896248e-12,2.9370950116458516e-13
flexible_arm_8_1em2,flexible_arm,8,1em2,266,100,0.57428463466604,0.7749158374126269,0.20063120274658697
flexible_arm_8_1em4,flexible_arm,8,1em4,249,100,0.03763102798492579,0.03763102232970422,-5.655221568812152e-09
flexible_arm_8_1em6,flexible_arm,8,1em6,247,100,0.00037516229955386615,0.0003751622995237791,-3.008704396734174e-14
flexible_arm_8_1em8,flexible_arm,8,1em8,254,100,3.2695808017679795e-06,3.2695094531187685e-06,-7.134864921098938e-11
flexible_arm_9_0,flexible_arm,9,0,231,100,9.877654250090018e-13,1.1624035067825389e-12,1.7463808177353712e-13
flexible_arm_9_1em2,flexible_arm,9,1em2,213,100,0.6718611362451028,0.6779485351744033,0.006087398929300547
flexible_arm_9_1em4,flexible_arm,9,1em4,231,100,0.019895408209068766,0.019895409138411868,9.293431024737231e-10
flexible_arm_9_1em6,flexible_arm,9,1em6,222,100,5.9998173908726304e-05,5.9998175602204995e-05,1.6934786906119825e-12
flexible_arm_9_1em8,flexible_arm,9,1em8,228,100,1.962692749490902e-06,1.962690099333031e-06,-2.65015787093148e-12
forced_lotka_volterra_0_0,forced_lotka_volterra,0,0,185,100,3.3272162802688854e-10,7.502794718838857e-09,7.170073090811968e-09
forced_lotka_volterra_0_1em2,forced_lotka_volterra,0,1em2,254,100,0.0005443801879883026,0.0005443801879883026,0.0
forced_lotka_volterra_0_1em4,forced_lotka_volterra,0,1em4,214,100,2.1865844726520756e-05,2.7488708496115066e-05,5.622863769594311e-06
forced_lotka_volterra_0_1em6,forced_lotka_volterra,0,1em6,268,100,1.6143798828083256e-05,6.42547607422328e-05,4.811096191414954e-05
forced_lotka_volterra_0_1em8,forced_lotka_volterra,0,1em8,193,100,2.1410015484946143e-06,2.3374869168035772e-06,1.964853683089629e-07
forced_lotka_volterra_1_0,forced_lotka_volterra,1,0,243,100,1.73976499873163e-10,1.73976499873163e-10,0.0
forced_lotka_volterra_1_1em2,forced_lotka_volterra,1,1em2,296,100,0.00018875122070316497,0.00018875122070316497,0.0
forced_lotka_volterra_1_1em4,forced_lotka_volterra,1,1em4,338,100,0.00018127441406246003,0.00011260986328121003,-6.866455078125e-05
forced_lotka_volterra_1_1em6,forced_lotka_volterra,1,1em6,338,100,0.00012771606445316497,0.00058929443359379,0.000461578369140625
forced_lotka_volterra_1_1em8,forced_lotka_volterra,1,1em8,276,100,6.166033746657362e-05,3.584510325693735e-05,-2.5815234209636273e-05
forced_lotka_volterra_2_0,forced_lotka_volterra,2,0,227,100,5.1802118150590104e-11,8.231998416263764e-11,3.0517866012047534e-11
forced_lotka_volterra_2_1em2,forced_lotka_volterra,2,1em2,299,100,0.008077331542968746,0.0031258544921874964,-0.00495147705078125
forced_lotka_volterra_2_1em4,forced_lotka_volterra,2,1em4,356,100,0.0023367919921875036,0.0013983764648437536,-0.00093841552734375
forced_lotka_volterra_2_1em6,forced_lotka_volterra,2,1em6,382,100,0.00013189697265625355,0.00010132378754612592,-3.057318511012763e-05
forced_lotka_volterra_2_1em8,forced_lotka_volterra,2,1em8,286,100,1.77497740076471e-05,1.0374096904519625e-05,-7.375677103127476e-06
forced_lotka_volterra_3_0,forced_lotka_volterra,3,0,222,100,2.659396591830898e-10,1.6329948504534286e-09,1.3670551912703388e-09
forced_lotka_volterra_3_1em2,forced_lotka_volterra,3,1em2,257,100,0.001890747070312504,0.001890747070312504,0.0
forced_lotka_volterra_3_1em4,forced_lotka_volterra,3,1em4,382,100,9.5367431640625e-05,9.4024658203129e-05,-1.3427734374960032e-06
forced_lotka_volterra_3_1em6,forced_lotka_volterra,3,1em6,393,100,0.00011444091796875,0.000637054443359375,0.000522613525390625
forced_lotka_volterra_3_1em8,forced_lotka_volterra,3,1em8,311,100,6.140729440434756e-05,6.140729440434756e-05,0.0
forced_lotka_volterra_4_0,forced_lotka_volterra,4,0,225,100,1.1219192241895826e-10,5.966446781080492e-10,4.84452755689091e-10
forced_lotka_volterra_4_1em2,forced_lotka_volterra,4,1em2,240,100,0.0010548706054687718,0.0019282226562499782,0.0008733520507812065
forced_lotka_volterra_4_1em4,forced_lotka_volterra,4,1em4,293,100,6.280517578127753e-05,3.231811523435324e-05,-3.0487060546924294e-05
forced_lotka_volterra_4_1em6,forced_lotka_volterra,4,1em6,356,100,0.00019824218749997513,0.00019824218749997513,0.0
forced_lotka_volterra_4_1em8,forced_lotka_volterra,4,1em8,268,100,1.79957607773229e-05,1.79957607773229e-05,0.0
forced_lotka_volterra_5_0,forced_lotka_volterra,5,0,204,100,0.0005185699462890714,0.0006811676025391122,0.00016259765625004086
forced_lotka_volterra_5_1em2,forced_lotka_volterra,5,1em2,255,100,0.0005738830566406339,0.0005738830566406339,0.0
forced_lotka_volterra_5_1em4,forced_lotka_volterra,5,1em4,291,100,0.00015235900878907138,0.00015235900878907138,0.0
forced_lotka_volterra_5_1em6,forced_lotka_volterra,5,1em6,332,100,0.00016952514648438388,0.00016952514648438388,0.0
forced_lotka_volterra_5_1em8,forced_lotka_volterra,5,1em8,255,100,0.00013710021972657138,0.0003068542480468839,0.0001697540283203125
forced_lotka_volterra_6_0,forced_lotka_volterra,6,0,193,100,9.063720703084144e-06,9.063720703084144e-06,0.0
forced_lotka_volterra_6_1em2,forced_lotka_volterra,6,1em2,179,100,0.002183671951293986,0.002215381622314494,3.170967102050781e-05
forced_lotka_volterra_6_1em4,forced_lotka_volterra,6,1em4,214,100,5.174064636226383e-05,5.6985855102498206e-05,5.245208740234375e-06
forced_lotka_volterra_6_1em6,forced_lotka_volterra,6,1em6,224,100,2.6130676269442432e-06,2.6130676269442432e-06,0.0
forced_lotka_volterra_6_1em8,forced_lotka_volterra,6,1em8,207,100,6.202697753865394e-06,6.202697753865394e-06,0.0
forced_lotka_volterra_7_0,forced_lotka_volterra,7,0,276,100,1.5568796252196648e-09,1.5568807354426895e-09,1.1102230246251565e-15
forced_lotka_volterra_7_1em2,forced_lotka_volterra,7,1em2,297,100,0.03651684570312502,0.03254956054687502,-0.00396728515625
forced_lotka_volterra_7_1em4,forced_lotka_volterra,7,1em4,353,100,0.009227294921875018,0.018808447687945873,0.009581152766070855
forced_lotka_volterra_7_1em6,forced_lotka_volterra,7,1em6,425,100,0.00012637390200143095,0.0006672235774972113,0.0005408496754957803
forced_lotka_volterra_7_1em8,forced_lotka_volterra,7,1em8,372,100,1.7929480446987611e-06,0.0007918558588847491,0.0007900629108400503
forced_lotka_volterra_8_0,forced_lotka_volterra,8,0,248,100,1.3099793472193255e-10,4.76154743411783e-09,4.630549499395897e-09
forced_lotka_volterra_8_1em2,forced_lotka_volterra,8,1em2,293,100,0.000262786865234399,0.000262786865234399,0.0
forced_lotka_volterra_8_1em4,forced_lotka_volterra,8,1em4,294,100,0.0009160156249999885,0.0014882202148437385,0.00057220458984375
forced_lotka_volterra_8_1em6,forced_lotka_volterra,8,1em6,347,100,0.00013970947265629086,0.000621093749999968,0.00048138427734367717
forced_lotka_volterra_8_1em8,forced_lotka_volterra,8,1em8,287,100,3.475952148435102e-05,3.475952148435102e-05,0.0
forced_lotka_volterra_9_0,forced_lotka_volterra,9,0,240,100,1.221841794407652e-10,1.0217096613196475e-10,-2.001321330880046e-11
forced_lotka_volterra_9_1em2,forced_lotka_volterra,9,1em2,291,100,0.0007768249511719283,0.0007768249511719283,0.0
forced_lotka_volterra_9_1em4,forced_lotka_volterra,9,1em4,340,100,9.375000000000355e-05,0.00013992309570309835,4.61730957030948e-05
forced_lotka_volterra_9_1em6,forced_lotka_volterra,9,1em6,350,100,9.756469726562855e-05,0.00019965952650513596,0.00010209482923950741
forced_lotka_volterra_9_1em8,forced_lotka_volterra,9,1em8,287,100,9.769318149666084e-06,2.5709018252384475e-05,1.593970010271839e-05
harmonic_oscillator_0_0,harmonic_oscillator,0,0,11,10,1.8457457784393227e-14,1.8013368574543165e-14,-4.440892098500626e-16
harmonic_oscillator_0_1em2,harmonic_oscillator,0,1em2,154,100,4.305654185154939e-05,4.3056535174446076e-05,-6.6771033147006165e-12
harmonic_oscillator_0_1em4,harmonic_oscillator,0,1em4,50,51,1.90676134492751e-07,1.9067714646103795e-07,1.0119682869458302e-12
harmonic_oscillator_0_1em6,harmonic_oscillator,0,1em6,22,27,8.540439272453071e-09,8.540446710947336e-09,7.438494264988549e-15
harmonic_oscillator_0_1em8,harmonic_oscillator,0,1em8,9,10,5.2180315623928664e-11,5.2195608946092875e-11,1.529332216421153e-14
harmonic_oscillator_1_0,harmonic_oscillator,1,0,17,13,4.3298697960381105e-14,1.6187051699034782e-13,1.1857181902996672e-13
harmonic_oscillator_1_1em2,harmonic_oscillator,1,1em2,169,100,1.547210879870864e-05,1.547210875152416e-05,-4.718447854656915e-14
harmonic_oscillator_1_1em4,harmonic_oscillator,1,1em4,73,73,2.05333434921684e-07,2.0533346611895098e-07,3.11972669919669e-14
harmonic_oscillator_1_1em6,harmonic_oscillator,1,1em6,19,20,2.049968861328466e-09,2.049938330195289e-09,-3.0531133177191805e-14
harmonic_oscillator_1_1em8,harmonic_oscillator,1,1em8,11,15,3.1838809366746545e-11,3.1837088521058377e-11,-1.7208456881689926e-15
harmonic_oscillator_2_0,harmonic_oscillator,2,0,6,6,1.2323475573339238e-14,4.6851411639181606e-14,3.452793606584237e-14
harmonic_oscillator_2_1em2,harmonic_oscillator,2,1em2,73,73,8.23259756199679e-06,8.232597561552701e-06,-4.440892098500626e-16
harmonic_oscillator_2_1em4,harmonic_oscillator,2,1em4,11,11,1.804731419863259e-08,1.8047314309654894e-08,1.1102230246251565e-16
harmonic_oscillator_2_1em6,harmonic_oscillator,2,1em6,5,5,2.3394364223605635e-10,2.339837212872453e-10,4.007905118896815e-14
harmonic_oscillator_2_1em8,harmonic_oscillator,2,1em8,5,5,3.3539282462413667e-12,3.350597577167491e-12,-3.3306690738754696e-15
harmonic_oscillator_3_0,harmonic_oscillator,3,0,10,11,3.314015728506092e-14,7.494005416219807e-14,4.1799896877137144e-14
harmonic_oscillator_3_1em2,harmonic_oscillator,3,1em2,142,100,6.66142570082684e-06,6.661425698717416e-06,-2.1094237467877974e-15
harmonic_oscillator_3_1em4,harmonic_oscillator,3,1em4,80,78,3.1899749286523615e-07,3.1899624919340397e-07,-1.2436718321851004e-12
harmonic_oscillator_3_1em6,harmonic_oscillator,3,1em6,10,11,7.107575639153652e-10,7.107458510624554e-10,-1.1712852909795402e-14
harmonic_oscillator_3_1em8,harmonic_oscillator,3,1em8,9,11,7.988054662178001e-12,7.98577870497752e-12,-2.275957200481571e-15
harmonic_oscillator_4_0,harmonic_oscillator,4,0,12,12,1.5640266859406893e-14,2.7200464103316335e-14,1.1560197243909442e-14
harmonic_oscillator_4_1em2,harmonic_oscillator,4,1em2,176,100,7.158694992315251e-05,7.158672686918832e-05,-2.2305396418786927e-10
harmonic_oscillator_4_1em4,harmonic_oscillator,4,1em4,82,92,4.40782905897219e-07,4.4078290584170787e-07,-5.551115123125783e-17
harmonic_oscillator_4_1em6,harmonic_oscillator,4,1em6,20,23,1.0197974409376087e-08,1.0198061728416974e-08,8.731904088676856e-14
harmonic_oscillator_4_1em8,harmonic_oscillator,4,1em8,14,14,4.3495929080705764e-11,4.350898807903292e-11,1.3058998327153404e-14
harmonic_oscillator_5_0,harmonic_oscillator,5,0,6,7,2.1316282072803006e-14,8.959499808725013e-14,6.827871601444713e-14
harmonic_oscillator_5_1em2,harmonic_oscillator,5,1em2,177,100,1.5471409967826588e-05,1.547126419620959e-05,-1.4577161699946828e-10
harmonic_oscillator_5_1em4,harmonic_oscillator,5,1em4,85,90,1.214226204249158e-06,1.2142224743438845e-06,-3.729905273530676e-12
harmonic_oscillator_5_1em6,harmonic_oscillator,5,1em6,23,25,1.0349607615367518e-08,1.0349638923656812e-08,3.1308289294429414e-14
harmonic_oscillator_5_1em8,harmonic_oscillator,5,1em8,6,6,2.9492186470747583e-11,2.949063215851311e-11,-1.5543122344752192e-15
harmonic_oscillator_6_0,harmonic_oscillator,6,0,7,6,8.715250743307479e-15,1.2434497875801753e-14,3.7192471324942744e-15
harmonic_oscillator_6_1em2,harmonic_oscillator,6,1em2,155,100,0.00011103689507810377,0.00011103689513006221,5.1958437552457326e-14
harmonic_oscillator_6_1em4,harmonic_oscillator,6,1em4,75,75,5.007069361351313e-06,5.007069361351313e-06,0.0
harmonic_oscillator_6_1em6,harmonic_oscillator,6,1em6,20,18,4.98396708348281e-08,4.983957857529475e-08,-9.225953334635051e-14
harmonic_oscillator_6_1em8,harmonic_oscillator,6,1em8,8,7,7.910277988187886e-11,7.910788690779214e-11,5.10702591327572e-15
harmonic_oscillator_7_0,harmonic_oscillator,7,0,15,17,1.5459855617905305e-14,2.615685446016869e-13,2.461086889837816e-13
harmonic_oscillator_7_1em2,harmonic_oscillator,7,1em2,135,100,8.904647194496462e-06,8.904647194496462e-06,0.0
harmonic_oscillator_7_1em4,harmonic_oscillator,7,1em4,51,46,1.4748233301276059e-08,1.4748152254995262e-08,-8.104628079763643e-14
harmonic_oscillator_7_1em6,harmonic_oscillator,7,1em6,17,17,3.752553545677273e-10,3.753039823362059e-10,4.8627768478581856e-14
harmonic_oscillator_7_1em8,harmonic_oscillator,7,1em8,14,14,9.09661235226622e-13,9.09966546558394e-13,3.0531133177191805e-16
harmonic_oscillator_8_0,harmonic_oscillator,8,0,7,7,1.5834555888716295e-14,1.669497873280079e-14,8.604228440844963e-16
harmonic_oscillator_8_1em2,harmonic_oscillator,8,1em2,174,100,4.6649867244896726e-05,4.664986697611173e-05,-2.687849942617504e-13
harmonic_oscillator_8_1em4,harmonic_oscillator,8,1em4,81,81,6.689873137677438e-07,6.689873137677438e-07,0.0
