case_id	raw_candidate_count	saved_amigo_rmse	saved_polish_rmse	scalar_linear_best_rmse	scalar_log_best_rmse	residual_lm_linear_best_rmse	residual_lm_log_best_rmse	residual_lm_linear_vs_scalar_linear	residual_lm_log_vs_scalar_log	residual_fastshortcut_linear_best_rmse	residual_fastshortcut_log_best_rmse	residual_fastshortcut_linear_vs_scalar_linear	residual_fastshortcut_log_vs_scalar_log	residual_trustregion_linear_best_rmse	residual_trustregion_log_best_rmse	residual_trustregion_linear_vs_scalar_linear	residual_trustregion_log_vs_scalar_log	residual_lso_lm_linear_best_rmse	residual_lso_lm_log_best_rmse	residual_lso_lm_linear_vs_scalar_linear	residual_lso_lm_log_vs_scalar_log	residual_lso_dogleg_linear_best_rmse	residual_lso_dogleg_log_best_rmse	residual_lso_dogleg_linear_vs_scalar_linear	residual_lso_dogleg_log_vs_scalar_log	residual_fastlm_linear_best_rmse	residual_fastlm_log_best_rmse	residual_fastlm_linear_vs_scalar_linear	residual_fastlm_log_vs_scalar_log
brusselator_5_1em4	123	0.00027608875384559225	0.0005358578125155483	Inf	Inf	0.0023614375230193623	0.0023614375230193623	better	better	0.0023614375230193623	0.0023614375230193623	better	better	0.0023614375230193623	0.0023614375230193623	better	better	0.0023614375230193623	0.0023614375230193623	better	better	0.0023614375230193623	0.0023614375230193623	better	better	0.0023614375230193623	0.0023614375230193623	better	better
