post_polish_error,xC(t),eA(t),k1,eB(t),xB(t),err,branch_size,xA(t),polish_source_hc_idx,k2,eC(t)
3.605280908971741e-5,0.3802692426501634,0.11800026787614523,1.7017599897859308,0.14816353499063295,4.804118402183883,3.605280908971741e-5,2.0,-8.612679874660099,-1.0,0.05442547567312955,0.56299749087039
3.944631265202427e-5,0.3337088934640303,0.11800026787614519,1.8052222989670075,0.14172596076069707,6.653286679352478,3.944631265202427e-5,4.0,-12.164646133110166,-1.0,0.051129957854093695,0.56299749087039
3.944631265210024e-5,0.3337088934639883,0.11800026787614519,0.10225991570818772,0.7569265896005551,0.37688684402049943,3.944631265210024e-5,2.0,0.4259631751161521,-1.0,0.9026111494835055,0.56299749087039
4.7306411162995324e-5,0.3579925721183536,0.11800026787614525,0.08681868782239427,0.7620152998401193,0.34433005658157523,4.7306411162995324e-5,2.0,0.40763999467543216,-1.0,0.8672881382148192,0.56299749087039
5.0122271892480385e-5,0.3579753859288015,0.1180002678761452,0.12588489508403133,0.7762947724097715,0.33715008023100246,5.0122271892480385e-5,2.0,0.4232552543892579,-1.0,0.8866612509131209,0.56299749087039
5.012285507668973e-5,0.3579753859288003,0.1180002678761452,1.7733225018262417,0.15245353271508488,4.749384931107621,5.012285507668973e-5,2.0,-8.427794175381303,-1.0,0.0629424475420157,0.56299749087039
5.042325929099004e-5,0.3858668036178963,0.11800026787614523,0.1080093065163358,0.772968249101611,0.2994512488288315,5.042325929099004e-5,1.0,0.40754358480504005,-1.0,0.8400990713465974,0.5629974908703896
5.1225204291459703e-5,0.3338176166384225,0.11800026787614518,0.1047473023621589,0.7827534437905415,0.3757949059344332,5.1225204291459703e-5,2.0,0.42357813186551624,-1.0,0.9128072357145989,0.56299749087039
5.558843097854668e-5,0.35795273561077695,0.11800009857959526,1.7801927667906603,0.13070079680304533,8.55164058899881,5.558843097854668e-5,1.0,-15.965616677751775,-1.0,0.035048986886447864,0.5629952672576451
5.55884309785757e-5,0.3579527356107761,0.11800009857959524,0.07009797377289624,0.7629591514986312,0.3367347002558422,5.55884309785757e-5,1.0,0.5136824846061084,-1.0,0.8900963833953303,0.5629952672576451
6.464939294563314e-5,0.38831077591042573,0.11800054880301394,0.10786219977538006,0.8154541375182409,0.2941527018663709,6.464939294563314e-5,1.0,0.4133827576171145,-1.0,0.8851627052738864,0.5629943550831511
6.464939294566759e-5,0.3883107759104552,0.11800054880301394,1.7703254105477728,0.14808409277990958,4.8278822773842425,6.464939294566759e-5,1.0,-8.681388017367619,-1.0,0.05393109988769003,0.5629943550831511
6.66678852181279e-5,0.3579967715644832,0.11800026787614525,1.7252196764168668,0.13576969638511002,7.318588225148306,6.66678852181279e-5,3.0,-13.5919819918134,-1.0,0.04079241004089857,0.5629974908703901
6.754016885979e-5,0.357995827071711,0.11800026787614519,0.08070208755836317,0.7596497175430207,0.34614137762256325,6.754016885979e-5,3.0,0.3966047761390871,-1.0,0.8624118711843374,0.56299749087039
7.285334467408298e-5,0.35798096067623136,0.11800026787614518,0.1370174590778961,0.7800177938695746,0.33559755772368427,7.285334467408298e-5,2.0,0.42324162032932533,-1.0,0.8906875736214076,0.56299749087039
7.285334467409008e-5,0.35798096067623136,0.11800026787614518,1.7813751472428152,0.15672096005734962,4.363131186548185,7.285334467409008e-5,2.0,-7.656087888095729,-1.0,0.06850872953894795,0.56299749087039
8.628392634525949e-5,0.35799748530885755,0.11800026787614523,1.714802371265235,0.13414797203164644,7.74699271869218,8.628392634525949e-5,1.0,-14.465006844491123,-1.0,0.03853190897187667,0.5629974908703902
9.601553691704656e-5,0.3579834339297944,0.11800026787614519,0.14846727271196997,0.7835398846228595,0.3340959684053566,9.601553691704656e-5,2.0,0.42350380819844563,-1.0,0.8946289178291452,0.56299749087039
9.60237891280819e-5,0.35798343392979465,0.1180002678761452,1.7892578356582904,0.16110535476524138,4.026367686371152,9.60237891280819e-5,2.0,-6.983282228443785,-1.0,0.07423363635598484,0.56299749087039
9.721039011986764e-5,0.3580040048564695,0.1180002678761452,1.7089609129324321,0.13261371858095286,8.178051977387058,9.721039011986764e-5,2.0,-15.332226976642305,-1.0,0.03648080848831282,0.56299749087039
9.721039011988204e-5,0.3580040048564685,0.11800026787614519,0.07296161697662612,0.7566269015391752,0.3491501130737942,9.721039011988204e-5,2.0,0.3727388114078015,-1.0,0.8544804564662161,0.56299749087039
9.776902710186821e-5,0.3579494264111592,0.11800012886592307,1.7988818784820555,0.1246219795667693,11.018146586961196,9.776902710186821e-5,1.0,-20.854960877978016,-1.0,0.02721808702014592,0.5629948410300637
9.78132064697236e-5,0.3579494264111592,0.11800012886592305,0.0544361740402912,0.7603404007840614,0.3334214171501814,9.78132064697236e-5,1.0,0.5788552759199825,-1.0,0.8994409392410274,0.5629948410300637
0.00012049163335774412,0.3579842057818721,0.1180002678761452,0.16062503283271976,0.7870627349267002,0.3325589960738026,0.00012049163335774412,2.0,0.4242567271920869,-1.0,0.8987259565562468,0.56299749087039
0.00012049344428468779,0.35798420578187334,0.1180002678761452,1.7974519131124935,0.1657544397418248,3.7214548266467804,0.00012049344428468779,2.0,-6.373949969077807,-1.0,0.08031251641636002,0.56299749087039
0.000122541188179354,0.41829700285219834,0.11800026787614525,0.10680817415440164,0.7643529851039628,0.25057390438842847,0.000122541188179354,2.0,0.41168157844399017,-1.0,0.8311996260972692,0.5629974908703901
0.00012254118817943099,0.4182970028522306,0.11800026787614525,1.662399252194538,0.1471611419347827,3.9000186509371324,0.00012254118817943099,1.0,-6.90919252156043,-1.0,0.05340408707720082,0.5629974908703901
0.00012782338541945752,0.358005309272228,0.1180002678761452,1.6915646133353213,0.12991001668609886,9.10975999008368,0.00012782338541945752,2.0,-17.226167432473826,-1.0,0.03274243555809194,0.56299749087039
0.00012782338541947484,0.358005309272228,0.11800026787614518,0.06548487111618417,0.7538177870979421,0.3526625315681885,0.00012782338541947484,2.0,0.34078108370484284,-1.0,0.8457823066676606,0.56299749087039
0.00012845336058335088,0.2884102607291053,0.1180001940510542,1.848818874800185,0.1404024720372421,8.201038218016897,0.00012845336058335088,1.0,-15.130953651159324,-1.0,0.05020363282520056,0.5629941208904747
0.00012845336058346228,0.2884102607290598,0.1180001940510542,0.10040726565040153,0.7606309816482026,0.44538912610065046,0.00012845336058346228,1.0,0.42706531033544837,-1.0,0.9244094374000931,0.5629941208904747
0.0001413878091812026,0.42885524575954675,0.11800026787614526,1.6525232751894356,0.14840181459940718,3.5906749799911117,0.0001413878091812026,1.0,-6.322829300428894,-1.0,0.05397027796178536,0.5629974908703901
0.00014516880133815693,0.3579842916863055,0.11800026787614518,0.17287258085526339,0.7904696181265876,0.3310357561693856,0.00014516880133815693,2.0,0.4256341137656317,-1.0,0.9028500088242811,0.56299749087039
0.00014516941375581813,0.3579842916863054,0.11800026787614519,1.805700017648556,0.1704298047901325,3.4577563879713984,0.00014516941375581813,2.0,-5.846642816295033,-1.0,0.0864362904276283,0.5629974908703901
0.00019113578818814918,0.3204106562246903,0.11800026787614518,2.3273851845629223,0.1479858972349226,6.3517474204803674,0.00019113578818814918,2.0,-11.373586513339967,-1.0,0.06581168880886468,0.5629974908703901
0.00019121141702627798,0.3204106562253009,0.11800026787614519,0.13162337761776233,0.8686827471266592,0.35921791321963914,0.00019121141702627798,2.0,0.6475720765226303,-1.0,1.1636925922777073,0.5629974908703901
0.00019500583849026246,0.45241666158620214,0.11800026787614523,0.10820221404545265,0.7548758972918572,0.1996195013871762,0.00019500583849026246,1.0,0.4080754608384248,-1.0,0.7994537224080138,0.5629974908703885
0.00019500583849031664,0.4524166615862242,0.11800026787614523,1.5989074448160272,0.14877762667807376,2.9497835114934974,0.00019500583849031664,1.0,-5.108819812447211,-1.0,0.05410110702272624,0.5629974908703885
0.00020701449703240852,0.24531804928556372,0.11800026787614525,1.9080097779136345,0.13879310362179978,9.830147541739487,0.00020701449703240852,2.0,-18.264860642928262,-1.0,0.04947558957017406,0.5629974908703901
0.000207014497032527,0.24531804928550976,0.11800026787614525,0.09895117914034812,0.7605545778159543,0.5098006842724376,0.000207014497032527,3.0,0.43197973982206006,-1.0,0.9540048889568172,0.5629974908703901
0.0002242304461070657,0.23577662587878537,0.11800026787614525,1.9179290258557022,0.13850616214905526,10.184388351573213,0.0002242304461070657,1.0,-18.946014928434863,-1.0,0.049349275660235704,0.56299749087039
0.00023382878718810279,0.37830291930825777,0.11800104632691588,0.11334444037231389,1.130794838920884,0.3048010653397809,0.00023382878718810279,1.0,0.4098177638681172,-1.0,1.142979101655804,0.562997950283567
0.00023382878733723208,0.37830291930807464,0.11800104632691588,2.285958203311608,0.15565747740811883,6.147301917972283,0.00023382878733723208,1.0,-11.31037972966521,-1.0,0.056672220186156946,0.562997950283567
0.0002349476406803472,0.3324789535426599,0.1180002678761452,2.327385184555415,0.14758061864034724,5.928585000413134,0.0002349476406803472,2.0,-10.509029381120632,-1.0,0.06581168880888116,0.56299749087039
0.0002349476406803524,0.33247895354265933,0.1180002678761452,0.13162337761776233,0.8615165475204156,0.335286306463898,0.0002349476406803524,2.0,0.7112625772233254,-1.0,1.1636925922777075,0.56299749087039
0.0002450614906213912,0.4636201822936895,0.1180002678761452,0.1009400407364177,0.6408682694199744,0.18647687563495238,0.0002450614906213912,2.0,0.41450901812865326,-1.0,0.7288080131826988,0.56299749087039
0.0002450614906214359,0.4636201822937094,0.1180002678761452,1.4576160263653977,0.14190810520506056,2.6928033760337646,0.0002450614906214359,2.0,-4.613242335081069,-1.0,0.05047002036820886,0.56299749087039
0.0002563816129180119,0.22336478521305622,0.11800026787614525,1.9365697923767144,0.13901235747864685,10.572478605314028,0.0002563816129180119,1.0,-19.688382958386015,-1.0,0.04967628791693384,0.5629974908703895
0.00025638161291812557,0.2233647852130026,0.11800026787614525,0.0993525758338677,0.7719550879486242,0.5424038867700306,0.00025638161291812557,1.0,0.4321886155608313,-1.0,0.9682848961883573,0.5629974908703895
0.0002966669122068522,0.34170104175175475,0.1180002678761452,0.13162337761776233,0.8565520573857333,0.31514055748796804,0.0002966669122068522,2.0,0.7843215922778318,-1.0,1.1636925922777075,0.56299749087039
0.0002966669122068695,0.3417010417517556,0.1180002678761452,2.327385184555415,0.1472998559354829,5.572364710773455,0.0002966669122068695,2.0,-9.761796739312935,-1.0,0.06581168880888116,0.56299749087039
0.0003627195050382418,0.3477822858018492,0.1180002678761452,0.13162337761776233,0.8536031276045293,0.30013770173267007,0.0003627195050382418,2.0,0.8562334342533952,-1.0,1.1636925922777075,0.56299749087039
0.0003627195050382686,0.3477822858018487,0.1180002678761452,2.327385184555415,0.14713308160833866,5.307081864801372,0.0003627195050382686,4.0,-9.187817206119359,-1.0,0.06581168880888116,0.56299749087039
0.00041417770038583695,0.3546465392557274,0.11799998916254831,0.11334444037231389,0.833216822306454,0.28395792431789135,0.00041417770038583695,1.0,1.0071290730440086,-1.0,1.142979101655804,0.5629967197812549
0.0004141777003858379,0.35464653925572825,0.11799998916254831,2.285958203311608,0.14090180371358163,5.726932387310757,0.0004141777003858379,2.0,-9.911608855730844,-1.0,0.056672220186156946,0.5629967197812549
0.000434521136876737,0.35203997568025974,0.1180002678761452,0.13162337761776233,0.8517881637798136,0.2879433527200196,0.000434521136876737,2.0,0.9309323673709929,-1.0,1.1636925922777075,0.56299749087039
0.00045192001326783103,0.5684792056786445,0.11800026787614518,0.2771070438015064,0.144730280208381,0.3231668690092119,0.00045192001326783103,2.0,-0.19586309774390356,-1.0,0.045938426492856003,0.56299749087039
0.000451920013267832,0.5684792056786453,0.11800026787614516,0.09187685298571321,0.22526430813248585,0.10714832256331913,0.000451920013267832,2.0,0.23747531169273342,-1.0,0.13855352190075526,0.56299749087039
0.00045245692055228523,0.5686428035305259,0.11800104632691588,0.1053028413006821,0.3077555948684079,0.06281490106752217,0.00045245692055228523,1.0,0.32918479067357864,-1.0,0.24093912161444925,0.562997950283567
0.000452456920552286,0.568642803530526,0.11800104632691588,0.4818782432288985,0.1491392615913616,0.28744840880963424,0.000452456920552286,1.0,-0.12143543871270647,-1.0,0.05265142065034105,0.562997950283567
0.00045968592214410894,0.5744853095946275,0.11800026787614526,-0.04016529417583921,0.16103996848809693,0.22070037067511789,0.00045968592214410894,1.0,-0.032384985738391006,-1.0,0.054413860313510864,0.5629974908703901
0.00046751092902784237,0.4194031548961298,0.11799976166231474,0.09387206923790964,0.5316627133101842,0.5095426206081294,0.00046751092902784237,1.0,-1.2977677159019474,-1.0,0.27563069856961236,0.5629990085800329
0.0004675109290278673,0.4194031548961344,0.11799976166231474,0.5512613971392235,0.177475270486836,2.9922763950853475,0.0004675109290278673,1.0,-6.278191492413492,-1.0,0.04693603461895485,0.562999008580033
0.0004691841922240234,0.5808344911843417,0.11800026787614526,0.07917019364633134,0.14626414195095247,0.2636267585868773,0.0004691841922240234,2.0,-0.13957084221620847,-1.0,0.03958509682316567,0.5629974908703901
0.00047892328048842645,0.356430010930299,0.11800002993054523,0.11334444037231389,0.8325762134299867,0.276138626712113,0.00047892328048842645,1.0,1.0802518401299999,-1.0,1.142979101655804,0.5629961960459011
0.0005024184241855688,0.3546548494434757,0.1180002678761452,0.13162337761776233,0.8508673968521125,0.278936532716109,0.0005024184241855688,2.0,0.9993781906103307,-1.0,1.1636925922777075,0.56299749087039
0.000502418424185607,0.3546548494434769,0.1180002678761452,2.327385184555415,0.14697836457899802,4.932199472649898,0.000502418424185607,4.0,-8.33517939371468,-1.0,0.06581168880888116,0.56299749087039
0.000538961349206824,0.35737440331221787,0.11800006541381813,0.11334444037231389,0.8318105055751472,0.27038325756261655,0.000538961349206824,1.0,1.145805244384041,-1.0,1.1429791016558037,0.5629957227962759
0.0005389613492068404,0.35737440331221787,0.11800006541381813,2.2859582033116075,0.1408321388034631,5.453155211081312,0.0005389613492068404,3.0,-9.250960180445635,-1.0,0.056672220186156946,0.5629957227962759
0.0005739253119922912,0.3564061287833974,0.1180002678761452,0.13162337761776233,0.8504392642503695,0.2712978154909778,0.0005739253119922912,2.0,1.0696876703614213,-1.0,1.1636925922777075,0.5629974908703901
0.0005979166900252544,0.35782935143904154,0.11800009857959526,0.11334444037231389,0.8308043764798002,0.2658429761564153,0.0005979166900252544,1.0,1.2080977890550317,-1.0,1.142979101655804,0.5629952672576451
0.0006153863391061018,0.4037683012425431,0.11799980471846204,0.09387206923790938,0.5350772576628762,0.5877127392278854,0.0006153863391061018,1.0,-1.7523875170334389,-1.0,0.27563069856961286,0.5629987046883658
0.0006153863391061218,0.40376830124254287,0.11799980471846205,0.5512613971392254,0.1780567511298016,3.451328476867617,0.0006153863391061218,1.0,-7.4968696895276015,-1.0,0.04693603461895477,0.5629987046883658
0.0006397622901538455,0.3573643487590931,0.1180002678761452,0.13162337761776233,0.8503853589259273,0.2655088977231608,0.0006397622901538455,2.0,1.1330767793073406,-1.0,1.1636925922777075,0.56299749087039
0.0006397622901538782,0.35736434875909306,0.1180002678761452,2.327385184555415,0.1469511033158408,4.694769926988511,0.0006397622901538782,6.0,-7.75212757458038,-1.0,0.06581168880888116,0.56299749087039
