err,Cr,r(t),branch_size,post_polish_error,m_veh,polish_source_hc_idx,vy(t),Cf
0.0003463134935884257,0.38503456115722656,0.7017326354980469,1.0,0.0003463134935884257,0.7620716094970703,69.0,0.18210411071777344,0.7030563354492188
0.019474473856960956,0.38498497009277344,0.6537437438964844,1.0,0.019474473856960956,0.7619743347167969,39.0,0.15416526794433594,0.7030067443847656
0.021364011495755113,0.38498497009277344,0.7109470367431641,5.0,0.021364011495755113,0.7619743347167969,80.0,0.1944561004638672,0.7030067443847656
1.6496500201596101e-7,0.384999781771528,0.7134175199523424,40.0,1.6496500201596101e-7,0.7619996131327657,-1.0,0.19355733566877276,0.7029996622576514
7.865719058782538e-6,0.385012288643795,0.6988540056523903,1.0,7.865719058782538e-6,0.762017305149016,-1.0,0.18252287639007558,0.7030208741984796
1.2802038402769558e-5,0.38500505880304214,0.6518514038797795,1.0,1.2802038402769558e-5,0.7620089994007242,-1.0,0.14682033202600475,0.7030084522434268
1.710094892540032e-5,0.3850070925692819,0.63086326558287,1.0,1.710094892540032e-5,0.762013836678636,-1.0,0.13088969496528452,0.7030113983950316
2.3337794168105864e-5,0.3850003393813341,0.82839798263501,1.0,2.3337794168105864e-5,0.7620006084304015,-1.0,0.28087938793487344,0.7030005656119082
4.624381053700667e-5,0.38506932045222736,0.5302704379817693,2.0,4.624381053700667e-5,0.7621306286468709,-1.0,0.05466366813585318,0.7031099572962058
9.203655041791079e-5,0.38495302599939335,0.2708969913616371,1.0,9.203655041791079e-5,0.7619083738523789,-1.0,-0.14268802829972854,0.7029261149077631
0.00011699876562584345,0.38480826717805894,0.7599238998272575,1.0,0.00011699876562584345,0.7616677071738235,-1.0,0.22875224576255848,0.7027115155630471
0.00013554931760002568,0.38505158346342483,0.05825288031714422,1.0,0.00013554931760002568,0.7620946535016839,-1.0,-0.30382166250499176,0.7030817758741053
0.00021159608610237952,0.3846623116847477,0.8554444859550722,1.0,0.00021159608610237952,0.7614167646623852,-1.0,0.30126922753328883,0.7024936709127797
0.0002382359802562794,0.38500498322509136,1.8817894970505518,1.0,0.0002382359802562794,0.7620093354195555,-1.0,1.0808693791822612,0.7030081826682903
0.00028933754296812226,0.3850029362719864,-0.7043612777253926,10.0,0.00028933754296812226,0.7620056379867228,-1.0,-0.8831280115783811,0.7030048830123903
0.00047116691766653377,0.38484898638071263,2.9980501839544664,1.0,0.00047116691766653377,0.7617314533802131,-1.0,1.928852467971585,0.7027592333290859
0.0006179904889534367,0.38583379540921603,0.8900422930723931,2.0,0.0006179904889534367,0.764268020235256,-1.0,0.32738529509696024,0.7037134975879545
0.0030166955939638944,0.3849757835057904,15.501119076143503,2.0,0.0030166955939638944,0.761955847587141,-1.0,11.424356860416927,0.7029590338081083
0.00367709964404197,0.3849521052771439,18.737268154406554,1.0,0.00367709964404197,0.7619104624851246,-1.0,13.88278312463206,0.7029211319715492
0.007032579112098769,0.3849981873163926,35.187542424805414,1.0,0.007032579112098769,0.7619966336676485,-1.0,26.374505459678193,0.702996834821036
