idx,src,interp,polished,sp,mp_times,mp_idx,g,a,b,Vm,R,rel,err
163,multipoint,s2_aaa_mle,false,1,[1| 1124],8,0.717381018341209,0.17410793409771844,2.7495201616111604,0.4198991802810034,0.32065981510974845,2.0997972509708687,4.304077689562206e-5
164,multipoint,s2_aaa_mle,false,1,[1| 1124],8,0.2857774942181366,-6.194726416653664,17.41647705200518,0.4198991802810034,-1.1353773496574453,18.635261614436505,0.013655542146088296
165,multipoint,s2_aaa_mle,false,26,[26| 1124],9,0.7355885420034184,0.35844389219278444,2.3612494579459216,0.4199025163240977,0.345081620490402,1.6620625230506443,2.5076367940620644e-5
166,multipoint,s2_aaa_mle,false,26,[26| 1124],9,0.29542045769081793,-5.8997080306541525,16.67144318322822,0.41989242218177947,-1.059061841241075,17.79531362257973,0.011252057438973192
167,multipoint,s2_aaa_mle,false,58,[58| 1124],10,0.7563844608153983,0.5668979196226845,1.9234856579957138,0.4199334705784705,0.3729121674900864,1.1685294904123043,1.4062344668141811e-5
168,multipoint,s2_aaa_mle,false,58,[58| 1124],10,0.31221805010227016,-5.4393340391085445,15.519918956070192,0.4198112869903332,-0.9445705168134246,16.497090142130993,0.008291544838752963
169,multipoint,s2_aaa_mle,false,453,[453| 1501],11,0.7756334218250469,0.7791029233000947,1.5242789589742431,0.41921801120157653,0.39357709857090417,0.7184655681784027,6.684726079385093e-6
170,multipoint,s2_aaa_mle,false,453,[453| 1501],11,0.010586057632326788,-1.9747765733601514,-0.7242611206837026,0.2745752253333892,-171.63010704142664,425.8269976272936,0.0008182330160907996
171,multipoint,s2_aaa_mle,false,101,[101| 1124],12,0.346081876878449,-4.660567868612748,13.6065594477403,0.4193965301228205,-0.7544385483746461,14.339976829470462,0.004925843234485149
172,multipoint,s2_aaa_mle,false,101,[101| 1124],12,0.7809550062798922,0.8105992931044633,1.4133382988963186,0.42005304430521945,0.4057582003058532,0.593391543287845,3.342805676578385e-5
173,multipoint,s2_aaa_mle,false,156,[156| 1124],13,0.42357482625730386,-3.3028559065300462,10.387799561777259,0.4181632522464444,-0.4213134895972058,10.711160723536931,0.0020029776286416747
174,multipoint,s2_aaa_mle,false,156,[156| 1124],13,0.8127045885245777,1.1218210886419668,0.7642039023534501,0.4204036027927496,0.44782429767579884,0.3213440384475464,6.957700638893871e-5
175,multipoint,s2_aaa_mle,false,230,[230| 1124],14,0.6574751476434065,-0.44668448792333537,4.066061898909445,0.41787226759355245,0.19829665866283203,3.5840607653995997,0.00022475018510439136
176,multipoint,s2_aaa_mle,false,230,[230| 1124],14,1.0064063669151821,2.9562210737516024,-3.020296113919877,0.4245497676896044,0.6628288306956763,4.405068899571451,0.0002412358491971534
177,multipoint,s2_aaa_mle,false,619,[619| 1501],15,0.7701593242639027,0.7391044377342674,1.5189639275523352,0.4202321597937059,0.3895239552918309,0.7124734245234895,5.4733315715854235e-6
178,multipoint,s2_aaa_mle,false,619,[619| 1501],15,0.013526094869672505,-0.8822982955949455,-1.289988985867787,0.05785217199037971,-241.4322375138905,598.6045483017091,0.001930236097804754
179,multipoint,s2_aaa_mle,false,1,[1| 837],16,0.4486923999427238,-9.110359542621055,88.11939926018889,0.4198991802810034,-0.2566594616074692,98.34543321329073,0.17322069322522257
180,multipoint,s2_aaa_mle,false,1,[1| 837],16,0.7351335516516504,0.2993705674468461,4.238737483890012,0.4198991802810034,0.343941241980423,3.778734480146575,6.966700560339971e-5
181,multipoint,s2_aaa_mle,false,26,[26| 837],17,0.4547440202742026,-8.41521416962266,81.55357152620489,0.41989067679355,-0.2383307882440163,90.94314715468421,0.11421341669370001
182,multipoint,s2_aaa_mle,false,26,[26| 837],17,0.7458797533371175,0.4380268719606736,3.1621402643668395,0.41990266214678107,0.3580698759255974,2.5649833871103036,3.9829256488627925e-5
183,multipoint,s2_aaa_mle,false,326,[326| 1124],18,0.7677462307762936,0.6799198920000014,1.686681784753368,0.4191118539969243,0.381795542708472,0.9015578182112378,5.592377125708969e-6
184,multipoint,s2_aaa_mle,false,326,[326| 1124],18,-1.0547332803932858,-13.439918149566918,28.71484383232227,0.2995792479834496,2.9367510482435506,31.372991919190834,1.0e15
185,multipoint,s2_aaa_mle,false,58,[58| 837],19,0.4638060054032551,-7.527847685118292,73.2048289379749,0.41980325160261406,-0.21674587717599586,81.53081052759289,0.0662767166698125
186,multipoint,s2_aaa_mle,false,58,[58| 837],19,0.7574380584194008,0.5835777644422395,2.038795772599425,0.419933653113936,0.37419305555664145,1.298529619616037,1.5930270279412124e-5
187,multipoint,s2_aaa_mle,false,101,[101| 837],20,0.4787216917710542,-6.359502228322924,62.28541799877096,0.419418907543794,-0.18780837627561722,69.2203134146234,0.03067839704352638
188,multipoint,s2_aaa_mle,false,101,[101| 837],20,0.7691076522880885,0.7270811498325978,0.937944846234181,0.4200385811750107,0.3916616121564483,0.14360288594511453,6.205495663845325e-6
189,single_point,agp_robust,false,1,,,0.8243939806665933,-37.811207680434315,-78.02381422743194,0.4199935279482903,0.5415645480058987,88.96371389789395,0.003371696760021002
190,single_point,agp_robust,false,1,,,0.8243939806665933,-37.8112076804343,-78.02381422743193,0.4199935279482903,0.5415645480058986,88.96371389789394,0.0033716967600209997
191,single_point,agp_robust,false,26,,,0.8191174257050631,-29.446222415948032,-53.069435030897196,0.4210517416764702,0.47587261585413176,60.83025369886944,0.0035716324207173103
192,single_point,agp_robust,false,26,,,0.8191174257050631,-29.446222415948046,-53.0694350308972,0.42105174167647014,0.47587261585413154,60.83025369886945,0.003571632420717311
193,single_point,agp_robust,false,58,,,0.8115948069176645,-17.44622906980517,-21.73822411816796,0.42061639328034206,0.4120751290902679,25.507580742015737,0.0036365416164957634
194,single_point,agp_robust,false,58,,,0.8115948069176644,-17.446229069805177,-21.738224118167974,0.42061639328034195,0.4120751290902676,25.507580742015755,0.003636541616495765
195,single_point,agp_robust,false,101,,,0.8003963164254804,-5.6988235026955545,0.8011593969204054,0.41939156503733604,0.3845518417486388,7.71239517396414,0.0021290017683116692
196,single_point,agp_robust,false,101,,,0.8003963164254803,-5.698823502695562,0.801159396920387,0.41939156503733604,0.38455184174863866,7.712395173964149,0.0021290017683116705
197,single_point,agp_robust,false,156,,,0.7800520391727338,-0.5279354550342964,-2.7099304613370037,0.41966238190308114,0.39636329139856585,4.055163992488167,0.0002670920487424541
198,single_point,agp_robust,false,156,,,0.7800520391727338,-0.527935455034299,-2.709930461337008,0.419662381903081,0.39636329139856535,4.055163992488171,0.0002670920487424522
199,single_point,agp_robust,false,230,,,0.8124573496128783,3.8654810783727194,15.266623837850977,0.4200681227913969,0.4418160311098023,16.21152631099321,0.00040714449097126437
200,single_point,agp_robust,false,230,,,0.669982610439678,-7.212502567939415,-78.16108394089298,0.4204801191962042,0.27624831034110237,89.11847118477225,0.0004757803444321495
201,single_point,agp_robust,false,326,,,0.7741711024138676,0.7590084074608417,0.989576943472692,0.4197821526277165,0.39566072351388787,0.11564480662084776,3.2712206885670316e-6
202,single_point,agp_robust,false,326,,,0.6238276572008797,-9.129732395061364,-188.21413868322512,0.4283369652502823,0.4456273498806492,213.19181362257623,0.0004316570341364501
203,single_point,agp_robust,false,453,,,0.603794402566823,2.052846770426295,332.2856382993534,0.4114344227044126,0.025684419010864396,373.6174050725518,1.3742647639795058
204,single_point,agp_robust,false,453,,,0.7781557823704944,0.7090557181324665,-0.2102673676794317,0.42025785167233454,0.4052062453140389,1.2370545295145792,1.6704969986566726e-5
205,single_point,agp_robust,false,619,,,0.7745805561358879,0.8623684741261395,2.4077884483199514,0.4189595832477552,0.3900243057411135,1.7145303814204638,1.1941056849438646e-5
206,single_point,agp_robust,false,619,,,0.7745805561358879,0.8623684741261395,2.4077884483199514,0.4189595832477552,0.3900243057411135,1.7145303814204638,1.1941056849438646e-5
207,single_point,agp_robust,false,837,,,0.7473207279709916,0.44629612862184875,3.4576501990817925,0.4206345051499294,0.3489377660029526,2.898140021512731,1.843531116876212e-5
208,single_point,agp_robust,false,837,,,-0.22503715986897863,-3.5400459870363936,18.35534538844373,-0.03173541055586179,17.416754090491725,42.11077745171219,0.0024081434638602607
209,single_point,agp_robust,false,1124,,,0.8182239103055136,1.3343555158005989,-1.2210817202756212,0.4202349618446772,0.4622804630378509,2.3766423001979944,8.541352398257227e-6
210,single_point,agp_robust,false,1124,,,0.028826332730917222,0.3487089821256904,-3.5450882479508667,-0.5247484874467365,-253.2043298160166,627.7433906337044,0.005199104596721139
211,single_point,agp_robust,false,1501,,,-1.1835254853017425,-12.140191585705425,-14.254437974583563,0.8016978559798161,0.5059183562077031,17.07039230505475,0.003564976697068934
212,single_point,agp_robust,false,1501,,,-0.02916736717641798,-13.44026218349381,-7.393298332699809,0.7991661026415796,2.54750852354657,16.830697507059845,0.0035397234762883497
213,multipoint,agp_robust,false,1,[1| 1501],1,0.4307308176076718,14.813533909345399,-74.26341741382156,0.4199935279482903,-0.3110021251108874,84.72425864015959,0.0006443531519128377
214,multipoint,agp_robust,false,1,[1| 1501],1,-0.7754283453507446,-8.7370284813755,-21.173525177188377,0.4199935279482903,2.1713153812469286,24.87094157518419,1.0e15
215,multipoint,agp_robust,false,26,[26| 1501],2,0.43603136089052247,14.72345576504053,-74.02844024536874,0.41999986617055,-0.2897736394270147,84.45934638711245,0.0006654362046715283
216,multipoint,agp_robust,false,26,[26| 1501],2,-0.8390688592489896,-9.221271648678032,-20.20692942029017,0.41996661810366936,2.1078467855380216,23.78120565985363,1.0e15
217,multipoint,agp_robust,false,58,[58| 1501],3,0.4401410006380498,14.657068824328418,-73.85460971224047,0.4200434257686912,-0.2700092852459646,84.26337058877168,0.0006810307216502215
218,multipoint,agp_robust,false,58,[58| 1501],3,-0.9465042031664038,-10.086256741386595,-18.460238242649982,0.41960994115211564,2.0314834267914916,21.811993509188255,1.0e15
219,multipoint,agp_robust,false,101,[101| 1501],4,0.44089638792812846,14.645183603230512,-73.82342569221116,0.42005391144570825,-0.266101001777091,84.2282138581862,0.0006838164878935165
220,multipoint,agp_robust,false,101,[101| 1501],4,-1.1555735864400247,-11.890107292960922,-14.769451794051804,0.4173320542511118,1.944054696061021,17.651016678750626,1.0e15
221,multipoint,agp_robust,false,156,[156| 1501],5,0.4344490874511822,14.749809917595995,-74.09728887338146,0.419042755357637,-0.3309617046763321,84.53696603537932,0.0006636507324704471
222,multipoint,agp_robust,false,156,[156| 1501],5,-1.6079486904031923,-16.097708029577245,-6.046834529556531,0.4058306365003486,1.866196134839977,19.960786842847167,1.0e15
223,multipoint,agp_robust,false,230,[230| 1501],6,0.41488555048840925,15.115409389716847,-75.04471240089292,0.41013855330723403,-0.703557764952154,85.60508726143509,0.0006097484480944718
224,multipoint,agp_robust,false,230,[230| 1501],6,-3.064269404777019,-30.598421604800432,24.344670085070202,0.32773419305550233,1.827725038547442,37.04054370412301,1.0e15
225,multipoint,agp_robust,false,326,[326| 1501],7,0.3767211451425259,16.091907706706742,-77.52988019345746,0.3458135632045897,-2.9640311672959196,88.40685478405575,0.0005977701068514169
226,multipoint,agp_robust,false,326,[326| 1501],7,-26.431875179840574,-272.9439578033561,535.3946942802337,-1.0422210685175681,1.8763222399438373,602.6016846451339,1.0e15
227,multipoint,agp_robust,false,1,[1| 1124],8,0.26059849258118756,-6.549828714854171,16.80103898085428,0.4199935279482903,-1.3528620180730715,17.94141936962151,0.016949052143473503
228,multipoint,agp_robust,false,1,[1| 1124],8,0.7373921347879979,0.5466821048962439,0.41965703494388124,0.4199935279482903,0.3526719874544316,0.526880456658533,9.203117729187091e-5
229,multipoint,agp_robust,false,26,[26| 1124],9,0.2709603557316886,-6.178674572720063,15.851584086765914,0.419984183062825,-1.2560474450470378,16.87100798958953,0.013401030630560511
230,multipoint,agp_robust,false,26,[26| 1124],9,0.7478613104515512,0.6501389325111812,0.20321540085951975,0.41999543736439077,0.36604334861398025,0.7708958276668323,8.471093535255685e-5
231,multipoint,agp_robust,false,58,[58| 1124],10,0.28891995792533287,-5.6224506416414215,14.444159902899933,0.4198765767095984,-1.1147984525876677,15.284283994250206,0.009357556246688166
232,multipoint,agp_robust,false,58,[58| 1124],10,0.756003937370196,0.7302792848462082,0.03576350929042955,0.4200073710215234,0.37673625485684453,0.9596803728405529,7.79008087705917e-5
233,multipoint,agp_robust,false,453,[453| 1501],11,0.3170253486051201,18.7637006305905,-84.18555857364402,-0.4441549682658692,-37.109875794672114,95.91043807626157,0.003669235291126602
234,multipoint,agp_robust,false,101,[101| 1124],12,0.3254372419829208,-4.719313042499301,12.205718429912164,0.4193561474092578,-0.8831487243019253,12.760674667319236,0.005182658526314449
235,multipoint,agp_robust,false,101,[101| 1124],12,0.7582693489392617,0.7525266881688446,-0.010690428050230124,0.4200150330300056,0.3797934090697084,1.0120523427849268,7.569882760184466e-5
236,multipoint,agp_robust,false,156,[156| 1124],13,0.4149005645406857,-3.146391580926422,8.47169718229649,0.41794000814787513,-0.4628457446334978,8.550955109691644,0.0018993542607880786
237,multipoint,agp_robust,false,156,[156| 1124],13,0.7434717625788483,0.6068197135298962,0.29380574072864857,0.41983845837404316,0.3576971892561151,0.6687646665967886,9.654659894655803e-5
238,multipoint,agp_robust,false,230,[230| 1124],14,0.7361110508616557,0.6005510358727071,0.26414213278610327,0.42930130170984315,0.4062853869689029,0.7022072911092408,9.812122309652138e-5
239,multipoint,agp_robust,false,230,[230| 1124],14,0.7361110508616557,0.6005510358727065,0.26414213278611054,0.429301301709843,0.40628538696890226,0.7022072911092327,9.812122309651888e-5
240,multipoint,agp_robust,false,619,[619| 1501],15,5.937974070553852,64.22143033783433,-176.06063039736006,1.465021719916,1.9963276750323258,199.49000044798203,0.0030232854760757666
241,multipoint,agp_robust,false,1,[1| 837],16,0.4421557335158687,-10.096328454282148,98.29071786576242,0.4199935279482903,-0.26976654266784905,109.81253423423045,0.307047825852266
242,multipoint,agp_robust,false,1,[1| 837],16,0.7621774411852794,0.6325606390021821,2.01366649765264,0.4199935279482903,0.382985762824398,1.2701989826974522,3.080342540124329e-5
243,multipoint,agp_robust,false,26,[26| 837],17,0.44970995670409847,-9.08646875037746,88.67663425121395,0.41998116353728915,-0.2468737468456397,98.9736575549199,0.17109238172040042
244,multipoint,agp_robust,false,26,[26| 837],17,0.7690660269635589,0.7170292415112083,1.3625375884449848,0.41999573057250583,0.3914222962346469,0.536119039960524,1.2684177783786466e-5
245,multipoint,agp_robust,false,326,[326| 1124],18,-0.8600894196906673,-11.748177051953583,23.894643874399286,0.3145690292719093,3.1797987707865176,25.938719136865032,1.0e15
246,multipoint,agp_robust,false,326,[326| 1124],18,0.8140774978801933,1.2945113940788262,-1.1384517983280542,0.42184839658956663,0.46397637962301,2.2834856801894636,1.5448509912994426e-5
247,multipoint,agp_robust,false,58,[58| 837],19,0.7748399484952202,0.786966806701122,0.8251428249405365,0.4200110057329295,0.39905566770657896,0.0730661876311873,2.8324973591054893e-6
248,multipoint,agp_robust,false,58,[58| 837],19,0.4606876008593202,-7.897209418281179,77.40553600157165,0.4198629803134123,-0.2214907013307055,86.26666967482711,0.08468170395341842
249,multipoint,agp_robust,false,101,[101| 837],20,0.778255547475032,0.8279828879871155,0.5106971640985968,0.42003993830760716,0.4039796608664258,0.4242422050748627,5.599970736962703e-6
250,multipoint,agp_robust,false,101,[101| 837],20,0.4781411478866214,-6.462523119921341,63.911407432491245,0.41938698126158047,-0.18862758162306967,71.05344693629227,0.03382875104031142
251,single_point,agp_robust_rq,false,1,,,0.8251706633381769,4.549070157919572,28.50985068307017,0.4200000881077252,0.459987002281933,31.141883520935927,0.0006324752707625622
252,single_point,agp_robust_rq,false,1,,,0.8251706633381771,4.549070157919598,28.509850683070255,0.4200000881077252,0.4599870022819328,31.141883520936023,0.0006324752707625536
253,single_point,agp_robust_rq,false,26,,,0.8225712263967098,3.3742124663857718,24.431628661387325,0.4201121841633728,0.45252158365811657,26.544113485216826,0.000761176746485807
254,single_point,agp_robust_rq,false,26,,,0.8225712263967097,3.374212466385755,24.4316286613873,0.42011218416337276,0.4525215836581159,26.544113485216798,0.0007611767464858055
255,single_point,agp_robust_rq,false,58,,,0.8149996972194089,2.3108213275889464,19.678974745640513,0.42009406897857793,0.4374701936065717,21.185991821466192,0.0006877878958610947
256,single_point,agp_robust_rq,false,58,,,0.8149996972194089,2.3108213275889584,19.678974745640538,0.42009406897857793,0.437470193606572,21.18599182146622,0.0006877878958610967
257,single_point,agp_robust_rq,false,101,,,0.7988009916269079,0.990287690387226,11.603537037669776,0.4198207665641551,0.41285815945640264,12.081777945512712,0.00047291726375795493
258,single_point,agp_robust_rq,false,101,,,0.7988009916269078,0.9902876903872165,11.603537037669762,0.4198207665641552,0.4128581594564023,12.081777945512696,0.00047291726375795433
259,single_point,agp_robust_rq,false,156,,,0.771518845121756,-0.8526748727912101,-3.031239862132116,0.4195001400329637,0.3822197045286867,4.417406834421777,0.0003095636323193428
260,single_point,agp_robust_rq,false,156,,,0.771518845121756,-0.852674872791213,-3.031239862132123,0.41950014003296393,0.3822197045286868,4.417406834421785,0.0003095636323193422
261,single_point,agp_robust_rq,false,230,,,0.6903489417759496,-6.203126727543802,-58.15510669376869,0.42027930443295536,0.2992207829119124,66.56381814404587,0.0004688286609836884
262,single_point,agp_robust_rq,false,230,,,0.7789940270691295,0.6264184367029467,-0.58065683634081,0.42005638885907065,0.4050571927936856,1.6546300296965164,3.0713358907695016e-5
263,single_point,agp_robust_rq,false,326,,,0.6251833007686244,-9.401165225949686,-190.67007663649048,0.42942219390802466,0.47794358366989864,215.96062754959468,0.00043582331757937654
264,single_point,agp_robust_rq,false,326,,,0.7846004256144102,1.117663551103125,1.9890361741196116,0.4200744620502661,0.4116286910380762,1.2424308614651767,2.5312032472227463e-5
265,single_point,agp_robust_rq,false,453,,,0.7771160438139164,0.8701866587983588,1.5329111606361085,0.4196883140397313,0.3988339678464502,0.7281974753507424,6.888256691176407e-6
266,single_point,agp_robust_rq,false,453,,,0.6047831198387805,1.567922417855035,289.81205614551794,0.4112544412728296,0.026259385886055638,325.73287051354896,0.551529631259116
267,single_point,agp_robust_rq,false,619,,,0.821080262499209,1.2280986285660151,-5.424588711587645,0.4264822194722655,0.5035798363920926,7.115658073943229,4.243632002607491e-5
268,single_point,agp_robust_rq,false,619,,,0.7197320607499981,0.17503907973037405,11.720221324634164,0.4133058760755176,0.26353513131328565,12.213327310748774,5.691808937183449e-5
269,single_point,agp_robust_rq,false,837,,,0.8035638537144525,1.1417553067333412,-1.4016722943289688,0.4210064499817227,0.44998890217749815,2.5802393397169885,7.593898002673769e-6
270,single_point,agp_robust_rq,false,837,,,-0.14753236791069163,-2.7373610981905854,12.805571278726681,-0.0400747911962546,26.55492752222233,64.7300186193622,0.0024757421731825984
271,single_point,agp_robust_rq,false,1124,,,0.03796786716319425,1.15724212103012,-5.258416503665106,-1.2322427625051238,-330.2921803460343,818.5549018466195,0.00903433361073448
272,single_point,agp_robust_rq,false,1124,,,0.9138312149058752,2.2060413885633325,-2.535878780284718,0.3785692166621747,0.5126898133177205,3.858938872925274,0.0004714727396064684
273,single_point,agp_robust_rq,false,1501,,,-1.0120431791319056,-10.890559873773588,-14.782195584484409,0.8067189783109034,0.47482859853567966,17.665383973488623,0.0036186308808359674
274,single_point,agp_robust_rq,false,1501,,,-0.04127810825482241,-12.00159746681849,-9.00225269014196,0.8035056775138246,1.7674030871610564,15.136157204733204,0.0035868319145271462
275,multipoint,agp_robust_rq,false,1,[1| 1501],1,-0.6918067631761569,-8.375532005716716,-19.533716415198203,0.4200000881077252,2.27742148131237,23.022228202027286,1.0e15
276,multipoint,agp_robust_rq,false,1,[1| 1501],1,0.4393913775609876,12.460655549192417,-63.935076037193454,0.4200000881077252,-0.2778836917194029,73.08013081983478,0.0006907418877340882
277,multipoint,agp_robust_rq,false,26,[26| 1501],2,-0.7572906127441568,-8.846446326520054,-18.662318041691584,0.4199728135764475,2.195838904967844,22.039817408896937,1.0e15
278,multipoint,agp_robust_rq,false,26,[26| 1501],2,0.4428433507251753,12.422458521967371,-63.835392013969134,0.4200034927167997,-0.26472831075490305,72.96774747910837,0.0007039665483622831
279,multipoint,agp_robust_rq,false,58,[58| 1501],3,-0.8648277541219244,-9.675353413221861,-17.1028999569819,0.4196224627550914,2.1009496986181873,20.28173614090406,1.0e15
280,multipoint,agp_robust_rq,false,58,[58| 1501],3,0.4450073964781739,12.399316992112809,-63.77475827710424,0.42002164343626625,-0.25505573727492314,72.89938926392811,0.0007118250807384825
281,multipoint,agp_robust_rq,false,101,[101| 1501],4,-1.071843439948228,-11.403762546638907,-13.794274096599288,0.41743198591435543,1.9929058930121113,16.55160552040506,1.0e15
282,multipoint,agp_robust_rq,false,101,[101| 1501],4,0.44377316644911224,12.41244050672874,-63.809166726082005,0.41995576154815806,-0.26294445772335784,72.93818120189627,0.0007078436989203437
283,multipoint,agp_robust_rq,false,156,[156| 1501],5,-1.5272419413092204,-15.53416892618085,-5.757502916631906,0.4063599130793446,1.8914328967315122,19.297018758752476,1.0e15
284,multipoint,agp_robust_rq,false,156,[156| 1501],5,0.4352662471990674,12.508434427043875,-64.05912811993267,0.41888510824806036,-0.33672077617535257,73.21998660646298,0.0006824457454530983
285,multipoint,agp_robust_rq,false,230,[230| 1501],6,-3.110554513099918,-30.96859289479992,24.666032653317732,0.3263605711209646,1.8232217304021126,37.47655229069484,1.0e15
286,multipoint,agp_robust_rq,false,230,[230| 1501],6,0.41272678849566125,12.814797731902441,-64.8416189754761,0.41073926153687684,-0.6879850985134719,74.10216344473066,0.0006224925010119638
287,multipoint,agp_robust_rq,false,326,[326| 1501],7,-329.69772798635296,-3343.9416502379845,6598.937455810246,-1.0395472536630066,1.8338323129132768,7438.613817147967,1.0e15
288,multipoint,agp_robust_rq,false,326,[326| 1501],7,0.3705081198450218,13.652425574970348,-66.91680172556926,0.35711724054513955,-2.555646607574962,76.44171558688755,0.0005807904439801977
289,multipoint,agp_robust_rq,false,1,[1| 1124],8,0.25936738573802326,-6.697421043536412,17.485300391399992,0.4200000881077252,-1.3625693994209505,18.712852752423892,0.018632899601532298
290,multipoint,agp_robust_rq,false,1,[1| 1124],8,0.760973541702004,0.7417562253783643,0.4691902950915076,0.4200000881077252,0.38252273575170415,0.4710368713737231,5.1933798292688164e-5
291,multipoint,agp_robust_rq,false,26,[26| 1124],9,0.2719134932221721,-6.241716417551211,16.32728871001268,0.4199887987173469,-1.2453464206030833,17.40731534386999,0.014017574298525019
292,multipoint,agp_robust_rq,false,26,[26| 1124],9,0.7628422654956734,0.7601244783558412,0.43118407688784477,0.4200004392137207,0.3847906914150719,0.5138849189539518,5.0836360885373206e-5
293,multipoint,agp_robust_rq,false,58,[58| 1124],10,0.29199245982636973,-5.623777433833014,14.776520969318323,0.419870591617481,-1.0896052015875988,15.658986436661017,0.009419714332438786
294,multipoint,agp_robust_rq,false,58,[58| 1124],10,0.7644247040296954,0.7756675840815991,0.399030666362628,0.42000275256156944,0.38680654111297347,0.5501345362315355,4.9584335257002774e-5
295,multipoint,agp_robust_rq,false,453,[453| 1501],11,0.30862801950111346,15.928998776314245,-72.38194596102893,-0.17006780505281435,-24.092212020210475,82.60309578470003,0.0026211492259129603
296,multipoint,agp_robust_rq,false,101,[101| 1124],12,0.33033367584301665,-4.690720396119702,12.485973157237245,0.41934249160462217,-0.8516982555717019,13.076632646265214,0.00511016802925403
297,multipoint,agp_robust_rq,false,101,[101| 1124],12,0.7644437471422328,0.7758545682847103,0.3986438996561441,0.4200016811918098,0.38681227409327856,0.5505705753594767,4.963077297434103e-5
298,multipoint,agp_robust_rq,false,156,[156| 1124],13,0.41947076119617127,-3.1388302348146344,8.837618896422974,0.41796787339215025,-0.4429049427231134,8.963493682551267,0.0018844848614153733
299,multipoint,agp_robust_rq,false,156,[156| 1124],13,0.7571991009289756,0.7046120658089837,0.5460747158919748,0.4199160822698199,0.37627453444633097,0.38435770474410963,5.959521221818481e-5
300,multipoint,agp_robust_rq,false,230,[230| 1124],14,0.7637006906046508,0.8049598665876299,0.3148594358682128,0.42537954249015786,0.4185407914658538,0.6450288208926575,5.9150262794422306e-5
301,multipoint,agp_robust_rq,false,230,[230| 1124],14,0.7637006906046497,0.8049598665876215,0.3148594358682269,0.42537954249015814,0.4185407914658535,0.6450288208926417,5.9150262794424664e-5
302,multipoint,agp_robust_rq,false,619,[619| 1501],15,4.660594606387643,49.005453224119684,-134.4071470858874,0.8825408064627268,1.9208499735284796,152.53004181047058,0.0017643157451380893
303,multipoint,agp_robust_rq,false,1,[1| 837],16,0.4396658198598762,-10.37683279382319,100.76793383922495,0.4200000881077252,-0.27690821425856676,112.60533691006195,0.3601109224223126
304,multipoint,agp_robust_rq,false,1,[1| 837],16,0.7736569160437619,0.7889652317432184,1.27015116970653,0.4200000881077252,0.39731577012793917,0.43196298726779025,8.245621844041322e-6
305,multipoint,agp_robust_rq,false,26,[26| 837],17,0.44848676969972984,-9.167028537593849,89.32022244900058,0.41998548538625946,-0.25003788637744156,99.69923613190595,0.1799997422813016
306,multipoint,agp_robust_rq,false,26,[26| 837],17,0.7751932405440565,0.807548698256686,1.1284590516298671,0.42000060796681293,0.39915723979031925,0.2722199003718908,4.62522341437396e-6
307,multipoint,agp_robust_rq,false,326,[326| 1124],18,0.8008441761911003,1.1307276134027908,-0.3337446698533046,0.42106809204013546,0.44133127848394693,1.3762623109958338,9.735644566751325e-6
308,multipoint,agp_robust_rq,false,326,[326| 1124],18,-0.879441907415568,-11.908486733766098,24.396009979640155,0.313026086644778,3.151433167430921,26.503957136009195,1.0e15
309,multipoint,agp_robust_rq,false,58,[58| 837],19,0.46051569997103536,-7.865525708533655,77.06672963699117,0.41985660309487555,-0.222136523003179,85.88470083088069,0.08373846475124198
310,multipoint,agp_robust_rq,false,58,[58| 837],19,0.776840730702084,0.8274177880932474,0.9770835323054147,0.4200051285098438,0.4013184065707399,0.1015597883939286,2.485972230449679e-6
311,multipoint,agp_robust_rq,false,101,[101| 837],20,0.4785905613761229,-6.401570368895291,63.39456319742744,0.41937217716700476,-0.18779924497255795,70.47075895989565,0.032807605579329616
312,multipoint,agp_robust_rq,false,101,[101| 837],20,0.7783742988018243,0.8458586706945745,0.8366987509525379,0.4200188971905547,0.4035363100101634,0.056709412680340625,2.927952476939227e-6
313,single_point,agp_robust_se_plus_rq,false,1,,,0.8295014948990078,-41.159779994334805,-86.39041565472117,0.41999225980531507,0.5515624841807275,98.39618450363153,0.0033643868410768293
314,single_point,agp_robust_se_plus_rq,false,1,,,0.8295014948990076,-41.1597799943348,-86.39041565472118,0.41999225980531507,0.5515624841807274,98.39618450363155,0.0033643868410768267
315,single_point,agp_robust_se_plus_rq,false,26,,,0.8204810273270106,-31.286399274032036,-57.43641756801121,0.4211012380647012,0.47877302489190865,65.75357110260565,0.003576821792415463
316,single_point,agp_robust_se_plus_rq,false,26,,,0.8204810273270106,-31.286399274032064,-57.436417568011244,0.4211012380647011,0.478773024891909,65.75357110260569,0.003576821792415467
317,single_point,agp_robust_se_plus_rq,false,58,,,0.8112988103512028,-18.040795405077876,-23.003632128283193,0.4206305700575908,0.4110492409325128,26.934196311480488,0.0036617764828901
318,single_point,agp_robust_se_plus_rq,false,58,,,0.8112988103512028,-18.04079540507786,-23.003632128283176,0.4206305700575908,0.4110492409325127,26.93419631148047,0.003661776482890096
319,single_point,agp_robust_se_plus_rq,false,101,,,0.79979774433611,-5.732908631129377,0.7380040323192025,0.41938900469155455,0.3836999437090576,7.752542557278419,0.002133434010419418
320,single_point,agp_robust_se_plus_rq,false,101,,,0.79979774433611,-5.732908631129379,0.7380040323191945,0.41938900469155455,0.38369994370905786,7.752542557278421,0.0021334340104194184
