observable,order,true_val,interp_val,rel_error
y1(t),0,2.267902058178551e+00,2.283910455259826e+00,7.058680961792416e-03
y1(t),1,-1.150025040044595e+00,-1.113845789033289e+00,3.145953327233882e-02
y1(t),2,-2.267220369054533e+00,-2.358479179836467e+00,4.025140741832306e-02
y1(t),3,3.628738370044632e+00,3.301530040831519e+00,9.017137524000883e-02
y1(t),4,1.414408925382375e+01,1.345693609920726e+01,4.858235424601295e-02
