case_id	raw_candidate_count	saved_amigo_rmse	saved_nopolish_rmse	saved_polish_rmse	linear_status	linear_selected_benchmark_rmse	linear_selected_max_rel	linear_selected_success	linear_selected_local_rel_rmse	linear_best_benchmark_rmse	linear_best_local_rel_rmse	linear_seconds	log_status	log_selected_benchmark_rmse	log_selected_max_rel	log_selected_success	log_selected_local_rel_rmse	log_best_benchmark_rmse	log_best_local_rel_rmse	log_seconds	log_vs_linear_selected_benchmark	log_vs_linear_best_benchmark	log_vs_linear_selected_local	log_vs_linear_best_local
brusselator_5_1em4	123	0.00027608875384559225	0.0033878696945407725	0.0005358578125155483	ok	Inf	Inf	false	Inf	Inf	Inf	60.440361852	ok	Inf	Inf	false	Inf	Inf	Inf	2.231606391	tie	tie	tie	tie
