case_id	arm	selected_rmse	best_in_set_rmse	raw_candidate_count	merged_seed_count	polished_seed_count	finalist_count	selection_seconds	generator_seconds_total	block_report_seconds	branch_report_seconds	synth_report_seconds	seed_prep_seconds	polish_error_count	polish_maxiters_count	winner_sources
crauste_3_1em8	stock_polish	2858.190669068614	2858.1902247478424	13	20	20	20	243.223621101	0.0	0.0	0.0	0.0	0.007874489	0	0	stock_pool
crauste_3_1em8	frontier_raw_only	2858.190669068614	2858.190669068614	13	13	13	13	409.64869424799997	0.02598996	0.0	0.0	0.0	0.02598996	0	0	baseline
crauste_3_1em8	frontier_raw_plus_block	2858.190669068614	2858.190669068614	13	26	26	26	667.3507169730002	36.986413234	36.634649677	0.0	0.0	0.351763557	0	0	baseline
crauste_3_1em8	frontier_raw_plus_block_branch	2858.190669068614	2858.190669068614	13	26	26	25	818.5504675310001	171.28669814100002	17.217526504	154.04035311	0.0	0.028818527	0	0	baseline+branch
crauste_3_1em8	frontier_full	2858.190669068614	2858.190669068614	13	26	26	25	848.01047523	168.7832379	17.972115816	142.431662883	8.354403047	0.025056154	0	0	baseline+branch
