simulationConditionId	measurement	time	observableId	observableParameters	noiseParameters	datasetId	replicateId
condition1	0.1670000000628356	0.0	obs_y1		noiseParameter1	dataset1	0
condition1	0.16202244766746618	0.05	obs_y1		noiseParameter1	dataset1	0
condition1	0.15721608521735136	0.1	obs_y1		noiseParameter1	dataset1	0
condition1	0.15257472310137743	0.15000000000000002	obs_y1		noiseParameter1	dataset1	0
condition1	0.14809239807828525	0.2	obs_y1		noiseParameter1	dataset1	0
condition1	0.14376336627734124	0.25	obs_y1		noiseParameter1	dataset1	0
condition1	0.13958209393480633	0.30000000000000004	obs_y1		noiseParameter1	dataset1	0
condition1	0.1355432498114957	0.35000000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.131641699285967	0.4	obs_y1		noiseParameter1	dataset1	0
condition1	0.12787249651463253	0.45	obs_y1		noiseParameter1	dataset1	0
condition1	0.12423087665722658	0.5	obs_y1		noiseParameter1	dataset1	0
condition1	0.120712251081656	0.55	obs_y1		noiseParameter1	dataset1	0
condition1	0.11731219964794856	0.6000000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.11402646455835577	0.65	obs_y1		noiseParameter1	dataset1	0
condition1	0.11085094594033244	0.7000000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.10778169416774581	0.75	obs_y1		noiseParameter1	dataset1	0
condition1	0.10481490500269654	0.8	obs_y1		noiseParameter1	dataset1	0
condition1	0.10194691516368933	0.8500000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.09917419543910506	0.9	obs_y1		noiseParameter1	dataset1	0
condition1	0.09649334765250589	0.9500000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.09390109883024028	1.0	obs_y1		noiseParameter1	dataset1	0
condition1	0.3329999999198802	0.0	obs_y2		noiseParameter1	dataset1	0
condition1	0.33655794581427356	0.05	obs_y2		noiseParameter1	dataset1	0
condition1	0.3398796983452273	0.1	obs_y2		noiseParameter1	dataset1	0
condition1	0.3429698196586306	0.15000000000000002	obs_y2		noiseParameter1	dataset1	0
condition1	0.34583279923900756	0.2	obs_y2		noiseParameter1	dataset1	0
condition1	0.34847306145770596	0.25	obs_y2		noiseParameter1	dataset1	0
condition1	0.3508949721501288	0.30000000000000004	obs_y2		noiseParameter1	dataset1	0
condition1	0.3531028372200242	0.35000000000000003	obs_y2		noiseParameter1	dataset1	0
condition1	0.35510091362372764	0.4	obs_y2		noiseParameter1	dataset1	0
condition1	0.3568934081206635	0.45	obs_y2		noiseParameter1	dataset1	0
condition1	0.35848448495828533	0.5	obs_y2		noiseParameter1	dataset1	0
condition1	0.35987826384580573	0.55	obs_y2		noiseParameter1	dataset1	0
condition1	0.36107883135697005	0.6000000000000001	obs_y2		noiseParameter1	dataset1	0
condition1	0.3620902386448693	0.65	obs_y2		noiseParameter1	dataset1	0
condition1	0.3629165022577664	0.7000000000000001	obs_y2		noiseParameter1	dataset1	0
condition1	0.36356161506758367	0.75	obs_y2		noiseParameter1	dataset1	0
condition1	0.36402953856179365	0.8	obs_y2		noiseParameter1	dataset1	0
condition1	0.364324215024764	0.8500000000000001	obs_y2		noiseParameter1	dataset1	0
