simulationConditionId	measurement	time	observableId	observableParameters	noiseParameters	datasetId	replicateId
condition1	0.8000000002988704	0.0	obs_y1		noiseParameter1	dataset1	0
condition1	0.7740022140263485	0.05	obs_y1		noiseParameter1	dataset1	0
condition1	0.7492562164939333	0.1	obs_y1		noiseParameter1	dataset1	0
condition1	0.7256866752402871	0.15000000000000002	obs_y1		noiseParameter1	dataset1	0
condition1	0.7032228748983127	0.2	obs_y1		noiseParameter1	dataset1	0
condition1	0.6817984586323955	0.25	obs_y1		noiseParameter1	dataset1	0
condition1	0.661351170917107	0.30000000000000004	obs_y1		noiseParameter1	dataset1	0
condition1	0.641822620038193	0.35000000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.6231580596795675	0.4	obs_y1		noiseParameter1	dataset1	0
condition1	0.6053061718530984	0.45	obs_y1		noiseParameter1	dataset1	0
condition1	0.5882188602978754	0.5	obs_y1		noiseParameter1	dataset1	0
condition1	0.5718510676212002	0.55	obs_y1		noiseParameter1	dataset1	0
condition1	0.556160587723363	0.6000000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.5411078943825866	0.65	obs_y1		noiseParameter1	dataset1	0
condition1	0.5266559863804826	0.7000000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.5127702250014093	0.75	obs_y1		noiseParameter1	dataset1	0
condition1	0.49941819244800223	0.8	obs_y1		noiseParameter1	dataset1	0
condition1	0.4865695594102782	0.8500000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.4741959477242506	0.9	obs_y1		noiseParameter1	dataset1	0
condition1	0.4622708177729142	0.9500000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.4507693486688244	1.0	obs_y1		noiseParameter1	dataset1	0
condition1	0.3999999999096895	0.0	obs_y2		noiseParameter1	dataset1	0
condition1	0.4000000000270113	0.05	obs_y2		noiseParameter1	dataset1	0
condition1	0.39999999943010073	0.1	obs_y2		noiseParameter1	dataset1	0
condition1	0.39999999978224693	0.15000000000000002	obs_y2		noiseParameter1	dataset1	0
condition1	0.40000000004436903	0.2	obs_y2		noiseParameter1	dataset1	0
condition1	0.3999999995396026	0.25	obs_y2		noiseParameter1	dataset1	0
condition1	0.40000000015027926	0.30000000000000004	obs_y2		noiseParameter1	dataset1	0
condition1	0.39999999975974454	0.35000000000000003	obs_y2		noiseParameter1	dataset1	0
condition1	0.3999999998833225	0.4	obs_y2		noiseParameter1	dataset1	0
condition1	0.3999999997593174	0.45	obs_y2		noiseParameter1	dataset1	0
condition1	0.4000000007409113	0.5	obs_y2		noiseParameter1	dataset1	0
condition1	0.3999999999946011	0.55	obs_y2		noiseParameter1	dataset1	0
condition1	0.3999999995769157	0.6000000000000001	obs_y2		noiseParameter1	dataset1	0
condition1	0.400000000329018	0.65	obs_y2		noiseParameter1	dataset1	0
condition1	0.39999999951166254	0.7000000000000001	obs_y2		noiseParameter1	dataset1	0
condition1	0.40000000008354547	0.75	obs_y2		noiseParameter1	dataset1	0
condition1	0.399999999216132	0.8	obs_y2		noiseParameter1	dataset1	0
condition1	0.3999999994687256	0.8500000000000001	obs_y2		noiseParameter1	dataset1	0
condition1	0.40000000007874453	0.9	obs_y2		noiseParameter1	dataset1	0
condition1	0.4000000002953867	0.9500000000000001	obs_y2		noiseParameter1	dataset1	0
condition1	0.40000000006854736	1.0	obs_y2		noiseParameter1	dataset1	0
