observable,order,true_val,interp_val,rel_error
y1(t),0,2.688976622138634e+00,2.688976536176638e+00,3.196829403127585e-08
y1(t),1,-7.376873763336046e-01,-7.376876037622613e-01,3.082995100381974e-07
y1(t),2,-5.840194480710137e-01,-5.840194697837108e-01,3.717803774591114e-08
