simulationConditionId	measurement	time	observableId	observableParameters	noiseParameters	datasetId	replicateId
condition1	0.2501241785382528	0.0	obs_y1		noiseParameter1	dataset1	0
condition1	0.2491356946697309	0.005	obs_y1		noiseParameter1	dataset1	0
condition1	0.24850888093139703	0.01	obs_y1		noiseParameter1	dataset1	0
condition1	0.2479105670543008	0.015	obs_y1		noiseParameter1	dataset1	0
condition1	0.2466689046342513	0.02	obs_y1		noiseParameter1	dataset1	0
condition1	0.24586969905861988	0.025	obs_y1		noiseParameter1	dataset1	0
condition1	0.24552241686075968	0.03	obs_y1		noiseParameter1	dataset1	0
condition1	0.2445381699560708	0.035	obs_y1		noiseParameter1	dataset1	0
condition1	0.24345890259562006	0.04	obs_y1		noiseParameter1	dataset1	0
condition1	0.24293477587590018	0.045	obs_y1		noiseParameter1	dataset1	0
condition1	0.24192776490911963	0.05	obs_y1		noiseParameter1	dataset1	0
condition1	0.24117147506177095	0.055	obs_y1		noiseParameter1	dataset1	0
condition1	0.24059291927253237	0.06	obs_y1		noiseParameter1	dataset1	0
condition1	0.2393336789500342	0.065	obs_y1		noiseParameter1	dataset1	0
condition1	0.2386446719894075	0.07	obs_y1		noiseParameter1	dataset1	0
condition1	0.2381943073973124	0.075	obs_y1		noiseParameter1	dataset1	0
condition1	0.23736561483567334	0.08	obs_y1		noiseParameter1	dataset1	0
condition1	0.23696525760988077	0.085	obs_y1		noiseParameter1	dataset1	0
condition1	0.23596742400934803	0.09	obs_y1		noiseParameter1	dataset1	0
condition1	0.23514683488246135	0.095	obs_y1		noiseParameter1	dataset1	0
condition1	0.2351274181536458	0.1	obs_y1		noiseParameter1	dataset1	0
condition1	0.23404067729627615	0.105	obs_y1		noiseParameter1	dataset1	0
condition1	0.23342576345079358	0.11	obs_y1		noiseParameter1	dataset1	0
condition1	0.2324010714855295	0.115	obs_y1		noiseParameter1	dataset1	0
condition1	0.23193509997166958	0.12	obs_y1		noiseParameter1	dataset1	0
condition1	0.2314219238014616	0.125	obs_y1		noiseParameter1	dataset1	0
condition1	0.2304714954665944	0.13	obs_y1		noiseParameter1	dataset1	0
condition1	0.23017025567001953	0.135	obs_y1		noiseParameter1	dataset1	0
condition1	0.2292986094235036	0.14	obs_y1		noiseParameter1	dataset1	0
condition1	0.22872808477317622	0.145	obs_y1		noiseParameter1	dataset1	0
condition1	0.22802168239611764	0.15	obs_y1		noiseParameter1	dataset1	0
condition1	0.2279502367517129	0.155	obs_y1		noiseParameter1	dataset1	0
condition1	0.22690116905210642	0.16	obs_y1		noiseParameter1	dataset1	0
condition1	0.22604588780438917	0.165	obs_y1		noiseParameter1	dataset1	0
condition1	0.22585735806150276	0.17	obs_y1		noiseParameter1	dataset1	0
condition1	0.22478890815137476	0.17500000000000002	obs_y1		noiseParameter1	dataset1	0
condition1	0.22450788468547805	0.18	obs_y1		noiseParameter1	dataset1	0
condition1	0.2234249587818642	0.185	obs_y1		noiseParameter1	dataset1	0
condition1	0.2229750374201136	0.19	obs_y1		noiseParameter1	dataset1	0
condition1	0.22272856296656243	0.195	obs_y1		noiseParameter1	dataset1	0
condition1	0.22226704229247504	0.2	obs_y1		noiseParameter1	dataset1	0
condition1	0.22156439664445038	0.20500000000000002	obs_y1		noiseParameter1	dataset1	0
condition1	0.22092934019588253	0.21	obs_y1		noiseParameter1	dataset1	0
condition1	0.22032199113385242	0.215	obs_y1		noiseParameter1	dataset1	0
condition1	0.2195017354384082	0.22	obs_y1		noiseParameter1	dataset1	0
condition1	0.2191122104791794	0.225	obs_y1		noiseParameter1	dataset1	0
condition1	0.2186174390066481	0.23	obs_y1		noiseParameter1	dataset1	0
condition1	0.21840175153218358	0.23500000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.21770356814327238	0.24	obs_y1		noiseParameter1	dataset1	0
condition1	0.21670840539974204	0.245	obs_y1		noiseParameter1	dataset1	0
condition1	0.21662832821126596	0.25	obs_y1		noiseParameter1	dataset1	0
condition1	0.21594654686942852	0.255	obs_y1		noiseParameter1	dataset1	0
condition1	0.21535998942172258	0.26	obs_y1		noiseParameter1	dataset1	0
condition1	0.21511800139712406	0.265	obs_y1		noiseParameter1	dataset1	0
condition1	0.21469269628467783	0.27	obs_y1		noiseParameter1	dataset1	0
condition1	0.214160311687041	0.275	obs_y1		noiseParameter1	dataset1	0
condition1	0.21327575124080442	0.28	obs_y1		noiseParameter1	dataset1	0
condition1	0.21288717952199085	0.28500000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.2125258100634368	0.29	obs_y1		noiseParameter1	dataset1	0
condition1	0.2121688323042036	0.295	obs_y1		noiseParameter1	dataset1	0
condition1	0.21137151768534534	0.3	obs_y1		noiseParameter1	dataset1	0
condition1	0.2109486044367505	0.305	obs_y1		noiseParameter1	dataset1	0
condition1	0.21027389780612704	0.31	obs_y1		noiseParameter1	dataset1	0
condition1	0.2097786057750059	0.315	obs_y1		noiseParameter1	dataset1	0
condition1	0.20972717216764863	0.32	obs_y1		noiseParameter1	dataset1	0
condition1	0.20937149085874202	0.325	obs_y1		noiseParameter1	dataset1	0
condition1	0.20860782731297653	0.33	obs_y1		noiseParameter1	dataset1	0
condition1	0.20837055609373567	0.335	obs_y1		noiseParameter1	dataset1	0
condition1	0.20777941631382793	0.34	obs_y1		noiseParameter1	dataset1	0
condition1	0.2071170402097065	0.34500000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.20687567249315222	0.35000000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.20667222615656802	0.355	obs_y1		noiseParameter1	dataset1	0
condition1	0.20590505364602105	0.36	obs_y1		noiseParameter1	dataset1	0
condition1	0.20579514742070043	0.365	obs_y1		noiseParameter1	dataset1	0
condition1	0.20450132920734793	0.37	obs_y1		noiseParameter1	dataset1	0
condition1	0.2047750299315331	0.375	obs_y1		noiseParameter1	dataset1	0
condition1	0.20419654599998285	0.38	obs_y1		noiseParameter1	dataset1	0
condition1	0.2036932461734884	0.385	obs_y1		noiseParameter1	dataset1	0
