observable,order,true_val,interp_val,rel_error
y1(t),0,1.799136142935825e+00,1.909541671971851e+00,6.136585575779022e-02
y1(t),1,2.029362634179342e+00,2.058184347503111e+00,1.420234749489456e-02
y1(t),2,3.270260710959485e+00,1.319036345192045e+00,5.966571286590041e-01
y2(t),0,2.099675509819806e-01,2.283103288925333e-01,8.736006027963276e-02
y2(t),1,-4.410225480382410e-01,-3.819448042226962e-01,1.339562888073065e-01
y2(t),2,1.139387992278587e+00,1.771430036032272e+00,5.547206465549164e-01
