 Count  Overhead File                                                                                                       Line Function
     1         0 @juliasrc/pipeline.cpp                                                                                     627 buildPipeline
     1         0 @juliasrc/pipeline.cpp                                                                                     371 buildEarlySimplificationPipeline
     1         0 /cache/build/builder-amdci4-4/julialang/julia-ci/usr/include/llvm/IR/PassManager.h                         201 addPass<llvm::InstCombinePass>
     1         0 @juliasrc/jitlayers.cpp                                                                                   1622 operator()
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm6legacy11PassManagerD1Ev
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm6legacy15PassManagerImplD0Ev
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm17PMTopLevelManagerD1Ev
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZThn32_N12_GLOBAL__N_113MPPassManagerD0Ev
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm13PMDataManagerD1Ev
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm13FPPassManagerD0Ev
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_124CodeGenPrepareLegacyPassD0Ev
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm11MCAssembler18relaxDwarfLineAddrERNS_23MCDwarfLineAddrFragmentE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm6MCExpr21evaluateKnownAbsoluteERlRKNS_11MCAssemblerE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm6MCExpr25evaluateAsRelocatableImplERNS_7MCValueEPKNS_11MCAssemblerEPKNS_7MCFixupEPKNS_8DenseMapIPKNS_9MCSectionEmNS_12DenseMapInfoISC_vEENS_6detail12DenseMapPairISC_mEEEEb
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZL19evaluateSymbolicAddPKN4llvm11MCAssemblerEPKNS_8DenseMapIPKNS_9MCSectionEmNS_12DenseMapInfoIS6_vEENS_6detail12DenseMapPairIS6_mEEEEbRKNS_7MCValueESH_RSF_
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZL35AttemptToFoldSymbolOffsetDifferencePKN4llvm11MCAssemblerEPKNS_8DenseMapIPKNS_9MCSectionEmNS_12DenseMapInfoIS6_vEENS_6detail12DenseMapPairIS6_mEEEEbRPKNS_15MCSymbolRefExprESI_Rl
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm15ELFObjectWriter38isSymbolRefDifferenceFullyResolvedImplERKNS_11MCAssemblerERKNS_8MCSymbolERKNS_10MCFragmentEbb
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm13MCELFStreamer10finishImplEv
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm16MCObjectStreamer10emitFramesEPNS_12MCAsmBackendE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm19MCDwarfFrameEmitter4EmitERNS_16MCObjectStreamerEPNS_12MCAsmBackendEb
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm15SmallVectorImplISt10unique_ptrINS_15DomTreeNodeBaseINS_17MachineBasicBlockEEESt14default_deleteIS4_EEE5clearEv
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm15MachineFunction5clearEv
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm17MachineBasicBlockD1Ev
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm13LexicalScopes23assignInstructionRangesERNS_15SmallVectorImplISt4pairIPKNS_12MachineInstrES5_EEERNS_8DenseMapIS5_PNS_12LexicalScopeENS_12DenseMapInfoIS5_vEENS_6detail12DenseMapPairIS5_SB_EEEE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm10AsmPrinter16emitConstantPoolEv
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm10AsmPrinter12GetCPISymbolEj
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm16DenseMapIteratorIN15LiveDebugValues6LocIdxENS1_10ValueIDNumENS_12DenseMapInfoIS2_vEENS_6detail12DenseMapPairIS2_S3_EELb0EEC2EPS8_SA_RKNS_14DebugEpochBaseEb
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm12X86InstrInfo24isStoreToStackSlotPostFEERKNS_12MachineInstrERi
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm15TargetInstrInfo19hasStoreToStackSlotERKNS_12MachineInstrERNS_15SmallVectorImplIPKNS_17MachineMemOperandEEE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm18TargetRegisterInfo16getRegSizeInBitsENS_8RegisterERKNS_19MachineRegisterInfoE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_127X86FixupVectorConstantsPass20runOnMachineFunctionERN4llvm15MachineFunctionE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_127X86FixupVectorConstantsPass18processInstructionERN4llvm15MachineFunctionERNS1_17MachineBasicBlockERNS1_12MachineInstrE.constprop.0
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm3X8619getConstantFromPoolERKNS_12MachineInstrEj
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm18ExecutionDomainFix14visitSoftInstrEPNS_12MachineInstrEj
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNSt6vectorIiSaIiEE14_M_fill_assignEmRKi
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm19ReachingDefAnalysis19reprocessBasicBlockEPNS_17MachineBasicBlockE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm15TargetInstrInfo24isUnpredicatedTerminatorERKNS_12MachineInstrE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm12X86InstrInfo11getRegClassERKNS_11MCInstrDescEjPKNS_18TargetRegisterInfoERKNS_15MachineFunctionE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm15TargetInstrInfo11getRegClassERKNS_11MCInstrDescEjPKNS_18TargetRegisterInfoERKNS_15MachineFunctionE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm22CriticalAntiDepBreaker7ObserveERNS_12MachineInstrEjj
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm16TargetSchedModel20computeOutputLatencyEPKNS_12MachineInstrEjS3_
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_112ExpandPostRA20runOnMachineFunctionERN4llvm15MachineFunctionE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm15MachineFunction14RenumberBlocksEPNS_17MachineBasicBlockE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm12MachineInstr25findRegisterUseOperandIdxENS_8RegisterEPKNS_18TargetRegisterInfoEb
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm25ReversePostOrderTraversalIPNS_15MachineFunctionENS_11GraphTraitsIS2_EEE10InitializeERKS2_.isra.0
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_13PEI20runOnMachineFunctionERN4llvm15MachineFunctionE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_13PEI27calculateFrameObjectOffsetsERN4llvm15MachineFunctionE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm16X86FrameLowering17orderFrameObjectsERKNS_15MachineFunctionERNS_15SmallVectorImplIiEE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm15X86RegisterInfo15canRealignStackERKNS_15MachineFunctionE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm26BlockFrequencyInfoImplBase5clearEv
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_120PostRAMachineSinking20runOnMachineFunctionERN4llvm15MachineFunctionE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_120PostRAMachineSinking13tryToSinkCopyERN4llvm17MachineBasicBlockERNS1_15MachineFunctionEPKNS1_18TargetRegisterInfoEPKNS1_15TargetInstrInfoE.constprop.0
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm24MachineDominanceFrontier20runOnMachineFunctionERNS_15MachineFunctionE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm28ForwardDominanceFrontierBaseINS_17MachineBasicBlockEE9calculateERKNS_17DominatorTreeBaseIS1_Lb0EEEPKNS_15DomTreeNodeBaseIS1_EE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_115MachineLICMImpl17HoistRegionPostRAEPN4llvm11MachineLoopEPNS1_17MachineBasicBlockE.constprop.0
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm13LiveRegMatrix13releaseMemoryEv
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm11IntervalMapINS_9SlotIndexEPKNS_12LiveIntervalELj8ENS_15IntervalMapInfoIS1_EEE10deleteNodeENS_15IntervalMapImpl7NodeRefEj
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm17MachineBasicBlock17sortUniqueLiveInsEv
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZSt16__introsort_loopIN9__gnu_cxx17__normal_iteratorIPN4llvm17MachineBasicBlock16RegisterMaskPairESt6vectorIS4_SaIS4_EEEElNS0_5__ops15_Iter_comp_iterIZNS3_17sortUniqueLiveInsEvEUlRKS4_SD_E_EEEvT_SG_T0_T1_
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_113InlineSpillerD0Ev
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm9LiveRange19MergeValueInAsValueERKS0_PKNS_6VNInfoEPS3_
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm13LiveRangeEdit19anyRematerializableEv
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm13LiveRangeEdit14scanRemattableEv
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm13LiveRangeEdit21checkRematerializableEPNS_6VNInfoEPKNS_12MachineInstrE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm15TargetInstrInfo33isReallyTriviallyReMaterializableERKNS_12MachineInstrE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm11SplitEditor5resetERNS_13LiveRangeEditENS0_19ComplementSpillModeE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_113InlineSpiller17foldMemoryOperandEN4llvm8ArrayRefISt4pairIPNS1_12MachineInstrEjEEES5_
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm15TargetInstrInfo17foldMemoryOperandERNS_12MachineInstrENS_8ArrayRefIjEEiPNS_13LiveIntervalsEPNS_10VirtRegMapE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm12X86InstrInfo19storeRegToStackSlotERNS_17MachineBasicBlockENS_26MachineInstrBundleIteratorINS_12MachineInstrELb0EEENS_8RegisterEbiPKNS_19TargetRegisterClassEPKNS_18TargetRegisterInfoES6_NS4_6MIFlagE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm18MachinePointerInfo13getFixedStackERNS_15MachineFunctionEil
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm24PseudoSourceValueManager13getFixedStackEi
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm11SplitEditor8openIntvEv
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm13LiveRangeEdit23createEmptyIntervalFromENS_8RegisterEb
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm13LiveIntervals24checkRegMaskInterferenceERKNS_12LiveIntervalERNS_9BitVectorE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm17MachineBasicBlock21getFirstNonDebugInstrEb
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm14SpillPlacement8addLinksENS_8ArrayRefIjEE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm11SplitEditor14enterIntvAtEndERNS_17MachineBasicBlockE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm19InsertPointAnalysis22computeLastInsertPointERKNS_12LiveIntervalERKNS_17MachineBasicBlockE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm14SpillPlacement14addConstraintsENS_8ArrayRefINS0_15BlockConstraintEEE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm12RegAllocBase12seedLiveRegsEv
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm27SpillPlacementWrapperLegacy20runOnMachineFunctionERNS_15MachineFunctionE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm14SpillPlacement3runERNS_15MachineFunctionEPNS_11EdgeBundlesEPNS_25MachineBlockFrequencyInfoE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm22BlockFrequencyInfoImplINS_17MachineBasicBlockEE17computeMassInLoopERNS_26BlockFrequencyInfoImplBase8LoopDataE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm17ScheduleDAGInstrs14addVRegUseDepsEPNS_5SUnitEj
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm20GenericSchedulerBase14SchedCandidate17initResourceDeltaEPKNS_13ScheduleDAGMIEPKNS_16TargetSchedModelE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_18JoinVals11eraseInstrsERN4llvm15SmallPtrSetImplIPNS1_12MachineInstrEEERNS1_15SmallVectorImplINS1_8RegisterEEEPNS1_12LiveIntervalE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm12MachineInstr15eraseFromParentEv
     1         1 /usr/lib/x86_64-linux-gnu/libstdc++.so.6                                                                     ? _ZSt18_Rb_tree_decrementPKSt18_Rb_tree_node_base
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm13LiveIntervals15computeRegMasksEv
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm22SlotIndexesWrapperPass20runOnMachineFunctionERNS_15MachineFunctionE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm11SlotIndexes7analyzeERNS_15MachineFunctionE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm24LiveVariablesWrapperPass13releaseMemoryEv
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm17MachineBasicBlock17SplitCriticalEdgeEPS0_PNS_4PassEPNS_15AnalysisManagerINS_15MachineFunctionEJEEEPSt6vectorINS_15SparseBitVectorILj128EEESaISA_EEPNS_21MachineDomTreeUpdaterE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm17MachineBasicBlock20canSplitCriticalEdgeEPKS0_.part.0
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm13LiveVariables13HandleRegMaskERKNS_14MachineOperandEj
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_115LiveRangeShrink20runOnMachineFunctionERN4llvm15MachineFunctionE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZL17BuildInstOrderMapN4llvm26MachineInstrBundleIteratorINS_12MachineInstrELb0EEERNS_8DenseMapIPS1_jNS_12DenseMapInfoIS4_vEENS_6detail12DenseMapPairIS4_jEEEE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm12MachineInstr12isSafeToMoveERb
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm27MachineCycleInfoWrapperPass20runOnMachineFunctionERNS_15MachineFunctionE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm16GenericCycleInfoINS_17GenericSSAContextINS_15MachineFunctionEEEE7computeERS2_
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm23GenericCycleInfoComputeINS_17GenericSSAContextINS_15MachineFunctionEEEE3runEPNS_17MachineBasicBlockE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_114MachineCSEImpl16PerformSimplePREEPN4llvm20MachineDominatorTreeE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_115MachineLICMImpl5HoistEPN4llvm12MachineInstrEPNS1_17MachineBasicBlockEPNS1_11MachineLoopE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm8DenseMapIjSt6vectorIPNS_12MachineInstrESaIS3_EENS_12DenseMapInfoIjvEENS_6detail12DenseMapPairIjS5_EEE4growEj
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_115MachineLICMImpl29InitializeLoadsHoistableLoopsEv
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm19MachineTraceMetrics8Ensemble8getTraceEPKNS_17MachineBasicBlockE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm19MachineTraceMetrics8Ensemble12computeTraceEPKNS_17MachineBasicBlockE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm19MachineTraceMetrics8Ensemble22computeHeightResourcesEPKNS_17MachineBasicBlockE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm19MachineTraceMetrics12getResourcesEPKNS_17MachineBasicBlockE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm16TargetSchedModel17resolveSchedClassEPKNS_12MachineInstrE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_112FinalizeISel20runOnMachineFunctionERN4llvm15MachineFunctionE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZL7runImplRN4llvm15MachineFunctionE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm15MachineFunction22finalizeDebugInstrRefsEv
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZL8BURRSortPN4llvm5SUnitES1_PN12_GLOBAL__N_118RegReductionPQBaseE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZL17combineMaskedLoadPN4llvm6SDNodeERNS_12SelectionDAGERNS_14TargetLowering15DAGCombinerInfoERKNS_12X86SubtargetE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm14TargetLowering31SimplifyMultipleUseDemandedBitsENS_7SDValueERKNS_5APIntERNS_12SelectionDAGEj
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm12SelectionDAG10LegalizeOpEPNS_6SDNodeERNS_14SmallSetVectorIS2_Lj16EEE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZL10LowerStoreN4llvm7SDValueERKNS_12X86SubtargetERNS_12SelectionDAGE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_111DAGCombiner24parallelizeChainedStoresEPN4llvm11StoreSDNodeE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK12_GLOBAL__N_115X86DAGToDAGISel18CheckNodePredicateEPN4llvm6SDNodeEj
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm12SelectionDAG7getNodeEjRKNS_5SDLocENS_3EVTENS_7SDValueES5_
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_111DAGCombiner28CombineToPreIndexedLoadStoreEPN4llvm6SDNodeE.part.0
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZL24getCombineLoadStorePartsPN4llvm6SDNodeEjjRbS2_RNS_7SDValueERKNS_14TargetLoweringE.constprop.0
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm18ScheduleDAGSDNodes23ClusterNeighboringLoadsEPNS_6SDNodeE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm15BaseIndexOffset15computeAliasingEPKNS_6SDNodeENS_12LocationSizeES3_S4_RKNS_12SelectionDAGERb
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm12SelectionDAG15getRegisterMaskEPKj
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm12SelectionDAG37isConstantIntBuildVectorOrConstantIntENS_7SDValueEb
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_111DAGCombiner23visitADDLikeCommutativeEN4llvm7SDValueES2_PNS1_6SDNodeE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_120SelectionDAGLegalize10ExpandNodeEPN4llvm6SDNodeE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_120SelectionDAGLegalize18ExpandBUILD_VECTOREPN4llvm6SDNodeE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm12SelectionDAG7getNodeEjRKNS_5SDLocENS_3EVTENS_7SDValueENS_11SDNodeFlagsE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm12SelectionDAG9newSDNodeINS_6SDNodeEJRjjRKNS_8DebugLocERNS_8SDVTListEEEEPT_DpOT0_.isra.0
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZSt9__find_ifIPPN4llvm6SDNodeEN9__gnu_cxx5__ops16_Iter_equals_valIKS2_EEET_S9_S9_T0_St26random_access_iterator_tag.isra.0
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_111DAGCombiner8visitSHLEPN4llvm6SDNodeE
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm13GetReturnInfoEjPNS_4TypeENS_13AttributeListERNS_15SmallVectorImplINS_3ISD9OutputArgEEERKNS_14TargetLoweringERKNS_10DataLayoutE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm19SelectionDAGBuilder9visitLoadERKNS_8LoadInstE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN4llvm12SelectionDAG7getLoadENS_3EVTERKNS_5SDLocENS_7SDValueES5_NS_18MachinePointerInfoENS_10MaybeAlignENS_17MachineMemOperand5FlagsERKNS_9AAMDNodesEPKNS_6MDNodeE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_111DAGCombiner22BackwardsPropagateMaskEPN4llvm6SDNodeE
     1         0 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_111DAGCombiner17SearchForAndLoadsEPN4llvm6SDNodeERNS1_15SmallVectorImplIPNS1_10LoadSDNodeEEERNS1_15SmallPtrSetImplIS3_EEPNS1_14ConstantSDNodeERS3_
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm6SDNode15hasNUsesOfValueEjj
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZNK4llvm8Function13getDataLayoutEv
     1         1 @julialib/julia/libLLVM.so.20.1jl                                                                            ? _ZN12_GLOBAL__N_117ScheduleDAGRRList14ReleasePendingEv.part.0
