k10,x7(t),k9,post_polish_error,x6(t),k8,x5(t),err,branch_size,k7,polish_source_hc_idx,k6,k5,x4(t)
5.0118714439606045,0.9538584256515094,0.7166652604592002,1.2226653602525973e-8,0.3981235527915007,0.8889634229414332,0.8409994043541961,1.2226653602525973e-8,49.0,0.10701374747536498,651.0,0.3970004245000715,0.47600026480504015,0.6390000122721002
5.0118662730764685,0.8802528435957164,0.7166652644504559,1.2226653603114239e-8,0.3981235520212091,0.8889634231281649,0.8409994043542253,1.2226653603114239e-8,11.0,0.1070137474753789,260.0,0.3970004245000718,0.4760002648050401,0.6390000122721005
5.011869162997839,0.6219925108429677,0.7166652622019006,1.2226653603167686e-8,0.39812355245343006,0.8889634230233197,0.8409994043542175,1.2226653603167686e-8,5.0,0.1070137474754173,978.0,0.39700042450006656,0.4760002648050384,0.6390000122721005
5.011855599411762,0.6795799446171902,0.7166652726254272,1.2226653603723606e-8,0.3981235504558512,0.8889634235054393,0.8409994043542923,1.2226653603723606e-8,6.0,0.1070137474752926,161.0,0.3970004245000692,0.47600026480503915,0.6390000122721003
5.011863059721644,0.5417530370216211,0.7166652669325122,1.2226653603987957e-8,0.39812355154253176,0.888963423244139,0.8409994043542437,1.2226653603987957e-8,3.0,0.10701374747537733,52.0,0.3970004245000726,0.4760002648050403,0.6390000122721005
5.011866778080039,0.7862362448543678,0.7166652639710236,1.2226653604005868e-8,0.3981235521302985,0.8889634230986894,0.8409994043542321,1.2226653604005868e-8,20.0,0.10701374747522631,844.0,0.3970004245000686,0.47600026480503926,0.6390000122721005
5.011862113259759,0.3391267574788419,0.7166652674692392,1.2226653604340557e-8,0.39812355147365225,0.8889634232544076,0.8409994043542687,1.2226653604340557e-8,2.0,0.10701374747506985,986.0,0.397000424500078,0.47600026480504265,0.6390000122721006
2.1505052521796837,0.9687934527331707,0.13978494256403107,5.6711722490471016e-8,3.3092403684588683,1.995262311465374e-5,0.8410525586561136,5.6711722490471016e-8,6.0,0.09306542197773394,638.0,0.3970038680726416,0.4760016285895689,0.6390000861138175
5.011872585906072,1.0,0.015398834719621664,1.6136681150019034e-7,4.289001764071706,1.999010810342722e-5,0.8410983392208723,1.6136681150019034e-7,5.0,0.11537302045880361,905.0,0.3970063805969021,0.4760026387468517,0.6390001474909894
5.011872585892022,0.8881087589811414,0.015399229127017636,1.6136681631944883e-7,4.288841734138947,6.047048296768264e-5,0.8410983392275039,1.6136681631944883e-7,1.0,0.11537306269743537,32.0,0.39700638059659393,0.4760026387467421,0.639000147490989
