case_id	system	comparison_run	lambda	lambda_label	method_key	method_label	status	reason	regularization_mode	research_analysis_mode	raw_candidate_count	imported_best_benchmark_rmse	analyzed_input_best_benchmark_rmse	analyzed_input_selected_benchmark_rmse	saved_amigo_rmse	saved_nopolish_rmse	saved_polish_rmse	selected_benchmark_rmse	best_benchmark_rmse	selected_local_rel_rmse	best_local_rel_rmse	selected_fit_objective	best_benchmark_fit_objective	runtime_seconds
crauste_5_1em4	crauste	6	0.0	0	scalar_log	Scalar log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.47293580337722846	0.4293902364506584	0.7254723316042901	0.671144058980138	Inf	Inf	306.316906223
crauste_5_1em4	crauste	6	0.0001	1e-04	scalar_log	Scalar log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.46815128837445474	0.443591810416956	0.724456060765944	0.6546871793076078	Inf	Inf	302.762990583
crauste_5_1em4	crauste	6	0.001	1e-03	scalar_log	Scalar log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.47073256307339895	0.43125048953610495	0.7250456759904051	0.6115472375158562	Inf	Inf	301.551700675
crauste_5_1em4	crauste	6	0.01	1e-02	scalar_log	Scalar log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.4716173938778393	0.41340246110806544	0.7248664717961221	0.655676606901465	Inf	Inf	329.418411834
crauste_5_1em4	crauste	6	0.1	1e-01	scalar_log	Scalar log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.47120172454384324	0.43551394820256945	0.7246803530452868	0.6496596723520158	Inf	Inf	303.899933169
crauste_5_1em4	crauste	6	0.0	0	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.3216926550688759	0.3216926550688759	0.5174734831667988	0.5174734831667988	Inf	Inf	173.148517385
crauste_5_1em4	crauste	6	0.0001	1e-04	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.3216296281169496	0.3216296281169496	0.5174236505623839	0.5174236505623839	Inf	Inf	151.530646927
crauste_5_1em4	crauste	6	0.001	1e-03	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.33031586009034963	0.3225971292257477	0.5213123408379866	0.518206537320375	Inf	Inf	151.786663105
crauste_5_1em4	crauste	6	0.01	1e-02	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.3205946986858674	0.3205946986858674	0.5166191278417944	0.5166191278417944	Inf	Inf	152.90448481
crauste_5_1em4	crauste	6	0.1	1e-01	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.30081093952468996	0.30081093952468996	0.4616650047612152	0.4568514760541987	Inf	Inf	150.047582281
crauste_5_1em4	crauste	6	0.0	0	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.25331213598446994	0.25331213598446994	0.4078679905059916	0.4078679905059916	Inf	Inf	82.559098585
crauste_5_1em4	crauste	6	0.0001	1e-04	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.21609728655131505	0.21609728655131505	0.3306842304725333	0.3306842304725333	Inf	Inf	101.862341276
crauste_5_1em4	crauste	6	0.001	1e-03	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.2347170023900687	0.2347170023900687	0.3777045016265612	0.35880671671787845	Inf	Inf	106.982873384
crauste_5_1em4	crauste	6	0.01	1e-02	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.18730311006830788	0.18730311006830788	0.2865679726992616	0.2865679726992616	Inf	Inf	109.288849647
crauste_5_1em4	crauste	6	0.1	1e-01	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	ok		l2_log	ungated	18	10.949789448615359	10.949789448615359	17.523838446943746	0.009394026262032954	10.949789448615359	1.3407926225104674	0.01838824904141103	0.01838824904141103	0.02867704806259191	0.02867704806259191	Inf	Inf	111.2811285
seir_6_1em4	seir	7	0.0	0	scalar_log	Scalar log-space	ok		l2_log	ungated	276	1.6208620106305969	1.6208620106305969	12.96643756571282	0.013258299826362157	1.6208620106305969	0.8203560812665048	0.5387341842609683	0.050130208234351964	0.9076716928024616	0.09566764828818698	Inf	Inf	312.674870254
seir_6_1em4	seir	7	0.0001	1e-04	scalar_log	Scalar log-space	ok		l2_log	ungated	276	1.6208620106305969	1.6208620106305969	12.96643756571282	0.013258299826362157	1.6208620106305969	0.8203560812665048	0.5387341840407944	0.01836793222260214	0.9076716921103475	0.0349768977207826	Inf	Inf	317.65221513
seir_6_1em4	seir	7	0.001	1e-03	scalar_log	Scalar log-space	ok		l2_log	ungated	276	1.6208620106305969	1.6208620106305969	12.96643756571282	0.013258299826362157	1.6208620106305969	0.8203560812665048	0.5387341827704943	0.0009592462615852554	0.9076716897478945	0.001579235220329714	Inf	Inf	302.34529152
seir_6_1em4	seir	7	0.01	1e-02	scalar_log	Scalar log-space	ok		l2_log	ungated	276	1.6208620106305969	1.6208620106305969	12.96643756571282	0.013258299826362157	1.6208620106305969	0.8203560812665048	0.5387341692717061	0.003985232187741966	0.907671661853678	0.006851284998426073	Inf	Inf	303.86728238
seir_6_1em4	seir	7	0.1	1e-01	scalar_log	Scalar log-space	ok		l2_log	ungated	276	1.6208620106305969	1.6208620106305969	12.96643756571282	0.013258299826362157	1.6208620106305969	0.8203560812665048	0.5387340352125495	0.032701363938047734	0.9076713873437932	0.05690984194701211	Inf	Inf	302.539643697
seir_6_1em4	seir	7	0.0	0	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	ok		l2_log	ungated	276	1.6208620106305969	1.6208620106305969	12.96643756571282	0.013258299826362157	1.6208620106305969	0.8203560812665048	0.11506519948245739	0.11506519948245739	0.21676912370106946	0.21676912370106946	Inf	Inf	117.269925801
seir_6_1em4	seir	7	0.0001	1e-04	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	ok		l2_log	ungated	276	1.6208620106305969	1.6208620106305969	12.96643756571282	0.013258299826362157	1.6208620106305969	0.8203560812665048	0.011931231068936454	0.011931231068936454	0.023204573194296203	0.023204573194296203	Inf	Inf	120.661027786
seir_6_1em4	seir	7	0.001	1e-03	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	ok		l2_log	ungated	276	1.6208620106305969	1.6208620106305969	12.96643756571282	0.013258299826362157	1.6208620106305969	0.8203560812665048	0.0007130653558399659	0.0007130653558399659	0.0013864253028733097	0.0013864253028733097	Inf	Inf	121.588205813
seir_6_1em4	seir	7	0.01	1e-02	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	ok		l2_log	ungated	276	1.6208620106305969	1.6208620106305969	12.96643756571282	0.013258299826362157	1.6208620106305969	0.8203560812665048	0.0039785704658127745	0.0039785704658127745	0.006852966161801407	0.006852966161801407	Inf	Inf	123.263775265
seir_6_1em4	seir	7	0.1	1e-01	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	ok		l2_log	ungated	276	1.6208620106305969	1.6208620106305969	12.96643756571282	0.013258299826362157	1.6208620106305969	0.8203560812665048	0.03270088077202676	0.03268785056719998	0.05718905830628192	0.057164381345616785	Inf	Inf	96.854209088
seir_6_1em4	seir	7	0.0	0	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	ok		l2_log	ungated	276	1.6208620106305969	1.6208620106305969	12.96643756571282	0.013258299826362157	1.6208620106305969	0.8203560812665048	0.013254163339294214	0.009485925253807415	0.025738998563803794	0.01848114290200865	Inf	Inf	104.736734853
