err,r(t),branch_size,k3,post_polish_error,w(t),polish_source_hc_idx,k1,k2
0.785299707147205,0.8681064792727187,14.0,0.8060526490594117,0.785299707147205,0.26736424136,257.0,0.6745892151047056,0.17583391197566647
13602.52833924902,0.40339720982386384,14.0,1.4904508249097297,13602.52833924902,0.5595166771731629,183.0,0.901481707771203,0.2843965196582039
17125.28482739553,0.0010936519843541665,7.0,0.5622650301302862,17125.28482739553,10.000000000000002,448.0,0.6711922936316063,0.16797152702791268
17127.209927354437,0.002366906152801226,1.0,0.6310878594566192,17127.209927354437,10.000000000000002,142.0,0.6327015793757816,0.18313268668074564
17128.113745757102,9.999999999999997e-6,2.0,0.4653766927806714,17128.113745757102,4.000332841606761,75.0,0.6550311422951219,0.16951410421154633
17132.7695804776,9.999999999999997e-6,4.0,0.49555777070096807,17132.7695804776,3.2625748573097364,380.0,0.6227577999942829,0.1808938187572709
17137.72931068085,9.999999999999997e-6,1.0,0.5126152668592256,17137.72931068085,2.85287761623629,10.0,0.604846181337154,0.1877031391956404
17272.098035796218,9.999999999999997e-6,1.0,1.926393585481155e-5,17272.098035796218,0.00509567110598933,100.0,0.47577667457762507,0.2266014649134757
17470.973709881146,2.9723598493692296,26.0,5.125070732611067,17470.973709881146,9.999999999999997e-6,205.0,0.044130773372906176,0.6561194061191905
20543.37460395601,0.33643423293223823,9.0,3.6653240026698843,20543.37460395601,0.24942522863282587,452.0,0.7223080718741888,0.6735684439056744
23101.16663336692,0.2944899432449483,3.0,5.136119913596529,23101.16663336692,0.5251019153812694,383.0,0.8160662703093003,0.9329977649665356
26432.513072876973,0.6894656451283866,2.0,3.39975929607644,26432.513072876973,10.000000000000002,121.0,6.375122890152205,0.6278499115244416
26504.826054056644,0.8303236419997508,1.0,4.191341233918942,26504.826054056644,10.000000000000002,286.0,7.460071560359019,0.7739739513678046
0.08744675656631,2.6428949682901002e-8,1.0,0.195753559823006,0.08744675656631,1.7496538004218933,-1.0,0.8218068346465867,0.14093621432054032
0.08771953191628135,0.8739268386311205,15.0,0.2284160325841773,0.08771953191628135,0.28614850649771345,-1.0,0.6861178826119776,0.14982007834326172
0.0881378522094824,0.5105338520897555,1.0,0.3245290769941083,0.0881378522094824,0.8257679188908579,-1.0,0.927615693481515,0.13837750014613737
0.08826713022429654,0.9028512315510362,1.0,0.46060829301237627,0.08826713022429654,0.2594044613025552,-1.0,0.6677853538920181,0.16084503661131283
0.08842676357234891,0.9746727774464129,1.0,-0.3428210281918217,0.08842676357234891,0.11245172042958795,-1.0,0.6025499189273309,0.16747968584783063
0.09071173844125194,1.5550884757788164,1.0,-0.21584324489115936,0.09071173844125194,0.00031304136973679946,-1.0,0.3904770453753901,0.35863852167606497
0.09156155983347103,2.016015926871298,1.0,-0.21390930754959872,0.09156155983347103,0.05355430571306964,-1.0,0.40159319889927586,0.15091822723384576
0.10949531744586953,0.6044956806266204,2.0,-787.2637384688085,0.10949531744586953,0.0003076238027598985,-1.0,-0.021705828266700485,-190.0849745682793
0.11206339523116413,8.044648355376639e-10,2.0,-0.1254575723093412,0.11206339523116413,0.6992512736927148,-1.0,0.912853988683001,0.12181598582730498
0.11391695884747446,0.4271660720163848,1.0,-35.60854934061471,0.11391695884747446,0.007278571958878585,-1.0,-2.2014230077661536,-9.943478004683934
0.11486941185178551,0.43234811590663597,1.0,-35.607660666630224,0.11486941185178551,0.00231979394764407,-1.0,-2.172823864303915,-12.170369010052976
0.11526014391032859,0.0733509555877107,1.0,1.079100976277912,0.11526014391032859,0.5368065475476046,-1.0,0.6440469523708711,0.18953650222040316
0.11702827334423371,0.13408271296213323,1.0,7.147649936778419,0.11702827334423371,0.2568570650996396,-1.0,0.6434640683263417,1.5423763567735376
0.11724769333759985,0.9055539346186894,2.0,1.2036598791092694,0.11724769333759985,0.1338052979760478,-1.0,0.6309769962268562,0.21599643935354804
0.11792944544404871,0.06748298465480028,1.0,1.1968297663585514,0.11792944544404871,0.5292353217218754,-1.0,0.6046480279735897,0.1980901631766704
0.11794779936896614,0.01945830647449188,1.0,0.24542948284904878,0.11794779936896614,115.13206963863628,-1.0,7.371246089115724,0.05540620664514141
0.1201597487672606,0.037468453498747605,1.0,-2.1735861723379113,0.1201597487672606,0.7958925110281977,-1.0,-3.9043299512291294,-2.8406120496671776
0.12144120462230845,0.05720298605687695,2.0,-40.789846307243145,0.12144120462230845,0.00867579860445427,-1.0,-0.2700456577067048,-91.5497324438616
0.12164668969536575,3.6250833122164465,1.0,0.18420288470234245,0.12164668969536575,-1.4748217682762074e-20,-1.0,-1.2174586988279754,6.125093795010868
