input_count	cluster_rep_count	polished_pool_count	analyzed_count	selected_index	selected_abs_rmse	selected_rel_rmse	best_abs_index	best_abs_rmse	best_rel_index	best_rel_rmse
62	62	124	1	1	2.277316624819497	9.737407865076536	1	2.277316624819497	1	9.737407865076536
