source	run	saved_rmse	recomputed_abs_rmse	recomputed_rel_rmse	saved_mean_rel_err	saved_max_rel_err
parameter_comparison_odepe_polish	1	0.03601391219510978	0.03601391219510978	0.17583050134963493	0.07880074649330539	0.519337034671146
parameter_comparison_odepe_polish	3	0.009957158377370242	0.009957158377370242	0.029954339810473015	0.021439571424858247	0.05268976363210773
imported_odepe_nopolish_best			0.06618638406250221	0.19700191905452988		
imported_odepe_polish_best		0.03601391219510978	0.03601391219510978	0.1307872934465479	0.07880074649330539	0.519337034671146
local_stock_on_imported_nopolish			2.277316624819497	9.737407865076536		
