case_id	raw_candidate_count	saved_amigo_rmse	saved_polish_rmse	scalar_linear_best_rmse	scalar_log_best_rmse	residual_lm_linear_best_rmse	residual_lm_log_best_rmse	residual_lm_linear_vs_scalar_linear	residual_lm_log_vs_scalar_log	residual_trustregion_linear_best_rmse	residual_trustregion_log_best_rmse	residual_trustregion_linear_vs_scalar_linear	residual_trustregion_log_vs_scalar_log	residual_lso_lm_linear_best_rmse	residual_lso_lm_log_best_rmse	residual_lso_lm_linear_vs_scalar_linear	residual_lso_lm_log_vs_scalar_log	residual_lso_dogleg_linear_best_rmse	residual_lso_dogleg_log_best_rmse	residual_lso_dogleg_linear_vs_scalar_linear	residual_lso_dogleg_log_vs_scalar_log	residual_fastlm_linear_best_rmse	residual_fastlm_log_best_rmse	residual_fastlm_linear_vs_scalar_linear	residual_fastlm_log_vs_scalar_log
sirt_treatment_0_1em4	28	6.928203230274069e-5	6.000723114569392e-5	7.066701507509908e-5	7.066701505164314e-5	0.012229703710447754	0.012229703710447754	worse	worse	7.066727896203927e-5	7.066701454659627e-5	tie	tie	7.066709738857686e-5	7.066701508027986e-5	tie	tie	7.066701526142286e-5	7.066701507107628e-5	tie	tie	7.066701523261384e-5	7.066728918826004e-5	tie	tie
