simulationConditionId	measurement	time	observableId	observableParameters	noiseParameters	datasetId	replicateId
condition1	0.16700000004383103	0.0	obs_y1		noiseParameter1	dataset1	0
condition1	0.15505656253530287	0.05	obs_y1		noiseParameter1	dataset1	0
condition1	0.14399182812538172	0.1	obs_y1		noiseParameter1	dataset1	0
condition1	0.13373790891827597	0.15000000000000002	obs_y1		noiseParameter1	dataset1	0
condition1	0.12423254309376237	0.2	obs_y1		noiseParameter1	dataset1	0
condition1	0.1154185885472574	0.25	obs_y1		noiseParameter1	dataset1	0
condition1	0.10724356452141112	0.30000000000000004	obs_y1		noiseParameter1	dataset1	0
condition1	0.09965923873388174	0.35000000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.09262125532648345	0.4	obs_y1		noiseParameter1	dataset1	0
condition1	0.0860887969541149	0.45	obs_y1		noiseParameter1	dataset1	0
condition1	0.08002427874315905	0.5	obs_y1		noiseParameter1	dataset1	0
condition1	0.07439307285946663	0.55	obs_y1		noiseParameter1	dataset1	0
condition1	0.06916325666479357	0.6000000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.06430538499035367	0.65	obs_y1		noiseParameter1	dataset1	0
condition1	0.05979228432918321	0.7000000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.05559886339597037	0.75	obs_y1		noiseParameter1	dataset1	0
condition1	0.051701942450498195	0.8	obs_y1		noiseParameter1	dataset1	0
condition1	0.04808009806396655	0.8500000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.04471351984095945	0.9	obs_y1		noiseParameter1	dataset1	0
condition1	0.04158388217320708	0.9500000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.038674225200971635	1.0	obs_y1		noiseParameter1	dataset1	0
condition1	0.3329999999479791	0.0	obs_y2		noiseParameter1	dataset1	0
condition1	0.32120369918638386	0.05	obs_y2		noiseParameter1	dataset1	0
condition1	0.3095839459685638	0.1	obs_y2		noiseParameter1	dataset1	0
condition1	0.2981660834994532	0.15000000000000002	obs_y2		noiseParameter1	dataset1	0
condition1	0.2869713384386741	0.2	obs_y2		noiseParameter1	dataset1	0
condition1	0.27601727470764525	0.25	obs_y2		noiseParameter1	dataset1	0
condition1	0.26531820165115616	0.30000000000000004	obs_y2		noiseParameter1	dataset1	0
condition1	0.25488553645726975	0.35000000000000003	obs_y2		noiseParameter1	dataset1	0
condition1	0.24472813806248228	0.4	obs_y2		noiseParameter1	dataset1	0
condition1	0.23485260018279389	0.45	obs_y2		noiseParameter1	dataset1	0
condition1	0.22526352044541528	0.5	obs_y2		noiseParameter1	dataset1	0
condition1	0.21596373644682215	0.55	obs_y2		noiseParameter1	dataset1	0
condition1	0.20695454638283536	0.6000000000000001	obs_y2		noiseParameter1	dataset1	0
condition1	0.19823589901424135	0.65	obs_y2		noiseParameter1	dataset1	0
condition1	0.18980656600092954	0.7000000000000001	obs_y2		noiseParameter1	dataset1	0
condition1	0.18166430308030956	0.75	obs_y2		noiseParameter1	dataset1	0
condition1	0.17380598315785248	0.8	obs_y2		noiseParameter1	dataset1	0
condition1	0.16622772788867923	0.8500000000000001	obs_y2		noiseParameter1	dataset1	0
condition1	0.1589250146568168	0.9	obs_y2		noiseParameter1	dataset1	0
condition1	0.1518927786201619	0.9500000000000001	obs_y2		noiseParameter1	dataset1	0
condition1	0.14512550251386586	1.0	obs_y2		noiseParameter1	dataset1	0
