simulationConditionId	measurement	time	observableId	observableParameters	noiseParameters	datasetId	replicateId
condition1	8.000000003434332	0.0	obs_y1		noiseParameter1	dataset1	0
condition1	7.880895515743985	0.05	obs_y1		noiseParameter1	dataset1	0
condition1	7.763564272824907	0.1	obs_y1		noiseParameter1	dataset1	0
condition1	7.64797986514114	0.15000000000000002	obs_y1		noiseParameter1	dataset1	0
condition1	7.534116266958873	0.2	obs_y1		noiseParameter1	dataset1	0
condition1	7.421947888900133	0.25	obs_y1		noiseParameter1	dataset1	0
condition1	7.311449492982724	0.30000000000000004	obs_y1		noiseParameter1	dataset1	0
condition1	7.202596185890396	0.35000000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	7.095363490373706	0.4	obs_y1		noiseParameter1	dataset1	0
condition1	6.989727297115877	0.45	obs_y1		noiseParameter1	dataset1	0
condition1	6.885663808033815	0.5	obs_y1		noiseParameter1	dataset1	0
condition1	6.783149629300616	0.55	obs_y1		noiseParameter1	dataset1	0
condition1	6.682161692762922	0.6000000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	6.582677251003082	0.65	obs_y1		noiseParameter1	dataset1	0
condition1	6.484673955603107	0.7000000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	6.38812974593881	0.75	obs_y1		noiseParameter1	dataset1	0
condition1	6.293022881249368	0.8	obs_y1		noiseParameter1	dataset1	0
condition1	6.199331985551169	0.8500000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	6.107035948080418	0.9	obs_y1		noiseParameter1	dataset1	0
condition1	6.016114024430212	0.9500000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	5.926545775223579	1.0	obs_y1		noiseParameter1	dataset1	0
