simulationConditionId	measurement	time	observableId	observableParameters	noiseParameters	datasetId	replicateId
condition1	0.33316540581295273	0.0	obs_y1		noiseParameter1	dataset1	0
condition1	0.33281578752947605	0.005	obs_y1		noiseParameter1	dataset1	0
condition1	0.3329407947348866	0.01	obs_y1		noiseParameter1	dataset1	0
condition1	0.3330969844690068	0.015	obs_y1		noiseParameter1	dataset1	0
condition1	0.3323793987377994	0.02	obs_y1		noiseParameter1	dataset1	0
condition1	0.33224789247946235	0.025	obs_y1		noiseParameter1	dataset1	0
condition1	0.33272041322842655	0.03	obs_y1		noiseParameter1	dataset1	0
condition1	0.3323223879778265	0.035	obs_y1		noiseParameter1	dataset1	0
condition1	0.33178508549336855	0.04	obs_y1		noiseParameter1	dataset1	0
condition1	0.3319959554790621	0.045	obs_y1		noiseParameter1	dataset1	0
condition1	0.3315388358654621	0.05	obs_y1		noiseParameter1	dataset1	0
condition1	0.3314163626143088	0.055	obs_y1		noiseParameter1	dataset1	0
condition1	0.33153082860956995	0.06	obs_y1		noiseParameter1	dataset1	0
condition1	0.33069814603239706	0.065	obs_y1		noiseParameter1	dataset1	0
condition1	0.33064380131496207	0.07	obs_y1		noiseParameter1	dataset1	0
condition1	0.3309135798600342	0.075	obs_y1		noiseParameter1	dataset1	0
condition1	0.33065073708175174	0.08	obs_y1		noiseParameter1	dataset1	0
condition1	0.33097774097231053	0.085	obs_y1		noiseParameter1	dataset1	0
condition1	0.3304627907198307	0.09	obs_y1		noiseParameter1	dataset1	0
condition1	0.33018708062764185	0.095	obs_y1		noiseParameter1	dataset1	0
condition1	0.3310310230257618	0.1	obs_y1		noiseParameter1	dataset1	0
condition1	0.33036599999074384	0.105	obs_y1		noiseParameter1	dataset1	0
condition1	0.3303585091619656	0.11	obs_y1		noiseParameter1	dataset1	0
condition1	0.32976284229221525	0.115	obs_y1		noiseParameter1	dataset1	0
condition1	0.3299523002701629	0.12	obs_y1		noiseParameter1	dataset1	0
condition1	0.33006883489404193	0.125	obs_y1		noiseParameter1	dataset1	0
condition1	0.3295542094330105	0.13	obs_y1		noiseParameter1	dataset1	0
condition1	0.3299611353546237	0.135	obs_y1		noiseParameter1	dataset1	0
condition1	0.32954393010605115	0.14	obs_y1		noiseParameter1	dataset1	0
condition1	0.3295521086515024	0.145	obs_y1		noiseParameter1	dataset1	0
condition1	0.3293577519004286	0.15	obs_y1		noiseParameter1	dataset1	0
condition1	0.33007559078713583	0.155	obs_y1		noiseParameter1	dataset1	0
condition1	0.3293716580897805	0.16	obs_y1		noiseParameter1	dataset1	0
condition1	0.32894007389765806	0.165	obs_y1		noiseParameter1	dataset1	0
condition1	0.32947289366694615	0.17	obs_y1		noiseParameter1	dataset1	0
condition1	0.3287155306762603	0.17500000000000002	obs_y1		noiseParameter1	dataset1	0
condition1	0.3291027477587578	0.18	obs_y1		noiseParameter1	dataset1	0
condition1	0.3283075462850289	0.185	obs_y1		noiseParameter1	dataset1	0
condition1	0.3284350018984734	0.19	obs_y1		noiseParameter1	dataset1	0
condition1	0.3288576082963652	0.195	obs_y1		noiseParameter1	dataset1	0
condition1	0.32895815490039765	0.2	obs_y1		noiseParameter1	dataset1	0
condition1	0.32869570159779343	0.20500000000000002	obs_y1		noiseParameter1	dataset1	0
condition1	0.3285267997196038	0.21	obs_y1		noiseParameter1	dataset1	0
condition1	0.3283927377907697	0.215	obs_y1		noiseParameter1	dataset1	0
condition1	0.32793435263092807	0.22	obs_y1		noiseParameter1	dataset1	0
condition1	0.32811327474463853	0.225	obs_y1		noiseParameter1	dataset1	0
condition1	0.328129543875965	0.23	obs_y1		noiseParameter1	dataset1	0
condition1	0.3285602675673019	0.23500000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.3282600176340227	0.24	obs_y1		noiseParameter1	dataset1	0
condition1	0.327504197776104	0.245	obs_y1		noiseParameter1	dataset1	0
condition1	0.32812568811737264	0.25	obs_y1		noiseParameter1	dataset1	0
condition1	0.32783124985399315	0.255	obs_y1		noiseParameter1	dataset1	0
condition1	0.3276751296871644	0.26	obs_y1		noiseParameter1	dataset1	0
condition1	0.3280385581600843	0.265	obs_y1		noiseParameter1	dataset1	0
condition1	0.328118288082749	0.27	obs_y1		noiseParameter1	dataset1	0
condition1	0.32802924652514764	0.275	obs_y1		noiseParameter1	dataset1	0
condition1	0.3273941279189429	0.28	obs_y1		noiseParameter1	dataset1	0
condition1	0.32751424913244537	0.28500000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.32767186382023	0.29	obs_y1		noiseParameter1	dataset1	0
condition1	0.32783201869700784	0.295	obs_y1		noiseParameter1	dataset1	0
condition1	0.3273061197384666	0.3	obs_y1		noiseParameter1	dataset1	0
condition1	0.327354110433676	0.305	obs_y1		noiseParameter1	dataset1	0
condition1	0.3270059312853903	0.31	obs_y1		noiseParameter1	dataset1	0
condition1	0.32693111798804736	0.315	obs_y1		noiseParameter1	dataset1	0
condition1	0.32754447616733073	0.32	obs_y1		noiseParameter1	dataset1	0
condition1	0.32767958704495254	0.325	obs_y1		noiseParameter1	dataset1	0
condition1	0.32717076655069105	0.33	obs_y1		noiseParameter1	dataset1	0
condition1	0.3274825127729683	0.335	obs_y1		noiseParameter1	dataset1	0
condition1	0.3272336939381699	0.34	obs_y1		noiseParameter1	dataset1	0
condition1	0.3268669025364393	0.34500000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.3271599191523646	0.35000000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.3275098037683206	0.355	obs_y1		noiseParameter1	dataset1	0
condition1	0.32696157127966574	0.36	obs_y1		noiseParameter1	dataset1	0
condition1	0.3274525602359547	0.365	obs_y1		noiseParameter1	dataset1	0
condition1	0.32605361600388794	0.37	obs_y1		noiseParameter1	dataset1	0
condition1	0.327149013862569	0.375	obs_y1		noiseParameter1	dataset1	0
condition1	0.3268804008029724	0.38	obs_y1		noiseParameter1	dataset1	0
condition1	0.32672710752861145	0.385	obs_y1		noiseParameter1	dataset1	0
condition1	0.32682897714565934	0.39	obs_y1		noiseParameter1	dataset1	0
condition1	0.32612493638680995	0.395	obs_y1		noiseParameter1	dataset1	0
condition1	0.3266793482999428	0.4	obs_y1		noiseParameter1	dataset1	0
condition1	0.32684577471748255	0.405	obs_y1		noiseParameter1	dataset1	0
condition1	0.32719116736763265	0.41000000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.32651950362230636	0.41500000000000004	obs_y1		noiseParameter1	dataset1	0
condition1	0.32640644959573883	0.42	obs_y1		noiseParameter1	dataset1	0
condition1	0.3264896543364637	0.425	obs_y1		noiseParameter1	dataset1	0
condition1	0.3269368010130547	0.43	obs_y1		noiseParameter1	dataset1	0
condition1	0.3267306576804403	0.435	obs_y1		noiseParameter1	dataset1	0
condition1	0.32643697778438124	0.44	obs_y1		noiseParameter1	dataset1	0
condition1	0.3267655929693384	0.445	obs_y1		noiseParameter1	dataset1	0
condition1	0.3266188547732891	0.45	obs_y1		noiseParameter1	dataset1	0
condition1	0.32689390563652504	0.455	obs_y1		noiseParameter1	dataset1	0
condition1	0.32633994050986803	0.46	obs_y1		noiseParameter1	dataset1	0
condition1	0.32645506936074625	0.465	obs_y1		noiseParameter1	dataset1	0
condition1	0.32642810480447987	0.47000000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.3260735291231348	0.47500000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.32664464097602147	0.48	obs_y1		noiseParameter1	dataset1	0
condition1	0.3266308974247629	0.485	obs_y1		noiseParameter1	dataset1	0
condition1	0.3265462306130916	0.49	obs_y1		noiseParameter1	dataset1	0
condition1	0.3264680664393315	0.495	obs_y1		noiseParameter1	dataset1	0
condition1	0.32608379015980865	0.5	obs_y1		noiseParameter1	dataset1	0
condition1	0.32641110874565893	0.505	obs_y1		noiseParameter1	dataset1	0
condition1	0.32644024015228224	0.51	obs_y1		noiseParameter1	dataset1	0
condition1	0.3262950345063838	0.515	obs_y1		noiseParameter1	dataset1	0
condition1	0.32651040485433247	0.52	obs_y1		noiseParameter1	dataset1	0
condition1	0.32670225501144756	0.525	obs_y1		noiseParameter1	dataset1	0
condition1	0.32719469612246727	0.53	obs_y1		noiseParameter1	dataset1	0
condition1	0.32664529842459133	0.535	obs_y1		noiseParameter1	dataset1	0
condition1	0.3266831425354672	0.54	obs_y1		noiseParameter1	dataset1	0
condition1	0.3265866202177299	0.545	obs_y1		noiseParameter1	dataset1	0
condition1	0.3259972880406737	0.55	obs_y1		noiseParameter1	dataset1	0
condition1	0.3266295722426871	0.555	obs_y1		noiseParameter1	dataset1	0
condition1	0.3266732899563902	0.56	obs_y1		noiseParameter1	dataset1	0
condition1	0.3274748177739972	0.5650000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.3266249911769485	0.5700000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.3268051790545422	0.5750000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.32671529076739936	0.58	obs_y1		noiseParameter1	dataset1	0
condition1	0.3263658785959683	0.585	obs_y1		noiseParameter1	dataset1	0
condition1	0.32714342702758686	0.59	obs_y1		noiseParameter1	dataset1	0
condition1	0.32703909161908745	0.595	obs_y1		noiseParameter1	dataset1	0
condition1	0.3270763959753517	0.6	obs_y1		noiseParameter1	dataset1	0
