X(t),err,branch_size,post_polish_error,b,polish_source_hc_idx,a,Yc(t)
0.49577649378261324,605.156958025367,112.0,605.156958025367,0.2319893100711118,40.0,0.15249996697431978,0.8886824041579607
1.854373715816581,1397.477382341847,1.0,1397.477382341847,0.23160843363652897,70.0,0.03229440245414374,0.001358305870714444
1.5680077645686277,1424.7955603452815,1.0,1424.7955603452815,0.231635009050438,36.0,0.032304384170229454,0.33176874642910154
1.5390852277753184,1432.9369968740389,1.0,1432.9369968740389,0.23162326592667704,20.0,0.03230481974278286,0.3679717921905512
1.4329107507776684,1463.3372873652706,1.0,1463.3372873652706,0.231624853306362,53.0,0.03230622994574602,0.4969147037961486
1.2471374309131231,1553.4815350572953,1.0,1553.4815350572953,0.2316114527998444,51.0,0.03230968522023386,0.7328257619397297
1.2252821445034896,1561.5560519233559,1.0,1561.5560519233559,0.23165253562317895,34.0,0.032320427362997936,0.7551512318918528
1.0740323272179295,1697.901279565647,1.0,1697.901279565647,0.23158829400973371,55.0,0.032311873971057475,0.9661979193748177
1.2640422125897168,26609.1878471509,4.0,26609.1878471509,0.22606980451053013,4.0,0.05544056609818679,1.3108983551012394
1.2132140469273016,26684.26537579814,3.0,26684.26537579814,0.2260606898875611,69.0,0.055512820077049094,1.370656426462429
1.237954351830994,26748.640299900846,1.0,26748.640299900846,0.22605436957612002,37.0,0.055500944998286825,1.343605354359186
2.2480728947594786,65867.36288012206,1.0,65867.36288012206,0.22286638442518428,102.0,0.056182052783509885,0.9509063129565558
1.9465107287557462,68466.49430529261,1.0,68466.49430529261,0.2226982839249641,5.0,0.05622297102948636,1.3122141921239894
1.5919494270018353,71596.64159198865,1.0,71596.64159198865,0.22249775873809097,38.0,0.05636539820328929,1.7406834382091045
0.821134516636649,270422.1059778682,1.0,270422.1059778682,0.24239402298436682,21.0,0.05455864322685998,0.0006695859236490533
0.459290316785487,737479.2100111995,1.0,737479.2100111995,0.2434674450480259,18.0,0.05531573033813795,0.5754135300466581
0.39936458465378877,0.01893594881912222,114.0,0.01893594881912222,0.23294953932819532,-1.0,0.1388952375238197,0.880024048848658
0.39936458465378877,0.07187887829186233,1.0,0.07187887829186233,0.23095512782843314,-1.0,0.3072981121065733,0.880024048848658
0.39936458465378877,0.07594060303083441,6.0,0.07594060303083441,0.23143573138151705,-1.0,0.18421232760048997,0.880024048848658
0.39936458465378877,0.09255544834896616,1.0,0.09255544834896616,0.23231007095908576,-1.0,0.10690740372915697,0.880024048848658
0.0,0.6028234681319059,1.0,0.6028234681319059,0.23095512782843317,-1.0,0.3072981121065734,0.0
0.0,0.6055780315625517,6.0,0.6055780315625517,0.23220830535696466,-1.0,0.1500561429854393,0.0
0.0,0.61604196361216,4.0,0.61604196361216,0.23143573138151705,-1.0,0.18421232760048997,0.0
0.0,0.6290576573544886,2.0,0.6290576573544886,0.23189270890342137,-1.0,0.13229616026112068,0.0
0.0,0.6388678636712662,2.0,0.6388678636712662,0.2323100709590858,-1.0,0.10690740372915697,0.0
-0.10472238904080078,0.6391968368824615,1.0,0.6391968368824615,0.23095512782843317,-1.0,0.3072981121065733,0.013081657404517083
-0.10474732741536057,0.6425808061929013,6.0,0.6425808061929013,0.23220830535696466,-1.0,0.1500561429854393,0.013142391451240572
-0.10472664469001813,0.6522453594304364,4.0,0.6522453594304364,0.23143573138151705,-1.0,0.18421232760048994,0.01309960847444731
-0.10473618666641293,0.6650638196517026,2.0,0.6650638196517026,0.23189270890342137,-1.0,0.13229616026112068,0.01312220626468144
-0.10474676165381301,0.6747609015910222,2.0,0.6747609015910222,0.2323100709590858,-1.0,0.10690740372915697,0.013144717895194455
-0.2584172859415608,0.6791063693707811,1.0,0.6791063693707811,0.23095512782843317,-1.0,0.3072981121065733,0.06729950307633788
-0.25776086588090863,0.6831615357494191,6.0,0.6831615357494191,0.23220830535696466,-1.0,0.1500561429854393,0.06681621838177347
-0.25781647978875527,0.6919598946358487,4.0,0.6919598946358487,0.23143573138151705,-1.0,0.18421232760048994,0.06676103294066094
-0.25760903628879056,0.7045619501186873,2.0,0.7045619501186873,0.23189270890342137,-1.0,0.13229616026112068,0.0666170553751502
-0.25754080443219074,0.7141347259977873,2.0,0.7141347259977873,0.2323100709590858,-1.0,0.10690740372915697,0.06660821196629432
-0.510946379775842,0.7219170661312292,1.0,0.7219170661312292,0.23095512782843317,-1.0,0.3072981121065733,0.2170027218431795
0.6786918159128883,0.7244068327042427,6.0,0.7244068327042427,0.23964409084153176,-1.0,0.1154225399642165,0.878554164310963
-0.4953348999530451,0.7266895421570522,5.0,0.7266895421570522,0.23220830535696466,-1.0,0.1500561429854393,0.20165938202881842
-0.4982080491452757,0.7345655112197864,4.0,0.7345655112197864,0.23143573138151705,-1.0,0.18421232760048994,0.20425803993535832
-0.4934344851750731,0.7469436184842698,3.0,0.7469436184842698,0.23189270890342137,-1.0,0.13229616026112068,0.19959423144963281
-0.4912943527319867,0.7563874269142005,2.0,0.7563874269142005,0.2323100709590858,-1.0,0.10690740372915697,0.19759106186919687
0.9922070420981799,0.7623996393615603,2.0,0.7623996393615603,0.21398869062898654,-1.0,0.07603067629750203,0.8804118615688818
-2.261202124241775,0.7712865664654954,1.0,0.7712865664654954,0.23095512782843317,-1.0,0.3072981121065733,1.8723721594154639
-1.0756101878060977,0.776888731626951,2.0,0.776888731626951,0.23220830535696466,-1.0,0.1500561429854393,0.677398678833216
-1.1617899434570735,0.7836814538433714,2.0,0.7836814538433714,0.23143573138151705,-1.0,0.18421232760048994,0.7641084871875271
-1.179385325856597,0.7854022120153581,1.0,0.7854022120153581,0.23130246647429764,-1.0,0.19007117814930555,0.7818150068118912
-1.0473729322596603,0.7881400324232043,5.0,0.7881400324232043,0.2320638189452356,-1.0,0.13720778680131446,0.6485048194552842
0.44450511870805054,0.7923986890425306,1.0,0.7923986890425306,0.21496335585038662,-1.0,0.13384694645414777,1.028843678868252
-1.1386927192417904,0.8004492736991705,1.0,0.8004492736991705,0.2309109665992114,-1.0,0.17722832588908718,0.7400707145002284
-0.9923361981070514,0.805171984160047,2.0,0.805171984160047,0.2323100709590858,-1.0,0.10690740372915697,0.592698193982218
0.39428982504518384,0.8336435678505691,1.0,0.8336435678505691,0.21358832968349403,-1.0,0.1343876534040045,1.0966429048458597
0.47147712900778116,0.9888374178041407,2.0,0.9888374178041407,0.24337857580758265,-1.0,0.15070202961996854,0.8719196621104293
1.0704470089541651,1.1754602627685553,1.0,1.1754602627685553,0.2450118762901053,-1.0,0.1487996037331602,0.1592096424687701
0.5272952636310658,1.2914318456546472,7.0,1.2914318456546472,0.18703128551444806,-1.0,0.115027704536459,1.0688843772681205
0.6343309936696458,1.496622067528692,3.0,1.496622067528692,0.14123912522143417,-1.0,0.08884154834606438,1.1296207084399188
0.9840329239566269,1.4974222796606227,2.0,1.4974222796606227,0.14114399686294377,-1.0,0.05901087310522816,1.020522011548126
0.5727984567462681,1.4996456918529877,2.0,1.4996456918529877,0.13937274918875595,-1.0,0.09004293979005382,1.2688081049674431
0.6218031234059106,1.5124257507421583,3.0,1.5124257507421583,0.1310291492466618,-1.0,0.08655174569433557,1.159285819417203
0.8108168783140874,1.554528154527496,2.0,1.554528154527496,0.06628580174320901,-1.0,0.05243346670638862,1.3793374577375699
0.9518058973752197,6.834767602446173,2.0,6.834767602446173,0.2653834302068773,-1.0,0.09730707626346044,0.8742809930717096
0.9323584013758038,99.85706322649861,2.0,99.85706322649861,0.3135161216110499,-1.0,0.12566985194422273,0.8807557983875749
0.5892231967712626,5646.403689062935,4.0,5646.403689062935,0.3913772625973153,-1.0,0.19403289750671238,0.7967941059863356
0.39936458465378877,23710.42270609875,1.0,23710.42270609875,0.2317775112931554,-1.0,0.15919411014259974,0.880024048848658
0.5838223636808293,93709.6915081803,2.0,93709.6915081803,0.44222875967405567,-1.0,0.21533321980342218,0.754194768196667
