simulationConditionId	measurement	time	observableId	observableParameters	noiseParameters	datasetId	replicateId
condition1	0.20000000012689423	0.0	obs_y1		noiseParameter1	dataset1	0
condition1	0.21163038286938335	0.05	obs_y1		noiseParameter1	dataset1	0
condition1	0.2216730479879483	0.1	obs_y1		noiseParameter1	dataset1	0
condition1	0.23033319995580484	0.15000000000000002	obs_y1		noiseParameter1	dataset1	0
condition1	0.2377896558280937	0.2	obs_y1		noiseParameter1	dataset1	0
condition1	0.24419823803798177	0.25	obs_y1		noiseParameter1	dataset1	0
condition1	0.24969472647360688	0.30000000000000004	obs_y1		noiseParameter1	dataset1	0
condition1	0.25439743376805524	0.35000000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.25840945258989856	0.4	obs_y1		noiseParameter1	dataset1	0
condition1	0.26182061014067814	0.45	obs_y1		noiseParameter1	dataset1	0
condition1	0.2647091710107035	0.5	obs_y1		noiseParameter1	dataset1	0
condition1	0.2671433265305493	0.55	obs_y1		noiseParameter1	dataset1	0
condition1	0.2691824868873401	0.6000000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.27087840959282966	0.65	obs_y1		noiseParameter1	dataset1	0
condition1	0.2722761860321495	0.7000000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.27341509464624164	0.75	obs_y1		noiseParameter1	dataset1	0
condition1	0.27432934927853553	0.8	obs_y1		noiseParameter1	dataset1	0
condition1	0.27504875201299156	0.8500000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.2755992570279968	0.9	obs_y1		noiseParameter1	dataset1	0
condition1	0.27600346896109984	0.9500000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.2762810717341708	1.0	obs_y1		noiseParameter1	dataset1	0
condition1	0.39999999990407914	0.0	obs_y2		noiseParameter1	dataset1	0
condition1	0.4014275880388242	0.05	obs_y2		noiseParameter1	dataset1	0
condition1	0.4031733556787469	0.1	obs_y2		noiseParameter1	dataset1	0
condition1	0.4051873107912354	0.15000000000000002	obs_y2		noiseParameter1	dataset1	0
condition1	0.40742603226963087	0.2	obs_y2		noiseParameter1	dataset1	0
condition1	0.4098518260301855	0.25	obs_y2		noiseParameter1	dataset1	0
condition1	0.4124319890724696	0.30000000000000004	obs_y2		noiseParameter1	dataset1	0
condition1	0.41513815913914826	0.35000000000000003	obs_y2		noiseParameter1	dataset1	0
condition1	0.4179457621502163	0.4	obs_y2		noiseParameter1	dataset1	0
condition1	0.42083351733379704	0.45	obs_y2		noiseParameter1	dataset1	0
condition1	0.4237830161137313	0.5	obs_y2		noiseParameter1	dataset1	0
condition1	0.4267783443844295	0.55	obs_y2		noiseParameter1	dataset1	0
condition1	0.4298057688296881	0.6000000000000001	obs_y2		noiseParameter1	dataset1	0
condition1	0.4328534486963082	0.65	obs_y2		noiseParameter1	dataset1	0
condition1	0.43591118777738697	0.7000000000000001	obs_y2		noiseParameter1	dataset1	0
condition1	0.43897023034301713	0.75	obs_y2		noiseParameter1	dataset1	0
condition1	0.44202306253999896	0.8	obs_y2		noiseParameter1	dataset1	0
condition1	0.4450632618452459	0.8500000000000001	obs_y2		noiseParameter1	dataset1	0
condition1	0.4480853463024647	0.9	obs_y2		noiseParameter1	dataset1	0
condition1	0.4510846547674355	0.9500000000000001	obs_y2		noiseParameter1	dataset1	0
condition1	0.4540572402201655	1.0	obs_y2		noiseParameter1	dataset1	0
condition1	1.3999999998491577	0.0	obs_y3		noiseParameter1	dataset1	0
condition1	1.3856547985783165	0.05	obs_y3		noiseParameter1	dataset1	0
condition1	1.3725115198270135	0.1	obs_y3		noiseParameter1	dataset1	0
condition1	1.3604242236673356	0.15000000000000002	obs_y3		noiseParameter1	dataset1	0
condition1	1.3492655782613279	0.2	obs_y3		noiseParameter1	dataset1	0
condition1	1.3389244829409057	0.25	obs_y3		noiseParameter1	dataset1	0
condition1	1.3293039734474252	0.30000000000000004	obs_y3		noiseParameter1	dataset1	0
condition1	1.3203194194917338	0.35000000000000003	obs_y3		noiseParameter1	dataset1	0
condition1	1.3118969435161236	0.4	obs_y3		noiseParameter1	dataset1	0
condition1	1.3039720194993236	0.45	obs_y3		noiseParameter1	dataset1	0
condition1	1.2964883011573587	0.5	obs_y3		noiseParameter1	dataset1	0
condition1	1.2893965587819805	0.55	obs_y3		noiseParameter1	dataset1	0
condition1	1.282653764529906	0.6000000000000001	obs_y3		noiseParameter1	dataset1	0
condition1	1.2762223053395525	0.65	obs_y3		noiseParameter1	dataset1	0
condition1	1.2700692840368173	0.7000000000000001	obs_y3		noiseParameter1	dataset1	0
condition1	1.2641659237324674	0.75	obs_y3		noiseParameter1	dataset1	0
condition1	1.2584870264600783	0.8	obs_y3		noiseParameter1	dataset1	0
condition1	1.2530105249167929	0.8500000000000001	obs_y3		noiseParameter1	dataset1	0
condition1	1.2477170770715316	0.9	obs_y3		noiseParameter1	dataset1	0
condition1	1.2425897278283433	0.9500000000000001	obs_y3		noiseParameter1	dataset1	0
condition1	1.2376135884531936	1.0	obs_y3		noiseParameter1	dataset1	0
