# odepe-watchdog-samples-v2
sample	wall_time_utc	monotonic_ns	elapsed_seconds	pids	processes	zombies	cpu_percent	cpu_delta_seconds	low_cpu_interval	consecutive_low_cpu_samples	aggregate_rss_mb	threads	algorithmic_progress_age_seconds	heartbeat_age_seconds	algorithmic_transition	heartbeat_observed	classification	snapshot
1	2026-07-24T02:23:20.896Z	463089226113241	0.011535161	3,5	1	1				0	0.28125	1	0.011535161		false	false	running	
2	2026-07-24T02:23:25.897Z	463094226519004	5.011940924	3	0	1	14.398831497387024	0.72	false	0	0.0	0	5.011940924		false	false	process_tree_exited	
