observable,order,true_val,interp_val,rel_error
y1(t),0,-1.650206036194146e+00,-1.650203696241333e+00,1.417976156627751e-06
y1(t),1,-5.772836930158205e-01,-5.773488336542292e-01,1.128399073051474e-04
y1(t),2,2.669923675783799e+00,2.667747356538782e+00,8.151241418459629e-04
y1(t),3,-1.709064512999089e+01,-1.697013885010031e+01,7.051008254750499e-03
y1(t),4,7.073457754083712e+01,7.226892734031371e+01,2.169165142169347e-02
