err,r(t),branch_size,k3,post_polish_error,w(t),polish_source_hc_idx,k1,k2
0.09702130421053433,0.6065341563720864,46.0,0.8233900339826788,0.09702130421053433,0.29015656125608524,405.0,0.467410941929754,0.4270221722086574
1126.7959778176778,0.26779378547836674,11.0,0.9847588089670742,1126.7959778176778,1.3843153734115805,316.0,1.1861681786824883,0.5372912060491749
1177.0731913773984,0.08927960906642558,6.0,3.766797317293385,1177.0731913773984,9.999999999999997e-6,232.0,0.08518694513906336,2.267017836471216
1346.3821679107946,0.23419084655188743,5.0,2.081619729791454,1346.3821679107946,0.6967822062160758,303.0,1.122915482611811,1.0942712191062824
1478.8961170480623,0.28486648475421317,1.0,5.369953388168382,1478.8961170480623,1.7431471972963766,388.0,4.9758340000856105,2.8058202395150085
1479.1152995995897,0.2868376733167428,1.0,6.540224082491449,1479.1152995995897,1.9227564943946729,398.0,6.65336738295619,3.417338826655442
0.0019205091861414971,0.6133690937639659,2.0,0.9246421651162609,0.0019205091861414971,0.18646915676410722,-1.0,0.4234333893959144,0.4898670438031054
0.003986425655323215,0.6092294134608442,2.0,0.9281004420104088,0.003986425655323215,0.16561468247280936,-1.0,0.42422764562195064,0.5188818276824054
0.00475070126068338,0.5402572530287695,2.0,0.6643691925138999,0.00475070126068338,0.5518893388951067,-1.0,0.6039035239143531,0.36217894978494597
0.006628179042382833,0.6067788557828132,2.0,0.9337724741563391,0.006628179042382833,0.14310128623233292,-1.0,0.42555205659347456,0.5666476138963306
0.0066899907762933645,0.4921488987825375,2.0,1.0916671283350126,0.0066899907762933645,0.0988248687315329,-1.0,0.354664187309122,0.6563507095531237
0.009448627872741533,0.6058524533375378,2.0,0.9415670170956147,0.009448627872741533,0.12414215526686032,-1.0,0.42741804743618367,0.6326620447690849
0.012034429758729063,0.605729095940615,2.0,0.9508117614659237,0.012034429758729063,0.11139088692754003,-1.0,0.42970444659135837,0.7115514209105663
0.014647567886391087,0.8999620071675452,4.0,1.3308842806171315,0.014647567886391087,0.043904213560952546,-1.0,0.3730752300010034,0.5943803754272277
0.018405736793707043,0.6024718221235011,2.0,0.9650267368327299,0.018405736793707043,0.2855051041916616,-1.0,0.47277285808522146,0.44727636580220836
0.022719906587646714,0.8839925350655162,2.0,1.52313666912817,0.022719906587646714,0.006693411733483553,-1.0,0.08770197133850716,0.8559067226462612
0.02407451868413745,0.557978562868459,2.0,0.2612856814804077,0.02407451868413745,0.7038687963763335,-1.0,0.6085995182036689,0.28865968281641036
0.02413917088640573,0.0689308356549539,2.0,0.7024882797181191,0.02413917088640573,0.9186214722295972,-1.0,0.7405524720879126,0.39489796316177866
0.024175750507605936,0.5066420640838012,1.0,0.1277512674380945,0.024175750507605936,2.9941733037836915,-1.0,1.0305637347852457,0.17601746906688262
0.02419023476357468,0.6099694812286105,4.0,0.28940717137304345,0.02419023476357468,0.20501749905207214,-1.0,0.4136687895944832,0.3823659862685793
0.024212606827633355,0.6083337642649145,4.0,0.19994822759822203,0.024212606827633355,0.25761057880755345,-1.0,0.4252163396825841,0.34480975579704093
0.02423564584958753,0.599388118916911,2.0,-0.0711472613021162,0.02423564584958753,0.17352883738320413,-1.0,0.40652505464512506,0.3562741157039813
0.02423824262214054,0.42066292125559945,1.0,0.07124469659182862,0.02423824262214054,9.44566169591726,-1.0,1.7180766416676547,0.11736963611350003
0.024245693584994177,0.6027653638247396,4.0,0.19498520130871053,0.024245693584994177,0.15434619746461295,-1.0,0.4005940089399848,0.3937206436904879
0.024272088935407016,0.6057290959420849,4.0,0.2491606475756575,0.024272088935407016,0.2681863017819762,-1.0,0.42939498614104377,0.3389731460939085
0.024311639844854835,0.555138082097864,4.0,-2.020689237828706,0.024311639844854835,0.16666981458056745,-1.0,0.36501995612978194,0.1645200363461736
0.024494493189510653,0.6407021864502317,4.0,-1.0817682542944451,0.024494493189510653,0.003999674051429171,-1.0,0.26089499117910875,0.6227431953531746
0.02453482234640474,1.2150760191177678e-6,1.0,-0.011610157723190871,0.02453482234640474,7.507164222483419,-1.0,1.312197457138568,0.09431382966883786
0.024811199159916163,0.5113339625328733,1.0,-1.7820927150689219,0.024811199159916163,-1.578777294685453,-1.0,0.539303339913542,-0.14858458011190384
0.02482396984560911,0.3975579078034396,1.0,0.10023114211609332,0.02482396984560911,10.353036810457429,-1.0,1.8463592720720523,0.11806736938040585
0.024875032538229726,1.1139804203662005,2.0,-0.07671793666337044,0.024875032538229726,0.002399747755973225,-1.0,0.03067161056766961,0.7037710933297835
0.025086415089410355,0.7381838203285223,4.0,-0.855966133107589,0.025086415089410355,0.018037858727027508,-1.0,0.21749881254875864,0.6046938435509102
0.025102642228339314,0.41703601688493486,1.0,0.5597978116486086,0.025102642228339314,3.0709132585602053,-1.0,1.7908999775579328,0.43476784243710215
0.02513129231984667,0.35389460691233077,1.0,3.5894157301815452,0.02513129231984667,0.00014383226672516137,-1.0,0.06800228176076847,3.1868046201786315
0.025148166607288584,1.3799787194597552e-6,1.0,-0.014861825149832706,0.025148166607288584,7.016083667097215,-1.0,1.2745471937065675,0.09634517297002418
0.025185969270502238,0.4883861411976534,2.0,-1.705218905235638,0.025185969270502238,-1.8355867909462507,-1.0,0.5969628925097922,-0.1588335125599456
0.025655559375162885,1.095425088855199,2.0,0.03690748014189288,0.025655559375162885,0.010995255716680863,-1.0,-0.18744082225234282,0.5407758361450083
0.0257781824492916,0.2605831005117083,1.0,-19.78541290122406,0.0257781824492916,0.7312789572646572,-1.0,-9.20939647744512,-11.39857955892825
0.02578713543914436,0.261602866178162,1.0,-23.201340830063334,0.02578713543914436,0.4284305362734931,-1.0,-6.579113885530189,-13.32288496344095
0.026036879022616522,0.09270710865667714,1.0,2.542176829173045,0.026036879022616522,0.06657110111390196,-1.0,0.5099966281713789,2.3780521330998976
0.026791537844765165,0.2615968860233462,1.0,-64.69185735479877,0.026791537844765165,0.00038090114849256113,-1.0,-0.8878337731993805,-43.89191409321177
0.02683481257350969,0.2605729284677548,1.0,-62.922808327633994,0.02683481257350969,0.00032550918315169187,-1.0,-0.8874532496426928,-42.07697029998769
0.026849822966199473,0.9967361570338841,1.0,-72.84947064302366,0.026849822966199473,0.00011572516041483289,-1.0,-0.3172085147404638,-49.64234536837923
0.027320451965687706,0.4488351088069463,1.0,-1.663105383655357,0.027320451965687706,-4.317795784801195,-1.0,0.5455873889563432,-0.06564117614582486
