err,r(t),branch_size,k3,post_polish_error,w(t),polish_source_hc_idx,k1,k2
0.027344689940178735,0.09574521380071242,1.0,-65.84697841662994,0.027344689940178735,0.0006919257416559664,-1.0,-0.7030906415409469,-44.2920415199093
0.027410474072525066,0.09485558361431513,1.0,-67.92521335583987,0.027410474072525066,0.0006944817736903439,-1.0,-0.7197980446074015,-46.42339645325381
0.027426563594131922,0.7266555087269251,1.0,-1.549043234606001,0.027426563594131922,29.533995141282634,-1.0,0.5521852623424393,0.0121396880831057
0.027718880116071543,0.15017935180874156,1.0,-18.782880839036046,0.027718880116071543,1.2292503673318742,-1.0,-8.529052505313214,-10.41059788606795
0.027798143687310713,0.4165345826775267,2.0,-1.6096150359658719,0.027798143687310713,-3.695954533443199,-1.0,0.6038987329012923,-0.09278133132527432
0.027852995716605638,1.157015834352072,2.0,-1.6388962713521602,0.027852995716605638,0.7883273323412064,-1.0,0.25849244135823335,0.17399760295584532
0.027875459346282952,0.07885378114922471,2.0,1.3489147742418255,0.027875459346282952,0.06949657708691509,-1.0,0.4454014749120536,1.8109589278267828
0.027948052947367436,0.15349902758655903,1.0,-10.939777879106206,0.027948052947367436,3.952473801125064,-1.0,-18.49572388138267,-5.908890819298645
0.028040962704766324,0.8492422364439822,1.0,-1.4691470494442702,0.028040962704766324,5.874604329678212,-1.0,0.5571926853115112,0.06551542083784835
0.028063461409440174,0.7104208396818092,2.0,-2.462284990894416,0.028063461409440174,2.7714419707912508,-1.0,0.38558821837771473,0.06135815466770826
0.028114107556064027,0.9983678211846598,2.0,-0.5060355309175647,0.028114107556064027,0.1669936713022711,-1.0,-0.4925218967388705,-1.1985896615455114
0.02820570334940631,0.9266003577063702,2.0,1.0974003999780833,0.02820570334940631,0.0343251864504622,-1.0,0.16281821135242047,0.5933484455682684
0.028216333764257404,0.8712123156874695,2.0,-1.3968240274250894,0.028216333764257404,9.40016105539946,-1.0,0.621504527416703,0.04955383885122037
0.02843935622295446,0.9986308842137447,1.0,-0.3415495774302654,0.02843935622295446,0.3344567988917241,-1.0,-0.5750796355251949,-0.8479294866884063
0.02877121597021916,0.7320485855830183,2.0,-2.865331061460334,0.02877121597021916,15.26016418132124,-1.0,0.3807282894945115,0.01273087318469633
0.02921567554022398,0.6337108207456538,1.0,-68.95119542064907,0.02921567554022398,0.0001638343681572076,-1.0,-0.6694392244544711,-47.22971391123029
0.029295701999006888,0.6346154483574292,1.0,-66.3707216219017,0.029295701999006888,0.00019054169050908995,-1.0,-0.6716503211512997,-44.69001853571159
0.029504010553824907,0.6077992559703248,1.0,0.45177973605224875,0.029504010553824907,0.22321864547100045,-1.0,0.4339906331623213,0.4136136143118823
0.030021614091826323,0.32758126354278877,2.0,-1.4978596558529143,0.030021614091826323,-25.22175303869618,-1.0,0.612733533809426,-0.017169764262405015
0.03005415564688718,0.02728010784693437,2.0,1.1125890919883752,0.03005415564688718,0.24122071107099405,-1.0,0.49750231879685725,2.300565004324919
0.030143071321177956,0.596489225463935,1.0,3.7325397529429933,0.030143071321177956,0.0051706940846034215,-1.0,-0.5330413158088598,1.8372034826529524
0.030479545401146186,0.5970309056213109,1.0,-17.822406602287604,0.030479545401146186,-0.017847122496648223,-1.0,0.3458947469106513,-2.3070863968038973
0.03060350116547976,0.5293724816136731,2.0,5.5094049462718315,0.03060350116547976,0.002200752531956058,-1.0,-0.5830975073739448,2.6681484242448765
0.030611611444390126,1.6962732275361947,1.0,-1.506476363243536,0.030611611444390126,14.180302914014472,-1.0,0.5548105324706043,0.04069616466177697
0.030895785242577047,1.7797137779010153,2.0,-1.4224392497033098,0.030895785242577047,20.2948696101099,-1.0,0.6192035678185097,0.03279373721019404
0.031031227913931304,0.036290840187170395,2.0,0.3340185920649903,0.031031227913931304,1.9946162569887642,-1.0,2.1878592948952416,0.9873715466493566
0.031079300270045726,0.5401915736014019,1.0,-7.096854909350364,0.031079300270045726,-0.33253910231500133,-1.0,0.34552610477167506,-0.5002000516839333
0.031119275747469914,0.022848434412617486,2.0,-278.6813738684394,0.031119275747469914,3.121526932859024e-5,-1.0,0.01620035220289991,-1443.1841726140858
0.03112535146581371,0.6369317582655278,2.0,-0.18647717703832023,0.03112535146581371,1.1043385499363692,-1.0,-1.269751435639911,-0.5294842960956254
0.031150390105378453,0.6366597445089894,1.0,-0.128708053222524,0.031150390105378453,2.226647888138538,-1.0,-1.5123727681478187,-0.3708634008551693
0.031214726285586,0.10271774258675581,2.0,-1.5743410970554912,0.031214726285586,0.6904909299512395,-1.0,-1.5290637001968888,-1.1987865480326572
0.03133121391337129,0.5984855166943763,2.0,-27.914672036094206,0.03133121391337129,-0.009365145918819257,-1.0,0.343200032067192,-4.035360023966612
0.0314704925716258,0.38564283715064995,1.0,0.12605430855835062,0.0314704925716258,12.770755769826362,-1.0,2.0735867955060994,0.11259482339240302
0.03157033570751031,0.5761959857325689,1.0,0.353248397910984,0.03157033570751031,0.5285208889901303,-1.0,0.5526898899496853,0.32070184575545574
0.031773642074892985,0.02856114856542605,2.0,-10.744541686565464,0.031773642074892985,0.01659828811464939,-1.0,-1.077411628992249,-53.337909971996204
0.031801159612423184,0.027562941142488282,1.0,-119.19605265843806,0.031801159612423184,0.00016114100128538912,-1.0,-0.027330296785156586,-609.676399689452
0.031839221664313314,0.0321723190373238,1.0,-21.365667235380524,0.031839221664313314,0.0032438957641360983,-1.0,-0.3301307423857537,-111.47434405265234
0.03186786105947617,0.31070791821327304,1.0,7.3418396324099175,0.03186786105947617,0.00023983698981748183,-1.0,-0.7460545852408228,5.11858481676097
0.031871093707533125,0.033038529545648884,1.0,-11.318488650138747,0.031871093707533125,0.009139057217937396,-1.0,-0.5152475081043016,-60.73170000593671
0.032162142185508905,0.25689413983368237,2.0,-0.3844198216313426,0.032162142185508905,-0.2065359266911427,-1.0,-0.6500423101987727,-0.958525135883369
0.03216933164215868,0.25731813940498227,1.0,-0.2977979992579488,0.03216933164215868,-0.24142783759955252,-1.0,-0.6648039963725937,-0.7563188781386047
0.032254826393282664,0.6127218558515463,2.0,1.174532026159088,0.032254826393282664,0.2415183179331987,-1.0,0.4510818067309118,0.4877762368338955
0.03265998627894625,0.19653278591761544,2.0,-2.3115438917974127,0.03265998627894625,-3.556101428581506,-1.0,0.27812434420434873,-0.2707928273682454
0.0327599494689153,0.1043515758132871,2.0,0.05033918527254013,0.0327599494689153,-0.5604194850719594,-1.0,-1.0614295948804302,0.25835231814660653
0.03280961099326022,0.0854580858407888,2.0,0.3372571877728069,0.03280961099326022,-2.9191747973540624e-13,-1.0,-0.8752699815021052,5.735946785648435
0.03282884261256309,0.0801742549005778,2.0,0.6770772261329525,0.03282884261256309,-0.0001032611598454365,-1.0,-0.8773167270170921,6.422155377272823
0.0328937138283894,0.033906120108256124,2.0,-2.088998969067142,0.0328937138283894,-0.08535996146823054,-1.0,0.16456465986161453,-4.202896478847409
0.03289675377155984,0.05311760243305026,4.0,-2.75541308178437,0.03289675377155984,-0.10362266352735972,-1.0,0.09647846742637076,-5.032872316278119
0.03295928814775826,0.06659022405462858,1.0,-1.8688617085659025,0.03295928814775826,-5.8135477538341265,-1.0,0.5350563401698771,-0.21013028144507975
0.032992907790696115,0.051973941836040115,2.0,-1.749873625072446,0.032992907790696115,-6.72793113115031,-1.0,0.5938981688907082,-0.19008616937826003
0.03303392350442602,0.00015751899625689642,2.0,-0.48525269433907503,0.03303392350442602,0.11653622957918552,-1.0,0.41533778260436605,0.2939683708987177
0.033061724838779255,0.044795477518755254,2.0,-7.133837230080536,0.033061724838779255,-0.2819058949364326,-1.0,0.32814652498211383,-4.181842071280547
0.033089209795186626,0.02302275039838332,1.0,-5.780672558072722,0.033089209795186626,-0.3764843205046807,-1.0,0.451998380828425,-3.4514272633228282
0.03309389072056437,0.019673035963004723,2.0,-5.65163436400177,0.03309389072056437,-0.38988355184379286,-1.0,0.48113114914747646,-3.409104533915515
0.033099705133675786,0.6899649875208425,2.0,2.4775418458957073,0.033099705133675786,0.2489223859699367,-1.0,0.4742964979513351,0.6565671579230248
0.033113814758079965,0.0023867828681228952,4.0,-2.027859978038721,0.033113814758079965,-0.24448771687873896,-1.0,0.5662845349816886,-3.9235819461434858
