r_eff(t),post_polish_error,Temp(t),dH_rhoCP,tau,C(t),err,branch_size,Tin,polish_source_hc_idx,UA_VrhoCP
0.06622314453125,158.70444832591187,0.54022216796875,-0.23468017578125,0.1114501953125,-4.377685546875,158.70444832591187,1.0,0.64630126953125,102.0,0.25799560546875
0.30169677734375,178.8447318962875,0.53558349609375,7.52886962890625,0.041259765625,2.33807373046875,178.8447318962875,1.0,0.572998046875,335.0,0.35003662109375
0.1395263671875,220.54598844215332,0.5386962890625,0.2486572265625,0.10052490234375,0.23309326171875,220.54598844215332,1.0,0.6400146484375,570.0,0.2486572265625
0.2891845703125,301.89489139585754,0.53558349609375,7.55999755859375,0.041259765625,2.24139404296875,301.89489139585754,1.0,0.57611083984375,491.0,0.41552734375
0.08648681640625,372.9867765732374,0.53399658203125,6.4654541015625,0.056884765625,2.18524169921875,372.9867765732374,1.0,0.5994873046875,176.0,0.2283935546875
0.12237548828125,718.0223866617036,0.532470703125,6.60418701171875,0.0506591796875,2.1400146484375,718.0223866617036,1.0,0.5916748046875,177.0,0.22528076171875
0.24554443359375,1028.3537675861357,0.537109375,6.98309326171875,0.04595947265625,2.3427734375,1028.3537675861357,1.0,0.57611083984375,100.0,0.1519775390625
0.194091796875,1495.1047443512057,0.53399658203125,6.9659423828125,0.04437255859375,2.3193359375,1495.1047443512057,1.0,0.580810546875,498.0,0.21905517578125
0.0350341796875,3531.975160844906,0.53558349609375,2.431640625,0.08184814453125,2.48150634765625,3531.975160844906,1.0,0.6151123046875,329.0,0.00384521484375
0.0911865234375,3619.344080462476,0.537109375,1.04547119140625,0.08184814453125,0.8536376953125,3619.344080462476,1.0,0.61663818359375,616.0,0.00543212890625
0.0552978515625,3717.3057413587526,0.537109375,1.4586181640625,0.0833740234375,1.82196044921875,3717.3057413587526,1.0,0.61663818359375,14.0,0.01165771484375
2.18060302734375,4072.4661231461096,0.5386962890625,-0.00079345703125,0.08807373046875,42.48895263671875,4072.4661231461096,1.0,0.61199951171875,574.0,-0.15673828125
2.2164306640625,4204.841790668797,0.5386962890625,-0.00238037109375,0.0849609375,101.9637451171875,4204.841790668797,1.0,0.613525390625,621.0,-0.13958740234375
0.1037847405693388,0.000529803468767681,0.5383638203092405,0.4794521692836327,0.10449912792518731,1.0549520948027458,0.000529803468767681,1.0,0.6540361518393113,-1.0,0.43137189480610516
0.1708389708346937,0.0008088672415217583,0.5378525289038468,0.2715461559947495,0.10376221985396543,0.005649976452681527,0.0008088672415217583,1.0,0.6535207242263151,-1.0,0.4139591202095324
0.21512203363499205,0.0010175476735667759,0.5353692922820442,6.986236747055938,0.045197948738233476,2.305234978921204,0.0010175476735667759,1.0,0.5793624988592639,-1.0,0.20736893945557758
0.08843343118676449,0.0010480823442598503,0.5392650395063849,0.4521070528157995,0.1058231578559037,1.8406916302226304,0.0010480823442598503,1.0,0.6521735742959297,-1.0,0.3954556532913116
0.12965359368447413,0.0014478691466361482,0.5379651893227576,0.40156640640391694,0.10485118899543129,0.5639005517238167,0.0014478691466361482,1.0,0.6564395115991121,-1.0,0.45778702231643603
0.03667336845199888,0.001499249425704441,0.5361713862993093,6.84448595179376,0.07467600052438429,2.444656336139573,0.001499249425704441,1.0,0.6184173214797198,-1.0,0.29548969758866434
0.19298710586093062,0.0019458334570247122,0.5339571218064805,6.939917575020828,0.04518446481348281,2.276586747765652,0.0019458334570247122,1.0,0.5814916072073283,-1.0,0.22597899348812328
0.1216651665896313,0.0024660270008393737,0.5326236554322755,6.6190320417637665,0.05065273539152674,2.1622920499687446,0.0024660270008393737,1.0,0.591397044869113,-1.0,0.2223006926096231
0.08574258333500676,0.00289636456615469,0.5334618888033577,6.443571808885547,0.05755702897922051,2.161375111572522,0.00289636456615469,1.0,0.5997215237854014,-1.0,0.23044827623411926
0.3921710236347009,0.0030861546328632395,0.5342467299050226,-0.21791065185811923,0.10261438307846388,1.4801322903524026,0.0030861546328632395,1.0,0.6564469430980775,-1.0,0.3906429846620267
0.12429938705774266,0.003581950454771004,0.5380019743751531,0.39852873565208435,0.10079460856753876,0.5414375809372916,0.003581950454771004,1.0,0.6469455062266581,-1.0,0.34854510031900104
0.25287709168268024,0.004932426195534822,0.534995529878072,7.202644585859176,0.04259788002298869,2.35562625793126,0.004932426195534822,2.0,0.5754437932774711,-1.0,0.2436024069167173
0.24780150096875275,0.005082263995419042,0.5377625619228835,6.998051320790446,0.0458281680896517,2.337741856308181,0.005082263995419042,1.0,0.5760523519991726,-1.0,0.14715803523108656
0.057428999670102225,0.008060240244006485,0.5414105690848781,-0.23466166764927673,0.11061722841350201,-4.139977140903885,0.008060240244006485,1.0,0.6460841324090112,-1.0,0.25151370141866286
0.16475925118733517,0.00876158083225377,0.5380506600780249,0.24421999287375415,0.09806641760779654,-0.03744630056642432,0.00876158083225377,1.0,0.639298762325738,-1.0,0.2400091474545997
0.11764746332097092,0.010525084062011575,0.5152242665250477,-0.8762983378562796,0.10074993154283526,0.6803375479902134,0.010525084062011575,2.0,0.6739153290540953,-1.0,0.5392335329560767
0.0639807195598514,0.011255951058853334,0.5378005429255723,1.0253755891703704,0.10901856647153134,1.4960196403629198,0.011255951058853334,1.0,0.6704192619737176,-1.0,0.6478386443599746
0.3009524194892629,0.01866945360813943,0.5358100426492154,7.536008811509751,0.041280723548484034,2.380994391237963,0.01866945360813943,2.0,0.5730753638110961,-1.0,0.35190637611801406
0.04769256719232584,0.02112675419611043,0.5379744074050894,1.303630986027624,0.08630493303072263,1.5572231587616974,0.02112675419611043,1.0,0.6171389760366365,-1.0,-0.020641265525456323
0.06701229853604179,0.022314145985453563,0.5379813349791893,0.8804119687958096,0.08622686589987166,1.1497597026298276,0.022314145985453563,1.0,0.6161752712936035,-1.0,-0.04681541951675381
0.028531287853176455,0.022402154351415172,0.5380054547490937,2.0862941994279,0.08561520963173856,1.9950084028573387,0.022402154351415172,2.0,0.6155171164231136,-1.0,-0.04159525512171067
0.28874225408935406,0.02565199921245544,0.5354743602899587,7.585395470673345,0.041498644977459836,2.3527823419191343,0.02565199921245544,1.0,0.5753797319905382,-1.0,0.41915558284226
1.9610334523882238,0.028547356670034357,0.5317816479963808,0.005359280344826992,0.09065213351526548,101.99012038898925,0.028547356670034357,1.0,0.6130027699731067,-1.0,-0.16222188091866654
1.917481186916702,0.02891350498822858,0.530459629578759,0.01518463476633955,0.09050307219902791,42.57784835733151,0.02891350498822858,1.0,0.6124712294764614,-1.0,-0.16833744358066968
6.2523774171600595,0.03330201068986302,0.5380003871792277,-0.00011137162241409066,0.10648881932864972,275.41603535665485,0.03330201068986302,1.0,0.6584684528876431,-1.0,0.43556228029185173
-0.023398786309293654,0.05826574486864694,0.5437789382037109,3.100889006674275,0.4307725646739457,1.5536837884331445,0.05826574486864694,1.0,1.2088612822424607,-1.0,1.6516390637162823
0.008642565425573769,0.06800292815309136,0.5377419616663359,0.030284499186693008,0.23230046930441908,405.1311745624077,0.06800292815309136,1.0,0.9506642337757919,-1.0,1.9278382401691614
6.615540943382398,0.06916792386918869,0.5380003871792277,0.3538535785016256,0.04572556914804166,-12.103325290231444,0.06916792386918869,1.0,0.688976862780568,-1.0,1.720772535630582
-0.024221878806323836,0.08112986916652166,0.5380044792992851,1.7084203805869278,0.2883513515579498,-1.7924040540645452,0.08112986916652166,2.0,1.0643643903159516,-1.0,2.054295730363441
0.6367428111049153,0.08242109861619487,0.5379995032079561,0.13463738157578403,0.4493203045988864,0.006896290522697136,0.08242109861619487,1.0,1.4117621887801663,-1.0,2.3181880194500026
0.02949663925433984,0.08348136205163559,0.5379753146210985,2.9362813064358746,0.06364445961049194,1.8968305004703696,0.08348136205163559,1.0,0.5674238524257766,-1.0,-1.0507151978098497
0.03013684789581158,0.08356324368256109,0.5379613209225783,3.2076864370774754,0.06356667932165222,2.1033423849459196,0.08356324368256109,1.0,0.5680155939920981,-1.0,-1.0250193720204241
0.04572439657095319,0.0863381576414452,0.5061844600219595,7.559317938203865,0.026309187988787994,-2.501676411890048,0.0863381576414452,1.0,0.5747728653229454,-1.0,-0.6533538174538435
-0.026585166735773196,0.09005227321445868,0.5423217637021022,1.4481171861732773,0.6081479632285156,2.7674109637130133,0.09005227321445868,1.0,1.5617132333396546,-1.0,1.9003736447322368
628.9105520983316,0.09376253489518421,0.5380003871792277,-59.58403571978524,0.10479005624867761,0.0038402931660212842,0.09376253489518421,1.0,1.5084631337306809,-1.0,0.24818490757691924
1.064832679573397,0.09406728992964969,0.5379988401831338,0.13939511080236391,0.8574546668825686,-0.030682564398938326,0.09406728992964969,1.0,2.307435524419946,-1.0,2.5891527036188506
2.038087796102216,0.09515571893394188,0.5379981110654082,0.01862336751958168,0.9418698270873749,-0.3484746738447559,0.09515571893394188,1.0,2.489494253685861,-1.0,2.607157293045399
2.42382305823871,0.09648749208856322,0.5379974169342202,-0.007362719170210704,1.0628316551238097,0.8013547953030794,0.09648749208856322,1.0,2.7543718498417826,-1.0,2.637539968329889
1.7720315390835584,0.09803637911422466,0.5379977701319849,0.08289765567962089,1.2447344115790067,-0.07423000767928781,0.09803637911422466,1.0,3.1559942583786964,-1.0,2.6787958543990396
-1.3196473631825083e-11,0.10132475114522779,0.2710875653127113,-0.15666548033967662,0.04189979018679111,-436.99794084843955,0.10132475114522779,2.0,0.6546134215817977,-1.0,1.0524351807733567
139.34772517665706,0.11163921515637701,0.5380000134964888,-0.21018518378697218,-2.3032944079656326,-0.0008503189721722821,0.11163921515637701,2.0,-4.623355206479306,-1.0,2.998225888353484
0.005311234532550552,0.11594404019854414,0.5380357372347672,-61.147170515560276,1.6983141169629012,-0.13604167299804698,0.11594404019854414,2.0,4.169386191297411,-1.0,2.7677211170408045
0.04898253444151334,0.12682747855510332,0.5379961908077282,2.360366102360131,0.054701526490429364,2.1106459938953863,0.12682747855510332,2.0,0.5479346867245652,-1.0,-1.680209497318697
926.9894236631103,0.13299061028788786,0.5380003871792277,-112.84262689103386,0.10593176687702578,0.0025672798308232284,0.13299061028788786,1.0,2.2701394709453697,-1.0,0.17652388760226895
0.04629592061810427,0.14492789599294792,0.5376917903262916,3.03503240116161,-0.6118480179055502,0.36648687904092,0.14492789599294792,1.0,-0.9501564711673923,-1.0,3.4189337011933016
-0.08850198682942371,0.15438356245386398,0.5369778996594577,0.655342650885235,0.133760024667873,-13.102542905054724,0.15438356245386398,1.0,0.7753671738392999,-1.0,1.9219410303076268
-0.135222038453473,0.15561063137465556,0.5409273394463668,0.6557612357019613,0.11728197048994203,-10.46915350086919,0.15561063137465556,1.0,0.7073367454365175,-1.0,1.311850355483746
-0.00015718851414505577,0.16422110990568595,0.4525369103954842,2.5718037761052996,0.47053163941352716,22.949303525911894,0.16422110990568595,2.0,0.5751188277785466,-1.0,-1.0623884762866618
-0.06758150015058526,0.1780633262953996,0.5379673771214953,1.3499693278249016,0.345320373372483,-0.9439847373938077,0.1780633262953996,1.0,1.1943170225609063,-1.0,2.2238750593018355
4.2946475357551885e-15,0.1790183749804484,0.19339718376175374,-3.1866270985002103,0.10201943871565694,-5.400019158127731,0.1790183749804484,1.0,0.7044064925084822,-1.0,0.5060661238417102
-0.07301956970019145,0.18202006023919448,0.5344818538750552,0.9557423627873749,0.1434495984021724,-12.609702035213687,0.18202006023919448,1.0,0.8390364597788633,-1.0,2.571838576818707
-0.24805424368490706,0.18691802351861977,0.5413300342020696,0.6335689738160851,0.1047043624700117,-4.503724384812832,0.18691802351861977,1.0,0.6536574459185519,-1.0,0.5896185943480649
-0.07059447942095204,0.21353929493692858,0.5328946159510825,1.5245650046636068,0.14747820256446514,-9.75396714256621,0.21353929493692858,1.0,0.8847494814934334,-1.0,3.098902787734937
41.91520432995523,0.2188468928575283,0.5380003871792277,-47.46626038466165,0.042247595289047764,0.1572648539902057,0.2188468928575283,1.0,1.333431968108224,-1.0,0.0459637811815418
-0.04061252180414564,0.22157545078783009,0.5379787019927204,4.906024154243429,0.8309464666520912,-0.296035902004169,0.22157545078783009,1.0,2.2679696169638834,-1.0,2.6361509738837596
71.54083321436856,0.22844541000202415,0.5380003871792277,-46.870814881995344,0.05997595059274697,0.06357471663411988,0.22844541000202415,1.0,1.3228005052913785,-1.0,-0.0574507860161393
0.3067584941823054,0.23824096835888114,0.5379960206769533,0.7917792043050533,0.0359644412586335,1.8885921132536923,0.23824096835888114,2.0,0.506549424266909,-1.0,-4.065019885930426
-0.04278071759694306,0.24813553050949194,0.5245920057628857,2.2284599787675434,0.15841458051179924,-11.065922252928468,0.24813553050949194,2.0,1.032563959199214,-1.0,4.607284260844186
-72.62742895605987,0.24912384239839944,0.5380003871792277,-174.6039436520395,0.019414190486277353,-0.18434472436724145,0.24912384239839944,1.0,3.1506455113170664,-1.0,0.16355288195175371
-0.063380884401091,0.2650512165951017,0.5290811009269387,3.04882846673081,0.15421334721020388,-6.885771278489505,0.2650512165951017,1.0,0.9864107880338143,-1.0,4.259473396478556
0.19615796512417988,0.28255334325368053,0.5379983866422957,1.1565724749053619,0.03467948013059394,2.3238943563349737,0.28255334325368053,1.0,0.5031606782112316,-1.0,-4.351234635076444
-0.5601982643459266,0.3082230616895791,0.5457978736215653,1.581769942683515,0.1029063650725242,-2.1239596909980762,0.3082230616895791,1.0,0.6392142294608454,-1.0,0.5895385173156832
-0.9007935340989536,0.31768872282317395,0.5380739664532542,-0.4084700318562645,0.0807468634147681,-1.6120939700436294,0.31768872282317395,1.0,0.5937124628238234,-1.0,-0.6144436226084643
409.2963686768759,0.3227253156968775,0.5380003871792277,-228.54723510210582,0.07620259415073334,0.008150760491540187,0.3227253156968775,1.0,3.92184576242085,-1.0,-0.20430021858051708
-0.9877971509507737,0.33429845765713256,0.5380579983419416,-0.421250367153888,0.08107218094753697,-1.4728221237545818,0.33429845765713256,1.0,0.5946867285864803,-1.0,-0.5976955086628455
0.024873137611997945,0.3345047789812982,0.5379790424409243,3.8664919708436694,-0.4504266783716449,0.29384762112224155,0.3345047789812982,2.0,-0.5672464848527428,-1.0,3.4849877957942867
0.01568932946024751,0.3672361976689881,0.5399803344188908,5.750804431285713,-0.548744695459184,-0.044998508548111986,0.3672361976689881,1.0,-0.7115423415110764,-1.0,3.157614356879431
2.6417545262238167,0.37353000005747466,0.5380000134964888,1.0824035503290235,0.023383666020760377,1.5684079900150742,0.37353000005747466,1.0,0.48067578786787185,-1.0,-7.13964123100321
-1.204427454392887,0.37468769336516417,0.5380464039713367,-0.4315998275911055,0.08413940177614787,-1.1666148141942623,0.37468769336516417,1.0,0.6018767121830937,-1.0,-0.4617276375276086
-1.2092280461839746,0.38449553655035795,0.5380589266820407,-0.42895312113351913,0.0882695915335912,-1.0783108055019017,0.38449553655035795,1.0,0.6106918997913444,-1.0,-0.3073593264758036
-1.3887684033916536,0.40856194964163245,0.5380452854013357,-0.436290543999397,0.08897998510706169,-0.9511167038721299,0.40856194964163245,1.0,0.612700425329947,-1.0,-0.2748883403004364
-1.5126658323680722,0.42061672537499295,0.5380647739318544,-0.40392958997140077,0.0878087237816129,-0.9063353766990015,0.42061672537499295,2.0,0.6104887713268813,-1.0,-0.3024103046720578
-7.746700606034684e-5,0.44287792460016256,0.42897384562797924,-101.65204103378669,3.0874641540885133,-0.24507876507743134,0.44287792460016256,1.0,0.49721543219440223,-1.0,-4.387868469206243
0.03058214051274406,0.4564535178292089,0.5380602424265382,2.42198061226003,-0.34138575541925903,0.3472654739518274,0.4564535178292089,2.0,-0.3266045738051552,-1.0,3.6657705991478884
-31.285364944937502,0.49944314443186405,0.5380003871792277,-0.004780488856411486,0.005680164344721544,-1943.0948007601623,0.49944314443186405,1.0,0.6562460168219707,-1.0,7.499355595138899
