case_id	system	comparison_run	lambda	lambda_label	method_key	method_label	status	reason	regularization_mode	research_analysis_mode	raw_candidate_count	imported_best_benchmark_rmse	analyzed_input_best_benchmark_rmse	analyzed_input_selected_benchmark_rmse	saved_amigo_rmse	saved_nopolish_rmse	saved_polish_rmse	selected_benchmark_rmse	best_benchmark_rmse	selected_local_rel_rmse	best_local_rel_rmse	selected_fit_objective	best_benchmark_fit_objective	runtime_seconds
seir_3_1em4	seir	4	0.0	0	scalar_log	Scalar log-space	ok		l2_log	ungated	345	3.228605732071512	3.228605732071512	3.6461729932043996	0.07043501513654775	3.228605732071512	0.30190204918040964	0.08109306384385494	0.010413993845791496	0.13925850885690316	0.01962500860909529	5.988078646444696	5.988078659516295	200.697951778
