k10,x7(t),k9,post_polish_error,x6(t),k8,x5(t),err,branch_size,k7,polish_source_hc_idx,k6,k5,x4(t)
5.011870033874866,0.9892487079133997,0.8719022328185794,2.013685967483728e-8,0.3708184185260368,0.8053849527688525,0.34099980734183233,2.013685967483728e-8,51.0,0.12600008077691863,157.0,0.2869985344678971,0.47099954269694766,0.8349999938211743
5.011867641777457,0.5297898778343749,0.8719022347988635,2.0136859675127374e-8,0.37081841824775424,0.8053849528345988,0.3409998073418442,2.0136859675127374e-8,4.0,0.12600008077683447,47.0,0.2869985344678979,0.4709995426969486,0.8349999938211743
5.011870537330927,0.39504446753343836,0.8719022323999069,2.01368596751698e-8,0.3708184185850583,0.8053849527547989,0.3409998073418296,2.01368596751698e-8,4.0,0.12600008077693245,230.0,0.28699853446789864,0.47099954269694894,0.8349999938211743
5.0118680841466485,0.8723200524780652,0.8719022344374451,2.0136859675210807e-8,0.370818418298425,0.8053849528227547,0.34099980734184066,2.0136859675210807e-8,19.0,0.12600008077685043,573.0,0.2869985344678973,0.47099954269694805,0.8349999938211744
5.011863760527054,0.9332899680718587,0.8719022380104208,2.013685967521407e-8,0.37081841779676594,0.8053849529412853,0.3409998073418623,2.013685967521407e-8,11.0,0.1260000807767026,698.0,0.2869985344678984,0.47099954269694827,0.8349999938211744
5.011859313013125,0.4546846663359055,0.8719022417140586,2.0136859675617085e-8,0.37081841727600556,0.8053849530647387,0.34099980734188073,2.0136859675617085e-8,3.0,0.1260000807765337,481.0,0.2869985344679006,0.4709995426969491,0.8349999938211744
5.011872337463355,1.9952623149688807e-5,0.8719022214165345,2.0136859675632335e-8,0.37081842053935493,0.8053849521402126,0.34099980734297974,2.0136859675632335e-8,3.0,0.12600008077970878,989.0,0.2869985344681908,0.4709995426970444,0.8349999938211795
5.011870645778874,0.6970716186112431,0.8719022323037322,2.0136859675707373e-8,0.3708184185987478,0.8053849527514152,0.34099980734183044,2.0136859675707373e-8,10.0,0.12600008077693636,224.0,0.2869985344679018,0.47099954269694994,0.8349999938211743
5.01187176553028,0.20469305558516404,0.871902231376107,2.0136859676254702e-8,0.3708184187290211,0.8053849527206973,0.34099980734182456,2.0136859676254702e-8,1.0,0.12600008077698185,684.0,0.2869985344678987,0.47099954269694855,0.8349999938211743
0.3193278033858919,0.9124752829429722,0.20904563124308592,2.6537724934629966e-7,3.2382336877317077,1.995262442906086e-5,0.341110776776365,2.6537724934629966e-7,2.0,0.11604142611219201,530.0,0.2870152140524342,0.4710050726349905,0.8350003181519297
0.3193278050609928,0.8124900229767251,0.20904562727138065,2.65377249353285e-7,3.238233697895422,1.9952645942485916e-5,0.3411107767759446,2.65377249353285e-7,2.0,0.11604142644149486,534.0,0.28701521405242914,0.4710050726349877,0.8350003181519289
0.31932747938572725,1.0,0.20904644520487345,2.653772493661368e-7,3.2382315573061313,1.9952807913100276e-5,0.34111077684075586,2.653772493661368e-7,2.0,0.11604135755648348,526.0,0.28701521405688385,0.4710050726365722,0.8350003181520725
5.011879847847082,1.9952623149688807e-5,0.07425080260614493,2.874313963708228e-7,2.032400694281433e-5,0.9869331327990426,0.34112397945155365,2.874313963708228e-7,49.0,0.13911264659980646,976.0,0.2870144345451704,0.47100484926318326,0.835000321388169
5.011879845965026,1.0,0.07425096413287538,2.874313996545352e-7,2.0159550280035895e-5,0.9869331434061732,0.3411239797189148,2.874313996545352e-7,69.0,0.13911264417826172,523.0,0.28701443459000814,0.47100484927852465,0.8350003213892926
5.011879847865887,1.0588575005019414,0.07425077007132408,2.874314035896386e-7,1.9962599670612103e-5,0.9869332430843468,0.3411239794055741,2.874314035896386e-7,1.0,0.13911264894366315,377.0,0.28701443455389086,0.4710048492658961,0.8350003213882472
0.013702960435641294,0.5152005431393015,3.278503664477066,1.8306762772316833e-7,0.2115651461343087,0.834014759796771,0.3410098544176985,1.8306762772316833e-7,1.0,0.12570419350996517,-1.0,0.2869935870469894,0.47099710661954375,0.8349993786565163
0.14562853925555486,0.6813804751210298,0.9331737116070193,1.9781843852052677e-7,0.3698989001777156,0.8032448203385597,0.34102230153148755,1.9781843852052677e-7,1.0,0.12590433970933543,-1.0,0.28699446051241345,0.4709986773807828,0.8350000581451976
-2.502923427736296,0.0,-0.2199059809296561,2.402522030113943e-7,-25.116662798856893,5.769516387297877,0.34100025971923253,2.402522030113943e-7,1.0,-0.05443621658810444,-1.0,0.2870318045966124,0.4710099079226779,0.8350003497835277
0.024746280746413326,0.6974849043947597,1.891814210253828,3.096700671903263e-7,0.27484025864883466,0.8223313455153864,0.3410717164451304,3.096700671903263e-7,3.0,0.12585506225077314,-1.0,0.2869670824163904,0.4709906442335545,0.834999789992393
0.03434029033864675,0.9454477847448312,1.8120117288873232,3.1286890724121214e-7,0.28250349178602185,0.8254312711803076,0.3409999997246805,3.1286890724121214e-7,1.0,0.1258316597750535,-1.0,0.28701695303050334,0.4710079403604443,0.8350002103887914
0.030643841458307505,0.9456733925177114,1.9641597715894965,3.4900734094559895e-7,0.27464711917005286,0.8270717553105225,0.34099970164618026,3.4900734094559895e-7,1.0,0.1257955043323465,-1.0,0.28701384409063274,0.47100690990711147,0.8350001819779701
0.061626749387769145,0.7270764185439053,1.1399744868944375,3.714313210955054e-7,0.350937810903879,0.8051778433128488,0.3410228065938681,3.714313210955054e-7,3.0,0.1256958131019018,-1.0,0.2870918687848604,0.47102829413871516,0.8350012452213534
0.02515903512094255,0.5468676514016351,2.2033644891104442,4.000593849330405e-7,0.28293973833298547,0.8264896321776457,0.340813714179684,4.000593849330405e-7,1.0,0.1256629922483607,-1.0,0.28703202006949596,0.4710099465208204,0.8350005560724615
0.12548102577652004,0.6857940737421512,0.8363534190662112,4.1958919331434547e-7,0.40152478035534667,0.7919496274040015,0.34105710285686486,4.1958919331434547e-7,1.0,0.12572545816782454,-1.0,0.2870031832248133,0.47100129342994373,0.8350001720378194
0.009003628392352551,0.5376042842161147,4.9889406050509875,4.524931441728529e-7,0.16086427180626775,0.8354065284353124,0.3409952670960089,4.524931441728529e-7,1.0,0.12535064802254667,-1.0,0.28699525877870913,0.4709976966005967,0.8349993671390721
0.036361106584699175,0.6964916386138823,1.4512581911825415,4.858894081248001e-7,0.30319555355119054,0.8168509081775962,0.34106496565876826,4.858894081248001e-7,1.0,0.12598412167566206,-1.0,0.2870126008838935,0.4710124495892553,0.8350023238775144
-0.028107383125416278,0.0,0.3910852048269657,5.052993711892241e-7,0.46208730130812753,0.7823909548872139,0.34100025971923253,5.052993711892241e-7,1.0,0.12604052044279143,-1.0,0.28695968265699584,0.4709885041871767,0.8350003497835277
0.026380472414865044,0.7003978529724059,1.7193505964262656,5.202108248791208e-7,0.2929959382075802,0.8147797599908428,0.34110899787043963,5.202108248791208e-7,1.0,0.12567549299146222,-1.0,0.28699005011456474,0.4709973869820193,0.83500005891972
0.04026424344017523,0.4494530331916248,1.747840714615408,5.399380834492159e-7,0.32473639751551814,0.8205306661221358,0.3407144157624706,5.399380834492159e-7,1.0,0.1255979222544887,-1.0,0.2870367000266304,0.47101171696001604,0.8350007806062643
0.01703860150468097,0.7147561361084823,2.4670608409801855,5.564338615113675e-7,0.23787444079520023,0.8252100450384864,0.34115709158649093,5.564338615113675e-7,1.0,0.12569577496751447,-1.0,0.28699212539228,0.4709980249534167,0.8350000466990175
