case_id	raw_candidate_count	imported_best_benchmark_rmse	analyzed_input_best_benchmark_rmse	analyzed_input_selected_benchmark_rmse	saved_amigo_rmse	saved_polish_rmse	scalar_linear_best_rmse	scalar_log_best_rmse	residual_lm_linear_best_rmse	residual_lm_log_best_rmse	residual_lm_linear_vs_scalar_linear	residual_lm_log_vs_scalar_log	residual_fastshortcut_linear_best_rmse	residual_fastshortcut_log_best_rmse	residual_fastshortcut_linear_vs_scalar_linear	residual_fastshortcut_log_vs_scalar_log	residual_trustregion_linear_best_rmse	residual_trustregion_log_best_rmse	residual_trustregion_linear_vs_scalar_linear	residual_trustregion_log_vs_scalar_log	residual_lso_lm_linear_best_rmse	residual_lso_lm_log_best_rmse	residual_lso_lm_linear_vs_scalar_linear	residual_lso_lm_log_vs_scalar_log	residual_lso_dogleg_linear_best_rmse	residual_lso_dogleg_log_best_rmse	residual_lso_dogleg_linear_vs_scalar_linear	residual_lso_dogleg_log_vs_scalar_log	residual_fastlm_linear_best_rmse	residual_fastlm_log_best_rmse	residual_fastlm_linear_vs_scalar_linear	residual_fastlm_log_vs_scalar_log
flexible_arm_0_1em4	62	0.06618638406250221	0.06618638406250221	0.3264211023235338	0.005444386507628252	0.03601391219510978	0.06618638406250221	0.06618638406250221	0.06618638406250221	0.06618638406250221	tie	tie	Inf	Inf	worse	worse	0.06618638406250221	0.06618638406250221	tie	tie	0.06618638406250221	0.06618638406250221	tie	tie	0.06618638406250221	0.06618638406250221	tie	tie	0.06618638406250221	0.06618638406250221	tie	tie
