func,n,noise,strategy,order,nrmse,n_support
exp_negx2,101,1.0e-8,adapt_k0.1,4,0.0006792084184928898,9
exp_negx2,101,1.0e-8,adapt_k0.1,5,0.002238538895996971,9
exp_negx2,101,1.0e-8,adapt_k0.1,6,0.04433181121252445,9
exp_negx2,101,1.0e-8,adapt_k0.1,7,61.08028420318972,9
exp_negx2,101,1.0e-8,adapt_k1.0,0,3.253592142290715e-7,9
exp_negx2,101,1.0e-8,adapt_k1.0,1,3.2017877138163515e-6,9
exp_negx2,101,1.0e-8,adapt_k1.0,2,2.031116513540652e-5,9
exp_negx2,101,1.0e-8,adapt_k1.0,3,0.00010017958646732368,9
exp_negx2,101,1.0e-8,adapt_k1.0,4,0.0006792084184928898,9
exp_negx2,101,1.0e-8,adapt_k1.0,5,0.002238538895996971,9
exp_negx2,101,1.0e-8,adapt_k1.0,6,0.04433181121252445,9
exp_negx2,101,1.0e-8,adapt_k1.0,7,61.08028420318972,9
exp_negx2,101,1.0e-8,adapt_k10,0,2.983176079060149e-6,8
exp_negx2,101,1.0e-8,adapt_k10,1,2.692582640310063e-5,8
exp_negx2,101,1.0e-8,adapt_k10,2,0.00014084210809144464,8
exp_negx2,101,1.0e-8,adapt_k10,3,0.0009281365625484947,8
exp_negx2,101,1.0e-8,adapt_k10,4,0.003457293287213432,8
exp_negx2,101,1.0e-8,adapt_k10,5,0.017410565621360324,8
exp_negx2,101,1.0e-8,adapt_k10,6,0.10902003695623591,8
exp_negx2,101,1.0e-8,adapt_k10,7,0.6385086474189815,8
exp_negx2,101,1.0e-8,adapt_k100,0,3.456895670951345e-6,7
exp_negx2,101,1.0e-8,adapt_k100,1,3.198344362852963e-5,7
exp_negx2,101,1.0e-8,adapt_k100,2,0.0001497239492553392,7
exp_negx2,101,1.0e-8,adapt_k100,3,0.001104999077242285,7
exp_negx2,101,1.0e-8,adapt_k100,4,0.004409418297899996,7
exp_negx2,101,1.0e-8,adapt_k100,5,0.008371817955216585,7
exp_negx2,101,1.0e-8,adapt_k100,6,0.017462008408353043,7
exp_negx2,101,1.0e-8,adapt_k100,7,0.039421035922215526,7
exp_negx2,101,1.0e-8,mmax10,0,1.0150389144735265e-7,9
exp_negx2,101,1.0e-8,mmax10,1,1.1535103302576401e-6,9
exp_negx2,101,1.0e-8,mmax10,2,7.915474803749035e-6,9
exp_negx2,101,1.0e-8,mmax10,3,3.9493174819865184e-5,9
exp_negx2,101,1.0e-8,mmax10,4,0.00035766178532626425,9
exp_negx2,101,1.0e-8,mmax10,5,0.0013550601127420524,9
exp_negx2,101,1.0e-8,mmax10,6,0.11339485865690542,9
exp_negx2,101,1.0e-8,mmax10,7,28.77932459943303,9
exp_negx2,101,1.0e-8,mmax15,0,1.353634812344344e-8,15
exp_negx2,101,1.0e-8,mmax15,1,9.304497731912041e-8,15
exp_negx2,101,1.0e-8,mmax15,2,8.171894013194064e-7,15
exp_negx2,101,1.0e-8,mmax15,3,6.050390608709363e-6,15
exp_negx2,101,1.0e-8,mmax15,4,8.142101730281728e-5,15
exp_negx2,101,1.0e-8,mmax15,5,0.039919992244991355,15
exp_negx2,101,1.0e-8,mmax15,6,7.997993035542613,15
exp_negx2,101,1.0e-8,mmax15,7,25530.145201658066,15
exp_negx2,101,1.0e-8,mmax20,0,1.3462398222399091e-8,16
exp_negx2,101,1.0e-8,mmax20,1,1.1981965576240895e-7,16
exp_negx2,101,1.0e-8,mmax20,2,7.523417084472631e-7,16
exp_negx2,101,1.0e-8,mmax20,3,9.500900907062071e-6,16
exp_negx2,101,1.0e-8,mmax20,4,6.780353712224259e-5,16
exp_negx2,101,1.0e-8,mmax20,5,0.03254798912469735,16
exp_negx2,101,1.0e-8,mmax20,6,1.2427565380953274,16
exp_negx2,101,1.0e-8,mmax20,7,60024.24039870955,16
exp_negx2,101,1.0e-8,mmax25,0,1.2324107201106445e-8,15
exp_negx2,101,1.0e-8,mmax25,1,6.25962425277157e-8,15
exp_negx2,101,1.0e-8,mmax25,2,5.129680720149154e-7,15
exp_negx2,101,1.0e-8,mmax25,3,3.81368093962036e-6,15
exp_negx2,101,1.0e-8,mmax25,4,8.908214122144041e-5,15
exp_negx2,101,1.0e-8,mmax25,5,0.0247522941778231,15
exp_negx2,101,1.0e-8,mmax25,6,33.79841301062131,15
exp_negx2,101,1.0e-8,mmax25,7,77788.30220421027,15
exp_negx2,101,1.0e-8,mmax30,0,1.2369819456805985e-8,16
exp_negx2,101,1.0e-8,mmax30,1,6.414582008870036e-8,16
exp_negx2,101,1.0e-8,mmax30,2,5.242501551621878e-7,16
exp_negx2,101,1.0e-8,mmax30,3,3.7882184421181897e-6,16
exp_negx2,101,1.0e-8,mmax30,4,1.5775044412515895e-5,16
exp_negx2,101,1.0e-8,mmax30,5,0.031028913465784173,16
exp_negx2,101,1.0e-8,mmax30,6,49.19859389686782,16
exp_negx2,101,1.0e-8,mmax30,7,63045.7066876882,16
exp_negx2,101,1.0e-8,mmax40,0,1.2631951455599944e-8,16
exp_negx2,101,1.0e-8,mmax40,1,1.2685799167787346e-7,16
exp_negx2,101,1.0e-8,mmax40,2,6.103915849464572e-7,16
exp_negx2,101,1.0e-8,mmax40,3,1.1188688863294087e-5,16
exp_negx2,101,1.0e-8,mmax40,4,7.354752711539535e-5,16
exp_negx2,101,1.0e-8,mmax40,5,0.0025660971810409455,16
exp_negx2,101,1.0e-8,mmax40,6,12.543908513044178,16
exp_negx2,101,1.0e-8,mmax40,7,29718.275783847726,16
exp_negx2,101,1.0e-8,bic,0,3.253592142290715e-7,9
exp_negx2,101,1.0e-8,bic,1,3.2017877138163515e-6,9
exp_negx2,101,1.0e-8,bic,2,2.031116513540652e-5,9
exp_negx2,101,1.0e-8,bic,3,0.00010017958646732368,9
exp_negx2,101,1.0e-8,bic,4,0.0006792084184928898,9
exp_negx2,101,1.0e-8,bic,5,0.002238538895996971,9
exp_negx2,101,1.0e-8,bic,6,0.04433181121252445,9
exp_negx2,101,1.0e-8,bic,7,61.08028420318972,9
exp_negx2,101,1.0e-8,bisect,0,3.253592142290715e-7,9
exp_negx2,101,1.0e-8,bisect,1,3.2017877138163515e-6,9
exp_negx2,101,1.0e-8,bisect,2,2.031116513540652e-5,9
exp_negx2,101,1.0e-8,bisect,3,0.00010017958646732368,9
exp_negx2,101,1.0e-8,bisect,4,0.0006792084184928898,9
exp_negx2,101,1.0e-8,bisect,5,0.002238538895996971,9
exp_negx2,101,1.0e-8,bisect,6,0.04433181121252445,9
exp_negx2,101,1.0e-8,bisect,7,61.08028420318972,9
exp_negx2,101,0.0001,baseline,0,0.00020168104042711068,53
exp_negx2,101,0.0001,baseline,1,0.014787576265042936,53
exp_negx2,101,0.0001,baseline,2,3.403502615270877,53
exp_negx2,101,0.0001,baseline,3,960.3940790546086,53
exp_negx2,101,0.0001,baseline,4,312292.8053326616,53
exp_negx2,101,0.0001,baseline,5,1.1355626068498184e8,53
exp_negx2,101,0.0001,baseline,6,4.6314532197507904e10,53
exp_negx2,101,0.0001,baseline,7,2.064369933334502e13,53
exp_negx2,101,0.0001,adapt_k0.01,0,0.0001111340519905195,9
exp_negx2,101,0.0001,adapt_k0.01,1,0.0011920136783864933,9
exp_negx2,101,0.0001,adapt_k0.01,2,0.002645706315536029,9
exp_negx2,101,0.0001,adapt_k0.01,3,1.126130485829654,9
exp_negx2,101,0.0001,adapt_k0.01,4,79.76829145771386,9
exp_negx2,101,0.0001,adapt_k0.01,5,4250.3435230017385,9
exp_negx2,101,0.0001,adapt_k0.01,6,194565.74024654302,9
exp_negx2,101,0.0001,adapt_k0.01,7,7.191441936220859e6,9
exp_negx2,101,0.0001,adapt_k0.1,0,0.0001111340519905195,9
exp_negx2,101,0.0001,adapt_k0.1,1,0.0011920136783864933,9
exp_negx2,101,0.0001,adapt_k0.1,2,0.002645706315536029,9
exp_negx2,101,0.0001,adapt_k0.1,3,1.126130485829654,9
exp_negx2,101,0.0001,adapt_k0.1,4,79.76829145771386,9
exp_negx2,101,0.0001,adapt_k0.1,5,4250.3435230017385,9
exp_negx2,101,0.0001,adapt_k0.1,6,194565.74024654302,9
exp_negx2,101,0.0001,adapt_k0.1,7,7.191441936220859e6,9
exp_negx2,101,0.0001,adapt_k1.0,0,7.522721590697842e-5,7
exp_negx2,101,0.0001,adapt_k1.0,1,0.00039161263348848536,7
exp_negx2,101,0.0001,adapt_k1.0,2,0.0019524059324168268,7
exp_negx2,101,0.0001,adapt_k1.0,3,0.009402474474517992,7
exp_negx2,101,0.0001,adapt_k1.0,4,0.020928164873030654,7
exp_negx2,101,0.0001,adapt_k1.0,5,0.02863994569825489,7
exp_negx2,101,0.0001,adapt_k1.0,6,0.05652704393634931,7
exp_negx2,101,0.0001,adapt_k1.0,7,0.10076033166480987,7
exp_negx2,101,0.0001,adapt_k10,0,7.522721590697842e-5,7
exp_negx2,101,0.0001,adapt_k10,1,0.00039161263348848536,7
exp_negx2,101,0.0001,adapt_k10,2,0.0019524059324168268,7
exp_negx2,101,0.0001,adapt_k10,3,0.009402474474517992,7
exp_negx2,101,0.0001,adapt_k10,4,0.020928164873030654,7
exp_negx2,101,0.0001,adapt_k10,5,0.02863994569825489,7
exp_negx2,101,0.0001,adapt_k10,6,0.05652704393634931,7
exp_negx2,101,0.0001,adapt_k10,7,0.10076033166480987,7
exp_negx2,101,0.0001,adapt_k100,0,0.000502972819204946,5
exp_negx2,101,0.0001,adapt_k100,1,0.002726364315055081,5
exp_negx2,101,0.0001,adapt_k100,2,0.014632462117239843,5
exp_negx2,101,0.0001,adapt_k100,3,0.040446464038728536,5
exp_negx2,101,0.0001,adapt_k100,4,0.0825972000789069,5
exp_negx2,101,0.0001,adapt_k100,5,0.18358980745764705,5
exp_negx2,101,0.0001,adapt_k100,6,0.38004671974831855,5
exp_negx2,101,0.0001,adapt_k100,7,0.7582323130133972,5
exp_negx2,101,0.0001,mmax10,0,0.00011113404140368801,9
exp_negx2,101,0.0001,mmax10,1,0.0011920103451070253,9
exp_negx2,101,0.0001,mmax10,2,0.0026457830730254395,9
exp_negx2,101,0.0001,mmax10,3,1.1261430834718968,9
exp_negx2,101,0.0001,mmax10,4,79.76872780110654,9
exp_negx2,101,0.0001,mmax10,5,4250.349130434243,9
exp_negx2,101,0.0001,mmax10,6,194564.9383308471,9
exp_negx2,101,0.0001,mmax10,7,7.191336992100855e6,9
exp_negx2,101,0.0001,mmax15,0,0.00010525542186366703,15
exp_negx2,101,0.0001,mmax15,1,0.0009166077277536081,15
exp_negx2,101,0.0001,mmax15,2,0.009170211794688379,15
exp_negx2,101,0.0001,mmax15,3,0.5251768778694296,15
exp_negx2,101,0.0001,mmax15,4,68.19968638876706,15
exp_negx2,101,0.0001,mmax15,5,9941.999191531992,15
exp_negx2,101,0.0001,mmax15,6,1.5914238384956291e6,15
exp_negx2,101,0.0001,mmax15,7,2.7310424120310766e8,15
exp_negx2,101,0.0001,mmax20,0,9.968556009916113e-5,15
exp_negx2,101,0.0001,mmax20,1,0.0008824299602144147,15
exp_negx2,101,0.0001,mmax20,2,0.0205436105834173,15
exp_negx2,101,0.0001,mmax20,3,0.8209254467709389,15
exp_negx2,101,0.0001,mmax20,4,39.59071155717699,15
exp_negx2,101,0.0001,mmax20,5,2102.0436945124425,15
exp_negx2,101,0.0001,mmax20,6,124070.30217586475,15
exp_negx2,101,0.0001,mmax20,7,7.834975015017538e6,15
exp_negx2,101,0.0001,mmax25,0,0.00010664616876784813,15
exp_negx2,101,0.0001,mmax25,1,0.0013921755823122508,15
exp_negx2,101,0.0001,mmax25,2,0.008749137200413735,15
exp_negx2,101,0.0001,mmax25,3,1.3407258630628724,15
exp_negx2,101,0.0001,mmax25,4,87.40713931732165,15
exp_negx2,101,0.0001,mmax25,5,2795.285779844187,15
exp_negx2,101,0.0001,mmax25,6,20882.511505995604,15
exp_negx2,101,0.0001,mmax25,7,9.65009795235906e6,15
exp_negx2,101,0.0001,mmax30,0,0.00014125719566051388,15
exp_negx2,101,0.0001,mmax30,1,0.008363883855112785,15
exp_negx2,101,0.0001,mmax30,2,1.7698427257340181,15
exp_negx2,101,0.0001,mmax30,3,442.2050273391306,15
exp_negx2,101,0.0001,mmax30,4,124227.10137375505,15
exp_negx2,101,0.0001,mmax30,5,3.812797306596343e7,15
exp_negx2,101,0.0001,mmax30,6,1.2844501911547146e10,15
exp_negx2,101,0.0001,mmax30,7,4.638807458529979e12,15
exp_negx2,101,0.0001,mmax40,0,0.00010831352543868364,15
exp_negx2,101,0.0001,mmax40,1,0.0008134743618268386,15
exp_negx2,101,0.0001,mmax40,2,0.008783541473511588,15
exp_negx2,101,0.0001,mmax40,3,0.19212995421408416,15
exp_negx2,101,0.0001,mmax40,4,6.431247309402897,15
exp_negx2,101,0.0001,mmax40,5,231.6399629754596,15
exp_negx2,101,0.0001,mmax40,6,9198.944040965564,15
exp_negx2,101,0.0001,mmax40,7,390955.83305246197,15
exp_negx2,101,0.0001,bic,0,7.522721590697842e-5,7
exp_negx2,101,0.0001,bic,1,0.00039161263348848536,7
exp_negx2,101,0.0001,bic,2,0.0019524059324168268,7
exp_negx2,101,0.0001,bic,3,0.009402474474517992,7
exp_negx2,101,0.0001,bic,4,0.020928164873030654,7
exp_negx2,101,0.0001,bic,5,0.02863994569825489,7
exp_negx2,101,0.0001,bic,6,0.05652704393634931,7
exp_negx2,101,0.0001,bic,7,0.10076033166480987,7
exp_negx2,101,0.0001,bisect,0,0.0001111340519905195,9
exp_negx2,101,0.0001,bisect,1,0.0011920136783864933,9
exp_negx2,101,0.0001,bisect,2,0.002645706315536029,9
exp_negx2,101,0.0001,bisect,3,1.126130485829654,9
exp_negx2,101,0.0001,bisect,4,79.76829145771386,9
exp_negx2,101,0.0001,bisect,5,4250.3435230017385,9
exp_negx2,101,0.0001,bisect,6,194565.74024654302,9
exp_negx2,101,0.0001,bisect,7,7.191441936220859e6,9
exp_negx2,101,0.0001,prune15,0,0.00011754507577421751,15
exp_negx2,101,0.0001,prune15,1,0.006891188368349681,15
exp_negx2,101,0.0001,prune15,2,0.8523635489355811,15
exp_negx2,101,0.0001,prune15,3,125.62924716477258,15
exp_negx2,101,0.0001,prune15,4,20848.8580476415,15
exp_negx2,101,0.0001,prune15,5,3.7801990236616503e6,15
exp_negx2,101,0.0001,prune15,6,7.523031928610394e8,15
exp_negx2,101,0.0001,prune15,7,1.6050429872545752e11,15
exp_negx2,101,0.0001,prune20,0,0.00011985379882670595,20
exp_negx2,101,0.0001,prune20,1,0.0026568175226133915,20
exp_negx2,101,0.0001,prune20,2,0.19292596835123096,20
exp_negx2,101,0.0001,prune20,3,17.134499260990207,20
exp_negx2,101,0.0001,prune20,4,1741.1542512802437,20
exp_negx2,101,0.0001,prune20,5,194262.8895951162,20
exp_negx2,101,0.0001,prune20,6,2.389122572702804e7,20
exp_negx2,101,0.0001,prune20,7,3.162465962609869e9,20
exp_negx2,101,0.0001,prune25,0,0.00015281696478793147,25
exp_negx2,101,0.0001,prune25,1,0.004520633191427654,25
exp_negx2,101,0.0001,prune25,2,0.6249638202249944,25
exp_negx2,101,0.0001,prune25,3,136.75819752732323,25
exp_negx2,101,0.0001,prune25,4,35629.325446786075,25
exp_negx2,101,0.0001,prune25,5,1.0241799133022068e7,25
exp_negx2,101,0.0001,prune25,6,3.2437687951434016e9,25
exp_negx2,101,0.0001,prune25,7,1.1039848408209077e12,25
exp_negx2,101,0.01,baseline,0,NaN,41
exp_negx2,101,0.01,baseline,1,NaN,41
exp_negx2,101,0.01,baseline,2,NaN,41
exp_negx2,101,0.01,baseline,3,NaN,41
exp_negx2,101,0.01,baseline,4,NaN,41
exp_negx2,101,0.01,baseline,5,NaN,41
exp_negx2,101,0.01,baseline,6,NaN,41
exp_negx2,101,0.01,baseline,7,NaN,41
exp_negx2,101,0.01,adapt_k0.01,0,0.01097238159623206,9
exp_negx2,101,0.01,adapt_k0.01,1,2.600644793316971,9
exp_negx2,101,0.01,adapt_k0.01,2,956.5875667589598,9
exp_negx2,101,0.01,adapt_k0.01,3,284471.9026311496,9
exp_negx2,101,0.01,adapt_k0.01,4,8.573282873045471e7,9
exp_negx2,101,0.01,adapt_k0.01,5,2.7101817862160095e10,9
exp_negx2,101,0.01,adapt_k0.01,6,9.239297783454664e12,9
exp_negx2,101,0.01,adapt_k0.01,7,3.349953524256896e15,9
exp_negx2,101,0.01,adapt_k0.1,0,0.00505302797354587,6
exp_negx2,101,0.01,adapt_k0.1,1,0.022562223393705148,6
exp_negx2,101,0.01,adapt_k0.1,2,0.061447300608680554,6
exp_negx2,101,0.01,adapt_k0.1,3,0.15222488155487454,6
exp_negx2,101,0.01,adapt_k0.1,4,0.31782498276170945,6
exp_negx2,101,0.01,adapt_k0.1,5,0.627473980214538,6
exp_negx2,101,0.01,adapt_k0.1,6,1.1767477926327483,6
exp_negx2,101,0.01,adapt_k0.1,7,2.1165302282188763,6
exp_negx2,101,0.01,adapt_k1.0,0,0.00505302797354587,6
exp_negx2,101,0.01,adapt_k1.0,1,0.022562223393705148,6
exp_negx2,101,0.01,adapt_k1.0,2,0.061447300608680554,6
exp_negx2,101,0.01,adapt_k1.0,3,0.15222488155487454,6
exp_negx2,101,0.01,adapt_k1.0,4,0.31782498276170945,6
exp_negx2,101,0.01,adapt_k1.0,5,0.627473980214538,6
exp_negx2,101,0.01,adapt_k1.0,6,1.1767477926327483,6
exp_negx2,101,0.01,adapt_k1.0,7,2.1165302282188763,6
exp_negx2,101,0.01,adapt_k10,0,0.03140828904146182,3
exp_negx2,101,0.01,adapt_k10,1,0.12543946139479237,3
exp_negx2,101,0.01,adapt_k10,2,0.3003733561649483,3
exp_negx2,101,0.01,adapt_k10,3,0.6112922729498433,3
exp_negx2,101,0.01,adapt_k10,4,1.1967406951877935,3
exp_negx2,101,0.01,adapt_k10,5,2.2597124877815404,3
exp_negx2,101,0.01,adapt_k10,6,4.319443636922171,3
exp_negx2,101,0.01,adapt_k10,7,8.472587221174475,3
exp_negx2,101,0.01,adapt_k100,0,0.03140828904146182,3
exp_negx2,101,0.01,adapt_k100,1,0.12543946139479237,3
exp_negx2,101,0.01,adapt_k100,2,0.3003733561649483,3
exp_negx2,101,0.01,adapt_k100,3,0.6112922729498433,3
exp_negx2,101,0.01,adapt_k100,4,1.1967406951877935,3
exp_negx2,101,0.01,adapt_k100,5,2.2597124877815404,3
exp_negx2,101,0.01,adapt_k100,6,4.319443636922171,3
exp_negx2,101,0.01,adapt_k100,7,8.472587221174475,3
exp_negx2,101,0.01,mmax10,0,0.006112728675007617,10
exp_negx2,101,0.01,mmax10,1,0.033485097019141055,10
exp_negx2,101,0.01,mmax10,2,0.13789007320836527,10
exp_negx2,101,0.01,mmax10,3,0.9335647243353903,10
exp_negx2,101,0.01,mmax10,4,9.528091533155532,10
exp_negx2,101,0.01,mmax10,5,222.76008220508731,10
exp_negx2,101,0.01,mmax10,6,5881.441846918346,10
exp_negx2,101,0.01,mmax10,7,167637.8360509133,10
exp_negx2,101,0.01,mmax15,0,0.007697854294394707,15
exp_negx2,101,0.01,mmax15,1,0.16166215771696643,15
exp_negx2,101,0.01,mmax15,2,15.347939008139742,15
exp_negx2,101,0.01,mmax15,3,1742.5452977387497,15
exp_negx2,101,0.01,mmax15,4,223427.63896209022,15
exp_negx2,101,0.01,mmax15,5,3.1321241664933447e7,15
exp_negx2,101,0.01,mmax15,6,4.820199120246304e9,15
exp_negx2,101,0.01,mmax15,7,7.952845327556501e11,15
exp_negx2,101,0.01,mmax20,0,0.006437001510747873,17
exp_negx2,101,0.01,mmax20,1,0.06957281713823185,17
exp_negx2,101,0.01,mmax20,2,2.6478586414164695,17
exp_negx2,101,0.01,mmax20,3,129.58744324145354,17
exp_negx2,101,0.01,mmax20,4,7856.474332920538,17
exp_negx2,101,0.01,mmax20,5,506826.36237239966,17
exp_negx2,101,0.01,mmax20,6,3.62677810315846e7,17
exp_negx2,101,0.01,mmax20,7,2.7766516181193967e9,17
exp_negx2,101,0.01,mmax25,0,0.09863842497909477,17
exp_negx2,101,0.01,mmax25,1,119.63134415573684,17
exp_negx2,101,0.01,mmax25,2,215403.61657382376,17
exp_negx2,101,0.01,mmax25,3,4.494241701100443e8,17
exp_negx2,101,0.01,mmax25,4,1.0545475711959597e12,17
exp_negx2,101,0.01,mmax25,5,2.7033832352988625e15,17
exp_negx2,101,0.01,mmax25,6,7.606677434482691e18,17
exp_negx2,101,0.01,mmax25,7,2.294552017465728e22,17
exp_negx2,101,0.01,mmax30,0,0.006943542454793421,17
exp_negx2,101,0.01,mmax30,1,0.07439912964766854,17
exp_negx2,101,0.01,mmax30,2,2.406639843603638,17
exp_negx2,101,0.01,mmax30,3,100.41488381540181,17
exp_negx2,101,0.01,mmax30,4,5444.882229633868,17
exp_negx2,101,0.01,mmax30,5,321545.8548756179,17
exp_negx2,101,0.01,mmax30,6,2.208351682945246e7,17
exp_negx2,101,0.01,mmax30,7,1.7133049800626075e9,17
exp_negx2,101,0.01,mmax40,0,0.04359270068054001,17
exp_negx2,101,0.01,mmax40,1,33.59975358792427,17
exp_negx2,101,0.01,mmax40,2,40129.177552796624,17
exp_negx2,101,0.01,mmax40,3,5.555946241652667e7,17
exp_negx2,101,0.01,mmax40,4,8.650961248208377e10,17
exp_negx2,101,0.01,mmax40,5,1.4716428674598112e14,17
exp_negx2,101,0.01,mmax40,6,2.7478083406637293e17,17
exp_negx2,101,0.01,mmax40,7,5.500294819247274e20,17
exp_negx2,101,0.01,bic,0,0.00505302797354587,6
exp_negx2,101,0.01,bic,1,0.022562223393705148,6
exp_negx2,101,0.01,bic,2,0.061447300608680554,6
exp_negx2,101,0.01,bic,3,0.15222488155487454,6
exp_negx2,101,0.01,bic,4,0.31782498276170945,6
exp_negx2,101,0.01,bic,5,0.627473980214538,6
exp_negx2,101,0.01,bic,6,1.1767477926327483,6
exp_negx2,101,0.01,bic,7,2.1165302282188763,6
exp_negx2,101,0.01,bisect,0,0.007434365649645679,11
exp_negx2,101,0.01,bisect,1,0.10190421810432936,11
exp_negx2,101,0.01,bisect,2,6.808641630873538,11
exp_negx2,101,0.01,bisect,3,268.34840309375886,11
exp_negx2,101,0.01,bisect,4,11630.603929437435,11
exp_negx2,101,0.01,bisect,5,222426.428042382,11
exp_negx2,101,0.01,bisect,6,1.7087344450272575e7,11
exp_negx2,101,0.01,bisect,7,1.5199977167046673e9,11
exp_negx2,101,0.01,prune15,0,0.006775670353592058,15
exp_negx2,101,0.01,prune15,1,0.21994049536495644,15
exp_negx2,101,0.01,prune15,2,8.16144316710985,15
exp_negx2,101,0.01,prune15,3,727.0389745974479,15
exp_negx2,101,0.01,prune15,4,21965.664859752727,15
exp_negx2,101,0.01,prune15,5,3.850270102381012e6,15
exp_negx2,101,0.01,prune15,6,6.640665227884923e7,15
exp_negx2,101,0.01,prune15,7,2.7747928190506752e10,15
exp_negx2,101,0.01,prune20,0,0.00907959945090565,20
exp_negx2,101,0.01,prune20,1,0.3385378273436351,20
exp_negx2,101,0.01,prune20,2,17.516621517954537,20
exp_negx2,101,0.01,prune20,3,1471.349425477152,20
exp_negx2,101,0.01,prune20,4,145751.46901852768,20
exp_negx2,101,0.01,prune20,5,1.6737031457385648e7,20
exp_negx2,101,0.01,prune20,6,2.100462808281658e9,20
exp_negx2,101,0.01,prune20,7,2.838783837122141e11,20
exp_negx2,101,0.01,prune25,0,0.010157457749647499,25
exp_negx2,101,0.01,prune25,1,0.2901852152262829,25
exp_negx2,101,0.01,prune25,2,26.29421297889087,25
exp_negx2,101,0.01,prune25,3,3494.5565832953735,25
exp_negx2,101,0.01,prune25,4,538365.7975359901,25
exp_negx2,101,0.01,prune25,5,9.160503460282493e7,25
exp_negx2,101,0.01,prune25,6,1.7108647404226063e10,25
exp_negx2,101,0.01,prune25,7,3.4260775303692085e12,25
exp_negx2,501,0.0,baseline,0,7.859810501916632e-10,15
exp_negx2,501,0.0,baseline,1,5.747924136368479e-9,15
exp_negx2,501,0.0,baseline,2,4.5529557316121074e-7,15
exp_negx2,501,0.0,baseline,3,1.0857779145413906e-5,15
exp_negx2,501,0.0,baseline,4,0.00011736572079473831,15
exp_negx2,501,0.0,baseline,5,0.0007502358834738139,15
exp_negx2,501,0.0,baseline,6,0.014443213671266325,15
exp_negx2,501,0.0,baseline,7,53.465051255512535,15
exp_negx2,501,0.0,adapt_k0.01,0,4.43102334618534e-9,13
exp_negx2,501,0.0,adapt_k0.01,1,5.433153239376174e-8,13
exp_negx2,501,0.0,adapt_k0.01,2,2.8441221561253006e-6,13
exp_negx2,501,0.0,adapt_k0.01,3,4.618033838463013e-5,13
exp_negx2,501,0.0,adapt_k0.01,4,0.0003603246413365675,13
exp_negx2,501,0.0,adapt_k0.01,5,0.001703094429916203,13
exp_negx2,501,0.0,adapt_k0.01,6,0.006929245220702345,13
exp_negx2,501,0.0,adapt_k0.01,7,7.813413556758337,13
exp_negx2,501,0.0,adapt_k0.1,0,5.817419502288359e-7,9
exp_negx2,501,0.0,adapt_k0.1,1,9.501713500650353e-6,9
exp_negx2,501,0.0,adapt_k0.1,2,0.00021095306203924264,9
exp_negx2,501,0.0,adapt_k0.1,3,0.001659385264624385,9
exp_negx2,501,0.0,adapt_k0.1,4,0.006733482119757829,9
exp_negx2,501,0.0,adapt_k0.1,5,0.015469527086300845,9
exp_negx2,501,0.0,adapt_k0.1,6,0.020408800287395973,9
exp_negx2,501,0.0,adapt_k0.1,7,0.19054996616951012,9
exp_negx2,501,0.0,adapt_k1.0,0,5.817419502288359e-7,9
exp_negx2,501,0.0,adapt_k1.0,1,9.501713500650353e-6,9
exp_negx2,501,0.0,adapt_k1.0,2,0.00021095306203924264,9
exp_negx2,501,0.0,adapt_k1.0,3,0.001659385264624385,9
exp_negx2,501,0.0,adapt_k1.0,4,0.006733482119757829,9
exp_negx2,501,0.0,adapt_k1.0,5,0.015469527086300845,9
exp_negx2,501,0.0,adapt_k1.0,6,0.020408800287395973,9
exp_negx2,501,0.0,adapt_k1.0,7,0.19054996616951012,9
exp_negx2,501,0.0,adapt_k10,0,5.817419502288359e-7,9
exp_negx2,501,0.0,adapt_k10,1,9.501713500650353e-6,9
exp_negx2,501,0.0,adapt_k10,2,0.00021095306203924264,9
exp_negx2,501,0.0,adapt_k10,3,0.001659385264624385,9
exp_negx2,501,0.0,adapt_k10,4,0.006733482119757829,9
exp_negx2,501,0.0,adapt_k10,5,0.015469527086300845,9
exp_negx2,501,0.0,adapt_k10,6,0.020408800287395973,9
exp_negx2,501,0.0,adapt_k10,7,0.19054996616951012,9
exp_negx2,501,0.0,adapt_k100,0,3.173136288400216e-6,7
exp_negx2,501,0.0,adapt_k100,1,7.096066630159201e-5,7
exp_negx2,501,0.0,adapt_k100,2,0.0007389660094415446,7
exp_negx2,501,0.0,adapt_k100,3,0.0031152193202368867,7
exp_negx2,501,0.0,adapt_k100,4,0.006203661653678334,7
exp_negx2,501,0.0,adapt_k100,5,0.008338206183323543,7
exp_negx2,501,0.0,adapt_k100,6,0.026007966370166755,7
exp_negx2,501,0.0,adapt_k100,7,2.361986714807051,7
exp_negx2,501,0.0,mmax10,0,2.4401298506770088e-8,9
exp_negx2,501,0.0,mmax10,1,3.481187371809421e-7,9
exp_negx2,501,0.0,mmax10,2,4.871745855960763e-6,9
exp_negx2,501,0.0,mmax10,3,5.000477309519003e-5,9
exp_negx2,501,0.0,mmax10,4,0.0002809242883285661,9
exp_negx2,501,0.0,mmax10,5,0.0008321031463538959,9
exp_negx2,501,0.0,mmax10,6,0.004563402716729695,9
exp_negx2,501,0.0,mmax10,7,0.7958444361355531,9
exp_negx2,501,0.0,mmax15,0,7.616457275100916e-10,15
exp_negx2,501,0.0,mmax15,1,5.983439610629816e-9,15
