nu,g,Tr(t),post_polish_error,b,a,err,branch_size,Npop(t),In(t),polish_source_hc_idx,S(t),d
0.2333711926511834,0.7110511914152474,-11.326946179600771,1.7927476549373733,-1.4356182973084908,-9.551487998037675,1.7927476549373733,2.0,0.6149808829466006,3.7949918783795886,-1.0,0.24758095186420306,-0.09242826283397026
0.2419376786394673,0.7124148827114009,-11.36283769987483,1.9719197353449514,-1.5038919561229394,-9.430865334775344,1.9719197353449514,1.0,0.6149808829465995,3.80132972702973,-1.0,0.22758638083686694,-0.09071619929697508
0.20053231762598625,0.7009307250370181,-6.188029002175857,2.0501905511250635,-1.2317872695702694,-17.167628470167944,2.0501905511250635,2.0,0.6149808829466037,2.7283575634110058,-1.0,0.8918041678761656,-0.12306027958310103
0.19485940490069795,0.6729416441557791,-2.5785087429161724,2.077408078956146,-1.3173623965973553,-21.730111844772185,2.077408078956146,2.0,0.6149808829466037,1.895857238843974,-1.0,1.1145363390787812,-0.11799568783766211
0.1948594049006982,0.6729416441557771,0.7930592391069546,2.202818405581661,1.6576483182730728,0.2513160409604215,2.202818405581661,2.0,0.6149808829466012,0.4057889829869087,-1.0,0.39569772314003565,-0.027643431461024753
0.23326555541035124,0.7105196652417619,-0.8942220866504981,2.228660037026319,-1.306183566313618,-9.417688572584899,2.228660037026319,2.0,0.6149808829465905,1.3978458237869062,-1.0,0.21881283002922813,-0.09785138121904356
0.24741144412600274,0.701155181187304,-0.22881876852896782,2.3593419909174833,0.09321555057984679,3.1773877304960494,2.3593419909174833,2.0,0.6152794250569008,1.1879165147276067,-1.0,0.7258730533217107,7.45388177705697
0.25561405866419223,0.781506751513657,0.5311440327548709,2.419559736947461,0.8652481275915752,0.021949368701850207,2.419559736947461,2.0,0.6150237175893322,0.5340498663472033,-1.0,0.3017945114120559,1.0623086014516527
0.1879495392693873,0.638849671055058,-0.7443922167949067,2.425627438591137,-1.387266732464652,-27.590046838539234,2.425627438591137,2.0,0.6149808829466012,1.3851530026212833,-1.0,1.4106042634594849,-0.11429348378084246
0.24721376732034359,0.7001477004897565,0.6317793947586082,2.8039713312015375,0.35812358013051515,3.184573612729044,2.8039713312015375,2.0,0.615244620066145,0.6883463956209894,-1.0,0.6359271790202521,1.9214316043623272
0.20401688318435826,0.7181229139481033,-12.384122525045271,2.8382364392313484,-1.1519896801964344,-14.29652816164851,2.8382364392313484,2.0,0.6149808829466037,3.9517633031603623,-1.0,0.7662606197864528,-0.12841611435264616
0.17949234276900347,0.5971234594349509,0.2711673130776739,2.8935552890204006,-1.4412989531363192,-34.69232245635328,2.8935552890204006,2.0,0.6149808829466012,1.033150576260554,-1.0,1.7731306948913226,-0.11166181969961318
0.2268176551066259,0.7116555524188485,0.6312376423858341,3.130603440491226,1.279805725346187,0.23161880915439786,3.130603440491226,2.0,0.6149660916217431,0.5218012796553307,-1.0,0.24773242535446968,0.7041846708089515
0.1879495392693873,0.6388496710550579,0.9355901321218395,3.1772616890019605,2.4466654903028258,0.46202176159538366,3.1772616890019605,2.0,0.6149808829466012,0.38913554378046883,-1.0,0.2891394879754856,-0.02326360218359544
0.25117033805423705,0.7203127807053515,0.7493729765269338,3.2576148982815374,0.7597561279029102,3.1304449486949943,3.2576148982815374,2.0,0.6151941924723777,0.5449428568536677,-1.0,0.5225194917061333,0.8922895048591555
0.17049564858929298,0.5527354680707979,0.7773073997547927,3.329552513732106,-1.4744227250254713,-41.07900022600053,3.329552513732106,2.0,0.6149808829466012,0.8064833953198727,-1.0,2.099273877983669,-0.11013734427371646
0.2633060388528113,0.7821636603015044,0.5297708071546595,3.3700495342669416,1.0225109217212063,2.949092895989666,3.3700495342669416,2.0,0.6150237175893322,0.5359306447357692,-1.0,0.46526805692974366,0.6564681735950328
0.26437170751432215,0.7875949530769698,0.5232324034054897,3.392511558015427,1.05507252888994,2.933321525676575,3.392511558015427,2.0,0.6150794870705564,0.5342510338981481,-1.0,0.45793869281568567,0.6354234710261532
0.2582180369676141,0.7562321218424066,0.6293566706566766,3.448236408467684,1.0372289869724671,3.027123635103095,3.448236408467684,2.0,0.6151392212380233,0.5247334756053129,-1.0,0.46174044577447443,0.6467922018870157
0.25318186376105795,0.775968164528824,0.6704885462401705,3.6783156633345033,1.7229732818425918,-0.022737734892861457,3.6783156633345033,2.0,0.6149808829466037,0.5090612706337911,-1.0,0.16895579342743547,0.9651158079994747
0.23761019960843607,0.7381708795398083,0.7065781461689954,3.6799635537491153,1.539710328209379,0.09065130381036934,3.6799635537491153,2.0,0.6149808829466028,0.5109880710121806,-1.0,0.1757143916284778,1.0846209171948924
0.2434849630978137,0.7201917297614759,-0.9733773489862088,3.6842238986555884,-1.2027656160151452,-9.094849291017194,3.6842238986555884,1.0,0.6149808829466004,1.40365256921176,-1.0,0.21284225145916633,-0.10387511820360258
0.25268182542275336,0.7747544155426471,0.6707748588152076,3.7310145612794807,1.8068470041079252,-0.01909519833177593,3.7310145612794807,2.0,0.6149808829466035,0.5092197080013822,-1.0,0.1640191100407833,0.9185082707728334
0.2444348787584262,0.7547365041424515,0.6852462667193865,3.7520411891975947,1.7703237460005143,0.040957974251525496,3.7520411891975947,2.0,0.6149808829466031,0.5089887036651676,-1.0,0.16548096119467354,0.9382609380334083
0.2495942680109818,0.7672599508361869,0.6744681028499754,3.7612152166649717,1.8386632219453651,0.0033886850914746037,3.7612152166649717,2.0,0.6149808829466034,0.5089057394898233,-1.0,0.16237563454347534,0.9019408268831179
0.1597393342656584,0.4996658429651268,1.0599554018521777,3.767440880559307,-1.4944887999441552,-46.144803718525566,3.767440880559307,2.0,0.6149808829466012,0.6346141668665545,-1.0,2.355938368155102,-0.10924437926647373
0.24979969672967423,0.7133271625740106,0.6306757654320975,3.8810896976348124,1.373325748184075,3.161254528229542,3.8810896976348124,2.0,0.6149660916217431,0.5223138601464216,-1.0,0.3890698187041322,0.4822725278462575
0.17949234276900347,0.5971234594349509,1.0549904986015777,3.9290291833571622,3.674578337271674,0.673591320667557,3.9290291833571622,2.0,0.6149808829466012,0.37417229355191955,-1.0,0.2079473476689521,-0.02075933576081559
0.23298718954364686,0.7283856446807568,0.6993591084257499,3.968768183476722,1.561314147770712,0.11485916591469887,3.968768183476722,1.0,0.6149808829466007,0.5151598059902053,-1.0,0.14702737731415508,1.5008734553941405
0.23342183678246653,0.7294407509249635,0.7014083635632166,4.102774442003515,2.029252332775619,0.11169565692529583,4.102774442003515,1.0,0.6149808829466009,0.5091172153403025,-1.0,0.13358721087984432,1.146114419968463
0.14834133078135944,0.44343024463050273,1.1915858056006146,4.156572503112065,-1.5032334759317378,-48.67377154802061,4.156572503112065,2.0,0.6149808829466012,0.5158485061160123,-1.0,2.4807052607962405,-0.10886215243365807
0.2321718360561611,0.7264063739548736,0.7045311623123581,4.1887521622639206,2.3251147222387254,0.12079993288317217,4.1887521622639206,1.0,0.614980882946601,0.5074143634123351,-1.0,0.12545119111308872,0.9954948780845599
0.22912628992183137,0.7190133102094863,0.7078866854253056,4.24693278853546,2.497914219147901,0.142979793176763,4.24693278853546,1.0,0.6149808829466011,0.5070344053857,-1.0,0.12067235088408139,0.9240299364336833
0.22441681830640972,0.7075810670832245,0.7093923999482683,4.284254710226684,2.5710714631241665,0.1772768058750139,4.284254710226684,1.0,0.6149808829466012,0.5070017359787947,-1.0,0.11855999988974873,0.8966685303792882
0.16862373389038235,0.5525626165752895,1.1435272105887944,4.353832500721191,5.711881869376853,0.4928946991364677,4.353832500721191,2.0,0.6149808829466012,0.35700225566293364,-1.0,0.1410840540971346,-0.037687406324683016
0.17049564858929298,0.5527354680707979,1.137270353372919,4.434374142614557,5.3438862355442085,0.8641398939252737,4.434374142614557,2.0,0.6149808829466012,0.36371566140656825,-1.0,0.15298956096113078,-0.019405658548060787
0.13531067801085744,0.3791394628063579,1.2497588038843437,4.529262453851598,-1.5057753608491895,-49.32274634023625,4.529262453851598,2.0,0.6149808829466012,0.4246420733761119,-1.0,2.507821606833252,-0.10875181977741509
0.16993887976760708,0.5736851752315643,0.7529160988308102,4.801585475442561,5.72623229167686,0.6468268301962702,4.801585475442561,2.0,0.6149141534461645,0.5062659731170036,-1.0,0.08520890211175187,0.12357332138674638
0.120589427679864,0.3065075916424653,1.2643835205182472,4.874483144264538,-1.5047593222591558,-48.76502377061596,4.874483144264538,2.0,0.6149808829466012,0.3546824915916343,-1.0,2.4731830191544,-0.10879588033254609
0.22306111134193568,0.5770511408725876,0.7526644078717941,5.033731556005563,4.2556329590732505,3.6183970957465674,5.033731556005563,2.0,0.6149141534461645,0.5063744703009201,-1.0,0.16583424662055127,0.13824650287682194
0.25821803696761403,0.7562321218424065,-1.1929853206144048,5.1233531478849015,-15.914953248702101,-6.726846592871152,5.1233531478849015,2.0,0.6151392212380233,1.4270251415974335,-1.0,0.000754489922711893,-0.005042625274313765
0.2582180369676141,0.7562321218424066,-1.1929853449889876,5.248288025450592,-28.0220564330166,-6.665995480546473,5.248288025450592,2.0,0.6151392212380233,1.427025156055767,-1.0,0.00025914804653032723,-0.027113254478290244
0.25117033805423705,0.7203127807053514,-2.536615776719338,5.327311795760079,-15.788021558954238,-6.671665394329137,5.327311795760079,2.0,0.6151941924723777,1.8751986201578172,-1.0,0.0017755154511162473,-0.0050222913823681275
0.12336967192776896,0.0689632011388358,0.8898041832356399,5.331942852833101,-0.3075270044542633,5.067719338630294,5.331942852833101,2.0,0.6148176553765239,0.4939743787837646,-1.0,4.652862778168543,-2.292310027716613
-0.04223376892297991,0.05901972763385901,0.8898041832356398,5.343741391046228,-0.152410716694296,-29.711440699464834,5.343741391046228,2.0,0.6148176553765239,0.4939743787837646,-1.0,27.888424468458894,-0.7728781711037496
-0.04223376892297991,0.059019727633859,0.8898041832356397,5.347065080956453,-0.49702285394186907,2.189035690797733,5.347065080956453,2.0,0.6148176553765239,0.49397437878376455,-1.0,3.357512038437192,-1.967697915412969
-1.1498146276619556,0.6434873126073587,0.7093923999482683,5.367993235832782,-27.652344596541337,5.003850567838837,5.367993235832782,1.0,0.6149808829466012,0.5070017359787947,-1.0,-0.04300071296436596,-0.5353442254566226
0.22306111134193568,0.5770511408725877,0.7081513013855673,5.449012671471086,-12.670108474546664,-7.847626738763264,5.449012671471086,2.0,0.6149141534461645,0.6342046031971473,-1.0,0.015682803495316835,-0.004474445128360293
0.25117033805423705,0.7203127807053515,-2.5366158916748076,5.453089604034662,-28.07755567330172,-6.5279879510214665,5.453089604034662,2.0,0.6151941924723777,1.875198677587862,-1.0,0.0006003092880150428,-0.02709356672044236
0.22306111134193568,0.5770511408725876,0.7081512884245749,5.478286067387615,-27.262225264201085,-6.566188896334449,5.478286067387615,2.0,0.6149141534461645,0.6342046413382835,-1.0,0.003534291037908151,-0.027390432220545064
0.24721376732034356,0.7001477004897565,-5.379480760414253,5.484711743213402,-16.59569334143482,-6.289726714820241,5.484711743213402,2.0,0.615244620066145,2.613387128723935,-1.0,0.0012915062118544608,-0.005149379061599914
0.18130187562494532,0.36422078989175277,0.8449820762523345,5.613929207706867,-20.32413036667865,-14.054291977976405,5.613929207706867,2.0,0.6148642599990021,0.5552702370049212,-1.0,0.03497275122330717,-0.030820064422313737
0.24721376732034359,0.7001477004897565,-5.379480930717705,5.659211213899525,-28.61632388064097,-6.184988998161555,5.659211213899525,2.0,0.615244620066145,2.6133871998687916,-1.0,0.00046618026645418024,-0.02690621050659205
0.12336967192776899,0.0689632011388358,0.8898041832356399,5.695977137893177,-15.974161492703194,-36.314204375273874,5.695977137893177,2.0,0.6148176553765239,0.4939743787837646,-1.0,0.15503692181126838,-0.03439248972821937
0.07549907760524022,0.7681665839389918,0.6704888610714874,5.743734648576721,-36.387243670457444,3.8958616364551624,5.743734648576721,2.0,0.6149808829466004,0.5090612747199575,-1.0,-0.029614923995274697,-0.569441211294984
0.24741144412600277,0.7011551811873042,-10.923781174509728,5.792116923329947,-17.460794250977713,-5.979944838523841,5.792116923329947,2.0,0.6152794250569008,3.758298478206584,-1.0,0.0009661658171670378,-0.005279742646579814
0.6183586226218001,0.7600427566799642,-2.9842789835656642,5.872284567769709,-11.193145363646213,-10.033243903291625,5.872284567769709,1.0,0.6149808829466001,1.9185055513422926,-1.0,0.06832409535288426,-0.43365052638976154
0.24741144412600274,0.7011551811873041,-10.923781432424542,6.060328895432047,-29.203145443429943,-5.9016508040016165,6.060328895432047,2.0,0.6152794250569008,3.7582985687814063,-1.0,0.00037211630569265725,-0.026709609759061018
0.1454833925036381,0.4293297164746318,0.6704885462401705,6.268520548263429,0.2617362117321503,-1.6861876774030684,6.268520548263429,1.0,0.6149808829466037,0.5090612706337911,-1.0,0.7430844382265734,0.25256083272219165
0.36731676769613053,0.7320440445844234,-39.042678842502625,6.736274375028141,-0.004076821317856057,-883.2074179424183,6.736274375028141,2.0,0.6149808829466037,4.683463809528251,-1.0,17497.882071174885,-0.000536784317850635
0.1454833925036381,0.42932971647463186,-98.64957611849795,9.550116117071795,-2.4352299114318643,0.7155281731716786,9.550116117071795,2.0,0.6149808829466037,31.196155338457245,-1.0,0.007759604408117745,0.030357858572020984
1.6562427417883576,0.8635486598391818,-0.49223528285338186,9.756495063059177,-24.439372735688252,-30.93029552826315,9.756495063059177,2.0,0.6149808829466025,1.1480830500682992,-1.0,0.21669743841254882,-0.5320330454472212
0.36876663553510175,0.7292151749613983,-6.010680954475675,9.890275661834256,-8.416923406726834,-8.292638944252719,9.890275661834256,1.0,0.6149808829465998,2.6691849431536934,-1.0,0.048502067375500085,-0.3724166423950891
0.4411082408942308,0.7296743498187478,-2.6473632795920747,10.729649626832854,-12.423208898196535,-9.553395693699473,10.729649626832854,2.0,0.6149808829465915,1.8831652368833425,-1.0,0.05756330922447283,-0.445378046691182
0.23575512108212038,0.7230389314245115,-0.0969046902334375,14.531371051199855,-0.7383510675027385,-8.961513785481344,14.531371051199855,2.0,0.6149808829466025,1.088923449324678,-1.0,0.3390339480742526,-0.14290109621523975
0.7625880500030877,0.7765523216577275,-1.276429366409503,22.767164138230388,-15.84595869798254,-13.522116498897079,22.767164138230388,1.0,0.6149808829466004,1.4435024197668265,-1.0,0.09540004250125364,-0.4802001216524698
0.21727630074191073,0.7052244051621962,-311.5037862760484,22.9680766475974,-0.49444817550409415,-4.26882948598116,22.9680766475974,1.0,0.6149808829465944,40.43992321943362,-1.0,0.7132754351153933,-0.011869622595969838
