i,err,source_type,primary_method,interpolator,rescue,sp_idx,cand_idx,agg_strategy,mp_combo,In(t),Npop(t),S(t),Tr(t),a,b,d,g,nu
80,3.659199263539426,"single_point","algebraic","s2_aaa_mle","none",25,596,"none",-1,0.7276356472063101,0.2080000002433793,0.6214751830798535,0.05115547323453344,-1.0918181341801998,0.7884249404891044,0.41871000134875525,0.7749857491726136,0.6194989237421761
81,1.0e15,"multipoint","algebraic","s3_adapt_rq","none",1,277,"none",1,0.6739993429130323,0.20800000008982886,-0.29751884387095134,0.10900053952678382,0.36095388265317824,-1.8269761781210452,-0.040915517251153874,0.774992113567483,0.6200002249794742
82,1.0e15,"multipoint","algebraic","s3_adapt_rq","none",1,276,"none",1,0.6739993429130323,0.20800000008982886,-0.27313068693731496,0.10900053952678382,-0.5675686073469466,-1.8966803333719204,-0.03976658604638058,0.774992113567483,0.6200002249794742
83,0.1916098067180848,"single_point","algebraic","chebyshev_bic","none",101,318,"none",-1,0.9195369861279402,0.2080000000982995,0.6899114047936707,-0.4199471977336244,0.28829795571293676,0.6406293081160254,0.7423239127264847,0.7743245233267319,0.6133690181506483
84,1.0e15,"multipoint","algebraic","s3_adapt_rq","none",16,282,"none",3,1.5215263366434257,0.20800000008982886,-3.1072456680214016,-0.3263385977413349,0.4680648652541347,-0.1965254543508096,-0.2955875043748504,0.7749987858384247,0.6200005694941652
85,0.012924172702239603,"single_point","algebraic","s3_adapt_rq","none",223,253,"none",-1,0.561498654483801,0.20800000008982886,0.7274535713527108,0.6934005406609404,0.47300184913068216,0.7407660069191602,0.37240521210891886,0.775000692507353,0.6200009778044213
86,2.0123201507214064,"single_point","algebraic","agp_robust_rq","none",8,81,"none",-1,0.6740029125771918,0.20800000008982886,0.9166286437016461,0.10899953292103362,3.214545130539077,0.6622611238267648,0.33425743045211403,0.7749871129415519,0.618945665101903
87,1.1069473850361779e9,"synthesized_aggregate","algebraic","","none",-1,-1,"trim25_mean",-1,0.673999198672837,0.20800000008982886,1.9472173101824477,0.10900146068372578,-2.3646952448127574,0.2374248500836927,0.17414813418357286,0.7749998747758166,0.6200016224709056
88,0.016294819170199388,"single_point","algebraic","agp_robust","none",152,27,"none",-1,0.5182559696578154,0.20800000008982886,0.7288968173039343,0.8585210370009234,0.473997491922475,0.7528880561449246,0.3541755920557647,0.7749814669890142,0.6199307404360659
89,1.2081160872781418e10,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.673999198672837,0.20800000008982886,5.8764976638727955,0.10900146068372578,0.4724859460762735,0.09279793421387073,-0.0042953206598883185,0.7750012693844197,0.6200004526048993
90,1.2233154840769575e10,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.673999198672837,0.20800000008982886,5.878121301115303,0.10900146068372578,0.46988052655487933,0.09235246253106917,0.06392743500424268,0.7750002717699268,0.6200005694941653
91,1.2670281252818098e10,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.673999198672837,0.20800000008982886,5.9287625800715835,0.10900146068372579,0.47296867676867776,0.09025163798486369,0.29200961490179606,0.7749967855812199,0.619998420894419
92,2.334128809680871e10,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.673999198672837,0.20800000008982886,7.907831671216967,0.10900146068372579,0.47300230343364746,0.06897871233822929,-0.008013699185488514,0.7749991088134854,0.6199997728221477
93,0.025015818208033336,"single_point","algebraic","aaad","none",185,550,"none",-1,0.9094329295037745,0.2080000007031681,0.7194043117520603,-1.0349847312599187,0.47294596538896666,0.7182911711450015,0.39302361178135625,0.7750000627375799,0.6200001525273106
94,2.6937658574561028e10,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.673999198672837,0.20800000008982886,8.33475058431564,0.10900146068372579,0.47295730893473387,0.0641954740642161,0.29281205359589074,0.7750004530299676,0.620000710496567
95,0.025296676591043923,"single_point","algebraic","agp_robust_rq","none",185,108,"none",-1,0.45208073961863926,0.20800000008982886,0.7298776719832775,1.2556962542394885,0.4730552696109049,0.7504851167440321,0.3629101396455677,0.774999096985551,0.6199978576750916
96,0.02698514857020996,"single_point","algebraic","s3_adapt_se","none",223,183,"none",-1,0.4441536178613942,0.20800000008982886,0.7298843866056599,1.3252385315634159,0.47299512650460446,0.7474258360820039,0.367348069341058,0.7750028181208498,0.6200043216613004
97,1.0e15,"multipoint","algebraic","s3_adapt_rq","none",36,293,"none",5,0.21085817496740134,0.20800000008982886,5.598313711523645,1.3443562721666955,0.47295809600467836,0.15887220042173175,-0.9781626813709332,0.775000615590752,0.6200006639712274
98,5.311812530529937,"multipoint","algebraic","s2_aaa_mle","none",1,633,"none",1,0.6739999739169973,0.2080000002058161,0.045733110352929394,0.10899998476930328,0.47312736735265926,10.26766059247885,2.488762290089053,0.7749893444312733,0.6200137962313448
99,2.8359301072136223,"single_point","algebraic","s3_adapt_rq","none",8,227,"none",-1,0.6740024981348474,0.20800000008982886,1.216212226501884,0.10899858208852678,6.931488251320506,0.5827094098326397,0.28812910757104593,0.7749926347156719,0.6192689664509646
100,1.0e15,"multipoint","algebraic","s3_adapt_rq","none",25,286,"none",4,2.4634490114542444,0.20800000008982886,-8.964429648623693,-1.4205594482633597,0.46838708268867,-0.08111168191986147,-0.7005643696721486,0.774999812913349,0.6200006225259445
101,1.0e15,"single_point","algebraic","chebyshev_bic","none",63,315,"none",-1,0.4041992139164313,0.20800000010922376,0.8861424631350839,1.6611893487660738,1.3704641987207524,0.797236156881721,-0.20759804458242453,0.7760470511650058,0.6344658228898918
102,1.0e15,"multipoint","algebraic","s2_aaa_mle","none",25,651,"none",4,2.4636689063760766,0.2080000002433793,0.11788147654991246,-1.4207238761362244,0.47308990405490264,-5.039924466055475,-5.083397948626004,0.7750018322574999,0.6200144410257284
103,26.135251809267707,"single_point","algebraic","chebyshev_aicc","none",48,393,"none",-1,1.7013332009342355,0.20800000011509617,0.4511166259064824,-1.5344099956629378,-2.9483095369855317,0.6551356927932028,1.9191800054149826,0.7695451293584553,0.5020683749707336
104,2.527205345494435e8,"synthesized_aggregate","algebraic","","none",-1,-1,"trim25_mean",-1,0.673999198672837,0.20800000008982886,-0.1356596645696358,0.10900146068372579,-6.72214388595444,-2.5751233412133145,-0.0473662640051672,0.7750048920180532,0.6204565691410432
105,36874.9584422201,"single_point","algebraic","aaad_gpr","algebraic_resolve_t0",223,487,"none",-1,0.673999198672837,0.20800000008982886,3.740101309236459,0.10900146068372579,-7.102972301223485,0.08821702411593765,0.3704275288428888,0.7750000014472179,0.6199998145428227
106,3.837959312330814e10,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.673999198672837,0.20800000008982886,12.36857537809563,0.10900146068372578,0.47290704166425235,0.04332508357480041,0.268782248660997,0.7750021597905637,0.6200051304903514
107,5.052571472317358,"multipoint","algebraic","s2_aaa_mle","none",8,637,"none",2,0.6917541943687489,0.20800000021409715,0.07757651976115824,0.10615156621484075,0.46762875124905634,3.9613979124208862,6.457576148723006,0.7768222164906526,0.6201084344484682
108,55388.77624652255,"single_point","algebraic","agp_robust_rq","algebraic_resolve_t0",223,110,"none",-1,0.673999198672837,0.20800000008982886,3.651993332275613,0.10900146068372578,-7.382365827817749,0.08830458475950873,0.36970470029812247,0.7750004530299676,0.620000710496567
109,61984.801550670716,"single_point","algebraic","s3_adapt_rq","algebraic_resolve_t0",223,252,"none",-1,0.673999198672837,0.20800000008982886,3.627554160824137,0.10900146068372578,-7.459180158534697,0.0883349674664822,0.3694435024885506,0.775000692507353,0.6200009778044214
110,62739.69544068242,"single_point","algebraic","s3_adapt_se","algebraic_resolve_t0",223,182,"none",-1,0.673999198672837,0.20800000008982886,3.6249271750987195,0.10900146068372578,-7.4674376522732,0.08833829316855209,0.3694163242088787,0.7750028181208498,0.6200043216613004
111,87973.66998784294,"single_point","algebraic","agp_robust","algebraic_resolve_t0",223,32,"none",-1,0.673999198672837,0.20800000008982886,3.5510696509531985,0.10900146068372578,-7.69714975482452,0.08845230859819683,0.3684054309460028,0.7750089698063882,0.6200140818050983
112,7.934131896172655e9,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.673999198672837,0.20800000008982886,4.605625051968089,0.10900146068372579,-8.001115778991426,0.06813396838598831,-0.026334041304618076,0.7749857491726136,0.6199671857277657
