i,err,source_type,primary_method,interpolator,rescue,sp_idx,cand_idx,agg_strategy,mp_combo,In(t),Npop(t),S(t),Tr(t),a,b,d,g,nu
113,36984.97838577698,"single_point","algebraic","s2_aaa_mle","none",36,599,"none",-1,1.9680168273877159,0.20800000022487816,0.236595978870762,-1.5896749604440814,-8.001115778991426,0.9472225044637539,2.0438426868633246,0.7749699737854991,0.6192248606372212
114,59605.28942464978,"multipoint","algebraic","aaad","none",36,586,"none",5,1.2606479959737777,0.2079999990475398,0.2991056506385387,-1.1130797250738007,-8.262901470140012,1.4481462138771846,0.03222719965304433,0.7750015451225375,0.620002526114491
115,2.5271076269179904e8,"synthesized_aggregate","algebraic","","none",-1,-1,"trim25_mean",-1,0.673999198672837,0.20800000008982886,-0.029733327793499315,0.10900146068372578,-5.076031070968243,-13.294391705705431,-0.07694688633651758,0.7749737680911657,0.6199827670940193
116,1.0e15,"multipoint","algebraic","s2_aaa_mle","none",25,648,"none",4,2.4636835452307486,0.2080000002433793,-0.13587296868398346,-1.4207342918138939,0.4730899041555321,-13.554120363842689,-1.892911391897527,0.7750018322574999,0.6200144410257284
117,1.0e15,"multipoint","algebraic","s2_aaa_mle","none",16,642,"none",3,1.521765565768437,0.20800000022613208,-0.09211500210935095,-0.3264130227220997,0.4731561050781589,-13.635701986124916,-1.8816120761538373,0.7749797652836123,0.620013301623196
118,3.267711679815528e10,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.673999198672837,0.20800000008982886,15.135132112318358,0.10900146068372579,0.4692583786797932,0.03603437366220701,-0.008452192839430906,0.7749991088134854,0.6199997728221477
119,189426.8427877528,"multipoint","algebraic","aaad","none",25,582,"none",4,1.1485810450100724,0.20800000015282485,0.2918981294706468,-0.40052709723609176,-8.984692321040761,1.1806989219066086,0.041740889561786544,0.7750073014380451,0.6200028233352919
120,1.0e15,"multipoint","algebraic","s2_aaa_mle","none",8,640,"none",2,0.9833517483774262,0.20800000021409715,-0.06024103582971771,0.037299312191642404,0.4676287514642032,-14.241954013890838,-1.801699566402579,0.7768222164906526,0.6201084344484682
121,1.0e15,"multipoint","algebraic","s2_aaa_mle","none",1,636,"none",1,0.6739999739169973,0.2080000002058161,-0.0403539080918927,0.10899998476930328,0.4731273676533082,-15.169876004349156,-1.6917563335207018,0.7749893444312733,0.6200137962313448
122,2.5665168730908157e6,"multipoint","algebraic","aaad","none",16,578,"none",3,1.0133821544446056,0.20800000031586507,0.3614273323259183,-0.08280871580226244,-10.459739245599879,0.7496103589833135,0.07114056600054655,0.7750009988838146,0.6200024979100761
123,2.5684916731627983e8,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.673999198672837,0.20800000008982886,-0.0335271956112452,0.10900146068372578,0.44719016793632005,-16.2798815182461,-0.03905096160352402,0.7744765993033764,0.6195111948671829
124,4.384167231479549e6,"multipoint","algebraic","s2_aaa_mle","none",36,658,"none",5,1.4762508961720544,0.20800000022487816,0.21145646870752086,-1.5509412319277784,-10.71768639005756,1.9965522459603227,0.02058953724520224,0.7749994156366005,0.6200143162463189
125,4.405100780983516e6,"multipoint","algebraic","aaad","none",36,585,"none",5,1.4637072782792706,0.2079999990475398,0.21231260154098378,-1.5420342535351848,-10.720494185275479,2.007748137328338,0.000912417874837919,0.7750015451225375,0.620002526114491
126,2.5271098029338902e8,"synthesized_aggregate","algebraic","","none",-1,-1,"mean",-1,0.673999198672837,0.20800000008982886,-17.16440961234582,0.10900146068372578,-4.913570082591179,-0.02295414868902195,0.14803219981582963,0.7749997495279187,0.620000891056059
127,2.718420722850004e7,"multipoint","algebraic","s2_aaa_mle","none",25,652,"none",4,1.3633127118729085,0.2080000002433793,0.17146756549591632,-0.6026038310565215,-11.83096499274199,1.6289328346841014,0.027603165764192604,0.7750018322574999,0.6200144410257284
128,6.0760595900372e7,"multipoint","algebraic","s2_aaa_mle","none",36,655,"none",5,1.5578942883089621,0.20800000022487816,0.1736566451919362,-1.7915983813207472,-12.164438286222232,2.580759332674254,0.001386449072452221,0.7749994156366004,0.6200143162463189
129,7.196726727298972e7,"multipoint","algebraic","aaad","none",25,581,"none",4,1.4036625960780627,0.20800000015282485,0.15342525983233843,-0.6413722543276447,-12.371528479296723,1.7567385060981984,0.0007492169444828898,0.7750073014380451,0.6200028233352919
130,5.85966997653921,"single_point","algebraic","agp_robust","none",1,2,"none",-1,0.673999198672837,0.20800000008982886,-0.03010063555576324,0.10900146068372578,-0.8936430450540159,-19.507127555604335,-2.089544294988632,0.7752562941228208,0.6616673206916726
131,5.831458314286405,"single_point","algebraic","aaad_gpr","none",1,456,"none",-1,0.6740000131893517,0.20800000008982886,-0.02977241314077376,0.10900176872219162,-1.0548399795695202,-19.549908999211027,-2.090940116402125,0.7746478838514733,0.5690906546246745
132,1.629291350046093e8,"synthesized_aggregate","algebraic","","none",-1,-1,"trim25_mean",-1,2.9717084141558483,0.2080000000956684,0.4835319285187858,-2.932709731596995,-11.894144099268868,-2.6366256766368434,-0.35117648802483814,0.77501946163458,0.6210097344634646
133,3.595699862751575e8,"single_point","algebraic","aaad","algebraic_resolve_t0",223,552,"none",-1,0.673999198672837,0.20800000008982886,1.9210556678417605,0.10900146068372579,-13.033548696821871,0.0892859746655348,0.36168375462269065,0.7750012693844197,0.6200022387873462
134,4.408182466218136,"single_point","algebraic","s3_adapt_se","none",1,153,"none",-1,0.6739984687184488,0.20800000008982886,-0.024204266874687026,0.10899644917086385,-4.005405922347862,-20.23907286502592,-2.120402842520097,0.7755321825051648,0.6917201119405633
135,12.29995315307961,"single_point","algebraic","agp_robust_rq","none",1,77,"none",-1,0.6739996420074832,0.20800000008982886,-0.022935220206778836,0.10899968097910459,-4.681637904334704,-20.431918980509987,-2.127646548231132,0.775080243402947,0.6320017475141312
136,253.8898150970328,"single_point","algebraic","s3_adapt_rq","none",1,223,"none",-1,0.6739993429130323,0.20800000008982886,-0.019931484904585742,0.1090005395267838,-6.293648869499794,-20.979406138910104,-2.14991303449746,0.7750053202180974,0.6224501047346294
137,1.2233811749008753e9,"multipoint","algebraic","s2_aaa_mle","none",25,649,"none",4,1.5379723907397918,0.2080000002433793,0.10416057657861981,-0.7628493889207413,-13.924755657513748,2.28057584269574,0.0011079783302202306,0.7750018322574999,0.6200144410257284
138,1.1128965268051534e9,"multipoint","algebraic","s2_aaa_mle","none",16,646,"none",3,1.1628263013408457,0.20800000022613208,0.16272140103492533,-0.15914761525441978,-13.943595628346284,1.0996668477983214,0.04560544379009509,0.7749797652836123,0.620013301623196
139,1.0e15,"multipoint","algebraic","agp_robust_rq","none",1,133,"none",1,0.6739996420074832,0.20800000008982886,-0.02478306056279616,0.1089996809791046,-14.143165558274001,-5.857689551966216,-0.0010585753794439717,0.7750155483091126,0.6200004820904714
140,3.0125423532080526e9,"multipoint","algebraic","aaad","none",1,570,"none",1,0.6739999901127761,0.2080000004189964,2.3101945672064432,0.10899973836448099,-14.182654767122937,0.05851112096159734,1.0165177818924818,0.7750002867871588,0.6200024611417756
141,1.0e15,"multipoint","algebraic","s3_adapt_se","none",1,201,"none",1,0.6739984687184488,0.20800000008982886,-0.022232479227129842,0.10899644917086385,-14.432362081490655,-6.175156966471133,-0.0010923511765227492,0.7751455661226709,0.6199988260368794
142,7.2189405719974e9,"single_point","algebraic","chebyshev_bic","none",25,307,"none",-1,1.7943065952356427,0.2080000001259936,0.05890927979850762,-0.9137728949644497,-14.88413291360184,2.5116091111877314,1.4373139861428361,0.7733290008761781,0.5153967998746836
143,1.7143402284039974e10,"multipoint","algebraic","aaad","none",25,579,"none",4,2.3905390941391205,0.20800000015282485,-7.728439648000313,-1.36845948767534,-14.917265313612775,-0.03750017187024135,-1.60814143159683,0.7750073014380451,0.6200028233352919
144,1.0e15,"multipoint","algebraic","aaad","none",16,575,"none",3,1.4932426949004776,0.20800000031586507,-1.9642204875006561,-0.3135079373647738,-15.285207067763936,-0.08216590381353997,-0.7386134519709883,0.7750009988838147,0.6200024979100761
145,1.0e15,"multipoint","algebraic","agp_robust_rq","none",1,132,"none",1,0.6739996420074832,0.20800000008982886,-0.01468407547946632,0.1089996809791046,-15.340889601042436,-7.660873644343822,-0.015271304970216705,0.7750155483091123,0.6200004820904714
146,1.840588130201718e10,"multipoint","algebraic","aaad","none",16,577,"none",3,1.2356010160410777,0.20800000031586507,0.0976794464444386,-0.19531421130903723,-15.499498112864602,1.4193065903542255,0.0005611246809757358,0.7750009988838146,0.6200024979100761
147,1.0e15,"multipoint","algebraic","s3_adapt_se","none",1,202,"none",1,0.6739984687184488,0.20800000008982886,-0.013375808676571765,0.10899644917086383,-15.536873854973688,-8.01101766198102,-0.014893773087114679,0.775145566122671,0.6199988260368794
148,1.0e15,"multipoint","algebraic","aaad_gpr","none",1,510,"none",1,0.6740000131893517,0.20800000008982886,-0.012211122936848078,0.10900176872219162,-15.710643578313677,-8.373017198943986,-0.0012871547826152736,0.7749223204560948,0.6199990785804037
149,1.6098196319641128e8,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,3.027378825644597,0.20800000008982886,0.09940916021686114,-2.9496149764393955,-15.890563358592782,-0.13970353407099909,-0.2932927518290771,0.775029831717384,0.620761004861439
150,1.0e15,"multipoint","algebraic","s3_adapt_rq","none",8,280,"none",2,0.9746942835520427,0.20800000008982886,-0.05788921805109463,0.04013957830904755,-15.940787993800193,-1.9045731871241012,-0.0396417034747639,0.7750044449788169,0.6200008616970779
151,1.979232495615894e8,"synthesized_aggregate","algebraic","","none",-1,-1,"trim25_mean",-1,2.014619039407647,0.20800000010835917,0.13455584690306613,-1.05590539015917,-16.161220976682262,-8.801929354111518,-0.732837872863306,0.7749585878182147,0.6186125596327359
152,6.121510571489348e10,"single_point","algebraic","chebyshev_bic","algebraic_resolve_t0",223,329,"none",-1,0.673999198672837,0.20800000008982886,1.0629795041098784,0.10900146068372578,-16.171855459338,0.08189936072638482,0.4385030004785918,0.7735504266585161,0.6172759033022144
153,2.5725872101580632e8,"synthesized_aggregate","algebraic","","none",-1,-1,"trim25_mean",-1,0.9395064121777283,0.20800000010039638,0.02048282278046846,0.0442527464233967,-15.185439313460007,-25.186370308238654,4.321939338165813,0.7897846217860091,1.3960754979970693
154,1.0e15,"multipoint","algebraic","aaad_gpr","none",1,509,"none",1,0.6740000131893517,0.20800000008982886,-0.007500408065640481,0.10900176872219164,-16.508919489970086,-10.726661578948828,-0.012769850119610755,0.7749223204560948,0.6199990785804037
155,1.2198468073023605e11,"single_point","algebraic","s2_aaa_mle","algebraic_resolve_t0",320,624,"none",-1,0.673999198672837,0.20800000008982886,1.1173169278924682,0.10900146068372578,-16.56592015812899,0.06813396838598831,0.5446956312045147,0.7743753799900109,0.6195051069023995
156,2.5271097512427455e8,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.673999198672837,0.20800000008982886,-0.1209823906942753,0.10900146068372578,-16.58555939534247,-0.647583043336625,-0.00447086168687268,0.7750004765766533,0.6200008616970779
157,1.540122910258791e11,"multipoint","algebraic","s2_aaa_mle","none",16,645,"none",3,1.293920662758611,0.20800000022613208,0.05588333269274601,-0.22354934056061973,-16.66219930071486,1.928387405611487,0.000849264061297446,0.7749797652836123,0.620013301623196
158,2.0815051018228082e11,"single_point","algebraic","s3_adapt_se","none",1,150,"none",-1,0.6739984687184488,0.20800000008982886,0.02230746063289663,0.10899644917086383,-17.188464405547826,2.3045881526438974,3.1488240561918928,0.7755321825051649,0.6917201119405665
159,1.1507125624223194e8,"single_point","algebraic","s2_aaa_mle","none",1,590,"none",-1,0.6739999739169973,0.2080000002058161,-0.007381249745831247,0.10899998476930328,-13.311398397014738,-26.88379939544139,-2.3781677313332246,0.7749768422487611,0.6176945837915632
160,1.0e15,"single_point","algebraic","s3_adapt_se","none",25,163,"none",-1,2.3900700311232588,0.20800000008982886,-0.012968721510629996,-1.3678314781345586,-17.587708256289336,-22.30475705089394,-2.2810600897991553,0.7749279608657234,0.6176714076031771
161,1.0e15,"single_point","algebraic","agp_robust","none",25,12,"none",-1,2.3900477858933216,0.20800000008982886,-0.012953177710425989,-1.3676479562567905,-17.589058802071882,-22.324337308320235,-2.2813038301834623,0.7748799765315163,0.6159477992403295
162,1.0e15,"single_point","algebraic","s3_adapt_rq","none",25,233,"none",-1,2.39009139895567,0.20800000008982886,-0.01295289580777205,-1.3680113113015664,-17.58963041496182,-22.323489251815005,-2.281356013576086,0.7749736148303862,0.619160885076497
163,1.0e15,"single_point","algebraic","aaad_gpr","none",25,467,"none",-1,2.3900980801386433,0.20800000008982886,-0.012946478269857719,-1.3680640900455654,-17.59076720538555,-22.327816553716865,-2.281518338258496,0.7749873306410692,0.6196525936917512
164,1.0e15,"single_point","algebraic","agp_robust_rq","none",25,91,"none",-1,2.390091884711189,0.20800000008982886,-0.012940711171077977,-1.368016044772314,-17.590987028680807,-22.337645031009835,-2.281572699162108,0.7749744778231454,0.6191311490648752
165,1.0e15,"single_point","algebraic","aaad","none",25,532,"none",-1,2.3899136425933887,0.20800000015282485,-0.012836361988134995,-1.3664789270289537,-17.60383147851116,-22.43079051028689,-2.283602041254944,0.7745859720235571,0.6064977944701503
166,4.4898110906978064e11,"single_point","algebraic","agp_robust_rq","none",1,79,"none",-1,0.6739996420074832,0.20800000008982886,0.016727044015569112,0.10899968097910459,-17.60910579421866,2.3924514138963517,3.9752570976286106,0.775080243402947,0.6320017475141312
167,1.0e15,"single_point","algebraic","s2_aaa_mle","none",25,595,"none",-1,2.390097342948454,0.2080000002433793,-0.012776717283942767,-1.3680601661618663,-17.61100832462553,-22.504906522435473,-2.2845956345932135,0.7749857491726136,0.6194989237421761
168,2.4936509093154502e8,"synthesized_aggregate","algebraic","","none",-1,-1,"trim25_mean",-1,0.9590351212086095,0.20800000010291247,0.1070822910470223,0.041476167461317104,-17.7267515599426,-5.809582734553977,0.5944468712205014,0.7827444478425412,0.9745115339761083
169,1.0e15,"single_point","algebraic","chebyshev_bic","none",25,309,"none",-1,2.3913203031776957,0.2080000001259936,-0.012804696458446438,-1.3658485014385076,-18.1029790581384,-19.6480138486402,-2.385438958323856,0.7733290008761781,0.5153967998746836
170,2.5271096599570373e8,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.6739993429130323,0.20800000008982886,-0.00039647166002917955,0.10900053952678382,-18.127830901879992,-0.7245810217787839,-0.0023042392430342386,0.7750002867871588,0.6200004820904715
171,1.1596102375973735e12,"single_point","algebraic","s3_adapt_rq","none",1,221,"none",-1,0.6739993429130323,0.20800000008982886,0.010936939261786615,0.10900053952678382,-18.127830901879992,2.3924156379760584,5.877068178314193,0.7750053202180974,0.6224501047346297
172,1.0e15,"multipoint","algebraic","agp_robust_rq","none",8,137,"none",2,0.9746940187617319,0.20800000008982886,-0.009402182722532605,0.040139872240089566,-18.38274006254757,-4.52919999525949,-0.0008995497320782616,0.7750041245306988,0.6199998922360428
173,1.0e15,"multipoint","algebraic","s3_adapt_se","none",8,205,"none",2,0.9746934922648817,0.20800000008982886,-0.008230330995478069,0.04014047466716991,-18.481807553840458,-4.844063077690807,-0.0009393595406536358,0.7749997910894101,0.6199912990575858
174,1.0e15,"single_point","algebraic","s2_aaa_mle","none",36,600,"none",-1,4.0867408239014775,0.20800000022487816,-0.03777765843703974,-4.30955499243471,-16.18903402514847,-12.77032678840713,-2.103888056794426,0.7749699737854991,0.6192248606372212
175,1.2640075290535755e8,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,4.086689954211813,0.20800000008982886,0.01975255790000295,-4.3096738316866565,-15.887451894089178,-0.13829155811018318,-0.004429332023310974,0.7750008450947083,0.6200087246789854
176,5.870212596234785,"multipoint","algebraic","aaad_gpr","none",36,525,"none",5,4.086770453615147,0.20800000008982886,0.0038098060775577976,-4.309920851890998,-18.56774039583139,-9.74381013706241,-0.013402574817732273,0.7750008450947085,0.6200031331116518
177,1.0e15,"single_point","algebraic","aaad_gpr","none",36,470,"none",-1,4.086800649772364,0.20800000008982886,-0.04964280300324014,-4.310166965560056,-15.890951026095967,-10.017415105118934,-2.071117869379023,0.7750206880021424,0.6205352022325608
178,1.0e15,"single_point","algebraic","s3_adapt_rq","none",36,236,"none",-1,4.086801601567927,0.20800000008982886,-0.04966937056655722,-4.310175790959852,-15.890512560038239,-10.01229298045957,-2.0710684911309265,0.7750215559155752,0.6205621590903145
179,1.0e15,"single_point","algebraic","agp_robust_rq","none",36,94,"none",-1,4.086801881190391,0.20800000008982886,-0.049669546269731614,-4.310179820198284,-15.890614157147326,-10.012111492690629,-2.071080029738312,0.7750218691436886,0.6206169322060229
180,1.0e15,"single_point","algebraic","aaad","none",36,536,"none",-1,4.086811110838962,0.2079999990475398,-0.049898385546020385,-4.3102766197468485,-15.884391228140116,-9.972815610940154,-2.070417991774276,0.775029831717384,0.620761004861439
181,1.0e15,"single_point","algebraic","s3_adapt_se","none",36,167,"none",-1,4.086835554549926,0.20800000008982886,-0.04964247296854829,-4.31052527841255,-15.891528414431294,-10.017021828889677,-2.071171326960295,0.7750506024013292,0.6213789352093263
182,1.0e15,"single_point","algebraic","agp_robust","none",36,15,"none",-1,4.086899292172707,0.20800000008982886,-0.04966273326790406,-4.311191322234843,-15.891196145633149,-10.013423479774886,-2.071118470047041,0.7751063064712989,0.6229557530024027
183,2.836432088742947e10,"multipoint","algebraic","aaad","none",36,583,"none",5,4.088994077639832,0.2079999990475398,-15.9201611344063,-4.312220527222495,-14.865237260780674,-0.03101062713712905,-1.9428757318361358,0.7750015451225375,0.620002526114491
184,2.52789993330286e8,"synthesized_aggregate","algebraic","","none",-1,-1,"trim25_mean",-1,0.6739756093275457,0.20800000010725422,-0.09113336751544848,0.10906422160491999,-18.78596595593829,0.28448465125420525,-0.04289476398698169,0.7683072357343721,0.6217463398520856
185,1.0e15,"multipoint","algebraic","agp_robust_rq","none",8,136,"none",2,0.9746939867099166,0.20800000008982886,-0.004587280383135009,0.04013987913125826,-18.84760484098478,-6.529223961451481,-0.01673385635144275,0.7750041245306988,0.6199998922360428
186,1.0e15,"multipoint","algebraic","s3_adapt_se","none",8,206,"none",2,0.9746934651109639,0.20800000008982886,-0.004151200681229439,0.0401404805052554,-18.90023682033793,-6.865216678553884,-0.016246147885245896,0.7749997910894103,0.6199912990575858
187,1.0e15,"multipoint","algebraic","aaad_gpr","none",8,514,"none",2,0.9746938922516757,0.20800000008982886,-0.003968771742941423,0.040147748638230375,-18.92823904740876,-6.967275345046155,-0.0011615352523472776,0.7749948748280261,0.6200028248436578
188,2.0131427158451688e8,"synthesized_aggregate","algebraic","","none",-1,-1,"trim25_mean",-1,1.9115143314147982,0.20800000010495698,0.12595140475636188,-0.960022200418103,-18.969360071987275,-14.66865347559771,-1.3134927243956558,0.7747499138767928,0.6069816971348345
189,1.8379082280143657e8,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,2.390087767947937,0.20800000008982886,0.009474805920164003,-1.3678308298712296,-19.105344543231247,-5.039924466055475,-0.2538172421703076,0.7749982625942213,0.61997461606763
190,5.809974226921876,"multipoint","algebraic","aaad_gpr","none",36,526,"none",5,4.08676993745726,0.20800000008982886,0.007508405963857301,-4.309920319747547,-19.111801598376868,-6.901111996715998,-0.0011551543104247265,0.7750008450947082,0.6200031331116518
191,5.7834944778418365,"multipoint","algebraic","s3_adapt_se","none",36,218,"none",5,4.086768230393944,0.20800000008982886,0.007860479035367534,-4.309895158735857,-19.156483114434234,-6.793950292049526,-0.016344591203814433,0.7749988502624284,0.6199912504787238
192,1.0e15,"multipoint","algebraic","aaad_gpr","none",8,513,"none",2,0.974693880211396,0.20800000008982886,-0.002160051119704674,0.040147751226865556,-19.19162060715339,-9.486295861363192,-0.013588655272349866,0.7749948748280262,0.6200028248436578
193,2.4001480191906846e8,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.975068501208586,0.20800000008982886,-3.841626083515059e-5,0.04005927028539241,-19.19162060715339,-0.49112684283906766,-0.004299022804430402,0.7750198390541795,0.6200028248436578
194,1.0e15,"single_point","algebraic","chebyshev_bic","none",36,310,"none",-1,4.095685057658475,0.20800000012048636,-0.061677064626903824,-4.423633609602108,-15.25882282727252,-8.435446745550218,-2.000014684759078,0.7848939730508616,0.8917969368892141
195,5.767698809473185,"multipoint","algebraic","agp_robust_rq","none",36,148,"none",5,4.086767341138266,0.20800000008982886,0.00880791139573019,-4.309894785543715,-19.26993606099404,-6.419922594948338,-0.016901135136279666,0.7749988471738916,0.6199996197454384
196,9.912905669918365e9,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.673999198672837,0.20800000008982886,31.0624396295465,0.10900146068372578,0.4729920270635102,0.01748108242250561,0.06217497642194629,0.775000021757032,0.6200000665247175
197,2.231305096275824e8,"synthesized_aggregate","algebraic","","none",-1,-1,"trim25_mean",-1,1.3795864865087015,0.20800000011763553,0.11706486877464742,-0.2506424471067833,-17.52601908650334,-30.293851504390542,-0.813681466521135,0.7744703176389647,0.6163289156076818
198,1.0e15,"multipoint","algebraic","s2_aaa_mle","none",36,657,"none",5,4.271494456098462,0.20800000022487816,0.13908556797165947,-4.498982640296967,0.47309715395246593,-7.989837546369075,-3.208162132916177,0.7749994156366005,0.6200143162463189
199,1.0e15,"multipoint","algebraic","s2_aaa_mle","none",36,654,"none",5,4.2715404704139015,0.20800000022487816,-0.1763753480013901,-4.499029406163343,0.47309715402620417,-14.228784454718792,-1.8033631418599914,0.7749994156366005,0.6200143162463189
200,1.0e15,"multipoint","algebraic","s3_adapt_rq","none",36,290,"none",5,4.27223060888378,0.20800000008982886,-17.593333455557893,-4.4997433180283295,0.46845827474885726,-0.05280596014485742,-1.0701636273641026,0.775000615590752,0.6200006639712274
201,5.888974888701783,"multipoint","algebraic","agp_robust","none",25,71,"none",4,2.3901047668307567,0.20800000008982886,0.00037886629859682874,-1.3681455543675536,-19.53685409961921,-29.383575190533556,-0.008510641537089707,0.7750056047217683,0.61997461606763
202,1.0e15,"multipoint","algebraic","agp_robust","none",8,63,"none",2,0.9746944152916166,0.20800000008982886,-0.00022820210614146958,0.0401297162201875,-19.695846933328273,-29.140069814497895,-0.008533674772929822,0.7750198390541795,0.6199753510446245
203,2.4001370032939455e8,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.9750690162439828,0.20800000008982886,-2.309329649200046e-6,0.04006014945336371,-19.91664902303402,0.31814654484754246,0.09677942336998463,0.775021862540231,0.6200418927465463
204,2.1869040360568714e8,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,1.4926684865795674,0.20800000008982886,6.473014679275116e-5,-0.30986645968191423,-19.96341754379353,-11.23202790806267,-1.7017914028961196,0.7750172183317795,0.6208028177374985
205,2.1863622040238106e8,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,1.4931822814948579,0.20800000008982886,0.004285444462849117,-0.31344285098700553,-19.994976857432103,-4.195372733343522,-0.18886919292441992,0.7749987858384247,0.620013301623196
206,1.0e15,"multipoint","algebraic","agp_robust","none",1,59,"none",1,0.673999198672837,0.20800000008982886,-0.0008774025913796336,0.10900146068372578,-18.449013396208194,-31.161311137456142,-0.008352183451241073,0.7750315451065343,0.6199759554761446
207,5.837599484778617,"multipoint","algebraic","agp_robust","none",16,68,"none",3,1.49319809037344,0.20800000008982886,0.00018181577744353603,-0.3134609680213809,-20.098246390812236,-30.67106034467592,-0.0022481929728916284,0.7749866643803544,0.6199736381000793
208,5.822158707716952,"multipoint","algebraic","agp_robust","none",16,67,"none",3,1.4931980897317445,0.20800000008982886,0.000211180212823114,-0.31346096772928506,-20.114112016983874,-28.517319222529313,-0.008594163885783119,0.7749866643803544,0.6199736381000793
209,2.5275560926696002e8,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,0.6739993429130323,0.20800000008982886,-0.00039041859318899306,0.10900026214804354,-20.117657953159217,1.956488920525293,0.23244314397605598,0.7750053202180974,0.6224501047346305
210,1.0e15,"multipoint","algebraic","agp_robust","none",8,64,"none",2,0.9746944150895692,0.20800000008982886,-0.00019785014678739185,0.04012971626363376,-19.712634345875045,-31.24636995591111,-0.002261462706816502,0.7750198390541796,0.6199753510446246
211,5.704549685712041,"multipoint","algebraic","s3_adapt_se","none",36,217,"none",5,4.086766804871547,0.20800000008982886,0.01807526126347293,-4.309893689068497,-20.155551672891935,-4.4474126912593945,-0.0008884227213108531,0.7749988502624282,0.6199912504787238
212,5.899051200958171,"multipoint","algebraic","agp_robust","none",25,72,"none",4,2.3901047697437194,0.20800000008982886,0.0003268178014243029,-1.3681455564608027,-19.507945290422562,-31.560539322923432,-0.0022685926696837918,0.7750056047217683,0.6199746160676302
213,5.6817831265724505,"multipoint","algebraic","agp_robust_rq","none",36,149,"none",5,4.086765579685339,0.20800000008982886,0.021429854536532976,-4.309892969542304,-20.416347760629208,-4.084348091680176,-0.0008396319180649125,0.7749988471738914,0.6199996197454383
214,5.698558680730017,"multipoint","algebraic","aaad_gpr","none",25,521,"none",4,2.390102152297167,0.20800000008982886,0.004049581823839827,-1.3681067567672036,-20.457618424127205,-9.010618886434237,-0.013958664231894258,0.7749982625942214,0.6200029997671486
215,1.8374003572659612e8,"synthesized_aggregate","algebraic","","none",-1,-1,"median",-1,2.3900477858933216,0.20800000008982886,0.009474805920164003,-1.3664782857991091,-20.5816124446651,-9.213208866297704,-1.6858803345791609,0.7749736148303862,0.6191311490648752
216,5.592790750165914,"multipoint","algebraic","aaad_gpr","none",16,517,"none",3,1.4932001493180114,0.20800000008982886,0.0021473552191840876,-0.31349259423239323,-20.595003610776285,-8.96241816879408,-0.013998222636463574,0.7750034021695003,0.6200032651433278
217,6.054408595473847e12,"single_point","algebraic","aaad_gpr","none",8,458,"none",-1,0.9647685047056583,0.20800000008982886,0.005222872332772395,0.042546339849026976,-18.837873682076964,1.4706686995602634,17.277633156248353,0.7750238860262826,0.6218006702938913
218,5.5400545695169665,"multipoint","algebraic","aaad_gpr","none",16,518,"none",3,1.4932001028479265,0.20800000008982886,0.004273855969383175,-0.313492573079102,-20.881627126754413,-6.321941101886332,-0.001097250841844388,0.7750034021695003,0.6200032651433278
219,5.469220123031576,"multipoint","algebraic","s3_adapt_se","none",16,210,"none",3,1.4931999314262108,0.20800000008982886,0.004285444462849117,-0.3134827887485185,-20.885230712045633,-6.357624963817792,-0.016993243010899727,0.774998458034663,0.6199912302263515
220,5.446566880524758,"multipoint","algebraic","agp_robust_rq","none",16,140,"none",3,1.4931993372788999,0.20800000008982886,0.004764547341014765,-0.3134820073345215,-20.938952111137784,-6.029967631830278,-0.017545215860697225,0.7749974312247597,0.6199995466344381
221,5.651295717220545,"multipoint","algebraic","aaad_gpr","none",25,522,"none",4,2.3901019172503637,0.20800000008982886,0.00824938102511935,-1.368106587866373,-21.02337641691988,-6.2797068255454755,-0.0010928778992739222,0.7749982625942214,0.6200029997671486
222,5.599034922557868,"multipoint","algebraic","s3_adapt_se","none",25,214,"none",4,2.390102101824767,0.20800000008982886,0.008241666130914569,-1.368117619100984,-21.024049604061254,-6.325617672302872,-0.01704419613675006,0.7750003375625546,0.6199913272742972
223,6.042022781667284,"multipoint","algebraic","agp_robust","none",36,75,"none",5,4.0867648985602605,0.20800000008982886,0.00033739079949844316,-4.309847915941847,-17.620583005429584,-32.65986451428059,-0.0082305128285678,0.7749951080000412,0.6199740740788129
224,5.580989110561147,"multipoint","algebraic","agp_robust_rq","none",25,144,"none",4,2.39010309775723,0.20800000008982886,0.009201384235194659,-1.3681226130708193,-21.13156085627023,-5.9888265897508814,-0.017617857892190822,0.7750015767211647,0.6199997606826563
