case_id	source_method_key	source_method_label	target_method_key	target_method_label	seed_primary_role	seed_roles	source_seed_benchmark_rmse	source_seed_max_rel_err	source_seed_fit_objective	target_cold_oracle_rmse	target_cold_selected_rmse	transfer_best_rmse	transfer_selected_rmse	transfer_best_fit_objective	transfer_selected_fit_objective	distance_to_target_oracle	distance_to_target_selected	same_target_oracle	same_target_selected	same_target_any	benchmark_improved_vs_seed	fit_improved_vs_seed	status	reason	transfer_runtime_seconds
seir_3_1em4	scalar_log	Scalar log-space	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	fit_rank_1	fit_rank_1	0.08109306384385494	0.25865879052803314	5.988078646444696	0.278964921186605	0.278964921186605	0.08109306382897684	0.08109306382897684	5.9880786464445155	5.9880786464445155	0.38738723910986433	0.38738723910986433	false	false	false	true	true	ok		0.020029019
seir_3_1em4	scalar_log	Scalar log-space	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	fit_rank_2	fit_rank_2	0.05026623840797537	0.15530497100753082	5.988078649894569	0.278964921186605	0.278964921186605	0.05026623848332059	0.05026623848332059	5.988078649894291	5.988078649894291	0.3824949739189679	0.3824949739189679	false	false	false	false	true	ok		0.018621956
seir_3_1em4	scalar_log	Scalar log-space	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	fit_rank_3	fit_rank_3	0.047427965634238615	0.1413755522818126	5.988078650888077	0.278964921186605	0.278964921186605	0.04742796136272662	0.04742796136272662	5.988078650886774	5.988078650886774	0.3839863622801919	0.3839863622801919	false	false	false	true	true	ok		0.021099834
seir_3_1em4	scalar_log	Scalar log-space	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	fit_rank_4	fit_rank_4	0.010413993845791496	0.029797232166008544	5.988078659516295	0.278964921186605	0.278964921186605	0.010413994062766638	0.010413994062766638	5.98807865951625	5.98807865951625	0.393192342533279	0.393192342533279	false	false	false	false	true	ok		0.014626808
seir_3_1em4	scalar_log	Scalar log-space	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	fit_rank_5	fit_rank_5	0.21892521942946128	0.7618314298599919	5.9880791284532	0.278964921186605	0.278964921186605	0.16232122962216558	0.16232122962216558	5.988078773906204	5.988078773906204	0.47227204937534173	0.47227204937534173	false	false	false	true	true	ok		0.658708424
seir_3_1em4	scalar_log	Scalar log-space	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	fit_rank_6	fit_rank_6	0.2571349005343608	0.9044847894490909	5.98807958358593	0.278964921186605	0.278964921186605	0.18944240134884638	0.18944240134884638	5.988078906510944	5.988078906510944	0.49641232970391785	0.49641232970391785	false	false	false	true	true	ok		0.54957846
seir_3_1em4	scalar_log	Scalar log-space	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	fit_rank_7	fit_rank_7	0.33276932160132267	1.1800156452656572	5.988081271275059	0.278964921186605	0.278964921186605	0.24220218712420216	0.24220218712420216	5.988079387246374	5.988079387246374	0.5377517194546824	0.5377517194546824	false	false	false	true	true	ok		0.588322185
seir_3_1em4	scalar_log	Scalar log-space	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	fit_rank_8	fit_rank_8	0.3434615078982618	1.2177756784752263	5.988081636199465	0.278964921186605	0.278964921186605	0.24952593128517647	0.24952593128517647	5.988079483496145	5.988079483496145	0.5429416421851878	0.5429416421851878	false	false	false	true	true	ok		0.543963204
seir_3_1em4	scalar_log	Scalar log-space	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	fit_rank_9	fit_rank_9	0.37402968706976397	1.323526202049965	5.988082784570448	0.278964921186605	0.278964921186605	0.2692697967158568	0.2692697967158568	5.9880797865488	5.9880797865488	0.5563130730956269	0.5563130730956269	false	false	false	true	true	ok		0.564553297
seir_3_1em4	scalar_log	Scalar log-space	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	fit_rank_10	fit_rank_10	0.3338718098607316	1.7519047955873934	5.988091914747244	0.278964921186605	0.278964921186605	0.22664853793495834	0.22664853793495834	5.988081649650227	5.988081649650227	0.1047728567284779	0.1047728567284779	false	false	false	true	true	ok		0.581437322
