case_id	system	comparison_run	lambda	lambda_label	method_key	method_label	status	reason	regularization_mode	research_analysis_mode	raw_candidate_count	imported_best_benchmark_rmse	analyzed_input_best_benchmark_rmse	analyzed_input_selected_benchmark_rmse	saved_amigo_rmse	saved_nopolish_rmse	saved_polish_rmse	selected_benchmark_rmse	best_benchmark_rmse	selected_local_rel_rmse	best_local_rel_rmse	selected_fit_objective	best_benchmark_fit_objective	runtime_seconds
seir_3_1em4	seir	4	0.0	0	scalar_log	Scalar log-space	ok		l2_log	ungated	345	3.228605732071512	3.228605732071512	3.6461729932043996	0.07043501513654775	3.228605732071512	0.30190204918040964	0.24876633494782346	0.03031975515484668	0.6416682118105088	0.05790949775848084	-34908.4378513112	-188.51498806375153	325.086510755
seir_3_1em4	seir	4	0.001	1e-03	scalar_log	Scalar log-space	ok		l2_log	ungated	345	3.228605732071512	3.228605732071512	3.6461729932043996	0.07043501513654775	3.228605732071512	0.30190204918040964	0.2487652322703445	0.006376303677169621	0.6416635675929409	0.013725543069616764	-34908.38700105784	5.954881000434336	320.854089275
seir_3_1em4	seir	4	0.0	0	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	ok		l2_log	ungated	345	3.228605732071512	3.228605732071512	3.6461729932043996	0.07043501513654775	3.228605732071512	0.30190204918040964	0.278964921186605	0.278964921186605	0.6822239751846588	0.6795250853738637	5.988085785652451	5.988085785652451	255.342643572
seir_3_1em4	seir	4	0.001	1e-03	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	ok		l2_log	ungated	345	3.228605732071512	3.228605732071512	3.6461729932043996	0.07043501513654775	3.228605732071512	0.30190204918040964	0.09523046997314538	0.0017990734138271598	0.1626038140704384	0.003185776386087438	5.996704403018323	5.997403528115547	285.666700959
seir_3_1em4	seir	4	0.0	0	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	ok		l2_log	ungated	345	3.228605732071512	3.228605732071512	3.6461729932043996	0.07043501513654775	3.228605732071512	0.30190204918040964	0.050546223087905094	0.038864151232310386	0.08876118967174502	0.06908212582302987	5.988078649855779	5.988078652903638	211.426163204
seir_3_1em4	seir	4	0.001	1e-03	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	ok		l2_log	ungated	345	3.228605732071512	3.228605732071512	3.6461729932043996	0.07043501513654775	3.228605732071512	0.30190204918040964	0.09523068051079424	0.009004362148501971	0.1626041609870626	0.01726770824277833	5.996704403018325	5.997240053458075	201.823924102
