case_id,model_name,role,benchmark_nopolish_combined_rmse,benchmark_polish_combined_rmse,block_no_polish_combined_rmse,raw_best_finalist_rmse,block_best_finalist_rmse,merged_best_finalist_rmse,merged_ranked_best_rmse,delta_vs_benchmark_polish,raw_seed_count,block_seed_count,merged_seed_count,merged_polished_seed_count,merged_finalist_count,winner_sources,comparison_outcome,improvement_mode,local_total_seconds,local_polish_seconds
brusselator_5_1em4,brusselator,guard,0.062269106156730085,0.062269106156730085,0.9922066134405828,0.0008944876324560455,0.0008016801608721625,0.0008016801608721625,0.0008016801608721625,0.06146742599585792,42,42,63,63,29,baseline+block+branch,finalist_set_better,both_seed_families_win,448.283784797,109.32793727299996
