case_id,model_name,bucket,classification,selected_via,raw_candidate_count,family_count,baseline_combined_rmse,consensus_combined_rmse,synth_combined_rmse,branch_combined_rmse,consensus_delta_combined_rmse,synth_delta_combined_rmse,branch_delta_combined_rmse,best_fit_vs_truth_gap,best_strategy
sirt_treatment_7_1em4,sirt_treatment,AMIGO2-only / ODEPE near-miss,a_only,requested,20,20,0.3512929354766121,0.3512929354766121,0.3512929354766121,0.3576026822172285,0.0,0.0,-0.0063097467406164065,0.28869381877518785,best_fit_baseline
