case_id	raw_candidate_count	saved_amigo_rmse	saved_polish_rmse	scalar_linear_best_rmse	scalar_log_best_rmse	residual_lm_linear_best_rmse	residual_lm_log_best_rmse	residual_lm_linear_vs_scalar_linear	residual_lm_log_vs_scalar_log	residual_fastshortcut_linear_best_rmse	residual_fastshortcut_log_best_rmse	residual_fastshortcut_linear_vs_scalar_linear	residual_fastshortcut_log_vs_scalar_log	residual_trustregion_linear_best_rmse	residual_trustregion_log_best_rmse	residual_trustregion_linear_vs_scalar_linear	residual_trustregion_log_vs_scalar_log	residual_lso_lm_linear_best_rmse	residual_lso_lm_log_best_rmse	residual_lso_lm_linear_vs_scalar_linear	residual_lso_lm_log_vs_scalar_log	residual_lso_dogleg_linear_best_rmse	residual_lso_dogleg_log_best_rmse	residual_lso_dogleg_linear_vs_scalar_linear	residual_lso_dogleg_log_vs_scalar_log	residual_fastlm_linear_best_rmse	residual_fastlm_log_best_rmse	residual_fastlm_linear_vs_scalar_linear	residual_fastlm_log_vs_scalar_log
sirt_treatment_0_1em4	28	6.928203230274069e-5	6.000723114569392e-5	7.066701507509908e-5	7.066701505164314e-5	0.012229703710447754	0.012229703710447754	worse	worse	7.06698626861272e-5	7.066671857243157e-5	tie	tie	7.06670150691327e-5	7.066701507900091e-5	tie	tie	7.067148430119457e-5	7.066654771049555e-5	tie	tie	7.066803574737208e-5	7.066600379258006e-5	tie	tie	Inf	Inf	worse	worse
flexible_arm_0_1em4	62	0.005444386507628252	0.03601391219510978	0.3264211023235338	0.3093489232094971	0.32613117446242856	0.32613117446242856	better	worse	0.005442779669486949	0.005442873480789384	better	better	0.32613117446242856	0.32613117446242856	better	worse	0.0054428373771534255	0.005442167212796984	better	better	0.005442666624941306	0.005442697257750113	better	better	Inf	Inf	worse	worse
