observable,order,true_val,interp_val,rel_error
y1(t),0,1.912248163069353e-01,1.912250500284686e-01,1.222234319685812e-06
y1(t),1,-3.081644078752142e-01,-3.081663527710342e-01,6.311227936641845e-06
y2(t),0,7.704110196880353e-01,7.704109864978921e-01,4.308108573369746e-08
y2(t),1,1.529798530455483e-01,1.529795882883917e-01,1.730666825001218e-06
