case_id	source_method_key	source_method_label	target_method_key	target_method_label	seed_primary_role	seed_roles	source_seed_benchmark_rmse	source_seed_max_rel_err	source_seed_fit_objective	target_cold_oracle_rmse	target_cold_selected_rmse	transfer_best_rmse	transfer_selected_rmse	transfer_best_fit_objective	transfer_selected_fit_objective	distance_to_target_oracle	distance_to_target_selected	same_target_oracle	same_target_selected	same_target_any	benchmark_improved_vs_seed	fit_improved_vs_seed	status	reason	transfer_runtime_seconds
seir_3_1em4	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	scalar_log	Scalar log-space	top_fit_3	top_fit_3	0.2819907154325036	1.320658111537183	5.988086081561698	0.010413993845791496	0.08109306384385494	0.23327756924029652	0.23327756924029652	5.98808203529111	5.98808203529111	0.31380032240083877	0.36986862666920395	false	false	false	true	true	ok		1.171603602
seir_3_1em4	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	oracle_best	oracle_best,fit_selected,top_fit_1	0.278964921186605	1.2952807765282912	5.988085785652451	0.038864151232310386	0.050546223087905094	0.20397640142376072	0.20397640142376072	5.988080461613873	5.988080461613873	0.30079128339254935	0.31578885293679637	false	false	false	true	true	ok		0.579843987
seir_3_1em4	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	top_fit_2	top_fit_2	0.2796647784333618	1.3011514532730668	5.9880858535683235	0.038864151232310386	0.050546223087905094	0.20416291158451425	0.20416291158451425	5.988080470163393	5.988080470163393	0.3009166116248916	0.31591290669142313	false	false	false	true	true	ok		0.594487653
seir_3_1em4	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	top_fit_3	top_fit_3	0.2819907154325036	1.320658111537183	5.988086081561698	0.038864151232310386	0.050546223087905094	0.20521838652955304	0.20521838652955304	5.9880805191328	5.9880805191328	0.30162152680658083	0.31661064395449834	false	false	false	true	true	ok		0.467091875
seir_3_1em4	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	scalar_log	Scalar log-space	oracle_best	oracle_best	0.038864151232310386	0.11852242673704183	5.988078652903638	0.010413993845791496	0.08109306384385494	0.038864151232310386	0.05156998345387101	5.988078652903638	5.9880786496248355	0.07100965665017084	0.05895064405406034	false	false	false	false	true	ok		1.531383342
seir_3_1em4	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	scalar_log	Scalar log-space	fit_selected	fit_selected,top_fit_1	0.050546223087905094	0.15621864756927537	5.988078649855779	0.010413993845791496	0.08109306384385494	0.050546223087905094	0.05938978411124559	5.988078649855779	5.988078647863945	0.08747837017997996	0.04242043150623444	false	false	false	false	true	ok		2.200651226
seir_3_1em4	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	scalar_log	Scalar log-space	top_fit_2	top_fit_2	0.049200164701537215	0.15183045055839123	5.9880786501773535	0.010413993845791496	0.08109306384385494	0.049200164701537215	0.057973079299191155	5.9880786501773535	5.98807864814243	0.08559134755769653	0.044318115239333586	false	false	false	false	true	ok		1.21139309
seir_3_1em4	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	scalar_log	Scalar log-space	top_fit_3	top_fit_3	0.039961535320012426	0.12202555700742863	5.988078652581634	0.010413993845791496	0.08109306384385494	0.039961535320012426	0.050220484794592596	5.988078652581634	5.988078649908953	0.0725651150836726	0.05739241897484239	false	false	false	false	true	ok		1.193811761
seir_3_1em4	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	oracle_best	oracle_best	0.038864151232310386	0.11852242673704183	5.988078652903638	0.278964921186605	0.278964921186605	0.038864196063125134	0.038864196063125134	5.988078652874686	5.988078652874686	0.386568165718409	0.386568165718409	false	false	false	false	true	ok		0.032735862
seir_3_1em4	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	fit_selected	fit_selected,top_fit_1	0.050546223087905094	0.15621864756927537	5.988078649855779	0.278964921186605	0.278964921186605	0.05054626700632316	0.05054626700632316	5.988078649825225	5.988078649825225	0.3823844546226531	0.3823844546226531	false	false	false	false	true	ok		0.034802956
seir_3_1em4	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	top_fit_2	top_fit_2	0.049200164701537215	0.15183045055839123	5.9880786501773535	0.278964921186605	0.278964921186605	0.04920019839726516	0.04920019839726516	5.988078650160112	5.988078650160112	0.3829119073345243	0.3829119073345243	false	false	false	false	true	ok		0.060331181
seir_3_1em4	residual_fastlm_bounded_log	Bounded FastLevenbergMarquardt log-space	residual_lso_lm_bounded_log	Bounded LeastSquaresOptim LM log-space	top_fit_3	top_fit_3	0.039961535320012426	0.12202555700742863	5.988078652581634	0.278964921186605	0.278964921186605	0.03996153526545096	0.03996153526545096	5.988078652581627	5.988078652581627	0.3862136388490414	0.3862136388490414	false	false	false	true	true	ok		0.013874983
