nu,post_polish_error,b,a,err,branch_size,Npop(t),In(t),polish_source_hc_idx,S(t),E(t)
0.49471210530028464,3.1678330759821183,0.7578683687014324,0.5507986689155017,3.1678330759821183,22.0,0.32199964107283185,0.18583925461281883,215.0,0.4692993463662154,0.3095063448586002
0.7343980547241269,3.167833075982414,0.7578683840336556,0.3710341459217704,3.167833075982414,35.0,0.32199964107283185,0.18583925514394348,68.0,0.3161338060261686,0.17816631816756856
0.03223850464897664,1396.12974758578,1.123875719979554,2.514042221403887,1396.12974758578,1.0,0.322000314260611,2.187284636229012e-5,639.0,9.667111175146676,10.000000000000002
1.1490384250015298,0.005944086406758055,0.729557920923544,0.27811119319752275,0.005944086406758055,2.0,0.32199964107283174,0.18280485963157245,-1.0,0.24471911469186164,0.1086291871954307
0.370814924263364,0.005944086406759987,0.7295579209235438,0.8617788187511463,0.005944086406759987,1.0,0.32199964107283174,0.1828048596315544,-1.0,0.7583073056509296,0.5284324234271883
0.37167945058231033,0.0065824602645968055,0.7353193934420006,0.8439811664552538,0.0065824602645968055,1.0,0.32199964107283174,0.18334669266018888,-1.0,0.7410358103495772,0.5198756271578823
1.0116404933826488,0.012386339098937245,0.7646419935698548,0.2834407110912794,0.012386339098937245,1.0,0.32199964107283174,0.18425851461997314,-1.0,0.2456842675235881,0.12150079769619757
0.37792094812170596,0.012386339098939554,0.7646419935698546,0.7587303700369867,0.012386339098939554,1.0,0.32199964107283174,0.1842585146199562,-1.0,0.6576617539969661,0.47972794013287023
0.34330186746406594,0.0138913068205815,0.7548846960478817,0.8935786456921744,0.0138913068205815,2.0,0.3219996410728316,0.18276277107165212,-1.0,0.7881458014542884,0.5824523634269718
1.1914381942562327,0.013891306820587873,0.7548846960478817,0.25747640059804944,0.013891306820587873,4.0,0.3219996410728316,0.18276277107165737,-1.0,0.22709690421006448,0.10277756076490491
0.3438822978580411,0.014730713033294448,0.7618851777929105,0.872924309510282,0.014730713033294448,2.0,0.3219996410728316,0.18337607444175974,-1.0,0.7679978670002938,0.5723212293732379
