parameterId	parameterScale	lowerBound	upperBound	nominalValue	estimate
a12	lin	-1000000.0	1000000.0	1.0	1
a13	lin	-1000000.0	1000000.0	1.0	1
a21	lin	-1000000.0	1000000.0	1.0	1
a31	lin	-1000000.0	1000000.0	1.0	1
a01	lin	-1000000.0	1000000.0	1.0	1
init_x1	lin	0.001	1000.0	1.0	1
init_x2	lin	0.001	1000.0	1.0	1
init_x3	lin	0.001	1000.0	1.0	1
noiseParameter1	lin	1e-09	1e-09	1e-09	0
