source	run	saved_rmse	recomputed_abs_rmse	recomputed_rel_rmse	saved_mean_rel_err	saved_max_rel_err
parameter_comparison_odepe_polish	4	1.3118217123173215	1.3118217123173215	2.919045618670249	1.8173847109069128	8.504714074498258
parameter_comparison_odepe_polish	5	0.003316392798514189	0.003316392798514189	0.007193129470301647	0.0037384027374541447	0.017644599235009245
imported_odepe_nopolish_best			414.6612596856224	2858.1902247478424		
imported_odepe_polish_best		1.3118217123173215	1.2485175461627915	2.919045618670249	1.8173847109069128	8.504714074498258
local_stock_on_imported_nopolish			414.66112074527194	2858.1902247478424		
