input_count	cluster_rep_count	polished_pool_count	analyzed_count	selected_index	selected_abs_rmse	selected_rel_rmse	best_abs_index	best_abs_rmse	best_rel_index	best_rel_rmse
13	13	26	20	1	414.66112074527194	2858.190669068614	1	414.66112074527194	2	2858.1902247478424
