model_name,noise_level,interpolator_method,estimator,variable_name,variable_type,true_value,estimated_value,rel_error,cluster_id,solution_in_cluster,overall_problem_error
lv_periodic,0.0,GPR,PE,x1(t),state,2.0,2.000051582092979,2.5791046489587188e-5,1,1,0.19041496687977155
lv_periodic,0.0,GPR,PE,x2(t),state,0.5,0.49999760534484433,4.789310311337225e-6,1,1,0.19041496687977155
lv_periodic,0.0,GPR,PE,a,parameter,1.5,1.4999704861535064,1.9675897662422653e-5,1,1,0.19041496687977155
lv_periodic,0.0,GPR,PE,b,parameter,0.9,0.8999939075821164,6.769353204032984e-6,1,1,0.19041496687977155
lv_periodic,0.0,GPR,PE,c,parameter,3.0,3.0001465615616607,4.885385388690248e-5,1,1,0.19041496687977155
lv_periodic,0.0,GPR,PE,d,parameter,0.8,0.8000226918364927,2.8364795615770655e-5,1,1,0.19041496687977155
lv_periodic,0.0,GPR,PE,x1(t),state,2.0,1.9999715446971298,1.4227651435105848e-5,2,1,0.1904116435595853
lv_periodic,0.0,GPR,PE,x2(t),state,0.5,0.5000093516501988,1.8703300397548972e-5,2,1,0.1904116435595853
lv_periodic,0.0,GPR,PE,a,parameter,1.5,1.4999971884793692,1.874347087168123e-6,2,1,0.1904116435595853
lv_periodic,0.0,GPR,PE,b,parameter,0.9,0.9000030759807057,3.4177563396692926e-6,2,1,0.1904116435595853
lv_periodic,0.0,GPR,PE,c,parameter,3.0,3.0000177579281306,5.9193093768783456e-6,2,1,0.1904116435595853
lv_periodic,0.0,GPR,PE,d,parameter,0.8,0.8000176337469884,2.2042183735471177e-5,2,1,0.1904116435595853
lv_periodic,0.0,GPR,PE,x1(t),state,2.0,1.9998036467653244,9.817661733779737e-5,3,1,0.19040962038232837
lv_periodic,0.0,GPR,PE,x2(t),state,0.5,0.5000975614155493,0.00019512283109857087,3,1,0.19040962038232837
lv_periodic,0.0,GPR,PE,a,parameter,1.5,1.5000778947651217,5.1929843414436995e-5,3,1,0.19040962038232837
lv_periodic,0.0,GPR,PE,b,parameter,0.9,0.9000165026460407,1.8336273378549706e-5,3,1,0.19040962038232837
lv_periodic,0.0,GPR,PE,c,parameter,3.0,2.9998953188649002,3.4893711699920026e-5,3,1,0.19040962038232837
lv_periodic,0.0,GPR,PE,d,parameter,0.8,0.799980640711797,2.4199110253836364e-5,3,1,0.19040962038232837
