observable,order,true_val,interp_val,rel_error
y1(t),0,3.128817373344904e+02,3.128820238989736e+02,9.158875351156133e-07
y1(t),1,-2.654125944394636e+01,-2.654654406397854e+01,1.991096181151060e-04
y1(t),2,1.441722710795561e+02,1.440563017092065e+02,8.043805475293136e-04
y1(t),3,-7.082281568449614e+02,-7.053283576376372e+02,4.094442136051691e-03
y1(t),4,3.460592054542627e+03,3.501952933927913e+03,1.195196623392595e-02
y1(t),5,-1.692614669256620e+04,-1.844445259843808e+04,8.970180475504848e-02
y1(t),6,8.279227163667085e+04,7.162392597057403e+04,1.348959926490297e-01
