observable,order,true_val,interp_val,rel_error
y1(t),0,3.058015691216617e-01,3.055843442400704e-01,7.103458697585637e-04
y1(t),1,-2.770235515317669e-01,-2.641764175133753e-01,4.637560217301017e-02
y2(t),0,6.925588788294171e-01,6.977028490036048e-01,7.427484263694876e-03
y2(t),1,2.446412552973294e-01,2.068157836460636e-01,1.546160789818294e-01
