case_id	raw_candidate_count	imported_best_benchmark_rmse	analyzed_input_best_benchmark_rmse	analyzed_input_selected_benchmark_rmse	saved_amigo_rmse	saved_polish_rmse	scalar_linear_best_rmse	scalar_log_best_rmse	residual_lso_lm_linear_best_rmse	residual_lso_lm_log_best_rmse	residual_lso_lm_linear_vs_scalar_linear	residual_lso_lm_log_vs_scalar_log	residual_lso_lm_bounded_linear_best_rmse	residual_lso_lm_bounded_log_best_rmse	residual_lso_lm_bounded_linear_vs_scalar_linear	residual_lso_lm_bounded_log_vs_scalar_log	residual_lso_dogleg_linear_best_rmse	residual_lso_dogleg_log_best_rmse	residual_lso_dogleg_linear_vs_scalar_linear	residual_lso_dogleg_log_vs_scalar_log	residual_lso_dogleg_bounded_linear_best_rmse	residual_lso_dogleg_bounded_log_best_rmse	residual_lso_dogleg_bounded_linear_vs_scalar_linear	residual_lso_dogleg_bounded_log_vs_scalar_log	residual_fastlm_linear_best_rmse	residual_fastlm_log_best_rmse	residual_fastlm_linear_vs_scalar_linear	residual_fastlm_log_vs_scalar_log	residual_fastlm_bounded_linear_best_rmse	residual_fastlm_bounded_log_best_rmse	residual_fastlm_bounded_linear_vs_scalar_linear	residual_fastlm_bounded_log_vs_scalar_log
daisy_mamil4_6_1em4	119	0.15977208731062617	0.15977208731062617	0.6607668596062847	0.0032743993203473297	0.0031086489846149346	0.003258619441047282	0.06476111568127621	0.003274708349982279	0.13849708926746573	worse	worse	0.003274708578425796	0.0032747086055679676	worse	better	0.0032747085941326145	0.0032747086199206247	worse	better	0.0032747092694998467	0.00327471195599701	worse	better	0.0002269863662102221	0.017241526502614582	better	better	0.0002269863662102221	0.010579454958157583	better	better
